,qualcomm_male,qualcomm_female,tuple,inc_male,inc_female,average_male,average_female,male-female
62,-1.3720219,-1.5470672,"('incompetent', 'brilliant')",0.45230666,0.5311877,-0.4598576,-0.5079397,0.0480821
44,1.3535384,1.3542095,"('prejudiced', 'unprejudiced')",-1.3983897,-1.4893306,-0.0224257,-0.0675606,0.0451349
53,-1.3406453,-1.298074,"('uncreative', 'creative')",0.78956693,0.90302426,-0.2755392,-0.1975249,-0.0780143
81,-1.2888504,-1.4706945,"('submissive', 'aggressive')",-0.60316205,-0.64389575,-0.9460062,-1.0572951,0.1112889
85,1.2692416,1.3258322,"('insignificant', 'prestigious')",0.69469506,0.6477508,0.9819683,0.9867915,-0.0048232
32,-1.2057025,-1.3686508,"('unkind', 'kind')",0.66623986,0.74940914,-0.2697313,-0.3096208,0.0398895
51,-1.1913396,-1.1709238,"('uneducated', 'educated')",0.6005205,0.7192428,-0.2954096,-0.2258405,-0.0695691
55,-1.1617013,-1.3743751,"('incompetent', 'clever')",0.16076759,0.15477508,-0.5004669,-0.6098,0.1093331
21,-1.1505384,-1.2855437,"('immoral', 'moral')",-0.8941097,-0.9616383,-1.0223241,-1.1235909,0.1012668
27,-1.1277342,-1.2097511,"('hardhearted', 'softhearted')",1.6840992,1.5165164,0.2781825,0.1533827,0.1247998
30,-1.1051599,-1.1544858,"('intolerant', 'tolerant')",1.3153504,1.4113564,0.1050953,0.1284353,-0.02334
77,-1.0703691,-1.164192,"('unmotivated', 'motivated')",-1.2121807,-1.2849238,-1.1412749,-1.2245579,0.083283
1,-1.0556576,-1.0244887,"('unfriendly', 'friendly')",1.9707556,2.0163798,0.457549,0.4959456,-0.0383966
33,1.0211425,1.0793934,"('wrong', 'right')",-0.2989192,-0.34396654,0.3611116,0.3677134,-0.0066018
36,0.96754843,1.2436286,"('hostile', 'amicable')",0.1291413,0.23883283,0.5483449,0.7412307,-0.1928858
31,0.960959,1.2375152,"('evil', 'good')",-0.94206303,-0.90127987,0.009448,0.1681177,-0.1586697
59,0.95845294,0.97888553,"('foolish', 'wise')",0.29583877,0.38249224,0.6271459,0.6806889,-0.053543
3,-0.8933876,-1.1625291,"('repellent', 'pleasant')",-0.17180555,-0.13399151,-0.5325966,-0.6482603,0.1156637
29,0.83119315,1.0450585,"('unfair', 'fair')",-0.5518029,-0.39980406,0.1396951,0.3226272,-0.1829321
20,0.8004377,0.85556674,"('rough', 'thoughtful')",1.431833,1.4536674,1.1161354,1.1546171,-0.0384817
84,0.7966094,0.8721453,"('inferior', 'superior')",1.048516,1.1194043,0.9225627,0.9957748,-0.0732121
56,-0.7947524,-0.76067424,"('impractical', 'practical')",-0.11278941,0.0026380327,-0.4537709,-0.3790181,-0.0747528
74,-0.7850506,-0.78450865,"('undedicated', 'dedicated')",0.19477357,0.25417203,-0.2951385,-0.2651683,-0.0299702
19,-0.7580791,-0.49391955,"('inhospitable', 'hospitable')",-0.19514716,0.06357509,-0.4766131,-0.2151722,-0.2614409
87,0.68065405,0.5599116,"('unsuccessful', 'successful')",1.1267748,1.0195951,0.9037144,0.7897534,0.113961
50,0.66966945,0.5052229,"('clumsy', 'skillful')",0.19879806,0.24139102,0.4342338,0.373307,0.0609268
83,0.66904265,0.8683651,"('powerless', 'powerful')",-0.59720695,-0.59923565,0.0359178,0.1345647,-0.0986469
14,-0.6593765,-0.6366996,"('antisocial', 'social')",-0.51168406,-0.4952571,-0.5855303,-0.5659783,-0.019552
82,-0.6466946,-0.71568644,"('poor', 'rich')",5.789828,6.011576,2.5715666,2.6479449,-0.0763783
79,0.62313366,0.7102849,"('wavering', 'unwavering')",0.15199433,0.13430008,0.387564,0.4222925,-0.0347285
75,0.61710143,0.87419856,"('meek', 'impulsive')",-0.28609884,-0.22602057,0.1655013,0.324089,-0.1585877
39,0.58587027,0.28496513,"('exploitative', 'cooperative')",-0.054572545,-0.029353647,0.2656489,0.1278057,0.1378432
16,0.51849073,0.5993757,"('unpopular', 'popular')",0.26288986,0.35668543,0.3906903,0.4780306,-0.0873403
67,-0.5174949,-0.41184318,"('doubtful', 'determined')",-0.65712744,-0.5514095,-0.5873111,-0.4816263,-0.1056848
65,-0.49877167,-0.70839113,"('insecure', 'secure')",-0.61715347,-0.5473185,-0.5579625,-0.6278548,0.0698923
18,-0.493478,-0.30538863,"('disagreeable', 'welcoming')",-0.42160603,-0.41582924,-0.457542,-0.3606089,-0.0969331
15,0.48214495,0.6735685,"('boring', 'funny')",0.6798832,0.77972907,0.581014,0.7266488,-0.1456348
48,-0.4780717,-0.54519206,"('unintelligent', 'intelligent')",0.94557405,1.0058172,0.2337512,0.2303126,0.0034386
58,-0.47523165,-0.32388085,"('undiscriminating', 'discriminating')",0.46876574,0.46377054,-0.003233,0.0699448,-0.0731778
49,-0.45691597,-0.30651477,"('unable', 'able')",-0.09915252,0.04887662,-0.2780342,-0.1288191,-0.1492151
2,0.4021001,0.28430194,"('unlikable', 'likable')",0.6007146,0.59294826,0.5014074,0.4386251,0.0627823
34,-0.40061,-0.49235567,"('mean', 'honorable')",5.8557954,5.955933,2.7275927,2.7317886,-0.0041959
54,-0.38903475,-0.44552055,"('incapable', 'capable')",1.1714607,1.2316709,0.391213,0.3930752,-0.0018622
68,0.38506517,0.52626014,"('dependent', 'independent')",-0.66213936,-0.5189299,-0.1385371,0.0036651,-0.1422022
76,-0.32877466,-0.4686291,"('anxious', 'daring')",0.42854828,0.5627223,0.0498868,0.0470466,0.0028402
78,-0.32077175,-0.48157138,"('nonresilient', 'resilient')",0.44993442,0.43240508,0.0645813,-0.0245831,0.0891644
80,-0.31041566,-0.40718326,"('dominated', 'dominating')",-1.026865,-1.1810716,-0.6686403,-0.7941275,0.1254872
64,-0.2933132,-0.42872715,"('shy', 'confident')",-6.676331,-6.9287953,-3.484822,-3.6787612,0.1939392
25,0.27559334,0.20707345,"('egoistic', 'altruistic')",1.3991045,1.3435117,0.8373489,0.7752926,0.0620563
26,0.23744327,0.3841713,"('hardhearted', 'benevolent')",1.9411476,1.9322014,1.0892954,1.1581863,-0.0688909
71,0.2291406,0.32530564,"('diffident', 'self-confident')",0.8996706,0.9117617,0.5644056,0.6185337,-0.0541281
61,-0.21162708,-0.3148534,"('illogical', 'logical')",0.29459435,0.24212797,0.0414836,-0.0363627,0.0778463
40,-0.21095493,-0.18255828,"('stingy', 'generous')",-1.1229078,-1.2549356,-0.6669313,-0.718747,0.0518157
22,-0.132232,-0.19520296,"('untrustworthy', 'trustworthy')",-0.9122328,-0.88437253,-0.5222324,-0.5397878,0.0175554
42,-0.12318805,-0.16081728,"('unreliable', 'reliable')",-2.6198287,-2.6309068,-1.3715084,-1.3958621,0.0243537
47,0.083584584,0.05705313,"('stupid', 'smart')",5.3663545,5.549787,2.7249696,2.8034201,-0.0784505
6,0.07391016,0.23555787,"('distant', 'open')",0.45010749,0.5138098,0.2620088,0.3746838,-0.112675
17,-0.068460055,0.022666315,"('nasty', 'nice')",-0.48148346,-0.33701137,-0.2749718,-0.1571725,-0.1177993
4,-0.06583643,0.29966095,"('disliked', 'liked')",-6.0653753,-6.0444303,-3.0656059,-2.8723845,-0.1932214
5,-0.06469722,0.121127136,"('distant', 'outgoing')",-0.07294919,0.016306657,-0.0688232,0.0687169,-0.1375401
37,0.053410206,-0.06749684,"('fake', 'genuine')",0.684815,0.6865729,0.3691126,0.309538,0.0595746
88,0.04906869,0.13119419,"('low', 'eminent')",0.40502384,0.469814,0.2270463,0.3005041,-0.0734578
52,0.04692988,0.046874326,"('irrational', 'rational')",0.009716507,-0.08593068,0.0283232,-0.0195282,0.0478514
66,-0.013678499,0.027811125,"('inactive', 'active')",0.9979011,0.88032645,0.4921113,0.4540688,0.0380425
