,fiserv_male,fiserv_female,tuple,inc_male,inc_female,average_male,average_female,male-female
6,-1.6410128,-1.7343941,"('distant', 'open')",0.08886809,0.13449532,-0.7760723,-0.7999494,0.0238771
19,-1.5788773,-1.5951964,"('inhospitable', 'hospitable')",-0.21348964,-0.05409124,-0.8961835,-0.8246438,-0.0715397
8,-1.5639999,-1.2977543,"('unaffectionate', 'affectionate')",0.56842405,0.83998865,-0.4977879,-0.2288828,-0.2689051
9,-1.5028988,-1.41773,"('unaffectionate', 'caring')",0.7338716,0.8123193,-0.3845136,-0.3027053,-0.0818083
53,-1.4554127,-1.4562521,"('uncreative', 'creative')",0.71533203,0.81531215,-0.3700404,-0.32047,-0.0495704
79,-1.3903289,-1.4780059,"('wavering', 'unwavering')",-0.34018248,-0.32493007,-0.8652557,-0.901468,0.0362123
1,-1.3717804,-1.2475789,"('unfriendly', 'friendly')",1.4253676,1.7332805,0.0267936,0.2428508,-0.2160572
36,-1.1966262,-1.0957297,"('hostile', 'amicable')",0.46084967,0.5934893,-0.3678883,-0.2511202,-0.1167681
5,-1.1702554,-1.3421687,"('distant', 'outgoing')",-0.44730884,-0.3821194,-0.8087821,-0.8621441,0.053362
82,-1.1581142,-1.0536675,"('poor', 'rich')",5.570395,5.5486546,2.2061405,2.2474935,-0.041353
67,1.1265199,1.1284889,"('doubtful', 'determined')",-0.44971272,-0.52823347,0.3384036,0.3001277,0.0382759
31,-1.1092492,-1.1028463,"('evil', 'good')",-0.9020679,-0.78131,-1.0056586,-0.9420781,-0.0635805
86,-1.1067969,-1.1431754,"('uninfluential', 'influential')",0.03271226,-0.10436769,-0.5370423,-0.6237715,0.0867292
10,-1.0786835,-1.1620127,"('unsympathetic', 'sympathetic')",-0.48090026,-0.6724478,-0.7797919,-0.9172302,0.1374383
30,1.0753497,1.0930908,"('intolerant', 'tolerant')",1.2252014,1.2452801,1.1502755,1.1691854,-0.0189099
38,-0.98127043,-1.1173781,"('untruthful', 'truthful')",-0.32408458,-0.49735498,-0.6526775,-0.8073665,0.154689
39,0.96326184,1.0177261,"('exploitative', 'cooperative')",0.2955235,0.15357557,0.6293927,0.5856508,0.0437419
66,-0.96247864,-1.0304146,"('inactive', 'active')",0.722223,0.7132698,-0.1201278,-0.1585724,0.0384446
23,-0.89695275,-0.8411711,"('insincere', 'sincere')",4.8454866,4.594098,1.974267,1.8764635,0.0978035
60,0.8883789,0.83766496,"('inefficient', 'efficient')",0.12260802,-0.18084884,0.5054935,0.3284081,0.1770854
57,-0.84171456,-0.90785414,"('unimaginative', 'imaginative')",-2.3212142,-2.1432106,-1.5814644,-1.5255324,-0.055932
84,0.8363285,0.78827894,"('inferior', 'superior')",1.1633359,1.0767764,0.9998322,0.9325277,0.0673045
