,mbia_male,mbia_female,tuple,inc_male,inc_female,average_male,average_female,male-female
54,-0.20433006,-0.13452314,"('incapable', 'capable')",0.9947879,1.1832044,0.3952289,0.5243406,-0.1291117
50,0.1897203,0.28455263,"('clumsy', 'skillful')",0.056643873,0.19584951,0.1231821,0.2402011,-0.117019
85,-0.18441442,-0.27005687,"('insignificant', 'prestigious')",0.945639,0.78898853,0.3806123,0.2594658,0.1211465
37,0.17873308,-0.004001991,"('fake', 'genuine')",0.50966513,0.36308566,0.3441991,0.1795418,0.1646573
15,-0.14532803,-0.027599746,"('boring', 'funny')",0.6010704,0.658793,0.2278712,0.3155966,-0.0877254
38,-0.1377871,-0.0030850694,"('untruthful', 'truthful')",-0.4118718,-0.15034197,-0.2748294,-0.0767135,-0.1981159
77,-0.13345227,-0.14833136,"('unmotivated', 'motivated')",-1.2635936,-1.0671407,-0.6985229,-0.6077361,-0.0907868
3,0.11572734,0.048178464,"('repellent', 'pleasant')",-0.07494296,-0.10739665,0.0203922,-0.0296091,0.0500013
88,0.112188734,0.22767293,"('low', 'eminent')",0.26232147,0.46188593,0.1872551,0.3447794,-0.1575243
44,0.09594744,-0.11732836,"('prejudiced', 'unprejudiced')",-1.1497034,-1.1353456,-0.526878,-0.626337,0.099459
28,0.08002455,0.102175914,"('disloyal', 'loyal')",0.98610514,0.91183615,0.5330648,0.507006,0.0260588
51,-0.031759683,0.123510994,"('uneducated', 'educated')",0.30186576,0.26125717,0.135053,0.1923841,-0.0573311
23,0.026222182,0.1777622,"('insincere', 'sincere')",5.282411,5.4001737,2.6543167,2.7889678,-0.1346511
11,-0.01964609,0.18937665,"('unhelpful', 'helpful')",1.3062496,1.5833569,0.6433018,0.8863667,-0.2430649
