,mbia_male,mbia_female,tuple,inc_male,inc_female,average_male,average_female,male-female
60,1.8083805,2.0339332,"('inefficient', 'efficient')",-0.18544136,0.3773867,0.8114696,1.2056599,-0.3941903
6,-1.7147024,-1.6041716,"('distant', 'open')",0.1498444,0.037837192,-0.782429,-0.7831672,0.0007382
79,-1.5571138,-1.536069,"('wavering', 'unwavering')",-0.19044134,-0.31228724,-0.8737776,-0.9241781,0.0504005
36,-1.5120981,-1.5885737,"('hostile', 'amicable')",0.4353109,0.13655381,-0.5383936,-0.72601,0.1876164
30,1.5029229,1.6629043,"('intolerant', 'tolerant')",1.3549697,1.6896635,1.4289463,1.6762838,-0.2473375
39,1.4805747,1.4650578,"('exploitative', 'cooperative')",0.096870564,0.2727371,0.7887226,0.8688974,-0.0801748
14,1.4454612,1.3979477,"('antisocial', 'social')",-0.31123686,-0.13496976,0.5671121,0.631489,-0.0643769
5,-1.4282727,-1.2924074,"('distant', 'outgoing')",-0.4220806,-0.41839856,-0.9251767,-0.8554029,-0.0697738
19,-1.4231049,-1.3027931,"('inhospitable', 'hospitable')",-0.28795442,-0.33400735,-0.8555297,-0.8184003,-0.0371294
62,1.3860772,1.4853022,"('incompetent', 'brilliant')",0.015317941,0.52112633,0.7006975,1.0032142,-0.3025167
31,-1.3787967,-1.4263084,"('evil', 'good')",-0.72465444,-0.93565655,-1.0517256,-1.1809825,0.1292569
53,-1.2727072,-1.1704313,"('uncreative', 'creative')",0.7696438,0.7393567,-0.2515317,-0.2155373,-0.0359944
25,-1.1452893,-1.0586998,"('egoistic', 'altruistic')",1.5679924,1.5594041,0.2113516,0.2503521,-0.0390005
64,1.0778687,0.94296473,"('shy', 'confident')",-6.505281,-6.233827,-2.713706,-2.6454313,-0.0682747
42,1.0606669,1.2373751,"('unreliable', 'reliable')",-3.0042284,-2.7944145,-0.9717807,-0.7785197,-0.193261
70,1.0509074,1.0482973,"('lethargic', 'energetic')",0.8246423,0.93939465,0.9377748,0.9938459,-0.0560711
8,-1.0344887,-1.0444317,"('unaffectionate', 'affectionate')",0.7849422,0.72563154,-0.1247732,-0.1594001,0.0346269
81,1.0296808,1.0961369,"('submissive', 'aggressive')",-0.9153503,-0.49578214,0.0571653,0.3001774,-0.2430121
26,1.0235955,1.0120227,"('hardhearted', 'benevolent')",2.1660385,2.1405067,1.5948169,1.5762647,0.0185522
63,1.0034864,1.0578624,"('unperceptive', 'insightful')",0.82142115,0.96073407,0.9124538,1.0092982,-0.0968444
66,-0.98648334,-1.1164116,"('inactive', 'active')",0.65531796,0.32084823,-0.1655827,-0.3977817,0.232199
55,0.9540601,0.84631044,"('incompetent', 'clever')",0.19845559,0.27889144,0.5762578,0.562601,0.0136568
75,-0.9466315,-0.95891345,"('meek', 'impulsive')",-0.54624784,-0.5431044,-0.7464397,-0.7510089,0.0045692
76,0.94394106,0.9841401,"('anxious', 'daring')",0.05630446,0.26094472,0.5001228,0.6225424,-0.1224196
35,-0.9252862,-0.9584681,"('corrupt', 'incorrupt')",0.14394939,-0.090768896,-0.3906684,-0.5246185,0.1339501
16,-0.89991915,-0.8126123,"('unpopular', 'popular')",0.22565715,0.23052831,-0.337131,-0.291042,-0.046089
21,0.87569165,0.88107604,"('immoral', 'moral')",-0.55315405,-0.41100752,0.1612688,0.2350343,-0.0737655
71,0.8755381,0.93080914,"('diffident', 'self-confident')",0.71138394,0.5800426,0.793461,0.7554259,0.0380351
74,0.87505287,0.9262472,"('undedicated', 'dedicated')",0.19116792,0.15409759,0.5331104,0.5401724,-0.007062
1,-0.84489805,-0.6875435,"('unfriendly', 'friendly')",1.8716578,1.7510364,0.5133799,0.5317464,-0.0183665
65,0.83328867,0.8057141,"('insecure', 'secure')",-0.6678474,-0.35937387,0.0827206,0.2231701,-0.1404495
67,0.82683223,1.0065228,"('doubtful', 'determined')",-0.7282937,-0.4052937,0.0492693,0.3006145,-0.2513452
32,0.8134181,0.9791,"('unkind', 'kind')",0.6360254,0.78686243,0.7247218,0.8829812,-0.1582594
43,0.8110772,0.8748315,"('irresponsible', 'responsible')",0.5701326,0.66514736,0.6906049,0.7699894,-0.0793845
56,0.774555,1.0508118,"('impractical', 'practical')",-0.28097388,0.115742974,0.2467906,0.5832773,-0.3364867
82,-0.6917667,-0.42640483,"('poor', 'rich')",5.6572413,5.827213,2.4827373,2.7004039,-0.2176666
2,0.66375464,0.739361,"('unlikable', 'likable')",0.3925237,0.55993116,0.5281392,0.649646,-0.1215068
86,-0.6557325,-0.66549367,"('uninfluential', 'influential')",-0.21938798,-0.30485806,-0.4375603,-0.4851758,0.0476155
49,-0.6499521,-0.52552205,"('unable', 'able')",-0.4183267,-0.2219338,-0.5341394,-0.3737279,-0.1604115
9,-0.64959705,-0.5158102,"('unaffectionate', 'caring')",1.0480925,1.0120643,0.1992477,0.2481271,-0.0488794
73,0.6435321,0.66700566,"('helpless', 'self-reliant')",-2.9309738,-2.7743483,-1.1437209,-1.0536714,-0.0900495
72,-0.63493276,-0.5252101,"('unambitious', 'ambitious')",-1.0836918,-0.86118746,-0.8593123,-0.6931988,-0.1661135
20,0.6329271,0.45365593,"('rough', 'thoughtful')",1.2724874,1.1419114,0.9527073,0.7977837,0.1549236
12,0.6028087,0.6880809,"('unsupportive', 'supportive')",-1.7912568,-1.6614418,-0.594224,-0.4866804,-0.1075436
45,0.57868725,0.47453925,"('incompetent', 'competent')",-0.09213518,-0.04798103,0.243276,0.2132791,0.0299969
10,0.56848276,0.56506664,"('unsympathetic', 'sympathetic')",-0.5490844,-0.46858796,0.0096992,0.0482393,-0.0385401
0,0.5499907,0.57476896,"('unsociable', 'sociable')",-0.28020513,-0.2096897,0.1348928,0.1825396,-0.0476468
80,0.5336749,0.48021588,"('dominated', 'dominating')",-1.4920158,-1.5260956,-0.4791705,-0.5229399,0.0437694
52,-0.51403743,-0.4469393,"('irrational', 'rational')",0.15839021,0.09698959,-0.1778236,-0.1749749,-0.0028487
57,-0.47896183,-0.66092986,"('unimaginative', 'imaginative')",-2.2606297,-2.3174999,-1.3697958,-1.4892149,0.1194191
61,0.471388,0.3850224,"('illogical', 'logical')",0.36703578,0.22812952,0.4192119,0.306576,0.1126359
46,0.4657079,0.25155932,"('uncompetitive', 'competitive')",-0.5650985,-0.6009915,-0.0496953,-0.1747161,0.1250208
48,0.46256033,0.66582954,"('unintelligent', 'intelligent')",0.6622906,0.83793837,0.5624254,0.751884,-0.1894586
7,0.4573171,0.5175281,"('insensitive', 'sensitive')",0.6969728,0.6675641,0.577145,0.5925461,-0.0154011
40,0.4541617,0.3956938,"('stingy', 'generous')",-1.1918865,-1.3980379,-0.3688624,-0.5011721,0.1323097
59,0.42305014,0.6221378,"('foolish', 'wise')",0.2846523,0.39843416,0.3538512,0.510286,-0.1564348
41,0.42210433,0.47021753,"('unforgiving', 'forgiving')",0.25794753,0.092650816,0.3400259,0.2814342,0.0585917
13,0.42162862,0.55440867,"('impolite', 'polite')",-0.60909295,-0.35890117,-0.0937322,0.0977537,-0.1914859
87,0.4174088,0.36848935,"('unsuccessful', 'successful')",0.6908025,0.7566834,0.5541056,0.5625864,-0.0084808
47,0.4154523,0.51358515,"('stupid', 'smart')",5.2327695,5.3721275,2.824111,2.9428563,-0.1187453
84,0.4110711,0.424759,"('inferior', 'superior')",0.995111,1.0311526,0.703091,0.7279558,-0.0248648
34,-0.39024585,-0.22822443,"('mean', 'honorable')",5.7145367,5.756893,2.6621454,2.7643344,-0.102189
68,-0.37782836,-0.4127906,"('dependent', 'independent')",-0.6660634,-0.81766057,-0.5219459,-0.6152256,0.0932797
18,-0.35289156,-0.2551197,"('disagreeable', 'welcoming')",-0.2272582,-0.28674427,-0.2900749,-0.270932,-0.0191429
69,-0.31999168,-0.42205274,"('lazy', 'industrious')",-0.35351473,-0.36346996,-0.3367532,-0.3927613,0.0560081
17,-0.3171936,-0.22795339,"('nasty', 'nice')",-0.51883024,-0.4760121,-0.4180119,-0.3519827,-0.0660292
24,0.30706444,0.40845385,"('dishonest', 'honest')",0.440665,0.44511402,0.3738647,0.4267839,-0.0529192
33,-0.27943972,-0.3044323,"('wrong', 'right')",-0.548003,-0.63158596,-0.4137214,-0.4680091,0.0542877
83,0.27457646,0.21205398,"('powerless', 'powerful')",-0.9003939,-0.87929344,-0.3129087,-0.3336197,0.020711
22,0.263353,0.21661192,"('untrustworthy', 'trustworthy')",-0.98089844,-0.8552016,-0.3587727,-0.3192948,-0.0394779
27,-0.25043416,-0.37152475,"('hardhearted', 'softhearted')",1.5456352,1.2359562,0.6476005,0.4322157,0.2153848
29,0.24212754,0.2922425,"('unfair', 'fair')",-0.42586657,-0.76868117,-0.0918695,-0.2382193,0.1463498
4,-0.20716983,-0.21115386,"('disliked', 'liked')",-6.2339735,-6.1612697,-3.2205718,-3.1862118,-0.03436
58,-0.2052656,-0.31810904,"('undiscriminating', 'discriminating')",0.4022825,0.10055797,0.0985085,-0.1087755,0.207284
78,-0.20519283,-0.3283395,"('nonresilient', 'resilient')",0.2888866,0.17674834,0.0418469,-0.0757956,0.1176425
