,bed_male,bed_female,tuple,bath_male,bath_female,&_male,&_female,beyond_male,beyond_female,inc_male,inc_female,average_male,average_female,male-female
42,0.61344767,0.61709356,"('unreliable', 'reliable')",1.3458709,1.3115273,1.1852949,1.2175262,0.92500937,0.9213018,-2.3434987,-2.3953776,0.3452248,0.3344142,0.0108106
37,0.6045555,0.48954028,"('fake', 'genuine')",0.8971165,0.9373227,-0.17325237,-0.027803406,0.32692042,0.2909431,0.6911763,0.6669964,0.4693033,0.4713998,-0.0020965
57,-0.60270107,-0.4301414,"('unimaginative', 'imaginative')",-0.17707002,0.09926374,-1.122839,-0.9652617,-2.0471902,-2.0819557,-2.239525,-2.297663,-1.2378651,-1.1351517,-0.1027134
79,-0.5862191,-0.4251898,"('wavering', 'unwavering')",0.52162695,0.45251027,0.5237062,0.59039533,0.6232217,0.5543703,-0.102832146,0.0020197527,0.1959007,0.2348212,-0.0389205
34,-0.58438754,-0.55620825,"('mean', 'honorable')",-0.3446582,-0.26382652,-0.7733219,-0.71281195,0.3328803,0.32466176,5.603894,5.749284,0.8468814,0.9082197,-0.0613383
38,0.58195907,0.71037346,"('untruthful', 'truthful')",-0.20478442,-0.013959907,-0.10136091,0.027040083,0.87943935,0.821745,0.25656226,0.41265455,0.2823631,0.3915706,-0.1092075
17,-0.5813609,-0.35004622,"('nasty', 'nice')",0.19184464,0.29614735,-0.49303538,-0.25691515,-0.89691144,-0.78920555,-0.6843372,-0.57106525,-0.49276,-0.334217,-0.158543
13,0.5810556,0.619254,"('impolite', 'polite')",-0.29692316,-0.105168015,-1.2072923,-0.8914832,-0.8571609,-0.8077807,-0.3851685,-0.25771388,-0.4330979,-0.2885783,-0.1445196
9,0.5658112,0.48410195,"('unaffectionate', 'caring')",1.2041699,1.1343464,0.12209311,-0.04545459,0.28535485,0.18039934,1.7242601,1.690604,0.7803379,0.6887994,0.0915385
0,0.55310124,0.5827718,"('unsociable', 'sociable')",0.21135524,0.26742503,-0.5116841,-0.35846442,-1.055003,-1.2085992,-0.19593446,-0.20180511,-0.199633,-0.1837344,-0.0158986
26,-0.5016446,-0.3709998,"('hardhearted', 'benevolent')",1.5589454,1.3052725,1.4686389,1.3150842,-0.07201535,0.05924991,1.8381089,1.7861096,0.8584066,0.8189432,0.0394634
76,-0.50136006,-0.6049923,"('anxious', 'daring')",-0.69994265,-0.59377825,-0.49186617,-0.23098257,-1.4568655,-1.3189477,0.0637031,0.15952852,-0.6172663,-0.5178344,-0.0994319
24,0.4948583,0.4660845,"('dishonest', 'honest')",0.2392936,0.45818418,-1.5399874,-1.3163354,-0.63479245,-0.5982876,0.96172863,1.0677909,-0.0957799,0.0154873,-0.1112672
67,0.48370042,0.5858957,"('doubtful', 'determined')",0.072819114,0.1390797,-0.137864,0.01949504,0.43634862,0.4437353,-0.39891,-0.21917462,0.0912188,0.1938062,-0.1025874
82,-0.47438318,-0.47482687,"('poor', 'rich')",-0.68708754,-0.6727477,-0.26174217,-0.16386646,-1.3912884,-1.484682,5.9910173,5.9479356,0.6353032,0.6303625,0.0049407
41,0.4681916,0.6973028,"('unforgiving', 'forgiving')",-0.17183834,0.07288284,-0.10587435,0.15570742,-1.1099912,-1.0058842,0.0590693,0.103296876,-0.1720886,0.0046612,-0.1767498
80,0.45989388,0.41033283,"('dominated', 'dominating')",-1.0811783,-0.8807479,-0.9665195,-0.75192034,-0.354114,-0.18624647,-1.1082381,-1.1059139,-0.6100312,-0.5028992,-0.107132
61,0.45020932,0.51613384,"('illogical', 'logical')",0.21461748,0.32937667,-0.19294165,-0.016819607,0.5075128,0.5681421,0.3715191,0.39856988,0.2701834,0.3590806,-0.0888972
7,-0.4373802,-0.4217667,"('insensitive', 'sensitive')",0.29799566,0.46487015,-0.80095583,-0.56135917,-1.9814149,-1.9904928,0.86471474,0.9139453,-0.4114081,-0.3189606,-0.0924475
63,-0.4364403,-0.2763222,"('unperceptive', 'insightful')",-1.2309065,-1.0005115,0.73632926,0.98805475,-1.2673681,-1.1942332,1.285334,1.4570155,-0.1826103,-0.0051993,-0.177411
51,-0.430587,-0.5956673,"('uneducated', 'educated')",-0.715635,-0.59309936,-0.24197096,-0.1883654,-0.95969945,-0.977477,0.42663062,0.38305295,-0.3842523,-0.3943113,0.010059
8,-0.407927,-0.4443093,"('unaffectionate', 'affectionate')",1.5323647,1.354134,0.020714741,-0.18123803,0.04212346,-0.070452124,0.9713652,0.92287505,0.4317282,0.3162019,0.1155263
33,0.40205476,0.4755172,"('wrong', 'right')",-0.3471546,-0.3614932,0.9069758,0.90741915,1.0430039,1.062625,0.033132374,-0.046200775,0.4076025,0.4075735,2.9e-05
70,-0.38039616,-0.35249364,"('lethargic', 'energetic')",-1.3727978,-1.093639,-1.1479446,-0.67044455,-1.81467,-1.6335118,0.5790582,0.7930738,-0.82735,-0.591403,-0.235947
54,-0.378692,-0.3380241,"('incapable', 'capable')",0.9460059,0.7523769,0.03323716,-0.12946013,-0.2783176,-0.37716532,1.1431043,1.1594135,0.2930676,0.2134282,0.0796394
21,-0.37210715,-0.25534463,"('immoral', 'moral')",-0.77815455,-0.55049515,-1.7458642,-1.3690174,-2.6060734,-2.6172535,-0.818154,-0.7146384,-1.2640706,-1.1013497,-0.1627209
46,-0.3660947,-0.46570992,"('uncompetitive', 'competitive')",-0.8385629,-0.5633893,-1.2516662,-1.0087138,-1.3460393,-1.4708518,-0.46180785,-0.45484114,-0.8528341,-0.7927012,-0.0601329
35,-0.3458369,-0.19726276,"('corrupt', 'incorrupt')",-0.07788896,-0.1827106,1.0311446,1.028901,1.188032,1.2891726,-0.31386635,-0.31950292,0.2963169,0.3237195,-0.0274026
30,0.293471,0.35987607,"('intolerant', 'tolerant')",0.24120349,0.46498558,-1.1731474,-0.9348524,-1.1183977,-1.1071274,0.96406287,1.1211071,-0.1585616,-0.0192022,-0.1393594
48,0.2780433,0.11306119,"('unintelligent', 'intelligent')",-0.4310605,-0.42148685,-1.6203086,-1.7106049,-2.1796196,-2.2816236,0.88139373,0.8116092,-0.6143103,-0.697809,0.0834987
11,0.27143264,0.17959544,"('unhelpful', 'helpful')",-0.6878773,-0.4812468,-1.1665053,-1.1354901,-0.2088114,-0.26603812,2.1693442,2.2358763,0.0755166,0.1065393,-0.0310227
45,0.2691347,0.45472938,"('incompetent', 'competent')",0.48868418,0.70591205,-0.9469931,-0.53099895,-0.09069077,-0.1032801,-0.043785416,-0.051572382,-0.0647301,0.094958,-0.1596881
74,0.26735455,0.41417658,"('undedicated', 'dedicated')",0.17974298,0.45226547,0.29020718,0.40936774,-0.9372243,-0.84825176,0.14473349,0.1354556,-0.0110372,0.1126027,-0.1236399
83,0.2637249,0.33320042,"('powerless', 'powerful')",0.4904717,0.5536899,-0.59963393,-0.6638122,-0.8681324,-0.86582166,-0.8578909,-0.8089887,-0.3142921,-0.2903465,-0.0239456
50,0.24496566,-0.0062563987,"('clumsy', 'skillful')",0.12803541,-0.14583893,2.3261614,2.00021,1.5836076,1.4006903,0.7063673,0.55483663,0.9978275,0.7607284,0.2370991
52,-0.22856751,-0.14125687,"('irrational', 'rational')",0.53579515,0.35186037,0.21852487,0.11144053,0.0042943247,0.0047644526,-0.1542374,-0.25239018,0.0751619,0.0148837,0.0602782
16,-0.20790197,-0.22199397,"('unpopular', 'popular')",-0.022505973,-0.18008947,0.93544817,0.65899605,0.63429743,0.48565972,0.40042964,0.38262284,0.3479534,0.225039,0.1229144
4,-0.19820818,0.14473355,"('disliked', 'liked')",-0.15590723,-0.07679,1.4171637,1.6635703,0.9907499,1.1525478,-6.0161724,-5.8620334,-0.7924748,-0.5955943,-0.1968805
62,-0.19008312,-0.10917057,"('incompetent', 'brilliant')",-0.2762454,0.05851575,-2.037199,-1.6824094,-0.35966823,-0.2694804,0.39352578,0.5483655,-0.493934,-0.2908358,-0.2030982
22,0.18583384,0.23599535,"('untrustworthy', 'trustworthy')",-0.40819198,-0.125879,0.111946136,0.3776933,-1.0893302,-1.0472708,-0.7752769,-0.6635353,-0.3950038,-0.2445993,-0.1504045
40,-0.17636977,-0.15149544,"('stingy', 'generous')",-0.009243244,0.040769562,-0.80949616,-0.6695021,-0.3729673,-0.42015463,-1.3928194,-1.4165027,-0.5521792,-0.523377,-0.0288022
87,0.15965796,0.17466803,"('unsuccessful', 'successful')",-0.031196412,-0.044299137,0.78177273,0.84441364,1.0191894,1.1718063,0.9817974,0.9866896,0.5822442,0.6266557,-0.0444115
78,-0.1518574,-0.05502826,"('nonresilient', 'resilient')",0.26012862,0.09154101,-0.24650088,-0.13794772,0.6807732,0.5673026,0.729173,0.7031933,0.2543433,0.2338122,0.0205311
64,-0.14895123,-0.0991862,"('shy', 'confident')",-0.26481733,-0.1894976,-0.07538266,0.0047614723,0.3418579,0.33843055,-6.194967,-6.233261,-1.268452,-1.2357506,-0.0327014
65,0.13821062,-0.091938496,"('insecure', 'secure')",0.50725126,0.55795693,-1.0234195,-1.1291738,-1.6972094,-1.8117359,-0.23017289,-0.32731932,-0.461068,-0.5604421,0.0993741
6,-0.11467909,0.03684719,"('distant', 'open')",1.956281,1.6939303,1.5536973,1.5780444,0.58201826,0.67595774,0.65139973,0.76428336,0.9257434,0.9498126,-0.0240692
44,-0.10439584,-0.10326162,"('prejudiced', 'unprejudiced')",-0.30784082,-0.36354062,0.050529774,0.015687905,1.1183757,1.280716,-1.3362811,-1.3734835,-0.1159225,-0.1087764,-0.0071461
1,-0.095713586,-0.10821462,"('unfriendly', 'friendly')",0.8938632,0.6409398,0.24012889,0.04052903,-0.89378923,-0.99992853,2.1670377,2.0957785,0.4623054,0.3338208,0.1284846
72,-0.030479986,-0.14261222,"('unambitious', 'ambitious')",0.21786161,0.23183559,-0.81117487,-0.94624794,0.7652379,0.55135226,-0.21253325,-0.22692938,-0.0142177,-0.1065203,0.0923026
55,-0.014979731,-0.13906522,"('incompetent', 'clever')",0.5986853,0.81810105,-1.4388728,-1.4013312,-2.5381439,-2.5834782,0.07917131,-0.02932214,-0.6628279,-0.6670191,0.0041912
59,0.013057642,0.1476736,"('foolish', 'wise')",0.5817388,0.5679123,1.2839143,1.2362529,0.025725365,0.14981659,0.49143252,0.53758407,0.4791737,0.5278479,-0.0486742
14,0.00013858452,0.06901189,"('antisocial', 'social')",-0.047156323,0.19424552,-0.9476387,-0.62046397,-0.5965003,-0.5611677,-0.9068576,-0.82033587,-0.4996029,-0.347742,-0.1518609
