,ppg_male,ppg_female,tuple,industries_male,industries_female,inc_male,inc_female,average_male,average_female,male-female
39,1.3018163,1.2306609,"('exploitative', 'cooperative')",-0.23466477,-0.33654517,-0.25209475,-0.056665357,0.2716856,0.2791501,-0.0074645
36,-1.2571,-1.4604431,"('hostile', 'amicable')",-0.9897937,-1.0547171,0.12861627,-0.22648989,-0.7060924,-0.9138833,0.2077909
56,1.2453557,1.6176666,"('impractical', 'practical')",2.0179412,2.1309392,0.109271705,0.4839277,1.1241896,1.4108445,-0.2866549
67,1.1377969,1.0861633,"('doubtful', 'determined')",0.7298769,0.67773366,-0.24387011,-0.18167745,0.5412679,0.5274065,0.0138614
78,-1.1244152,-1.1006941,"('nonresilient', 'resilient')",-0.05772395,-0.020449094,0.25596467,0.25955197,-0.3087248,-0.287197,-0.0215278
10,-1.1234288,-1.0618536,"('unsympathetic', 'sympathetic')",-0.32806337,-0.45412093,-0.044148855,-0.07569095,-0.498547,-0.5305552,0.0320082
73,1.0925069,1.0464149,"('helpless', 'self-reliant')",0.83191955,0.8470828,-3.3151007,-3.2657092,-0.4635581,-0.4574038,-0.0061543
68,-1.089228,-1.1517907,"('dependent', 'independent')",-0.69026065,-0.88451433,-0.6310724,-0.66332775,-0.8035204,-0.8998775,0.0963571
60,1.0480807,1.3403623,"('inefficient', 'efficient')",1.924795,1.8962073,0.20958465,0.55398256,1.0608201,1.2635174,-0.2026973
18,-1.0367426,-1.3329959,"('disagreeable', 'welcoming')",-0.5663188,-0.69865847,-0.26941988,-0.38043737,-0.6241604,-0.8040306,0.1798702
26,-1.0351517,-1.1173134,"('hardhearted', 'benevolent')",1.3499306,1.4051552,1.4891729,1.2731539,0.6013173,0.5203319,0.0809854
48,-0.95712626,-0.83862597,"('unintelligent', 'intelligent')",-0.030681167,-0.019427149,0.53375393,0.5745975,-0.1513512,-0.0944852,-0.056866
86,-0.9405578,-0.84784734,"('uninfluential', 'influential')",-0.11996824,-0.11642156,-0.12934056,-0.035833206,-0.3966222,-0.3333674,-0.0632548
1,-0.9321741,-1.1214495,"('unfriendly', 'friendly')",-0.41288295,-0.4935514,1.6771002,1.7008117,0.1106811,0.0286036,0.0820775
