,pfizer_male,pfizer_female,tuple,inc_male,inc_female,average_male,average_female,male-female
10,-4.0938087,-3.879201,"('unsympathetic', 'sympathetic')",-0.5236079,-0.49080157,-2.3087082,-2.1850014,-0.1237068
85,3.329081,3.0397446,"('insignificant', 'prestigious')",1.7096844,1.3379636,2.5193827,2.1888542,0.3305285
46,-3.1501133,-2.8883052,"('uncompetitive', 'competitive')",-0.8746277,-0.7976732,-2.0123706,-1.8429892,-0.1693814
69,2.964408,2.7784421,"('lazy', 'industrious')",-0.25604805,-0.49800134,1.35418,1.1402204,0.2139596
35,2.9175968,2.8547525,"('corrupt', 'incorrupt')",0.090994954,-0.09914558,1.5042958,1.3778034,0.1264924
11,-2.794824,-2.5665245,"('unhelpful', 'helpful')",1.5177641,1.7260567,-0.6385299,-0.4202339,-0.218296
45,-2.6280966,-2.4511356,"('incompetent', 'competent')",-0.6650367,-0.56577104,-1.6465666,-1.5084534,-0.1381132
70,-2.6105886,-2.3549192,"('lethargic', 'energetic')",0.087898314,0.2296616,-1.2613451,-1.0626287,-0.1987164
23,-2.4882607,-2.3705707,"('insincere', 'sincere')",5.505272,5.705906,1.5085056,1.6676676,-0.159162
57,-2.4512143,-2.266112,"('unimaginative', 'imaginative')",-2.6396286,-2.7911131,-2.5454216,-2.5286126,-0.016809
13,-2.3161151,-2.2198882,"('impolite', 'polite')",-0.7301817,-0.5587176,-1.5231484,-1.389303,-0.1338454
43,-2.3096898,-2.141921,"('irresponsible', 'responsible')",0.52300686,0.78961813,-0.8933414,-0.6761515,-0.2171899
65,-2.2449582,-2.0658102,"('insecure', 'secure')",-0.50102115,-0.04208743,-1.3729897,-1.0539488,-0.3190409
81,-2.216845,-1.8400139,"('submissive', 'aggressive')",-0.9070186,-0.6234899,-1.5619318,-1.2317519,-0.3301799
60,-2.191145,-1.9902455,"('inefficient', 'efficient')",0.031988103,0.28664455,-1.0795784,-0.8518004,-0.227778
55,-2.176367,-1.9594918,"('incompetent', 'clever')",-0.03701336,0.097425416,-1.1066902,-0.9310332,-0.175657
0,-2.1745586,-2.1380322,"('unsociable', 'sociable')",-0.5056918,-0.54102796,-1.3401252,-1.3395301,-0.0005951
36,2.1028943,1.7936578,"('hostile', 'amicable')",0.8145544,0.49029115,1.4587244,1.1419744,0.31675
6,2.091137,1.848036,"('distant', 'open')",0.7863786,0.39740527,1.4387578,1.1227207,0.3160371
3,-2.051244,-2.0774624,"('repellent', 'pleasant')",-0.26545453,-0.147916,-1.1583493,-1.1126893,-0.04566
59,1.9830692,1.7892134,"('foolish', 'wise')",0.5115652,0.45057568,1.2473172,1.1198945,0.1274227
14,-1.9520376,-1.6906229,"('antisocial', 'social')",-1.0563362,-0.5504948,-1.5041869,-1.1205589,-0.383628
21,-1.9443482,-1.7351346,"('immoral', 'moral')",-0.8482503,-0.4964175,-1.3962992,-1.1157761,-0.2805231
62,-1.9286017,-1.6023653,"('incompetent', 'brilliant')",-0.21764392,0.2684089,-1.0731229,-0.6669782,-0.4061447
63,-1.9185518,-1.8359311,"('unperceptive', 'insightful')",1.0863833,0.8216205,-0.4160842,-0.5071553,0.0910711
7,-1.905117,-1.8821807,"('insensitive', 'sensitive')",0.615139,0.4958153,-0.644989,-0.6931827,0.0481937
22,-1.8955156,-1.6581646,"('untrustworthy', 'trustworthy')",-1.3688359,-1.174152,-1.6321757,-1.4161583,-0.2160174
31,1.871472,1.5450785,"('evil', 'good')",-0.7852309,-1.1609216,0.5431206,0.1920785,0.3510421
86,-1.8548741,-1.859705,"('uninfluential', 'influential')",0.024279568,-0.3234603,-0.9152973,-1.0915827,0.1762854
5,1.8403928,1.6562341,"('distant', 'outgoing')",0.15638226,-0.06716351,0.9983876,0.7945353,0.2038523
30,-1.8166807,-1.6928512,"('intolerant', 'tolerant')",0.91141653,1.043239,-0.4526321,-0.3248061,-0.127826
24,-1.7861133,-1.7637609,"('dishonest', 'honest')",0.6212182,0.676285,-0.5824475,-0.5437379,-0.0387096
82,-1.7076031,-1.4694496,"('poor', 'rich')",5.4228153,5.904112,1.8576062,2.2173312,-0.359725
56,-1.6901172,-1.388752,"('impractical', 'practical')",-0.48025775,-0.033454124,-1.0851874,-0.7111031,-0.3740843
51,-1.5944178,-1.4746945,"('uneducated', 'educated')",0.91143364,0.7636166,-0.3414921,-0.3555389,0.0140468
52,1.518002,1.1797216,"('irrational', 'rational')",0.30867562,0.04515555,0.9133388,0.6124386,0.3009002
25,1.4967798,1.1925285,"('egoistic', 'altruistic')",1.7616477,1.5239444,1.6292138,1.3582364,0.2709774
73,1.4904861,1.554322,"('helpless', 'self-reliant')",-2.9885895,-2.969658,-0.7490517,-0.7076679,-0.0413838
80,-1.3992444,-1.1513373,"('dominated', 'dominating')",-1.3797514,-1.1671504,-1.389498,-1.1592438,-0.2302542
79,1.3851067,1.2651534,"('wavering', 'unwavering')",0.35772526,0.26874456,0.871416,0.766949,0.104467
76,-1.3590839,-1.0078099,"('anxious', 'daring')",0.13047515,0.47909352,-0.6143044,-0.2643582,-0.3499462
38,-1.2914869,-1.222527,"('untruthful', 'truthful')",-0.030375317,0.13262166,-0.6609311,-0.5449527,-0.1159784
41,-1.2872952,-1.3448935,"('unforgiving', 'forgiving')",0.13292015,-0.15238555,-0.5771875,-0.7486395,0.171452
48,-1.2188556,-1.2497001,"('unintelligent', 'intelligent')",0.88428384,0.7561521,-0.1672859,-0.246774,0.0794881
72,-1.1605606,-1.0260162,"('unambitious', 'ambitious')",-0.96659535,-0.65778166,-1.063578,-0.8418989,-0.2216791
