,kraft_male,kraft_female,tuple,heinz_male,heinz_female,co_male,co_female,average_male,average_female,male-female
43,-0.48373908,-0.44460097,"('irresponsible', 'responsible')",-0.44106987,-0.6961991,0.8661067,1.0191739,-0.0195674,-0.0405421,0.0209747
48,-0.4591121,-0.44892025,"('unintelligent', 'intelligent')",0.6244111,0.2763349,0.24862626,0.21623547,0.1379751,0.01455,0.1234251
73,0.45748615,0.5530441,"('helpless', 'self-reliant')",0.77088,0.8023312,-3.8671486,-3.8136146,-0.8795942,-0.8194131,-0.0601811
14,-0.4564731,-0.6664822,"('antisocial', 'social')",-0.7177534,-1.2493882,-0.14305794,-0.004227437,-0.4390948,-0.6400326,0.2009378
24,0.44867167,0.4444189,"('dishonest', 'honest')",0.81225467,0.70011896,0.74447936,0.9431909,0.6684686,0.6959096,-0.027441
35,-0.43863285,-0.1330454,"('corrupt', 'incorrupt')",0.5542973,1.1184226,-1.5353618,-1.5015272,-0.4732324,-0.17205,-0.3011824
62,-0.431262,-0.42507213,"('incompetent', 'brilliant')",0.08017345,-0.17036253,0.32958728,0.60535127,-0.0071671,0.0033055,-0.0104726
18,-0.412754,-0.25193608,"('disagreeable', 'welcoming')",0.2501763,0.33175132,-1.1026695,-1.0618287,-0.421749,-0.3273378,-0.0944112
70,-0.3815631,-0.3974809,"('lethargic', 'energetic')",-0.6900853,-1.1379871,0.4908447,0.53147763,-0.1936012,-0.3346635,0.1410623
22,-0.3655718,-0.35248303,"('untrustworthy', 'trustworthy')",-0.61278623,-0.9691927,-1.0937321,-0.62480223,-0.6906967,-0.648826,-0.0418707
7,-0.36298603,-0.12692426,"('insensitive', 'sensitive')",-0.30424196,-0.46829337,0.22608961,0.42986783,-0.1470461,-0.0551166,-0.0919295
11,-0.35983327,-0.38281593,"('unhelpful', 'helpful')",-0.16739698,-0.35878998,2.8328316,2.972551,0.7685338,0.7436484,0.0248854
5,0.35827887,0.52953136,"('distant', 'outgoing')",1.5379517,2.1547785,-1.2505538,-1.1554524,0.2152256,0.5096192,-0.2943936
36,0.34546578,0.2417191,"('hostile', 'amicable')",0.69468236,1.0329039,-0.9315226,-1.0612197,0.0362085,0.0711344,-0.0349259
12,0.33022064,0.55965424,"('unsupportive', 'supportive')",1.3234999,1.2009677,-1.6393892,-1.4831071,0.0047772,0.0925049,-0.0877277
63,0.31161934,0.34270293,"('unperceptive', 'insightful')",-0.07161135,-0.20301557,0.77557194,0.9714165,0.3385266,0.3703679,-0.0318413
16,-0.302921,-0.2034105,"('unpopular', 'popular')",-0.3660883,-0.1097179,0.20189613,0.14861342,-0.1557044,-0.0548383,-0.1008661
40,-0.30100808,0.1005868,"('stingy', 'generous')",0.29943216,0.41635454,-2.6606078,-2.6317177,-0.8873946,-0.7049255,-0.1824691
13,0.28398898,0.1110766,"('impolite', 'polite')",0.3327499,-0.030650053,0.4489209,0.7492251,0.3552199,0.2765505,0.0786694
82,-0.27303827,-0.65598315,"('poor', 'rich')",-1.2479244,-1.4807185,5.972937,5.7463326,1.4839915,1.2032104,0.2807811
80,0.27239317,0.4400163,"('dominated', 'dominating')",-0.22425844,-0.58361065,-0.19658798,-0.042372555,-0.0494844,-0.061989,0.0125046
51,0.25786945,-0.05707081,"('uneducated', 'educated')",-0.5778913,-0.9020964,1.0882142,0.953716,0.2560641,-0.0018171,0.2578812
61,0.25251585,0.16623017,"('illogical', 'logical')",0.33573326,0.2514657,-0.20192191,-0.030028883,0.1287757,0.1292223,-0.0004466
23,0.24739784,0.05180178,"('insincere', 'sincere')",0.059597995,-0.23200941,6.355125,6.4453745,2.2207069,2.0883889,0.132318
41,-0.23633587,-0.07150608,"('unforgiving', 'forgiving')",0.08840777,0.109626606,0.08518717,0.32501107,-0.0209136,0.1210439,-0.1419575
54,0.20353529,0.2392774,"('incapable', 'capable')",0.84407914,0.96756506,0.7491142,0.7424481,0.5989095,0.6497635,-0.050854
0,-0.20247108,-0.54591423,"('unsociable', 'sociable')",-0.12692723,-0.55917156,0.4333086,0.44240856,0.0346368,-0.2208924,0.2555292
78,0.19734028,0.3326885,"('nonresilient', 'resilient')",0.49503413,0.47969222,0.49355254,0.56541044,0.395309,0.4592637,-0.0639547
88,0.17927364,-0.03858813,"('low', 'eminent')",-0.04172992,-0.20454127,-0.22780593,-0.44731015,-0.0300874,-0.2301465,0.2000591
52,0.16988932,0.23127443,"('irrational', 'rational')",0.57858336,0.9918562,-1.0827241,-1.1225483,-0.1114171,0.0335275,-0.1449446
4,-0.16909716,0.00031265314,"('disliked', 'liked')",0.52935916,0.8690299,-7.0029364,-7.0930514,-2.2142248,-2.0745697,-0.1396551
83,-0.16596746,-0.14975974,"('powerless', 'powerful')",-0.3523673,-0.5111928,-0.94502515,-1.0854592,-0.4877866,-0.5821373,0.0943507
79,-0.1421134,0.06613531,"('wavering', 'unwavering')",0.8222501,1.370814,-0.37842885,-0.5229208,0.1005693,0.3046762,-0.2041069
38,0.140015,0.29632705,"('untruthful', 'truthful')",0.65620726,0.8883133,0.42247966,0.48521438,0.406234,0.5566183,-0.1503843
77,-0.118014574,0.076937184,"('unmotivated', 'motivated')",0.29140547,0.13945471,-0.65940535,-0.46700236,-0.1620048,-0.0835368,-0.078468
37,0.109436035,-0.0011799932,"('fake', 'genuine')",-0.09757299,-0.30781534,0.2792406,0.18827018,0.0970346,-0.0402417,0.1372763
2,0.088483766,-0.14985757,"('unlikable', 'likable')",0.36947468,0.12171921,0.5871205,0.73584336,0.3483597,0.2359017,0.112458
46,0.08000009,-0.090917915,"('uncompetitive', 'competitive')",-0.73530525,-1.2599111,-0.25108498,-0.14721522,-0.30213,-0.4993481,0.1972181
21,0.053549867,-0.022130271,"('immoral', 'moral')",0.07937218,-0.43784294,-0.43835002,-0.18275127,-0.1018093,-0.2142415,0.1124322
42,-0.04885313,0.015403406,"('unreliable', 'reliable')",-0.2754599,-0.47102454,-2.9016862,-2.6920784,-1.075333,-1.0492331,-0.0260999
50,-0.029722948,-0.020607416,"('clumsy', 'skillful')",-0.20080438,-0.36679205,0.33942822,0.19831438,0.0363003,-0.0630284,0.0993287
47,-0.029401187,0.047257133,"('stupid', 'smart')",0.1294426,0.067514844,5.057053,5.3055744,1.7190315,1.8067821,-0.0877506
19,0.010770874,-0.0875943,"('inhospitable', 'hospitable')",0.3853389,0.538208,-0.2249808,-0.2583606,0.057043,0.0640844,-0.0070414
6,0.0043610483,0.22148587,"('distant', 'open')",1.1634353,1.8478354,-1.1152713,-1.0795693,0.0175083,0.3299174,-0.3124091
