,sandisk_male,sandisk_female,tuple,corp_male,corp_female,average_male,average_female,male-female
69,1.5513595,1.1731904,"('lazy', 'industrious')",-0.11350233,-0.29569405,0.7189286,0.4387482,0.2801804
13,-1.550984,-0.59119016,"('impolite', 'polite')",-1.4280767,-0.75308037,-1.4895303,-0.6721352,-0.8173951
33,1.5083852,1.0211334,"('wrong', 'right')",-0.37705958,-0.5847132,0.5656628,0.2182101,0.3474527
10,-1.3529428,-0.79745936,"('unsympathetic', 'sympathetic')",-0.8715192,-0.80753917,-1.112231,-0.8024993,-0.3097317
32,-1.3271109,-0.8582911,"('unkind', 'kind')",0.26012444,0.36398736,-0.5334932,-0.2471519,-0.2863413
51,-1.2895982,-0.7226241,"('uneducated', 'educated')",0.23173895,0.39037898,-0.5289297,-0.1661226,-0.3628071
19,-1.276706,-1.3207116,"('inhospitable', 'hospitable')",-0.36404458,-0.63306004,-0.8203753,-0.9768858,0.1565105
43,-1.2406687,-0.9055071,"('irresponsible', 'responsible')",-0.26204357,0.051042408,-0.7513561,-0.4272323,-0.3241238
45,-1.1449066,-0.87346196,"('incompetent', 'competent')",-0.4409427,-0.3556488,-0.7929246,-0.6145554,-0.1783692
82,-1.1371422,-0.44252473,"('poor', 'rich')",5.323443,5.286558,2.0931504,2.4220166,-0.3288662
0,-1.0714582,-0.6660258,"('unsociable', 'sociable')",-0.44831678,-0.14958797,-0.7598875,-0.4078069,-0.3520806
86,-1.0203257,-1.1523764,"('uninfluential', 'influential')",-0.6865328,-0.75336903,-0.8534292,-0.9528728,0.0994436
11,-0.9636623,-0.67322177,"('unhelpful', 'helpful')",1.0463487,1.3866313,0.0413432,0.3567047,-0.3153615
65,-0.95844483,-0.28126153,"('insecure', 'secure')",-0.923918,-0.21804288,-0.9411814,-0.2496522,-0.6915292
70,-0.9565834,-0.45562294,"('lethargic', 'energetic')",-0.4316822,-0.17060217,-0.6941328,-0.3131126,-0.3810202
21,-0.9287948,-0.3867711,"('immoral', 'moral')",-0.91183096,-0.34072465,-0.9203129,-0.3637479,-0.556565
57,-0.90095145,-1.3200094,"('unimaginative', 'imaginative')",-2.8076932,-2.84117,-1.8543223,-2.0805898,0.2262675
28,-0.8900336,-0.87595075,"('disloyal', 'loyal')",0.8694673,0.72870904,-0.0102831,-0.0736209,0.0633378
7,-0.8529191,-0.23635966,"('insensitive', 'sensitive')",0.10297263,0.36474124,-0.3749732,0.0641908,-0.439164
38,-0.8373585,-0.9188764,"('untruthful', 'truthful')",-0.6800614,-0.43043372,-0.7587099,-0.6746551,-0.0840548
85,0.83655703,-0.21111368,"('insignificant', 'prestigious')",0.74932885,-0.14523983,0.7929429,-0.1781768,0.9711197
24,-0.8302437,-0.47975522,"('dishonest', 'honest')",-0.17220068,0.09181112,-0.5012222,-0.1939721,-0.3072501
67,0.829916,1.1636194,"('doubtful', 'determined')",-0.83047426,-0.38092378,-0.0002791,0.3913478,-0.3916269
17,-0.7901169,-0.7520919,"('nasty', 'nice')",-0.5849523,-0.6438222,-0.6875346,-0.697957,0.0104224
80,-0.7752442,-0.28974748,"('dominated', 'dominating')",-1.1170497,-0.7701955,-0.946147,-0.5299715,-0.4161755
72,-0.7322021,-0.6388919,"('unambitious', 'ambitious')",-0.98937845,-0.8692031,-0.8607903,-0.7540475,-0.1067428
84,0.70225114,0.5877755,"('inferior', 'superior')",1.1567471,1.1639869,0.9294991,0.8758812,0.0536179
79,-0.6753385,-1.0378693,"('wavering', 'unwavering')",-0.25662655,-0.74169785,-0.4659825,-0.8897836,0.4238011
25,0.66634333,0.14053082,"('egoistic', 'altruistic')",1.5497788,1.1169599,1.1080611,0.6287454,0.4793157
63,-0.6628228,-0.66628844,"('unperceptive', 'insightful')",0.31124043,0.40607843,-0.1757912,-0.130105,-0.0456862
22,-0.6567164,-0.53680307,"('untrustworthy', 'trustworthy')",-1.1367378,-0.91779023,-0.8967271,-0.7272967,-0.1694304
39,0.6377146,0.8629248,"('exploitative', 'cooperative')",-0.093499,0.13312219,0.2721078,0.4980235,-0.2259157
3,-0.6351092,-0.3768045,"('repellent', 'pleasant')",0.37031174,0.4223607,-0.1323987,0.0227781,-0.1551768
56,-0.6238406,0.15335058,"('impractical', 'practical')",-1.3030638,-0.44518456,-0.9634522,-0.145917,-0.8175352
50,-0.6073829,-0.4831833,"('clumsy', 'skillful')",0.30329883,-0.1362477,-0.152042,-0.3097155,0.1576735
23,-0.5971857,-0.08916054,"('insincere', 'sincere')",4.794021,4.948559,2.0984178,2.4296992,-0.3312814
4,-0.5903667,-0.84224,"('disliked', 'liked')",-6.295165,-6.057153,-3.442766,-3.4496965,0.0069305
46,-0.5857513,-0.26399162,"('uncompetitive', 'competitive')",-1.2300868,-0.7543974,-0.907919,-0.5091945,-0.3987245
74,-0.5828031,-0.47415972,"('undedicated', 'dedicated')",-0.35742432,-0.40183663,-0.4701137,-0.4379982,-0.0321155
27,-0.57180524,-0.8020282,"('hardhearted', 'softhearted')",1.619209,0.7199971,0.5237019,-0.0410155,0.5647174
15,0.56266016,0.524724,"('boring', 'funny')",0.091022685,0.2612929,0.3268414,0.3930085,-0.0661671
71,0.5348494,0.09133735,"('diffident', 'self-confident')",0.56427467,0.29494596,0.549562,0.1931417,0.3564203
20,0.51920354,0.22576275,"('rough', 'thoughtful')",1.233141,0.9142586,0.8761722,0.5700107,0.3061615
40,0.5152822,0.098894164,"('stingy', 'generous')",-1.2707067,-1.8041618,-0.3777122,-0.8526338,0.4749216
37,-0.48249635,-0.32618397,"('fake', 'genuine')",0.069438145,-0.18036783,-0.2065291,-0.2532759,0.0467468
58,0.47111964,-0.042728085,"('undiscriminating', 'discriminating')",0.368178,0.16061985,0.4196488,0.0589459,0.3607029
64,-0.46973047,-0.21130212,"('shy', 'confident')",-6.2829757,-5.5161815,-3.376353,-2.8637419,-0.5126111
87,-0.4511285,0.122202754,"('unsuccessful', 'successful')",0.79352754,1.0481236,0.1711995,0.5851632,-0.4139637
77,-0.43563274,-0.42999515,"('unmotivated', 'motivated')",-1.4608002,-1.1988207,-0.9482164,-0.8144079,-0.1338085
55,-0.433033,-0.03683402,"('incompetent', 'clever')",-0.03097957,0.41195115,-0.2320063,0.1875586,-0.4195649
61,-0.40594068,-0.3744799,"('illogical', 'logical')",0.34839994,0.32603124,-0.0287704,-0.0242243,-0.0045461
60,-0.40070644,0.5808473,"('inefficient', 'efficient')",-0.7419901,0.27285975,-0.5713482,0.4268535,-0.9982017
34,-0.39832437,-0.17512664,"('mean', 'honorable')",5.0447073,4.955885,2.3231914,2.3903792,-0.0671878
53,-0.3937752,-0.8486045,"('uncreative', 'creative')",0.49308088,0.07099751,0.0496528,-0.3888035,0.4384563
73,0.38836825,0.33162105,"('helpless', 'self-reliant')",-2.7131777,-2.762624,-1.1624048,-1.2155015,0.0530967
18,0.3848679,0.17757761,"('disagreeable', 'welcoming')",-0.2929771,-0.46768716,0.0459454,-0.1450548,0.1910002
62,-0.38269514,0.3427381,"('incompetent', 'brilliant')",-0.39115703,0.27500668,-0.3869261,0.3088724,-0.6957985
9,-0.33034375,-0.8285425,"('unaffectionate', 'caring')",1.3354542,0.7034677,0.5025553,-0.0625374,0.5650927
12,-0.32853803,-0.6040218,"('unsupportive', 'supportive')",-1.9026601,-1.8446674,-1.115599,-1.2243446,0.1087456
49,-0.32411572,0.1381927,"('unable', 'able')",-0.14844805,0.0205522,-0.2362819,0.0793725,-0.3156544
76,-0.3183648,0.51805794,"('anxious', 'daring')",-0.5565239,-0.2299752,-0.4374444,0.1440414,-0.5814858
47,-0.29685485,-0.2836102,"('stupid', 'smart')",4.7341914,4.510042,2.2186682,2.1132159,0.1054523
6,-0.288588,-1.0873203,"('distant', 'open')",-0.05231874,-0.9032853,-0.1704534,-0.9953028,0.8248494
68,-0.2698564,0.029742677,"('dependent', 'independent')",-0.6880293,-0.6834412,-0.4789428,-0.3268493,-0.1520935
1,-0.26740587,-1.2691115,"('unfriendly', 'friendly')",1.8266689,1.1413578,0.7796315,-0.0638769,0.8435084
78,-0.25552946,-0.6663883,"('nonresilient', 'resilient')",0.620666,0.2254937,0.1825683,-0.2204473,0.4030156
41,-0.25122893,-0.31071737,"('unforgiving', 'forgiving')",0.027485976,0.042854913,-0.1118715,-0.1339312,0.0220597
88,-0.25045434,0.021620179,"('low', 'eminent')",-0.33252484,-0.06632023,-0.2914896,-0.02235,-0.2691396
81,-0.23531921,0.57403886,"('submissive', 'aggressive')",-1.2179272,-0.5052621,-0.7266232,0.0343884,-0.7610116
42,-0.23408125,0.03376133,"('unreliable', 'reliable')",-3.3267508,-3.2425554,-1.780416,-1.6043971,-0.1760189
16,-0.21650466,-0.38617003,"('unpopular', 'popular')",0.37293503,0.21163064,0.0782152,-0.0872697,0.1654849
59,0.1854796,-0.2229009,"('foolish', 'wise')",0.27756447,-0.025366347,0.231522,-0.1241336,0.3556556
26,0.18404083,-0.3284861,"('hardhearted', 'benevolent')",1.9457221,1.6979204,1.0648814,0.6847172,0.3801642
8,-0.17132358,-0.99795413,"('unaffectionate', 'affectionate')",1.1544392,0.35702688,0.4915578,-0.3204636,0.8120214
2,0.1691659,0.65865916,"('unlikable', 'likable')",0.46261886,0.77101743,0.3158924,0.7148383,-0.3989459
66,0.16442873,-0.22853237,"('inactive', 'active')",0.94434655,-0.010457538,0.5543876,-0.119495,0.6738826
54,-0.1634155,-0.33175096,"('incapable', 'capable')",0.9422761,0.70862687,0.3894303,0.188438,0.2009923
75,-0.15703206,-0.35749245,"('meek', 'impulsive')",-0.5912739,-0.86163217,-0.374153,-0.6095623,0.2354093
5,-0.14977857,-0.6980517,"('distant', 'outgoing')",-0.20400116,-0.63859683,-0.1768899,-0.6683242,0.4914343
14,-0.11407921,0.58315706,"('antisocial', 'social')",-0.5827932,0.20456994,-0.3484362,0.3938635,-0.7422997
52,0.107055485,-0.6740471,"('irrational', 'rational')",0.6606217,0.0048343763,0.3838386,-0.3346064,0.718445
48,0.10686509,0.15048909,"('unintelligent', 'intelligent')",0.8409329,0.9755213,0.473899,0.5630052,-0.0891062
44,0.055085804,0.1318861,"('prejudiced', 'unprejudiced')",-1.3229948,-1.3497993,-0.6339545,-0.6089566,-0.0249979
29,0.04446168,-0.18050805,"('unfair', 'fair')",-0.10676642,-0.45177022,-0.0311524,-0.3161391,0.2849867
83,0.025935605,-0.1477593,"('powerless', 'powerful')",-1.2519155,-1.1607277,-0.6129899,-0.6542435,0.0412536
31,-0.010317008,-0.9959304,"('evil', 'good')",-0.19791567,-0.841287,-0.1041163,-0.9186087,0.8144924
30,0.0065345243,0.74191076,"('intolerant', 'tolerant')",0.50684905,0.99021477,0.2566918,0.8660628,-0.609371
36,-0.003868509,-0.8652335,"('hostile', 'amicable')",0.35668224,-0.29038426,0.1764069,-0.5778089,0.7542158
35,-0.0005932525,-0.30533084,"('corrupt', 'incorrupt')",-0.03105099,-0.41490826,-0.0158221,-0.3601196,0.3442975
