,united_male,united_female,tuple,parcel_male,parcel_female,service_male,service_female,inc_male,inc_female,average_male,average_female,male-female
19,0.46661913,-0.16960606,"('inhospitable', 'hospitable')",1.0864143,0.9335048,0.0057079084,-0.32326102,0.4835349,0.21779558,0.510569,0.1646083,0.3459607
28,0.4486971,0.88843536,"('disloyal', 'loyal')",0.4651481,0.50408167,-0.103316456,0.25537568,1.1319424,1.2085243,0.4856178,0.7141043,-0.2284865
86,0.44449282,0.45393103,"('uninfluential', 'influential')",-0.34462106,-0.42947716,-0.12322065,0.15559033,0.21988279,-0.068138964,0.0491335,0.0279763,0.0211572
66,0.4368244,0.01648482,"('inactive', 'active')",0.06960878,-0.120470054,0.034739703,-0.31438786,1.1722994,0.62338936,0.4283681,0.0512541,0.377114
63,0.43471307,0.6731348,"('unperceptive', 'insightful')",-0.61338854,-0.6552027,0.75764054,1.1516953,1.2641565,1.2758728,0.4607804,0.6113751,-0.1505947
20,-0.39346224,-0.052982114,"('rough', 'thoughtful')",-0.7586718,-0.50409687,0.13923517,0.5364337,0.921212,0.90813655,-0.0229217,0.2218728,-0.2447945
3,-0.38862392,0.33637145,"('repellent', 'pleasant')",-1.6673424,-1.6025232,-0.65838724,-0.20155537,0.14280541,0.5391997,-0.6428871,-0.2321269,-0.4107602
0,0.3850457,1.187359,"('unsociable', 'sociable')",-0.7097573,-0.6001095,0.55933523,1.0386343,-0.1882689,-0.2858631,0.0115887,0.3350052,-0.3234165
53,-0.36869752,-0.47093296,"('uncreative', 'creative')",0.6952509,0.3117486,-1.0982958,-1.4295652,0.97659993,0.81481194,0.0512144,-0.1934844,0.2446988
22,0.3681331,0.387599,"('untrustworthy', 'trustworthy')",-1.030877,-1.1248832,0.14724566,0.44040728,-0.7933903,-0.80746377,-0.3272221,-0.2760852,-0.0511369
13,0.28174114,0.986195,"('impolite', 'polite')",-1.0643904,-0.93284434,1.070354,1.5098112,0.1897679,0.09377071,0.1193682,0.4142331,-0.2948649
52,-0.27289405,-1.3732175,"('irrational', 'rational')",1.212095,1.0299107,-0.2711093,-0.8107382,-0.17389388,-0.38141015,0.1235494,-0.3838638,0.5074132
87,0.2630518,0.663273,"('unsuccessful', 'successful')",-0.3007656,0.0039242916,0.31844527,0.655999,0.7237712,0.57345164,0.2511257,0.474162,-0.2230363
68,0.24879354,0.18045583,"('dependent', 'independent')",-2.061913,-2.147275,-0.79966193,-0.7201974,-0.15665175,-0.067746185,-0.6923583,-0.6886907,-0.0036676
15,-0.2457371,-0.86515725,"('boring', 'funny')",0.75483346,0.78243315,-1.0008718,-1.2017992,0.49857947,0.43256828,0.001701,-0.2129887,0.2146897
59,0.23324202,-0.56110364,"('foolish', 'wise')",0.3646304,0.4094345,-1.2571071,-1.5220647,0.4750017,0.4470129,-0.0460583,-0.3066802,0.2606219
2,0.23101225,-0.060159188,"('unlikable', 'likable')",0.030060235,0.045870613,0.30777314,0.2986914,0.7054822,0.35165215,0.3185819,0.1590137,0.1595682
16,-0.22561258,-0.53794885,"('unpopular', 'popular')",-0.5822173,-0.54540485,-0.5309245,-0.6273411,0.42695308,0.40992567,-0.2279503,-0.3251923,0.097242
25,-0.21649466,-0.6153088,"('egoistic', 'altruistic')",2.5212502,2.503911,1.7572277,1.6847087,1.9499872,1.7873418,1.5029926,1.3401632,0.1628294
78,-0.20581596,0.40456936,"('nonresilient', 'resilient')",-0.73908,-0.7185528,1.1309937,1.5222334,0.3408597,0.3278057,0.1317394,0.3840139,-0.2522745
57,0.19671303,0.4486848,"('unimaginative', 'imaginative')",-1.3349916,-1.5250541,-1.1445965,-0.85199726,-2.5934987,-3.0533147,-1.2190934,-1.2454203,0.0263269
18,0.19565283,-0.04832228,"('disagreeable', 'welcoming')",0.6655842,0.5824621,-0.011277318,0.0036735237,0.037234545,-0.15218522,0.2217986,0.096407,0.1253916
76,0.19527435,0.95106494,"('anxious', 'daring')",-0.934718,-0.8277681,0.5389444,1.0837402,-0.050860897,0.21333541,-0.06284,0.3550931,-0.4179331
17,0.19389872,0.18841791,"('nasty', 'nice')",0.9851498,0.90976703,0.4109876,0.39409015,-0.33589044,-0.35750404,0.3135364,0.2836928,0.0298436
84,0.18951857,0.36640614,"('inferior', 'superior')",-0.19434819,0.0877687,-0.21433038,-0.074982926,0.6084751,0.64707965,0.0973288,0.2565679,-0.1592391
58,-0.1609416,-0.12200004,"('undiscriminating', 'discriminating')",0.24849592,0.16080731,0.24420062,0.21301542,0.15295082,0.02543543,0.1211764,0.0693145,0.0518619
34,-0.14836264,0.2823996,"('mean', 'honorable')",0.31701207,0.24939585,-0.077596664,-0.065304875,5.924505,6.394492,1.5038896,1.7152457,-0.2113561
72,0.14735046,0.22693601,"('unambitious', 'ambitious')",0.41899192,0.583815,-1.6381485,-1.532274,-0.8469726,-0.5356209,-0.4796947,-0.314286,-0.1654087
88,-0.12461981,0.0424409,"('low', 'eminent')",-0.8221166,-0.80560434,-1.7405549,-1.6023555,0.22871384,0.14434947,-0.6146444,-0.5552924,-0.059352
50,-0.11468847,-0.49293345,"('clumsy', 'skillful')",-0.9390126,-0.87169015,-1.031126,-1.1163731,0.23906888,0.29820475,-0.4614395,-0.545698,0.0842585
9,0.112544775,-0.5367341,"('unaffectionate', 'caring')",1.4043529,1.0647751,-0.039925307,-0.27042598,1.4491898,1.5180811,0.7315406,0.443924,0.2876166
43,-0.108371004,0.35290748,"('irresponsible', 'responsible')",-1.3728135,-1.3553596,-1.1421441,-0.5581472,0.2370903,0.3006062,-0.5965596,-0.3149983,-0.2815613
30,0.10118385,0.5871551,"('intolerant', 'tolerant')",-0.2288782,-0.2474255,-0.5645027,-0.093438506,1.1193448,1.2018622,0.1067869,0.3620383,-0.2552514
83,-0.09353702,0.047792554,"('powerless', 'powerful')",-0.088443935,0.14988685,-0.23481427,-0.14875218,-1.2325995,-1.0376419,-0.4123487,-0.2471787,-0.16517
77,-0.08932867,1.0946772,"('unmotivated', 'motivated')",-0.6283054,-0.4053508,0.31003287,0.93496525,-1.2973434,-1.1319999,-0.4262361,0.123073,-0.5493091
55,-0.085076876,0.535823,"('incompetent', 'clever')",-1.51396,-1.2935672,-0.07103348,0.8379524,-0.037818696,0.20003487,-0.4269723,0.0700608,-0.4970331
26,0.08272394,-0.7917045,"('hardhearted', 'benevolent')",2.5590699,2.3385637,0.686623,0.4108112,1.8672084,1.2685124,1.2989063,0.8065457,0.4923606
41,0.0770451,-0.43257046,"('unforgiving', 'forgiving')",1.3145711,1.0732971,1.6155374,1.489289,0.68517834,0.11830543,0.9230829,0.5620803,0.3610026
4,-0.06603604,-1.2428705,"('disliked', 'liked')",1.0653629,0.80499256,-0.32463267,-0.56839633,-5.9783893,-6.7807193,-1.3259238,-1.9467484,0.6208246
29,0.04356412,-0.5999673,"('unfair', 'fair')",0.42496043,0.35829338,-0.92309237,-1.0923815,-0.39772382,-0.54414654,-0.2130729,-0.4695505,0.2564776
5,0.041755043,-0.5954703,"('distant', 'outgoing')",1.243387,1.131548,-0.5659796,-1.1799586,-0.20091492,-0.18245879,0.1295619,-0.2065849,0.3361468
27,0.029978147,-0.42298326,"('hardhearted', 'softhearted')",0.8616599,0.65028214,0.51444256,0.5198842,1.9548664,1.726324,0.8402368,0.6183767,0.2218601
47,-0.028510094,0.51207614,"('stupid', 'smart')",0.096493125,0.3297942,0.3366283,0.5978547,5.3093843,5.987004,1.4284989,1.8566822,-0.4281833
14,-0.026900766,0.7320412,"('antisocial', 'social')",-0.85291535,-0.68037295,0.06638867,0.84489524,-0.56237394,-0.46595904,-0.3439503,0.1076511,-0.4516014
60,-0.017024172,1.4642415,"('inefficient', 'efficient')",-1.3010352,-1.0584509,0.5155049,1.5663548,-0.23026542,0.27713948,-0.258205,0.5623212,-0.8205262
38,-0.0148371495,-0.28397486,"('untruthful', 'truthful')",0.42415753,0.19366345,-0.22061728,-0.2928247,0.33557847,0.20095155,0.1310704,-0.0455461,0.1766165
61,-0.008455733,0.055912238,"('illogical', 'logical')",-0.08115983,0.027263947,1.0398461,1.0071487,0.31290218,0.2509351,0.3157832,0.335315,-0.0195318
62,-0.0060717072,0.8734907,"('incompetent', 'brilliant')",-0.8360485,-0.46306732,0.46550632,1.3355852,-0.24239844,0.34514683,-0.1547531,0.5227889,-0.677542
6,0.005695902,-0.8911815,"('distant', 'open')",1.4526024,1.221069,-0.53967476,-1.2251527,0.41616476,0.33115533,0.3336971,-0.1410275,0.4747246
