,murphy_male,murphy_female,tuple,oil_male,oil_female,corp_male,corp_female,average_male,average_female,male-female
74,1.721873,1.7217337,"('undedicated', 'dedicated')",-0.0376561,0.00043891743,-0.06394704,0.11114972,0.54009,0.6111074,-0.0710174
9,1.4607061,1.2092395,"('unaffectionate', 'caring')",0.65437245,0.56746906,0.7407681,0.74054813,0.9519488,0.8390856,0.1128632
25,1.4590013,1.2723603,"('egoistic', 'altruistic')",1.2654165,1.0806481,1.1557101,1.1054142,1.293376,1.1528075,0.1405685
1,1.3441043,0.9626625,"('unfriendly', 'friendly')",1.0427574,0.9158944,0.7528602,0.8174738,1.046574,0.898677,0.147897
46,-1.2739933,-1.1321468,"('uncompetitive', 'competitive')",0.28271782,0.4549796,-0.18918452,-0.25804842,-0.3934867,-0.3117386,-0.0817481
12,1.2694741,1.2424295,"('unsupportive', 'supportive')",1.1119558,1.076506,-1.3376085,-1.2952701,0.3479405,0.3412218,0.0067187
71,1.2409196,1.2516514,"('diffident', 'self-confident')",1.6247712,1.6749575,0.38368303,0.44353053,1.0831246,1.1233799,-0.0402553
49,-1.2357938,-1.2787955,"('unable', 'able')",-0.525033,-0.36918277,-0.85455596,-0.9672214,-0.8717942,-0.8717332,-6.1e-05
44,-1.1809407,-1.0643418,"('prejudiced', 'unprejudiced')",-0.9465567,-0.8709113,-1.3420707,-1.259525,-1.1565228,-1.064926,-0.0915968
30,-1.1608002,-0.8959007,"('intolerant', 'tolerant')",-0.24550174,-0.033777326,0.089885645,0.21899486,-0.4388055,-0.2368944,-0.2019111
33,1.1566893,1.046281,"('wrong', 'right')",1.4079503,1.3463588,-0.6143619,-0.51109517,0.6500926,0.6271815,0.0229111
16,-1.1467123,-1.2903241,"('unpopular', 'popular')",-0.08823801,-0.1232874,0.09715684,0.07479304,-0.3792645,-0.4462729,0.0670084
82,-1.1348855,-1.0995612,"('poor', 'rich')",-0.5794155,-0.5058081,5.6765127,5.4595003,1.3207372,1.2847103,0.0360269
47,-1.1171671,-1.0905564,"('stupid', 'smart')",0.5534253,0.78805166,4.6182942,4.522483,1.3515175,1.4066594,-0.0551419
79,1.0904522,0.8766644,"('wavering', 'unwavering')",-0.54789543,-0.7418755,-0.5124165,-0.6275961,0.0100468,-0.1642691,0.1743159
17,-1.0398017,-1.0778524,"('nasty', 'nice')",-1.4155264,-1.4344192,-0.77450645,-0.84840935,-1.0766115,-1.1202269,0.0436154
26,0.9792838,0.86996067,"('hardhearted', 'benevolent')",0.92869675,1.0304807,1.4233277,1.6378932,1.1104361,1.1794449,-0.0690088
23,0.95979196,0.92919326,"('insincere', 'sincere')",0.109131284,0.25418323,5.3115206,5.0888886,2.1268145,2.0907551,0.0360594
28,0.91693866,0.85319805,"('disloyal', 'loyal')",0.2517665,0.20028599,1.0306677,0.90938705,0.7331243,0.6542904,0.0788339
72,0.8657925,0.849949,"('unambitious', 'ambitious')",0.39260906,0.39484617,-0.64562535,-0.63990074,0.2042588,0.2016315,0.0026273
19,0.8606493,0.7850552,"('inhospitable', 'hospitable')",-1.2180983,-1.1432779,-0.97739404,-0.971677,-0.4449477,-0.4432999,-0.0016478
73,0.85696715,0.8947762,"('helpless', 'self-reliant')",0.8279279,0.72249615,-3.2180963,-3.0964985,-0.5110671,-0.4930754,-0.0179917
32,0.83577055,0.91507125,"('unkind', 'kind')",-0.14180425,-0.0068469867,0.80993456,0.80118966,0.5013003,0.5698047,-0.0685044
45,-0.8058188,-0.75868094,"('incompetent', 'competent')",0.13572945,0.15096518,0.110157125,0.082507454,-0.1866441,-0.1750694,-0.0115747
56,0.8001806,0.82497805,"('impractical', 'practical')",0.7678716,0.8478805,-0.1979631,-0.24754703,0.4566964,0.4751038,-0.0184074
68,-0.7370169,-0.61930645,"('dependent', 'independent')",-1.1177071,-1.1361165,-1.1747472,-1.3539231,-1.0098238,-1.0364486,0.0266248
39,0.7359276,0.73678577,"('exploitative', 'cooperative')",-0.464334,-0.2850907,0.04997108,0.17192422,0.1071882,0.2078731,-0.1006849
83,-0.6873072,-0.63980496,"('powerless', 'powerful')",0.8138364,0.79523444,-0.83871305,-0.8700959,-0.2373946,-0.2382221,0.0008275
36,0.6802239,0.4511298,"('hostile', 'amicable')",-0.685478,-0.97521627,-0.96925193,-0.9660104,-0.3248353,-0.4966989,0.1718636
75,-0.6600914,-0.810766,"('meek', 'impulsive')",-0.73739344,-0.8630843,-0.7616461,-0.72851044,-0.7197103,-0.8007869,0.0810766
8,0.64756525,0.36822638,"('unaffectionate', 'affectionate')",-0.08743569,-0.17923594,-0.070519745,-0.023610279,0.1632033,0.0551267,0.1080766
53,0.61614263,0.4968137,"('uncreative', 'creative')",0.43829754,0.3973228,0.086974755,0.120921746,0.3804716,0.3383528,0.0421188
38,0.60830826,0.42610237,"('untruthful', 'truthful')",0.47491154,0.40716788,-0.13736528,-0.21013512,0.3152848,0.2077117,0.1075731
43,-0.6081448,-0.44607985,"('irresponsible', 'responsible')",0.042435184,0.2195361,0.33649054,0.40403318,-0.0764064,0.0591631,-0.1355695
