,ball_male,ball_female,tuple,corp_male,corp_female,average_male,average_female,male-female
60,3.2635815,3.6523352,"('inefficient', 'efficient')",0.8322727,1.1047804,2.0479271,2.3785577,-0.3306306
31,-3.2270482,-3.2364464,"('evil', 'good')",-1.622305,-1.7461239,-2.4246767,-2.4912851,0.0666084
36,-3.0037813,-3.3115387,"('hostile', 'amicable')",-0.8610224,-1.2223042,-1.9324019,-2.2669215,0.3345196
14,3.001738,3.499525,"('antisocial', 'social')",-0.04423452,0.0050054556,1.4787518,1.7522652,-0.2735134
85,-2.885723,-3.333372,"('insignificant', 'prestigious')",-1.1515242,-1.3189777,-2.0186236,-2.326175,0.3075514
55,2.8206084,3.2906287,"('incompetent', 'clever')",0.6807589,0.7529953,1.7506837,2.021812,-0.2711283
35,-2.7145014,-2.9461083,"('corrupt', 'incorrupt')",-0.9582511,-1.191055,-1.8363762,-2.0685816,0.2322054
62,2.6658208,3.1279356,"('incompetent', 'brilliant')",1.148181,1.4514989,1.9070009,2.2897172,-0.3827163
56,2.4882047,3.2965508,"('impractical', 'practical')",0.08438502,0.5296401,1.2862948,1.9130955,-0.6268007
52,-2.3741088,-2.776883,"('irrational', 'rational')",-0.37393448,-0.5456615,-1.3740216,-1.6612722,0.2872506
79,-2.3658895,-2.4100955,"('wavering', 'unwavering')",-0.65434873,-0.6370079,-1.5101192,-1.5235517,0.0134325
21,2.1834486,2.2992237,"('immoral', 'moral')",0.053213764,0.015038392,1.1183312,1.1571311,-0.0387999
6,-2.182491,-2.3415182,"('distant', 'open')",-0.7400896,-0.68535787,-1.4612904,-1.513438,0.0521476
10,2.182435,2.422726,"('unsympathetic', 'sympathetic')",0.13142763,0.47791687,1.1569313,1.4503214,-0.2933901
59,-2.1594987,-2.121341,"('foolish', 'wise')",-0.048711255,-0.0039320746,-1.104105,-1.0626365,-0.0414685
5,-2.1250017,-2.3060567,"('distant', 'outgoing')",-0.5753821,-0.6315028,-1.3501918,-1.4687798,0.118588
81,2.095619,2.6566448,"('submissive', 'aggressive')",-0.04231838,0.07714848,1.0266503,1.3668966,-0.3402463
0,2.0404098,2.2649584,"('unsociable', 'sociable')",0.22666326,0.25278553,1.1335366,1.2588719,-0.1253353
76,2.0014718,2.0294082,"('anxious', 'daring')",0.2861311,0.3713132,1.1438015,1.2003608,-0.0565593
65,1.967243,2.1574018,"('insecure', 'secure')",0.18357073,0.40658948,1.0754068,1.2819957,-0.2065889
4,-1.928521,-2.0503695,"('disliked', 'liked')",-7.8654623,-8.124588,-4.8969917,-5.0874786,0.1904869
75,-1.9262747,-1.9815673,"('meek', 'impulsive')",-1.0622978,-1.1828773,-1.4942863,-1.5822222,0.0879359
13,1.8838735,2.2841177,"('impolite', 'polite')",-0.29637074,-0.15630925,0.7937514,1.0639043,-0.2701529
7,1.8611475,2.236815,"('insensitive', 'sensitive')",0.6775659,0.8451613,1.2693567,1.5409882,-0.2716315
46,1.8156991,1.9968711,"('uncompetitive', 'competitive')",-0.33139327,-0.35480237,0.7421529,0.8210344,-0.0788815
70,1.8045101,2.3937922,"('lethargic', 'energetic')",0.6441469,0.98182684,1.2243285,1.6878095,-0.463481
80,1.7792711,2.076358,"('dominated', 'dominating')",-0.5437143,-0.4145314,0.6177784,0.8309133,-0.2131349
44,-1.7469615,-1.6920822,"('prejudiced', 'unprejudiced')",-1.582749,-1.5545177,-1.6648552,-1.6233,-0.0415552
16,-1.7252562,-1.7553047,"('unpopular', 'popular')",0.21357584,0.055384446,-0.7558402,-0.8499601,0.0941199
