,penney_male,penney_female,tuple,jc_male,jc_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
86,-2.3566318,-2.1326022,"('uninfluential', 'influential')",-0.66807544,-0.50136226,-1.6977997,-1.3815278,-0.18106122,-0.24390528,-1.2258921,-1.0648494,-0.1610427
10,-2.3456318,-2.3987281,"('unsympathetic', 'sympathetic')",-2.1529074,-1.9458182,-2.0211382,-1.9819288,-0.3120589,-0.58884096,-1.707934,-1.728829,0.020895
69,2.2168322,2.3356917,"('lazy', 'industrious')",1.3771298,1.3979656,0.9801674,1.0864849,-0.5652567,-0.34334385,1.0022181,1.1191996,-0.1169815
57,-2.0859401,-1.9353561,"('unimaginative', 'imaginative')",-1.0746231,-0.9169214,-0.7454109,-0.7504364,-2.9776847,-3.0598788,-1.7209147,-1.6656482,-0.0552665
45,-1.9510391,-1.8311684,"('incompetent', 'competent')",-0.3494786,-0.15677807,-0.6995017,-0.6574754,-0.597372,-0.7921877,-0.8993478,-0.8594024,-0.0399454
68,-1.9292328,-1.8392855,"('dependent', 'independent')",-1.1787151,-1.1198803,-1.9913754,-1.8583688,-1.1176119,-1.1037914,-1.5542338,-1.4803314,-0.0739024
48,-1.9037488,-1.8767365,"('unintelligent', 'intelligent')",-1.0313126,-0.99469954,-1.6568369,-1.6690825,-0.1416952,-0.2470086,-1.1833984,-1.1968819,0.0134835
3,-1.7397413,-1.917364,"('repellent', 'pleasant')",-1.3608183,-1.1747189,0.39579827,0.36138776,0.47810027,0.32615808,-0.5566653,-0.6011343,0.044469
46,-1.726708,-1.7986401,"('uncompetitive', 'competitive')",-1.4963946,-1.4392992,-1.1180911,-1.119683,-1.009776,-1.2624264,-1.3377424,-1.4050121,0.0672697
35,1.7055614,1.8070059,"('corrupt', 'incorrupt')",0.9805568,0.9330537,0.2392231,0.31856683,0.36106485,0.51612043,0.8216015,0.8936867,-0.0720852
55,-1.6134349,-1.584784,"('incompetent', 'clever')",-1.0367042,-0.9414339,-0.27750856,-0.2920416,-0.43010294,-0.6330664,-0.8394376,-0.8628315,0.0233939
30,-1.5095003,-1.4734652,"('intolerant', 'tolerant')",-0.49875525,-0.35475534,0.65148354,0.6559406,0.8832525,0.80263627,-0.1183799,-0.092411,-0.0259689
0,-1.3703517,-1.4448333,"('unsociable', 'sociable')",-0.37890166,-0.44402406,-0.22671764,-0.26102966,-0.83565044,-1.0319966,-0.7029053,-0.795471,0.0925657
43,-1.3678725,-1.4427856,"('irresponsible', 'responsible')",-0.23776206,-0.24477938,-0.273832,-0.29402262,0.8486839,0.54890877,-0.2576957,-0.3581697,0.100474
77,-1.3656683,-1.52211,"('unmotivated', 'motivated')",-0.7320875,-0.69919765,-0.4665769,-0.68335634,-1.0149652,-1.0931045,-0.8948245,-0.9994421,0.1046176
70,-1.2757562,-1.13029,"('lethargic', 'energetic')",-0.9421923,-0.70660967,-0.43720177,-0.3318807,0.73404837,0.529477,-0.4802755,-0.4098258,-0.0704497
1,-1.2742126,-1.0584487,"('unfriendly', 'friendly')",1.1071515,1.3152834,-0.50578374,-0.21262342,2.1636348,2.3168356,0.3726975,0.5902618,-0.2175643
72,-1.2559294,-1.3006208,"('unambitious', 'ambitious')",-1.1113052,-1.1966343,-1.050269,-1.1904413,-0.9540259,-0.9497159,-1.0928824,-1.1593531,0.0664707
53,-1.244454,-1.0391173,"('uncreative', 'creative')",-0.08975571,0.011297416,0.28197446,0.4423177,1.3263582,1.3648129,0.0685307,0.1948277,-0.126297
22,-1.204573,-1.0505611,"('untrustworthy', 'trustworthy')",-0.74995446,-0.58957565,0.014788479,0.20700654,-1.4101461,-1.4437096,-0.8374712,-0.7192099,-0.1182613
24,-1.2030238,-1.2609664,"('dishonest', 'honest')",0.19089526,0.12809351,-1.1376829,-1.0358021,0.797718,0.6746542,-0.3380234,-0.3735052,0.0354818
36,1.1793706,1.0026884,"('hostile', 'amicable')",1.3937584,1.337622,0.3648217,0.42432192,0.90882725,1.017508,0.9616945,0.9455351,0.0161594
60,-1.1506932,-1.3194863,"('inefficient', 'efficient')",-1.1683173,-1.1157851,-0.54654366,-0.77167994,-0.4607994,-0.78950703,-0.8315884,-0.9991145,0.1675261
