,pepco_male,pepco_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
26,-0.8163844,-0.93099487,"('hardhearted', 'benevolent')",1.6736802,1.3141829,1.4678857,1.3233926,0.7750605,0.5688602,0.2062003
21,0.8075103,0.70071095,"('immoral', 'moral')",0.42238888,0.09889672,-0.48315996,-0.6653935,0.2489131,0.0447381,0.204175
76,0.8048894,0.675757,"('anxious', 'daring')",1.1001724,0.90829045,0.21222055,0.1779855,0.7057608,0.5873443,0.1184165
44,0.75753593,0.6487812,"('prejudiced', 'unprejudiced')",-0.9131094,-0.83126825,-1.5852666,-1.7019877,-0.58028,-0.6281583,0.0478783
2,0.72891015,1.0177604,"('unlikable', 'likable')",1.469434,1.7645836,0.70532393,0.8325937,0.9678894,1.2049792,-0.2370898
73,0.72125167,0.74221194,"('helpless', 'self-reliant')",0.040320463,0.15352507,-3.1573455,-3.161924,-0.7985911,-0.7553957,-0.0431954
80,0.69430196,0.646419,"('dominated', 'dominating')",0.76049465,0.6173661,-0.80420685,-0.72432464,0.2168632,0.1798202,0.037043
22,0.6605538,0.54688525,"('untrustworthy', 'trustworthy')",0.15482873,0.01755221,-0.59401,-0.7589313,0.0737908,-0.0648313,0.1386221
78,-0.6549486,-0.2863956,"('nonresilient', 'resilient')",0.5854337,0.7034735,0.42564726,0.50047135,0.1187108,0.3058498,-0.187139
9,-0.6182723,-0.85962325,"('unaffectionate', 'caring')",0.5157658,0.15852197,1.30749,1.3305967,0.4016612,0.2098318,0.1918294
62,0.6137187,0.8613855,"('incompetent', 'brilliant')",0.6363712,0.8446584,-0.05595513,0.26067662,0.3980449,0.6555735,-0.2575286
59,-0.6083408,-0.36162677,"('foolish', 'wise')",-0.45030853,-0.37448174,0.17532545,0.3810235,-0.2944413,-0.1183617,-0.1760796
68,-0.6011857,-0.64964885,"('dependent', 'independent')",-0.82824314,-0.9306008,-0.26294905,-0.28673628,-0.5641259,-0.6223286,0.0582027
82,-0.58967423,-0.116311505,"('poor', 'rich')",0.84865594,1.2148436,5.6361217,6.25472,1.9650345,2.4510841,-0.4860496
77,0.5305547,0.37569395,"('unmotivated', 'motivated')",0.77452284,0.56475043,-1.0568708,-1.1968094,0.0827356,-0.085455,0.1681906
12,0.50068516,0.45202303,"('unsupportive', 'supportive')",0.67752075,0.83883953,-1.0939844,-1.1443391,0.0280739,0.0488412,-0.0207673
18,-0.47191107,-0.35029128,"('disagreeable', 'welcoming')",0.012874082,0.12172416,-0.20126712,-0.045617983,-0.2201014,-0.091395,-0.1287064
83,-0.43140268,-0.48529887,"('powerless', 'powerful')",0.44831094,0.4501562,-0.76235867,-0.867951,-0.2484835,-0.3010312,0.0525477
43,0.42095733,0.3158675,"('irresponsible', 'responsible')",0.15257879,0.0071411952,0.80846405,0.7578058,0.4606667,0.3602715,0.1003952
38,-0.4016509,-0.27801573,"('untruthful', 'truthful')",-0.5648859,-0.51836485,0.16872552,0.25552315,-0.2659371,-0.1802858,-0.0856513
54,-0.40158078,-0.32335693,"('incapable', 'capable')",0.3141986,0.32772827,1.0383292,1.2264907,0.3169823,0.4102874,-0.0933051
4,-0.39706838,-0.0272561,"('disliked', 'liked')",-0.6061097,-0.019127198,-6.063559,-6.1505356,-2.3555791,-2.0656397,-0.2899394
11,0.3869823,0.25142375,"('unhelpful', 'helpful')",-0.23684987,-0.4685328,2.1798053,2.1020215,0.7766459,0.6283041,0.1483418
14,0.3771672,0.3528681,"('antisocial', 'social')",1.8087181,1.9130995,-0.37019837,-0.38259602,0.6052289,0.6277905,-0.0225616
51,-0.3740843,-0.521744,"('uneducated', 'educated')",1.0322155,0.9284497,0.93388677,0.8381185,0.5306726,0.4149414,0.1157312
87,0.3662846,0.5387379,"('unsuccessful', 'successful')",0.66438365,0.6911507,0.73601186,0.88255864,0.5888934,0.7041491,-0.1152557
24,0.3606196,0.3261531,"('dishonest', 'honest')",-0.367697,-0.49093828,0.57806057,0.7137373,0.1903277,0.182984,0.0073437
65,0.35633245,0.08631104,"('insecure', 'secure')",0.70876896,0.23376784,-0.16607422,-0.122546695,0.2996757,0.0658441,0.2338316
45,-0.35378775,-0.17224881,"('incompetent', 'competent')",0.22346473,0.29494172,-0.32876217,-0.30655423,-0.1530284,-0.0612871,-0.0917413
69,-0.33791718,-0.20662445,"('lazy', 'industrious')",-0.14481765,0.20051165,-0.70135623,-0.7280575,-0.394697,-0.2447234,-0.1499736
41,0.3365004,0.21515998,"('unforgiving', 'forgiving')",0.27213994,0.15603952,0.47942904,0.17767233,0.3626898,0.1829573,0.1797325
64,0.33430228,0.13523105,"('shy', 'confident')",0.82874584,0.9365195,-6.001516,-6.3071527,-1.6128225,-1.745134,0.1323115
13,0.32829925,0.24949457,"('impolite', 'polite')",0.35447788,0.1451105,0.24618918,0.15824385,0.3096554,0.184283,0.1253724
46,0.31219468,0.3219629,"('uncompetitive', 'competitive')",1.4468358,1.0436126,0.074285865,-0.1356533,0.6111054,0.4099741,0.2011313
88,-0.3057791,-0.48663422,"('low', 'eminent')",0.094978556,0.022815317,0.21977222,0.17606597,0.0029906,-0.0959176,0.0989082
33,0.29699045,0.27519062,"('wrong', 'right')",0.3714031,0.41125593,-0.6721182,-0.6512937,-0.0012415,0.0117176,-0.0129591
34,-0.2942741,-0.20129052,"('mean', 'honorable')",0.21909721,0.20121954,6.046966,6.230681,1.9905965,2.07687,-0.0862735
3,0.2927546,-0.15213485,"('repellent', 'pleasant')",0.86919534,0.46245223,0.516746,0.25360876,0.5595653,0.1879754,0.3715899
0,-0.29216194,-0.46758655,"('unsociable', 'sociable')",-0.17016667,-0.33559716,-0.3598904,-0.47724432,-0.274073,-0.4268093,0.1527363
32,0.29093912,0.31674865,"('unkind', 'kind')",0.72858334,0.5654673,1.210228,1.1310393,0.7432501,0.671085,0.0721651
66,-0.285557,-0.32927904,"('inactive', 'active')",0.8137263,0.79571986,1.33265,1.1839265,0.6202731,0.5501224,0.0701507
63,0.2749275,0.16865975,"('unperceptive', 'insightful')",1.8172857,1.5906378,1.5609727,1.4484931,1.2177286,1.0692636,0.148465
55,0.2743232,0.2671767,"('incompetent', 'clever')",0.46464065,0.2737976,0.10929263,0.08299872,0.2827522,0.207991,0.0747612
40,0.27006048,0.4171276,"('stingy', 'generous')",0.82610583,1.0501341,-1.0084944,-1.0430775,0.029224,0.1413947,-0.1121707
25,-0.26570347,-0.09002772,"('egoistic', 'altruistic')",0.72515506,0.8727009,1.4431514,1.5275646,0.634201,0.7700793,-0.1358783
37,0.254388,0.17743644,"('fake', 'genuine')",0.10902606,0.0952309,0.7693494,0.8447133,0.3775878,0.3724602,0.0051276
50,-0.22169662,-0.298123,"('clumsy', 'skillful')",0.08968801,0.15135098,0.24351521,0.37414536,0.0371689,0.0757911,-0.0386222
57,-0.19518705,-0.5466045,"('unimaginative', 'imaginative')",0.23022686,-0.18403138,-2.0649178,-2.523052,-0.676626,-1.0845626,0.4079366
7,0.15964621,-0.030624416,"('insensitive', 'sensitive')",1.0369489,0.6707679,1.3107445,1.2173507,0.8357799,0.6191647,0.2166152
29,-0.15692122,0.037324637,"('unfair', 'fair')",-0.5717525,-0.28002822,-0.3681975,-0.39473993,-0.3656237,-0.2124812,-0.1531425
10,0.15466493,-0.24908772,"('unsympathetic', 'sympathetic')",0.37223464,-0.32993916,0.20241725,-0.08544285,0.2431056,-0.2214899,0.4645955
15,-0.1501526,-0.032787506,"('boring', 'funny')",-1.204059,-1.2187977,0.44529772,0.37358466,-0.3029713,-0.2926669,-0.0103044
75,0.12125598,0.30441028,"('meek', 'impulsive')",-0.37064803,-0.048730634,-0.32081312,-0.25464952,-0.1900684,0.0003434,-0.1904118
58,-0.105232865,-0.23213133,"('undiscriminating', 'discriminating')",1.0865419,0.910851,0.40127012,0.260803,0.4608597,0.3131742,0.1476855
17,0.10228064,-0.13681798,"('nasty', 'nice')",-1.1247876,-1.2113491,-0.6274918,-0.7713959,-0.5499996,-0.706521,0.1565214
23,0.09044252,-0.2136894,"('insincere', 'sincere')",0.43257925,-0.05567248,5.7899637,5.8903346,2.1043285,1.8736575,0.230671
67,0.08640243,0.06979555,"('doubtful', 'determined')",0.27064723,0.43728453,-0.7876497,-0.62411475,-0.1435333,-0.0390116,-0.1045217
72,0.08495547,-0.06754222,"('unambitious', 'ambitious')",0.055138264,0.075568914,-1.1462636,-0.8935677,-0.33539,-0.2951803,-0.0402097
84,0.079730794,0.04576069,"('inferior', 'superior')",0.09913169,-0.046788108,0.75175923,0.7149621,0.3102072,0.2379782,0.072229
27,0.077840924,-0.028743666,"('hardhearted', 'softhearted')",0.30586752,-0.018790413,1.6241212,1.576591,0.6692766,0.5096856,0.159591
74,0.05706426,0.26466218,"('undedicated', 'dedicated')",0.16127314,0.25171334,0.116303526,0.20124844,0.111547,0.239208,-0.127661
47,-0.0364729,0.06956623,"('stupid', 'smart')",0.5398028,0.58250076,5.24248,5.5443754,1.9152699,2.0654809,-0.150211
20,-0.020210527,-0.21665749,"('rough', 'thoughtful')",0.20562553,0.040649682,0.97733074,0.8074443,0.3875819,0.2104788,0.1771031
48,-0.014405619,-0.12732127,"('unintelligent', 'intelligent')",-0.17447343,-0.44676167,0.41963816,0.2477514,0.0769197,-0.1087772,0.1856969
61,0.01384899,-0.09785723,"('illogical', 'logical')",0.13915546,-0.029275766,0.34298673,0.2879025,0.1653304,0.0535898,0.1117406
