,pepco_male,pepco_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
6,-1.7202475,-1.4425011,"('distant', 'open')",-1.2153392,-0.8256299,0.101020984,0.3847888,-0.9448552,-0.6277808,-0.3170744
16,-1.4535149,-0.88225144,"('unpopular', 'popular')",-1.2813095,-0.758972,-0.032512575,0.31352046,-0.9224457,-0.4425677,-0.479878
36,-1.4419391,-1.4560924,"('hostile', 'amicable')",-1.1364595,-1.224536,0.08190796,-0.18146431,-0.8321636,-0.9540308,0.1218672
35,-1.3135964,-0.89509326,"('corrupt', 'incorrupt')",-2.0304465,-1.5432552,-0.6760839,-0.39300007,-1.3400423,-0.9437829,-0.3962594
28,-1.2231904,-1.2934488,"('disloyal', 'loyal')",-0.10548105,-0.49443024,1.043699,0.8269071,-0.0949908,-0.320324,0.2253332
31,-1.1724374,-0.98420155,"('evil', 'good')",-1.4443502,-1.270857,-1.3713623,-1.3042161,-1.3293834,-1.1864249,-0.1429585
39,1.1713378,0.8670827,"('exploitative', 'cooperative')",-0.23820005,-0.6106344,-0.048731238,-0.25622547,0.2948022,7.43e-05,0.2947279
60,1.1548208,1.063501,"('inefficient', 'efficient')",1.0134183,0.83022594,0.1366737,0.115149446,0.7683043,0.6696254,0.0986789
42,1.1141652,0.91822314,"('unreliable', 'reliable')",1.4597535,1.2882862,-2.4769819,-2.6355855,0.0323123,-0.1430254,0.1753377
70,1.0934464,0.8326318,"('lethargic', 'energetic')",1.6328714,1.3273607,1.2687483,1.1692264,1.3316887,1.1097397,0.221949
85,-1.0751207,-1.1870452,"('insignificant', 'prestigious')",-0.08100134,-0.119991004,0.30087823,0.1530029,-0.2850812,-0.3846778,0.0995966
86,-1.0497625,-1.0790241,"('uninfluential', 'influential')",0.13817321,0.04646638,0.08094798,0.007186644,-0.2768804,-0.3417904,0.06491
81,1.0416967,0.5908668,"('submissive', 'aggressive')",1.7521445,1.249042,-0.53020895,-0.6862089,0.7545441,0.3845666,0.3699775
19,-1.0341947,-0.9560503,"('inhospitable', 'hospitable')",-0.8278478,-0.81418526,0.065261826,0.06661683,-0.5989269,-0.5678729,-0.031054
5,-1.0280714,-0.7455579,"('distant', 'outgoing')",-1.0873066,-0.5661341,-0.5177277,-0.1804071,-0.8777018,-0.4973663,-0.3803355
56,1.0262861,1.1643665,"('impractical', 'practical')",0.3923347,0.53067625,-0.2581842,-0.18897097,0.3868122,0.5020239,-0.1152117
53,-0.97876877,-0.8269226,"('uncreative', 'creative')",0.21242705,0.21193165,0.94321704,0.9985148,0.0589585,0.1278413,-0.0688828
52,-0.94936645,-0.9212763,"('irrational', 'rational')",-1.0401229,-1.048992,-0.39997083,-0.42521068,-0.7964867,-0.798493,0.0020063
49,-0.9415438,-0.720886,"('unable', 'able')",-1.2273273,-1.2355332,-0.3065282,-0.08274128,-0.8251332,-0.6797202,-0.145413
8,-0.88903123,-0.96794766,"('unaffectionate', 'affectionate')",-0.31236795,-0.40901932,0.73700523,0.8598428,-0.154798,-0.1723747,0.0175767
30,0.8696691,0.5907729,"('intolerant', 'tolerant')",1.882414,1.5106385,1.1207484,1.1119434,1.2909438,1.0711182,0.2198256
79,-0.85421026,-0.76567996,"('wavering', 'unwavering')",-1.3712883,-1.0442317,-0.16001394,-0.12336901,-0.7951709,-0.6444269,-0.150744
71,-0.8472949,-0.66398585,"('diffident', 'self-confident')",0.67743975,0.75760454,0.5345084,0.45124573,0.1215511,0.1816215,-0.0600704
1,-0.82946163,-0.8824719,"('unfriendly', 'friendly')",0.5410677,0.28680676,1.5902128,1.5619553,0.4339396,0.3220967,0.1118429
