,xilinx_male,xilinx_female,tuple,inc_male,inc_female,average_male,average_female,male-female
50,0.20439453,0.16459928,"('clumsy', 'skillful')",0.3671659,0.09002358,0.2857802,0.1273114,0.1584688
34,-0.20162714,-0.20114431,"('mean', 'honorable')",6.374432,6.3707633,3.0864024,3.0848095,0.0015929
4,-0.19567749,-0.16664319,"('disliked', 'liked')",-6.274109,-6.2243156,-3.2348931,-3.1954794,-0.0394137
62,-0.1921788,0.017706629,"('incompetent', 'brilliant')",0.36668867,0.51614195,0.0872549,0.2669243,-0.1796694
47,-0.15048033,-0.17581117,"('stupid', 'smart')",5.615312,5.443371,2.7324159,2.6337798,0.0986361
29,0.13290076,0.023130756,"('unfair', 'fair')",-0.5537178,-0.7425045,-0.2104085,-0.3596869,0.1492784
68,-0.116985485,-0.18624717,"('dependent', 'independent')",-0.30877382,-0.23018855,-0.2128797,-0.2082179,-0.0046618
17,-0.1094069,-0.23614986,"('nasty', 'nice')",-0.47553307,-0.48007247,-0.29247,-0.3581112,0.0656412
26,0.043880027,-0.0052622687,"('hardhearted', 'benevolent')",1.149517,1.1052588,0.5966985,0.5499983,0.0467002
48,-0.016215626,-0.11086602,"('unintelligent', 'intelligent')",0.8823277,0.85407495,0.433056,0.3716045,0.0614515
1,-0.0133843385,-0.24707104,"('unfriendly', 'friendly')",1.0235388,0.6707484,0.5050772,0.2118387,0.2932385
25,-0.012637809,0.1360703,"('egoistic', 'altruistic')",1.1226827,1.0762153,0.5550224,0.6061428,-0.0511204
16,-0.0071996525,-0.045264155,"('unpopular', 'popular')",0.4894187,0.5110843,0.2411095,0.2329101,0.0081994
30,0.0068276078,-0.036382977,"('intolerant', 'tolerant')",1.3387821,1.4055556,0.6728048,0.6845863,-0.0117815
