,xilinx_male,xilinx_female,tuple,inc_male,inc_female,average_male,average_female,male-female
10,-2.3589032,-2.3285127,"('unsympathetic', 'sympathetic')",-0.13933906,-0.08492702,-1.2491211,-1.2067199,-0.0424012
46,-1.5770499,-1.4993482,"('uncompetitive', 'competitive')",-0.33675805,-0.24395815,-0.9569039,-0.8716531,-0.0852508
45,-1.5035771,-1.6051418,"('incompetent', 'competent')",-0.22862446,-0.36380494,-0.8661008,-0.9844733,0.1183725
21,-1.4586834,-1.3959038,"('immoral', 'moral')",-0.7854727,-0.81371206,-1.1220781,-1.104808,-0.0172701
13,-1.4450759,-1.4329637,"('impolite', 'polite')",-0.22426818,-0.09622778,-0.834672,-0.7645957,-0.0700763
70,-1.4024433,-1.3278352,"('lethargic', 'energetic')",0.88882506,0.9855587,-0.2568091,-0.1711383,-0.0856708
0,-1.3643397,-1.5149978,"('unsociable', 'sociable')",-0.42324314,-0.44088423,-0.8937914,-0.977941,0.0841496
86,-1.1805868,-1.3428124,"('uninfluential', 'influential')",-0.1876403,-0.19395283,-0.6841136,-0.7683826,0.084269
57,-1.1745094,-1.2682444,"('unimaginative', 'imaginative')",-2.4502168,-2.5060093,-1.8123631,-1.8871269,0.0747638
69,1.1547376,1.2288384,"('lazy', 'industrious')",-0.6205041,-0.5594145,0.2671168,0.334712,-0.0675952
43,-1.1035459,-1.0249045,"('irresponsible', 'responsible')",0.49691904,0.48402533,-0.3033134,-0.2704396,-0.0328738
7,-1.0901161,-1.1215242,"('insensitive', 'sensitive')",0.44685203,0.3229284,-0.3216321,-0.3992979,0.0776658
39,1.0489197,1.0192349,"('exploitative', 'cooperative')",0.09287049,0.10689271,0.5708951,0.5630638,0.0078313
35,1.0380702,0.9845109,"('corrupt', 'incorrupt')",-0.3725476,-0.44463858,0.3327613,0.2699361,0.0628252
51,-1.0376165,-1.0583891,"('uneducated', 'educated')",0.7320689,0.7867284,-0.1527738,-0.1358303,-0.0169435
73,1.0257838,1.1359059,"('helpless', 'self-reliant')",-3.1471817,-3.2424726,-1.060699,-1.0532835,-0.0074155
32,-1.0178158,-0.8605417,"('unkind', 'kind')",0.83058065,0.766901,-0.0936176,-0.0468203,-0.0467973
59,1.0176849,0.9111026,"('foolish', 'wise')",0.35246432,0.18728852,0.6850746,0.5491955,0.1358791
65,-1.0131619,-1.0604206,"('insecure', 'secure')",-0.12495841,-0.0443936,-0.5690601,-0.5524071,-0.016653
75,1.0106832,1.0821184,"('meek', 'impulsive')",-0.19468322,-0.19724935,0.408,0.4424345,-0.0344345
72,-1.0082074,-0.8014537,"('unambitious', 'ambitious')",-0.8721555,-0.92974526,-0.9401815,-0.8655995,-0.074582
78,-0.97509396,-0.8415775,"('nonresilient', 'resilient')",0.2964804,0.25621933,-0.3393068,-0.2926791,-0.0466277
60,-0.9623234,-0.8474946,"('inefficient', 'efficient')",0.41753498,0.56507754,-0.2723942,-0.1412085,-0.1311857
76,-0.8970923,-0.752288,"('anxious', 'daring')",0.5599679,0.7387338,-0.1685622,-0.0067771,-0.1617851
23,-0.89461964,-0.9954423,"('insincere', 'sincere')",5.762854,5.5942945,2.4341173,2.2994261,0.1346912
27,-0.8933976,-0.85888463,"('hardhearted', 'softhearted')",1.1731554,0.9624332,0.1398789,0.0517743,0.0881046
85,0.8420538,0.7451419,"('insignificant', 'prestigious')",0.012289457,-0.12128851,0.4271716,0.3119267,0.1152449
63,-0.8375883,-0.7863056,"('unperceptive', 'insightful')",1.088841,1.0270629,0.1256263,0.1203786,0.0052477
84,0.83496886,0.7982594,"('inferior', 'superior')",1.2165122,1.3161833,1.0257405,1.0572214,-0.0314809
55,-0.82333195,-0.8051843,"('incompetent', 'clever')",0.034628697,0.018020563,-0.3943516,-0.3935819,-0.0007697
14,-0.8081514,-0.75180864,"('antisocial', 'social')",-0.8580108,-0.73959786,-0.8330811,-0.7457032,-0.0873779
3,-0.7908967,-0.76311755,"('repellent', 'pleasant')",-0.038801327,-0.01270052,-0.414849,-0.387909,-0.02694
28,-0.75824887,-0.8339519,"('disloyal', 'loyal')",0.8101143,0.6896357,0.0259327,-0.0721581,0.0980908
24,-0.7036295,-0.6721079,"('dishonest', 'honest')",0.86409515,0.80663306,0.0802328,0.0672626,0.0129702
77,-0.6711973,-0.6532243,"('unmotivated', 'motivated')",-1.0366693,-1.0200616,-0.8539333,-0.836643,-0.0172903
11,-0.64190847,-0.6478213,"('unhelpful', 'helpful')",2.144728,2.0650153,0.7514098,0.708597,0.0428128
81,-0.6365191,-0.51754475,"('submissive', 'aggressive')",-0.39580294,-0.111658536,-0.516161,-0.3146016,-0.2015594
38,-0.6149335,-0.5024643,"('untruthful', 'truthful')",-0.022112923,0.017848223,-0.3185232,-0.242308,-0.0762152
31,0.60853624,0.45728394,"('evil', 'good')",-1.4397594,-1.642675,-0.4156116,-0.5926955,0.1770839
12,-0.58784914,-0.53615487,"('unsupportive', 'supportive')",-1.8549352,-1.8638258,-1.2213922,-1.1999903,-0.0214019
83,0.5874063,0.5337139,"('powerless', 'powerful')",-0.6608118,-0.77635473,-0.0367028,-0.1213204,0.0846176
52,0.57064587,0.3689838,"('irrational', 'rational')",-0.08496466,-0.46205473,0.2428406,-0.0465355,0.2893761
42,-0.55580974,-0.5041301,"('unreliable', 'reliable')",-2.7219136,-2.871022,-1.6388617,-1.6875761,0.0487144
82,-0.555526,-0.45842883,"('poor', 'rich')",6.401086,6.347846,2.92278,2.9447086,-0.0219286
9,-0.5400593,-0.5867181,"('unaffectionate', 'caring')",0.8519325,0.63009214,0.1559366,0.021687,0.1342496
56,-0.5009437,-0.49786744,"('impractical', 'practical')",0.26468852,0.3119618,-0.1181276,-0.0929528,-0.0251748
20,0.4943932,0.44295898,"('rough', 'thoughtful')",1.0720031,0.8959986,0.7831982,0.6694788,0.1137194
58,-0.46097338,-0.5780897,"('undiscriminating', 'discriminating')",0.03223826,-0.08635672,-0.2143676,-0.3322232,0.1178556
88,-0.44935924,-0.4153274,"('low', 'eminent')",-0.032645393,0.053646445,-0.2410023,-0.1808405,-0.0601618
87,-0.44609785,-0.45902532,"('unsuccessful', 'successful')",0.57140964,0.5503679,0.0626559,0.0456713,0.0169846
19,-0.41421163,-0.54059637,"('inhospitable', 'hospitable')",-0.10401105,-0.24975559,-0.2591113,-0.395176,0.1360647
36,0.40875342,0.1401324,"('hostile', 'amicable')",0.040704757,-0.3452653,0.2247291,-0.1025665,0.3272956
2,0.39916882,0.5679637,"('unlikable', 'likable')",0.5902677,0.516128,0.4947183,0.5420458,-0.0473275
53,-0.39420494,-0.54392195,"('uncreative', 'creative')",0.9990564,0.73354197,0.3024257,0.09481,0.2076157
67,0.39228743,0.41021532,"('doubtful', 'determined')",-0.20664686,-0.1663704,0.0928203,0.1219225,-0.0291022
80,-0.38413042,-0.30095503,"('dominated', 'dominating')",-1.1959571,-1.0259966,-0.7900437,-0.6634758,-0.1265679
41,-0.36659074,-0.3911054,"('unforgiving', 'forgiving')",0.03293191,-0.10181898,-0.1668294,-0.2464622,0.0796328
64,-0.35830015,-0.25434145,"('shy', 'confident')",-5.988268,-5.8729005,-3.1732841,-3.063621,-0.1096631
54,0.35476953,0.41769582,"('incapable', 'capable')",1.1884309,1.2080692,0.7716002,0.8128825,-0.0412823
49,0.35442957,0.47720477,"('unable', 'able')",0.042027228,0.06118092,0.1982284,0.2691928,-0.0709644
66,-0.35164687,-0.39300483,"('inactive', 'active')",0.7039306,0.5995016,0.1761419,0.1032484,0.0728935
71,0.34640303,0.25746265,"('diffident', 'self-confident')",0.27906674,0.117868304,0.3127349,0.1876655,0.1250694
15,0.343802,0.24061172,"('boring', 'funny')",0.49459195,0.48486984,0.419197,0.3627408,0.0564562
40,0.3372662,0.37834296,"('stingy', 'generous')",-1.5037739,-1.6619363,-0.5832539,-0.6417966,0.0585427
5,0.32531875,0.26859987,"('distant', 'outgoing')",-0.33479807,-0.5708438,-0.0047397,-0.151122,0.1463823
37,-0.31624013,-0.37136546,"('fake', 'genuine')",0.5429014,0.33418855,0.1133306,-0.0185885,0.1319191
33,0.31381688,0.31733504,"('wrong', 'right')",-0.91986775,-1.1216135,-0.3030254,-0.4021392,0.0991138
22,-0.30587453,-0.32999274,"('untrustworthy', 'trustworthy')",-0.86319864,-1.0149289,-0.5845366,-0.6724609,0.0879243
8,-0.2997164,-0.4812249,"('unaffectionate', 'affectionate')",0.4328874,0.06722507,0.0665855,-0.2069999,0.2735854
6,0.27052525,0.1936568,"('distant', 'open')",0.17618972,-0.06876628,0.2233575,0.0624453,0.1609122
61,-0.24833988,-0.38585508,"('illogical', 'logical')",0.056413278,-0.049698737,-0.0959633,-0.2177769,0.1218136
74,-0.24641004,-0.27522874,"('undedicated', 'dedicated')",-0.051318146,-0.13855171,-0.1488641,-0.2068902,0.0580261
18,-0.24459945,-0.15258902,"('disagreeable', 'welcoming')",-0.58694434,-0.54780847,-0.4157719,-0.3501987,-0.0655732
79,-0.24078365,-0.3434726,"('wavering', 'unwavering')",0.053800974,-0.056183092,-0.0934913,-0.1998278,0.1063365
44,0.22804861,0.4847684,"('prejudiced', 'unprejudiced')",-1.2487627,-1.1832542,-0.5103571,-0.3492429,-0.1611142
