,m&t_male,m&t_female,tuple,bank_male,bank_female,corp_male,corp_female,average_male,average_female,male-female
22,-1.1879425,-1.2564765,"('untrustworthy', 'trustworthy')",-0.18645445,-0.62032604,-0.25457132,-0.6881852,-0.5429894,-0.8549959,0.3120065
47,-1.1712687,-1.034334,"('stupid', 'smart')",-0.9198416,-0.89230406,0.018611185,0.06551023,-0.690833,-0.6203759,-0.0704571
85,1.1702043,1.341785,"('insignificant', 'prestigious')",2.573607,2.444503,1.3678666,1.0892,1.7038925,1.6251628,0.0787297
48,-1.1590891,-1.4183276,"('unintelligent', 'intelligent')",-1.423141,-1.7087,-1.6237818,-1.6273,-1.4020039,-1.5847759,0.182772
50,1.1546108,1.0148522,"('clumsy', 'skillful')",0.9846127,1.0165069,0.13849124,0.103768766,0.7592382,0.7117093,0.0475289
34,-1.1138912,-0.8801223,"('mean', 'honorable')",-1.1674124,-1.2448133,0.44386256,0.2278979,-0.6124804,-0.6323459,0.0198655
9,-1.0980898,-0.8959328,"('unaffectionate', 'caring')",-0.10971091,-0.23674558,0.8826618,0.7995721,-0.1083796,-0.1110354,0.0026558
42,1.0592961,1.0818404,"('unreliable', 'reliable')",1.4162002,1.230171,0.7637386,0.77985275,1.079745,1.0306214,0.0491236
10,-1.0520731,-1.4048741,"('unsympathetic', 'sympathetic')",-1.6942611,-2.131254,-0.34909067,-0.5860778,-1.0318082,-1.3740686,0.3422604
18,-1.0348002,-0.59328926,"('disagreeable', 'welcoming')",0.664325,0.6268888,-0.29445472,-0.31446886,-0.2216433,-0.0936231,-0.1280202
82,-1.0287619,-1.020469,"('poor', 'rich')",-0.28470096,-0.005081415,-1.531081,-1.0779277,-0.9481813,-0.7011593,-0.247022
41,-1.0264618,-0.7022484,"('unforgiving', 'forgiving')",-1.2911587,-1.1679604,-0.0801044,-0.0031092162,-0.7992416,-0.6244393,-0.1748023
53,-1.018316,-1.3237643,"('uncreative', 'creative')",-0.29734468,-0.44884375,-1.5210425,-1.6461458,-0.9455678,-1.1395846,0.1940168
26,-0.98452175,-0.56725276,"('hardhearted', 'benevolent')",1.1195416,1.0639763,0.008314546,0.13338813,0.0477781,0.2100372,-0.1622591
87,0.9748375,0.84665185,"('unsuccessful', 'successful')",1.0640626,0.9370976,0.38877776,0.30702436,0.809226,0.6969246,0.1123014
29,0.97386694,0.917914,"('unfair', 'fair')",0.6766392,0.69085646,-0.13570662,-0.079599515,0.5049332,0.5097236,-0.0047904
28,-0.96194243,-1.1290588,"('disloyal', 'loyal')",-0.5699221,-0.77002573,-0.3920143,-0.41285512,-0.6412929,-0.7706466,0.1293537
37,-0.93069595,-0.96071786,"('fake', 'genuine')",-0.7284712,-0.88388234,0.12475141,-0.09468288,-0.5114719,-0.6464277,0.1349558
80,0.9188939,0.23159342,"('dominated', 'dominating')",-0.6089767,-1.0565768,-0.034221202,-0.30612278,0.0918986,-0.3770354,0.468934
0,-0.9153164,-1.1679454,"('unsociable', 'sociable')",-1.7641705,-1.9701233,-0.4852807,-0.4462646,-1.0549226,-1.1947777,0.1398551
86,-0.9143001,-1.2956485,"('uninfluential', 'influential')",-1.5621387,-1.9524143,-0.548572,-0.7960634,-1.0083369,-1.348042,0.3397051
2,0.88204306,1.2670995,"('unlikable', 'likable')",1.3894758,1.4420996,1.1383579,1.1825255,1.1366256,1.2972415,-0.1606159
57,-0.8776674,-1.4075941,"('unimaginative', 'imaginative')",-1.5217853,-1.94298,-1.1933385,-1.4834687,-1.197597,-1.6113475,0.4137505
6,0.87617874,0.92293864,"('distant', 'open')",1.552572,1.8346636,0.29515937,0.5195959,0.90797,1.0923994,-0.1844294
40,-0.85622084,-0.7858804,"('stingy', 'generous')",-0.69472337,-0.9303875,-0.15658426,-0.31685448,-0.5691762,-0.6777074,0.1085312
17,0.84252536,0.6583581,"('nasty', 'nice')",-0.28884006,-0.36835736,0.16795518,-0.010633774,0.2405468,0.0931223,0.1474245
16,0.79727584,0.7243988,"('unpopular', 'popular')",0.58328,0.5141997,-0.6408437,-0.6780146,0.2465707,0.1868613,0.0597094
32,-0.7844013,-0.7234001,"('unkind', 'kind')",-0.2802056,-0.23560362,0.37993193,0.4573148,-0.228225,-0.1672297,-0.0609953
61,0.7786041,0.5022243,"('illogical', 'logical')",-0.37145227,-0.4529906,0.10867993,0.04651333,0.1719439,0.0319157,0.1400282
55,-0.7272586,-0.99596477,"('incompetent', 'clever')",-1.0348196,-1.5683714,-1.1850501,-1.3392024,-0.9823761,-1.3011796,0.3188035
25,-0.72533995,-0.6804219,"('egoistic', 'altruistic')",-0.2627433,-0.14716487,-0.42036444,-0.43550724,-0.4694826,-0.4210313,-0.0484513
46,-0.6963175,-1.1662669,"('uncompetitive', 'competitive')",-1.4635752,-1.9469547,-0.6931377,-0.95082164,-0.9510101,-1.354681,0.4036709
54,-0.66760784,-0.4056728,"('incapable', 'capable')",0.11530835,0.18150416,0.8416377,0.88227403,0.0964461,0.2193685,-0.1229224
43,-0.66692793,-0.6066926,"('irresponsible', 'responsible')",-1.9110141,-2.1154628,0.39909065,0.37977782,-0.7262837,-0.7807925,0.0545088
39,-0.64618653,-0.32769635,"('exploitative', 'cooperative')",-0.7908044,-0.92815113,0.6552492,0.36176693,-0.2605806,-0.2980268,0.0374462
63,0.60085183,0.2584806,"('unperceptive', 'insightful')",-0.3061946,-0.58853793,0.2781512,0.086698286,0.1909361,-0.0811197,0.2720558
67,0.5832766,0.8923853,"('doubtful', 'determined')",0.2712087,0.40332165,1.0176886,1.1848242,0.624058,0.8268437,-0.2027857
11,-0.5807752,-0.5564661,"('unhelpful', 'helpful')",-1.728065,-1.923019,0.776576,0.567023,-0.5107547,-0.6374873,0.1267326
72,-0.57509446,-0.42328635,"('unambitious', 'ambitious')",-1.419537,-1.3048949,-0.3549759,-0.24139868,-0.7832024,-0.6565266,-0.1266758
20,-0.570362,-0.8618031,"('rough', 'thoughtful')",-0.82852435,-0.9226259,-1.0262718,-1.0711744,-0.808386,-0.9518678,0.1434818
70,-0.55032843,-0.5732682,"('lethargic', 'energetic')",-0.7447418,-1.0077718,-0.02524091,-0.2157088,-0.4401037,-0.5989163,0.1588126
69,0.47271684,0.47751454,"('lazy', 'industrious')",0.9185943,0.92254335,0.09831788,-0.10938976,0.496543,0.4302227,0.0663203
44,-0.4158668,-0.019499904,"('prejudiced', 'unprejudiced')",0.071010895,0.06744461,0.22259739,0.07209925,-0.0407528,0.0400147,-0.0807675
78,0.35958666,-0.41325867,"('nonresilient', 'resilient')",-0.89018786,-1.0842901,-0.087560415,-0.3807805,-0.2060539,-0.6261098,0.4200559
33,0.35138687,0.46993655,"('wrong', 'right')",0.831751,0.7143931,0.76181746,0.6490414,0.6483184,0.6111237,0.0371947
79,0.319877,0.44223416,"('wavering', 'unwavering')",0.8326395,1.0990041,0.8214208,0.9192317,0.6579791,0.8201567,-0.1621776
76,0.30982965,0.30292505,"('anxious', 'daring')",0.1633114,0.03157495,-0.35520837,-0.2943006,0.0393109,0.0133998,0.0259111
52,-0.30569845,-0.014554497,"('irrational', 'rational')",0.7392098,1.0438946,0.12949231,0.09773822,0.1876679,0.3756928,-0.1880249
7,-0.302333,-0.58113647,"('insensitive', 'sensitive')",-1.0445586,-1.6381903,-0.34733012,-0.60859036,-0.5647406,-0.942639,0.3778984
62,0.29753518,0.4952575,"('incompetent', 'brilliant')",-1.1784381,-1.1771412,0.69592917,0.850361,-0.0616579,0.0561591,-0.117817
13,-0.27803847,-0.22499499,"('impolite', 'polite')",-1.2936481,-1.3770895,0.30360097,0.30139884,-0.4226952,-0.4335619,0.0108667
74,0.27673438,0.13338533,"('undedicated', 'dedicated')",0.29304373,0.2021357,0.27355233,0.23068143,0.2811101,0.1887342,0.0923759
77,0.27482772,-0.1765878,"('unmotivated', 'motivated')",-0.7922336,-1.1176082,-0.118098915,-0.5026242,-0.2118349,-0.5989401,0.3871052
58,-0.26117364,-0.5071462,"('undiscriminating', 'discriminating')",-0.21359852,-0.4358301,-1.3547817,-1.5110795,-0.6098513,-0.8180186,0.2081673
88,0.24577825,0.32968983,"('low', 'eminent')",-0.20022428,0.0010610837,-0.7693781,-0.38756534,-0.2412747,-0.0189381,-0.2223366
45,-0.21776801,-0.37906316,"('incompetent', 'competent')",-1.4192818,-1.7430066,-0.2814456,-0.53349483,-0.6394985,-0.8851883,0.2456898
49,-0.20305368,-0.31580102,"('unable', 'able')",-0.6962149,-0.6868756,-0.49230167,-0.47669002,-0.4638568,-0.4931222,0.0292654
21,0.20210302,-0.056570776,"('immoral', 'moral')",-0.57154393,-0.92330235,-0.13735399,-0.3338248,-0.1689316,-0.4378993,0.2689677
31,-0.18683657,-0.16569716,"('evil', 'good')",1.2452413,1.430378,0.15570748,0.05853968,0.4047041,0.4410735,-0.0363694
36,0.18313774,0.26552013,"('hostile', 'amicable')",-0.60350716,-0.3151423,-0.055098534,-0.17295553,-0.1584893,-0.0741926,-0.0842967
75,-0.16538417,0.20043199,"('meek', 'impulsive')",0.060744055,0.46923208,0.2415586,0.38020912,0.0456395,0.3499577,-0.3043182
66,0.14287353,0.06915124,"('inactive', 'active')",0.9856433,0.8949015,-0.055918247,-0.2580741,0.3575329,0.2353262,0.1222067
68,-0.12608762,-0.18676302,"('dependent', 'independent')",-1.2848779,-1.3646815,-1.6171877,-1.7569422,-1.0093845,-1.1027956,0.0934111
35,0.105988264,0.15420908,"('corrupt', 'incorrupt')",0.5549876,1.0375673,-0.3980603,-0.20507023,0.0876385,0.328902,-0.2412635
38,0.091038495,0.012145966,"('untruthful', 'truthful')",-0.983689,-0.9367319,0.7802713,0.835191,-0.0374597,-0.0297983,-0.0076614
83,0.08387243,0.23095728,"('powerless', 'powerful')",-0.8063893,-0.9475283,0.21539898,0.378586,-0.1690393,-0.1126617,-0.0563776
30,-0.07660377,0.025741063,"('intolerant', 'tolerant')",-1.1936419,-1.1324162,-0.12955435,0.06557113,-0.4666,-0.3470347,-0.1195653
15,0.07070041,0.53681934,"('boring', 'funny')",0.76278913,1.1002094,0.22879907,0.50318485,0.3540962,0.7134045,-0.3593083
81,0.06936719,0.18916628,"('submissive', 'aggressive')",-1.3094927,-1.3025674,0.101564035,0.26590875,-0.3795205,-0.2824974,-0.0970231
12,-0.06719418,-0.2461326,"('unsupportive', 'supportive')",-0.2267651,-0.60543966,1.7643378,1.4170207,0.4901262,0.1884828,0.3016434
19,-0.04453263,0.07903335,"('inhospitable', 'hospitable')",0.5992748,0.8668589,0.01644219,0.045566138,0.1903948,0.3304861,-0.1400913
84,-0.025260977,0.14707637,"('inferior', 'superior')",-0.082357645,0.08974989,-0.22131631,-0.04395295,-0.109645,0.0642911,-0.1739361
71,-0.023519779,-0.12073136,"('diffident', 'self-confident')",-0.020809792,-0.24165715,1.367114,1.0698242,0.4409281,0.2358119,0.2051162
14,-0.01760409,-0.23104453,"('antisocial', 'social')",-1.0446029,-1.45637,0.059206072,0.008855749,-0.3343336,-0.5595196,0.225186
56,-0.012633704,0.07889563,"('impractical', 'practical')",-1.5904684,-1.4772948,0.55827403,0.8661269,-0.348276,-0.1774241,-0.1708519
60,0.0042258427,-0.013408259,"('inefficient', 'efficient')",-1.6099324,-1.8201942,0.003760538,0.10996401,-0.533982,-0.5745462,0.0405642
