,m&t_male,m&t_female,tuple,bank_male,bank_female,corp_male,corp_female,average_male,average_female,male-female
8,-2.274339,-1.8780012,"('unaffectionate', 'affectionate')",0.13899145,0.20566717,0.27351964,0.3196543,-0.6206093,-0.4508932,-0.1697161
73,1.7860856,1.9412892,"('helpless', 'self-reliant')",0.882339,0.94879556,1.4967337,1.4805151,1.3883861,1.4568666,-0.0684805
4,1.7751828,1.4641777,"('disliked', 'liked')",0.77629256,0.8274786,0.68175447,0.6003798,1.0777434,0.964012,0.1137314
1,-1.7018642,-1.6131836,"('unfriendly', 'friendly')",-0.61655164,-0.51674634,-0.6992782,-0.5966097,-1.005898,-0.9088465,-0.0970515
3,1.6965766,0.8300153,"('repellent', 'pleasant')",-1.286216,-1.6548461,-0.8053453,-1.1414206,-0.1316616,-0.6554171,0.5237555
24,-1.6602575,-1.235222,"('dishonest', 'honest')",-0.6219295,-0.80004,0.8556132,0.9019217,-0.4755246,-0.3777801,-0.0977445
64,1.476835,1.2813588,"('shy', 'confident')",0.05235876,-0.17908648,0.645103,0.36597514,0.7247656,0.4894158,0.2353498
51,1.4187624,0.9015743,"('uneducated', 'educated')",-0.12670352,-0.170597,-0.21639039,-0.3083124,0.3585562,0.1408883,0.2176679
59,1.3764483,1.3729559,"('foolish', 'wise')",1.5897325,1.7075821,0.73384416,0.7453289,1.2333417,1.275289,-0.0419473
23,-1.2736454,-1.3429639,"('insincere', 'sincere')",-1.8826562,-2.0834944,0.122175954,-0.06696379,-1.0113752,-1.164474,0.1530988
5,1.2484512,1.2063779,"('distant', 'outgoing')",1.2920843,1.5900431,0.74833363,0.9612549,1.0962897,1.2525586,-0.1562689
65,-1.2285693,-1.0853708,"('insecure', 'secure')",-1.2233931,-1.5955082,-0.8957688,-0.8772618,-1.1159105,-1.186047,0.0701365
27,-1.2037257,-0.9629694,"('hardhearted', 'softhearted')",-1.0566802,-1.0237827,0.056651123,-0.14122891,-0.734585,-0.7093271,-0.0252579
