,grainger_male,grainger_female,tuple,w_male,w_female,inc_male,inc_female,average_male,average_female,male-female
82,-0.51844704,-0.55803084,"('poor', 'rich')",0.08486952,0.06906535,5.703076,5.706234,1.7564994,1.7390895,0.0174099
57,-0.5080211,-0.64806575,"('unimaginative', 'imaginative')",0.93636864,0.56072044,-2.1901276,-2.1617727,-0.58726,-0.749706,0.162446
50,0.50492257,0.2735843,"('clumsy', 'skillful')",0.97029155,0.91333973,0.76237524,0.6975529,0.7458631,0.628159,0.1177041
66,-0.48988044,-0.48867336,"('inactive', 'active')",0.72187364,0.6775502,1.4278247,1.3296559,0.5532726,0.5061776,0.047095
59,-0.48790634,-0.12901434,"('foolish', 'wise')",0.07896097,0.43881053,0.015355125,0.28704143,-0.1311968,0.1989459,-0.3301427
32,0.47566038,0.2506323,"('unkind', 'kind')",0.95455253,0.8651254,0.5776144,0.5192189,0.6692758,0.5449922,0.1242836
54,-0.47418523,-0.6964955,"('incapable', 'capable')",-0.018335115,-0.08474899,0.94975376,0.97208107,0.1524111,0.0636122,0.0887989
19,-0.47336242,-0.27672455,"('inhospitable', 'hospitable')",0.19906366,0.27107358,-0.26594776,-0.15261844,-0.1800822,-0.0527565,-0.1273257
25,-0.46928567,-0.10726113,"('egoistic', 'altruistic')",-0.3253706,-0.13103686,0.9864528,1.0176528,0.0639322,0.2597849,-0.1958527
48,-0.46651265,-0.6393307,"('unintelligent', 'intelligent')",-0.31556907,-0.41126284,0.35189867,0.44381666,-0.1433944,-0.2022589,0.0588645
15,-0.43718097,-0.18637842,"('boring', 'funny')",0.059132125,0.12017304,0.14615415,0.335503,-0.0772982,0.0897659,-0.1670641
78,0.40230632,0.038315393,"('nonresilient', 'resilient')",1.5613714,1.136847,1.8947494,1.4813986,1.2861423,0.8855203,0.400622
38,-0.36706957,-0.3000937,"('untruthful', 'truthful')",-0.63271374,-0.547267,0.22860289,0.23805648,-0.2570601,-0.2031014,-0.0539587
83,0.36345625,0.29389983,"('powerless', 'powerful')",-0.35758638,-0.4763292,-0.7039269,-0.83866227,-0.2326857,-0.3403639,0.1076782
41,-0.32184848,-0.057887275,"('unforgiving', 'forgiving')",-0.12084372,-0.18752095,0.0032215118,0.05500637,-0.1464902,-0.0634673,-0.0830229
26,-0.31653804,-0.03929718,"('hardhearted', 'benevolent')",0.09494382,0.011192542,0.6683122,0.8739211,0.148906,0.2819388,-0.1330328
33,-0.31093192,0.1702115,"('wrong', 'right')",-0.32499504,0.083927765,-0.5847844,-0.30732876,-0.4069038,-0.0177298,-0.389174
11,-0.28964394,-0.49646693,"('unhelpful', 'helpful')",0.3936065,0.31616437,2.0879402,1.9808486,0.7306343,0.600182,0.1304523
49,-0.270934,-0.3596217,"('unable', 'able')",0.19381371,0.0038769655,0.0030714422,-0.11282129,-0.0246829,-0.1561887,0.1315058
63,0.26879868,0.10216798,"('unperceptive', 'insightful')",1.0802473,0.9921787,1.3869852,1.235112,0.9120104,0.7764862,0.1355242
77,0.24198823,-0.05604198,"('unmotivated', 'motivated')",1.2254097,1.0324664,0.44747293,0.29546684,0.6382903,0.4239638,0.2143265
34,-0.22829184,-0.29983824,"('mean', 'honorable')",0.31096247,0.27892688,5.9836087,5.8190475,2.0220931,1.9327121,0.089381
68,-0.21747571,-0.48875403,"('dependent', 'independent')",0.15315217,0.16197065,-0.3591329,-0.37512577,-0.1411521,-0.2339697,0.0928176
84,0.17319699,0.24216753,"('inferior', 'superior')",-0.006627135,0.06497674,0.272857,0.45364863,0.1464756,0.2535976,-0.107122
29,-0.16930163,-0.15959719,"('unfair', 'fair')",0.734189,0.6993082,-0.31241706,-0.29882973,0.0841568,0.0802938,0.003863
24,-0.16498527,-0.18754722,"('dishonest', 'honest')",-0.8369075,-0.83780545,0.6318658,0.6729736,-0.1233423,-0.1174597,-0.0058826
20,0.14982022,0.0676903,"('rough', 'thoughtful')",-0.118699074,-0.09552877,0.7629345,0.9903545,0.2646852,0.3208387,-0.0561535
23,-0.12256042,-0.40326846,"('insincere', 'sincere')",1.0120589,0.7756814,5.8143682,5.584484,2.2346222,1.9856323,0.2489899
73,0.08374541,0.34062055,"('helpless', 'self-reliant')",-0.30879784,-0.10170937,-3.9996219,-3.5915074,-1.4082247,-1.1175321,-0.2906926
3,-0.065587915,-0.24174413,"('repellent', 'pleasant')",1.1979046,1.0567391,0.7650368,0.5676731,0.6324512,0.4608893,0.1715619
61,0.06495206,0.028117558,"('illogical', 'logical')",1.4262286,1.4170679,0.30941612,0.2594515,0.6001989,0.5682123,0.0319866
28,-0.05206979,-0.14296946,"('disloyal', 'loyal')",-0.30195138,-0.40466288,0.959397,0.97150606,0.201792,0.1412912,0.0605008
86,0.036746733,-0.18620107,"('uninfluential', 'influential')",1.1791089,0.80397975,0.5266992,0.2817247,0.5808516,0.2998345,0.2810171
