,robert_male,robert_female,tuple,half_male,half_female,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
55,3.7804995,4.4050093,"('incompetent', 'clever')",3.5496132,4.0900044,-0.34252325,-0.3657509,0.103419065,-0.022338241,1.772752,2.0267313,-0.2539793
81,3.6878626,4.193006,"('submissive', 'aggressive')",2.500474,3.1907523,0.4615143,0.35344762,-0.3985912,-0.4136067,1.562815,1.8308998,-0.2680848
60,3.517753,4.4451184,"('inefficient', 'efficient')",3.6870666,4.606782,1.4438874,1.5020232,0.375411,0.4921221,2.2560296,2.7615116,-0.505482
31,-3.3327334,-3.7321227,"('evil', 'good')",-3.5582511,-3.8979468,-0.8802686,-0.8156242,-1.3011253,-1.2653567,-2.2680945,-2.4277627,0.1596682
36,-3.2195408,-3.914232,"('hostile', 'amicable')",-3.9011536,-4.525908,0.30318272,0.2318059,0.071963504,-0.021832783,-1.6863871,-2.0575416,0.3711545
21,3.209554,4.079647,"('immoral', 'moral')",1.5653592,2.4598196,0.23977259,0.4639945,-0.7650931,-0.5744225,1.0623982,1.6072598,-0.5448616
62,3.1646023,3.9550855,"('incompetent', 'brilliant')",2.7008212,3.1806097,0.5367689,0.7856355,0.19938259,0.3837517,1.6503937,2.0762706,-0.4258769
85,-3.1154103,-3.7452064,"('insignificant', 'prestigious')",-5.2194586,-5.7924304,-0.64580774,-0.6608921,0.3293748,0.34122846,-2.1628256,-2.4643252,0.3014996
80,3.0380428,3.3026602,"('dominated', 'dominating')",2.5382042,2.9254777,0.060513478,-0.09479167,-0.92529744,-1.0335408,1.1778659,1.2749513,-0.0970854
46,2.9469929,3.608752,"('uncompetitive', 'competitive')",2.6257846,3.3639884,0.13542102,0.20674816,-0.16019037,-0.12694883,1.387002,1.7631348,-0.3761328
70,2.7190733,3.2832253,"('lethargic', 'energetic')",2.482314,3.0917206,0.5317058,0.6422253,1.1033015,1.1595867,1.7090987,2.0441895,-0.3350908
6,-2.7044342,-2.9031305,"('distant', 'open')",-2.8803437,-3.2411444,-0.69606686,-0.49083555,0.034475487,0.14459768,-1.5615923,-1.6226282,0.0610359
35,-2.6769364,-3.5517414,"('corrupt', 'incorrupt')",-2.9675395,-3.790959,-0.73740757,-0.8655666,-0.30401978,-0.48798072,-1.6714759,-2.1740618,0.5025859
14,2.6743658,2.8823354,"('antisocial', 'social')",1.0804731,1.5880373,1.1011662,0.8600949,-0.059190355,-0.22491565,1.1992037,1.276388,-0.0771843
5,-2.6212847,-2.7360768,"('distant', 'outgoing')",-3.3129954,-3.342496,-0.72182435,-0.58328944,-0.4724843,-0.37737054,-1.7821472,-1.7598082,-0.022339
13,2.5495021,3.383806,"('impolite', 'polite')",2.4366474,3.0310674,1.2014195,1.4957063,0.31262225,0.46055573,1.6250478,2.0927839,-0.4677361
69,-2.4750266,-3.327957,"('lazy', 'industrious')",-3.845068,-4.054751,1.1025205,0.9914158,-0.72119415,-0.6964805,-1.4846921,-1.7719431,0.287251
76,2.3173296,2.6988244,"('anxious', 'daring')",2.4100306,3.1147811,0.9908521,1.0240616,0.49914888,0.5988396,1.5543402,1.8591267,-0.3047865
52,-2.300332,-2.6120791,"('irrational', 'rational')",-3.2762403,-3.4327693,-1.2908695,-1.2232373,-0.21308652,-0.20307349,-1.7701322,-1.8677897,0.0976575
4,-2.2836347,-2.283816,"('disliked', 'liked')",-3.2013257,-3.230476,-0.48128176,-0.4409956,-6.3143063,-6.193133,-3.070137,-3.0371051,-0.0330319
10,2.2814324,3.110442,"('unsympathetic', 'sympathetic')",3.2161412,4.0841846,-0.95006174,-0.8336508,0.105020046,0.06476104,1.163133,1.6064343,-0.4433013
65,2.234998,2.6727784,"('insecure', 'secure')",2.859316,3.340662,0.744261,0.6580464,-0.017553523,-0.057565477,1.4552555,1.6534802,-0.1982247
1,-2.1730928,-1.8504468,"('unfriendly', 'friendly')",-1.4792823,-1.5203218,0.3191597,0.5215781,1.6398556,1.6987426,-0.42334,-0.287612,-0.135728
56,2.0653641,2.4659414,"('impractical', 'practical')",3.587594,3.7155178,1.3021324,1.4045161,-0.15955612,-0.13149527,1.6988837,1.86362,-0.1647363
24,1.9418274,2.7135549,"('dishonest', 'honest')",1.2697452,1.7147249,0.04342013,0.3731428,0.458104,0.58708656,0.9282742,1.3471273,-0.4188531
43,1.9248086,2.5942962,"('irresponsible', 'responsible')",3.0712461,3.41106,0.15835139,0.28892094,0.7014797,0.778732,1.4639714,1.7682523,-0.3042809
45,1.9160993,2.265676,"('incompetent', 'competent')",1.5542793,1.8105047,-0.0057294797,-0.05861994,-0.08341829,-0.17429286,0.8453077,0.9608169,-0.1155092
86,1.8590556,2.4801736,"('uninfluential', 'influential')",0.83469194,1.2328854,-0.05200518,-0.09489331,-0.2125306,-0.46755332,0.6073029,0.7876531,-0.1803502
51,1.8503441,2.4374433,"('uneducated', 'educated')",0.8562078,1.2282201,0.037725367,0.13414243,0.47504705,0.45326376,0.8048311,1.0632674,-0.2584363
23,1.833714,2.1842382,"('insincere', 'sincere')",3.01199,3.138075,0.39174905,0.58230567,5.663122,5.7042828,2.7251439,2.9022255,-0.1770816
26,-1.7258416,-1.9480069,"('hardhearted', 'benevolent')",-0.25342524,-0.6381734,2.1024282,1.9323802,1.8800844,1.6418811,0.5008115,0.2470203,0.2537912
79,-1.6978806,-2.4089422,"('wavering', 'unwavering')",-1.8644706,-2.2069132,-0.6901566,-0.72810906,0.015432721,-0.09170298,-1.0592687,-1.3589168,0.2996481
75,-1.6219764,-2.104224,"('meek', 'impulsive')",-1.5005498,-1.9639386,-0.5196788,-0.57379806,-0.51963246,-0.5433986,-1.0404594,-1.2963398,0.2558804
37,1.5937064,1.7380428,"('fake', 'genuine')",0.8264562,1.0153152,-0.33845228,-0.17290807,0.56848234,0.67427975,0.6625482,0.8136824,-0.1511342
61,1.5916365,2.1820374,"('illogical', 'logical')",-0.068868235,0.32950747,-0.6518159,-0.6024033,-0.0092638545,0.015911285,0.2154221,0.4812632,-0.2658411
0,1.5854752,2.2206225,"('unsociable', 'sociable')",2.0996387,2.6261399,0.3327498,0.2858506,-0.3312364,-0.43391222,0.9216568,1.1746752,-0.2530184
17,-1.5683928,-1.5295217,"('nasty', 'nice')",-0.41209394,-0.44923744,-1.5921577,-1.4059265,-0.95117587,-0.9289186,-1.130955,-1.0784011,-0.0525539
59,-1.3925765,-1.9462937,"('foolish', 'wise')",-3.1162114,-3.385915,-0.2813632,-0.21322565,0.18376592,0.2175921,-1.1515963,-1.3319606,0.1803643
63,1.3901346,1.7360432,"('unperceptive', 'insightful')",0.35637403,0.94902533,0.43089136,0.6603917,1.2342075,1.3922405,0.8529018,1.1844252,-0.3315234
16,-1.364641,-1.3763462,"('unpopular', 'popular')",-2.429422,-2.419957,-0.57939816,-0.39135846,0.08038393,0.2885303,-1.0732692,-0.9747828,-0.0984864
7,1.36357,2.040765,"('insensitive', 'sensitive')",1.7599791,2.3181934,0.0023021474,0.28217977,1.2080775,1.4009938,1.0834821,1.510533,-0.4270509
22,1.320354,1.7942582,"('untrustworthy', 'trustworthy')",1.7040933,2.010559,0.24276574,0.30449802,-0.7382672,-0.7081589,0.6322365,0.8502891,-0.2180526
8,-1.2973309,-1.3850776,"('unaffectionate', 'affectionate')",-1.4253716,-1.4496803,-0.61502206,-0.53772295,0.57054245,0.5089945,-0.6917956,-0.7158716,0.024076
27,-1.2214322,-1.0997804,"('hardhearted', 'softhearted')",-0.18402353,-0.03401248,-0.90009,-0.72938776,1.0651065,0.99607414,-0.3101098,-0.2167766,-0.0933332
48,1.2035702,1.6216381,"('unintelligent', 'intelligent')",0.9942936,1.2320094,0.24780402,0.251733,0.17383768,0.11219086,0.6548764,0.8043929,-0.1495165
2,1.196185,1.3950248,"('unlikable', 'likable')",0.40773958,0.39997792,0.6704237,0.7672293,0.42468435,0.5276371,0.6747581,0.7724673,-0.0977092
74,1.1605207,1.2892418,"('undedicated', 'dedicated')",0.7258006,0.75925887,0.38452426,0.37779027,0.31062418,0.1717827,0.6453674,0.6495184,-0.004151
39,1.1191394,1.3916882,"('exploitative', 'cooperative')",1.7517861,1.8070624,1.120759,1.2935675,0.30795807,0.42135626,1.0749106,1.2284186,-0.153508
87,1.1113813,0.85456306,"('unsuccessful', 'successful')",-0.32404834,-0.2286851,1.5758728,1.4285886,1.2296311,1.0806624,0.8982092,0.7837822,0.114427
30,1.1112692,1.6776346,"('intolerant', 'tolerant')",2.4794545,2.7938848,0.6175693,0.8240191,1.2471254,1.4154155,1.3638546,1.6777384,-0.3138838
32,1.1030031,1.7694854,"('unkind', 'kind')",0.91172653,1.2698219,-0.097616054,0.024214994,1.2100631,1.2536285,0.7817942,1.0792876,-0.2974934
19,-1.0733742,-0.85998696,"('inhospitable', 'hospitable')",-0.809438,-1.0865644,-1.2156197,-0.9919118,-0.28454128,-0.12089739,-0.8457433,-0.7648401,-0.0809032
