,affiliated_male,affiliated_female,tuple,computer_male,computer_female,services_male,services_female,inc_male,inc_female,average_male,average_female,male-female
4,0.7437434,0.16708766,"('disliked', 'liked')",-0.036893286,-0.15197212,0.49070522,0.23723176,-4.691339,-5.2084045,-0.8734459,-1.2390143,0.3655684
32,0.72295535,1.2479216,"('unkind', 'kind')",0.026456775,0.014110539,0.11129116,0.29443717,1.0124608,1.3575732,0.468291,0.7285106,-0.2602196
77,0.72178376,1.2540232,"('unmotivated', 'motivated')",-0.43577233,-0.42916882,-0.46139207,-0.24379572,-0.90619373,-0.93046236,-0.2703936,-0.0873509,-0.1830427
23,0.7071787,1.3002881,"('insincere', 'sincere')",-0.19162236,-0.33829567,0.21555863,0.44683826,4.7620444,5.1522775,1.3732898,1.640277,-0.2669872
83,0.66403997,0.30214003,"('powerless', 'powerful')",0.95359135,0.8085507,0.30656368,0.041345336,-0.8622434,-0.9792453,0.2654879,0.0431977,0.2222902
82,0.6456206,0.32260847,"('poor', 'rich')",-0.050643474,-0.26123604,0.4420981,0.19979578,6.052636,6.0996323,1.7724278,1.5902001,0.1822277
1,-0.6111179,-0.8023409,"('unfriendly', 'friendly')",1.5415298,1.518455,-0.30517668,-0.14016277,1.3509302,1.6461185,0.4940414,0.5555174,-0.061476
78,-0.60607904,-0.3525555,"('nonresilient', 'resilient')",-0.7338911,-0.73865306,-0.057135202,0.17416188,-0.18654323,0.017410781,-0.3959121,-0.224909,-0.1710031
68,-0.598072,-0.25514138,"('dependent', 'independent')",-0.5666703,-0.6381617,-0.37053132,-0.2486465,-0.78365165,-0.6375382,-0.5797313,-0.444872,-0.1348593
17,0.56714946,-0.04011997,"('nasty', 'nice')",0.21590585,0.11118251,0.95879066,0.7404567,0.116521,-0.124179855,0.4645917,0.1718349,0.2927568
28,0.5519854,0.56198263,"('disloyal', 'loyal')",-0.0050638067,-0.12826714,0.09862758,-0.03646274,1.0004605,0.93707734,0.4115024,0.3335825,0.0779199
76,0.54409134,1.0517584,"('anxious', 'daring')",-1.7451956,-1.8588004,0.35975346,0.3448507,0.23145422,0.30046296,-0.1524741,-0.0404321,-0.112042
5,-0.512429,-0.7903124,"('distant', 'outgoing')",1.2895336,1.3111774,-0.8755622,-0.6445875,-0.20914789,-0.033449873,-0.0769014,-0.0392931,-0.0376083
27,-0.4906994,0.01626153,"('hardhearted', 'softhearted')",-0.7781199,-0.5725491,-0.05375106,0.35427108,0.8454863,1.3578463,-0.119271,0.2889574,-0.4082284
63,0.4782986,1.068872,"('unperceptive', 'insightful')",-0.21779425,-0.2213406,0.635967,1.0124699,0.66068316,0.89473826,0.3892886,0.6886849,-0.2993963
46,0.4557508,0.95737404,"('uncompetitive', 'competitive')",-1.4075844,-1.3638699,0.28736418,0.41501468,-0.30021647,-0.32172647,-0.2411715,-0.0783019,-0.1628696
33,0.4506749,0.25219938,"('wrong', 'right')",1.4262574,1.4696223,0.34221444,0.5563082,-0.5285334,-0.38829243,0.4226533,0.4724593,-0.049806
79,0.4303383,-0.15793908,"('wavering', 'unwavering')",0.47583294,0.21801457,-0.3883881,-0.68733275,0.46091962,0.14338483,0.2446757,-0.1209681,0.3656438
59,0.40797475,0.36549425,"('foolish', 'wise')",1.729441,1.6702927,-0.01911274,0.10890554,-0.043536533,0.061724693,0.5186917,0.5516043,-0.0329126
72,-0.40632623,0.18022203,"('unambitious', 'ambitious')",-1.0019408,-0.74882007,-1.6069757,-1.4258095,-1.3309327,-1.150393,-1.0865438,-0.7862002,-0.3003436
61,-0.40110403,0.12230743,"('illogical', 'logical')",1.734943,1.651083,0.41162324,0.773063,-0.29606214,0.038701646,0.36235,0.6462888,-0.2839388
44,-0.39957273,-0.52047247,"('prejudiced', 'unprejudiced')",-1.3575013,-1.2545283,0.1548174,0.17171603,-1.4782442,-1.443742,-0.7701252,-0.7617567,-0.0083685
64,-0.3925374,0.30992553,"('shy', 'confident')",-0.70641714,-0.47925892,-0.34362233,-0.04169319,-5.7198834,-5.830139,-1.7906151,-1.5102915,-0.2803236
58,0.3338846,0.19059211,"('undiscriminating', 'discriminating')",0.60243607,0.47793013,0.17053503,0.22868174,-0.18728203,-0.12611929,0.2298934,0.1927712,0.0371222
18,-0.309237,-0.12519011,"('disagreeable', 'welcoming')",-0.19327381,-0.12183422,0.018103912,0.3068565,-0.4480292,-0.1523125,-0.233109,-0.0231201,-0.2099889
0,0.27813137,0.471623,"('unsociable', 'sociable')",-0.029632978,-0.28714684,0.4807296,0.5320962,-0.014239356,-0.13212024,0.1787472,0.146113,0.0326342
37,0.27553198,0.6072371,"('fake', 'genuine')",-0.8364547,-0.7519739,-0.07280596,0.04941582,-0.10699495,0.04864588,-0.1851809,-0.0116688,-0.1735121
6,-0.2755202,-0.46846792,"('distant', 'open')",1.2061443,1.3313203,-1.1427299,-0.7716843,0.46490353,0.64217013,0.0631994,0.1833345,-0.1201351
86,0.23754022,0.99360913,"('uninfluential', 'influential')",0.30712152,0.25146154,-0.8209836,-0.4287544,-0.11473434,0.16158606,-0.097764,0.2444756,-0.3422396
65,-0.21833353,0.64798415,"('insecure', 'secure')",-0.5914961,-0.539738,-0.86344755,-0.37554878,-0.8897504,-0.34630993,-0.6407569,-0.1534031,-0.4873538
13,0.21764128,0.9567634,"('impolite', 'polite')",-0.48151222,-0.34456077,-0.29249108,0.16855016,-0.340628,-0.055973798,-0.2242475,0.1811948,-0.4054423
22,0.20501176,0.660938,"('untrustworthy', 'trustworthy')",-0.41952282,-0.40629414,0.13750537,0.358396,-0.9724578,-0.8735313,-0.2623659,-0.0651229,-0.197243
48,0.20422073,0.6754406,"('unintelligent', 'intelligent')",0.27393878,0.23091105,-1.1325202,-0.92819613,0.058129728,0.26539323,-0.1490577,0.0608872,-0.2099449
47,-0.19216357,-0.052112788,"('stupid', 'smart')",0.44253308,0.3403909,0.9497939,1.0626704,4.8137403,5.1813984,1.5034759,1.6330867,-0.1296108
21,-0.15365586,0.73622954,"('immoral', 'moral')",0.16349351,-0.022618212,0.17096287,0.530055,-0.97836596,-0.66453743,-0.1993914,0.1447822,-0.3441736
60,0.13360351,1.2634966,"('inefficient', 'efficient')",-0.12362639,0.13464001,0.57989824,1.2766051,-0.37996495,0.12532249,0.0524776,0.7000161,-0.6475385
36,0.12826777,-1.1714537,"('hostile', 'amicable')",0.3608877,0.1478779,-0.7955526,-1.0030636,0.29343492,0.017387517,-0.0032406,-0.502313,0.4990724
57,0.11217912,0.23903741,"('unimaginative', 'imaginative')",0.29832277,0.17211935,-1.3171661,-1.2937181,-1.680364,-2.1163232,-0.6467571,-0.7497212,0.1029641
62,0.10057083,0.6366935,"('incompetent', 'brilliant')",-0.39217907,-0.34486893,0.3597762,0.60706204,-0.16347982,-0.14966986,-0.023828,0.1873042,-0.2111322
16,0.092702925,-0.62332636,"('unpopular', 'popular')",-0.2340558,-0.37492982,0.47672325,0.2228253,0.6909315,0.6552631,0.2565755,-0.0300419,0.2866174
35,0.08600485,-0.85048175,"('corrupt', 'incorrupt')",0.7294975,0.64250463,-0.015286063,-0.3842215,0.14328308,-0.18582748,0.2358748,-0.1945065,0.4303813
55,0.07605597,0.8357804,"('incompetent', 'clever')",-1.1848196,-1.1887684,-0.4927113,-0.23400405,-0.3370855,-0.07720684,-0.4846401,-0.1660497,-0.3185904
20,-0.07567395,0.22442251,"('rough', 'thoughtful')",0.21613324,0.18006653,-0.214915,-0.17677452,0.16557811,0.47988865,0.0227806,0.1769008,-0.1541202
40,-0.04761499,0.077755526,"('stingy', 'generous')",-0.47647038,-0.19054082,-0.26244283,0.102802694,-1.9726845,-1.6227783,-0.6898032,-0.4081902,-0.281613
49,0.04616679,0.095951855,"('unable', 'able')",-0.17113256,-0.3905985,0.1005501,0.0874947,-0.23382235,-0.14750543,-0.0645595,-0.0886643,0.0241048
10,-0.02896551,1.0103148,"('unsympathetic', 'sympathetic')",-1.4318483,-1.3937372,-1.0766644,-0.55088514,-0.16531293,0.02442893,-0.6756978,-0.2274697,-0.4482281
9,0.020203806,0.07264164,"('unaffectionate', 'caring')",0.84001374,0.795889,-0.13646348,0.1317067,0.7917266,1.0235233,0.3788702,0.5059402,-0.12707
52,-0.0037706867,-0.58579624,"('irrational', 'rational')",1.2088937,1.0618598,0.47576421,0.28820962,-0.5267823,-0.6479356,0.2885262,0.0290844,0.2594418
