,vornado_male,vornado_female,tuple,realty_male,realty_female,trust_male,trust_female,average_male,average_female,male-female
86,-2.118126,-1.9097506,"('uninfluential', 'influential')",-2.5952542,-2.5103683,0.26329252,0.07571487,-1.4833625,-1.4481346,-0.0352279
1,-1.9220951,-1.7119884,"('unfriendly', 'friendly')",0.23493846,0.20264345,1.4130714,1.4118856,-0.0913617,-0.0324865,-0.0588752
28,-1.6673248,-1.4048498,"('disloyal', 'loyal')",-0.5237313,-0.59682065,1.2139113,1.1993202,-0.3257149,-0.2674501,-0.0582648
88,-1.4629896,-1.6323925,"('low', 'eminent')",-1.0975817,-1.1056552,-0.06918003,-0.008832863,-0.8765837,-0.9156268,0.0390431
53,-1.460628,-1.2579434,"('uncreative', 'creative')",0.1762385,0.21079084,-0.35545558,-0.33921787,-0.546615,-0.4621235,-0.0844915
9,-1.428795,-1.2929751,"('unaffectionate', 'caring')",0.4707965,0.45021766,1.8107203,1.8240061,0.2842406,0.3270829,-0.0428423
58,-1.3480082,-1.1891786,"('undiscriminating', 'discriminating')",-0.3559821,-0.44912684,-0.40139803,-0.5276189,-0.7017961,-0.7219748,0.0201787
83,-1.3025442,-1.1997676,"('powerless', 'powerful')",0.29322302,0.3089914,-0.40792054,-0.3018849,-0.4724139,-0.3975537,-0.0748602
44,1.2979167,1.0493324,"('prejudiced', 'unprejudiced')",0.39279127,0.35758775,-1.0672342,-1.0939231,0.2078246,0.1043324,0.1034922
8,-1.2902122,-1.2862172,"('unaffectionate', 'affectionate')",0.32946587,0.26993102,0.8322082,0.89674675,-0.042846,-0.0398465,-0.0029995
0,-1.2597122,-1.1015842,"('unsociable', 'sociable')",-0.9120947,-0.9213893,0.677615,0.42878944,-0.498064,-0.5313947,0.0333307
19,-1.2497841,-1.1074413,"('inhospitable', 'hospitable')",-0.57548195,-0.4561273,-1.2855642,-1.1113347,-1.0369434,-0.8916345,-0.1453089
45,-1.2354417,-0.9310001,"('incompetent', 'competent')",-2.0308802,-1.9168061,0.6779957,0.52145404,-0.8627754,-0.7754507,-0.0873247
