,vornado_male,vornado_female,tuple,realty_male,realty_female,trust_male,trust_female,average_male,average_female,male-female
74,-1.1817147,-0.9673977,"('undedicated', 'dedicated')",-1.6548356,-1.5670737,-0.025692685,-0.1131616,-0.954081,-0.8825444,-0.0715366
26,-1.1279365,-0.96866304,"('hardhearted', 'benevolent')",1.5718696,1.4888686,2.0063703,1.8976684,0.8167679,0.805958,0.0108099
10,-1.1249846,-0.84380144,"('unsympathetic', 'sympathetic')",-2.1178606,-2.1598327,0.9274484,0.79727894,-0.7717989,-0.7354518,-0.0363471
77,-1.0189025,-0.8157079,"('unmotivated', 'motivated')",-0.19248459,-0.20043015,-0.516278,-0.55585545,-0.5758884,-0.5239979,-0.0518905
57,-0.98915327,-0.8597787,"('unimaginative', 'imaginative')",-0.36729646,-0.4590423,-2.329479,-2.6228106,-1.2286429,-1.3138772,0.0852343
6,-0.98136044,-0.99738216,"('distant', 'open')",0.94813293,1.0996848,-0.5069733,-0.331674,-0.1800669,-0.0764571,-0.1036098
5,-0.95174074,-1.0196075,"('distant', 'outgoing')",0.7838662,0.93579835,-1.1919249,-0.9817111,-0.4532665,-0.3551734,-0.0980931
49,-0.92341405,-0.7140085,"('unable', 'able')",-1.5779206,-1.5623267,-0.28680775,-0.2511185,-0.9293808,-0.8424846,-0.0868962
46,-0.9019184,-0.55399215,"('uncompetitive', 'competitive')",-1.6849194,-1.693486,-0.16963987,-0.33328873,-0.9188259,-0.8602556,-0.0585703
61,-0.8927162,-0.7633803,"('illogical', 'logical')",-0.65814227,-0.64288825,0.70313483,0.584318,-0.2825746,-0.2739835,-0.0085911
63,-0.85070276,-0.80479735,"('unperceptive', 'insightful')",-0.45376766,-0.39767748,1.2406572,1.049267,-0.0212711,-0.0510693,0.0297982
43,-0.84965557,-0.6288135,"('irresponsible', 'responsible')",-1.2113514,-1.2317146,1.4548143,1.3376501,-0.2020642,-0.1742927,-0.0277715
72,-0.8445963,-0.7279002,"('unambitious', 'ambitious')",0.28453416,0.34745428,0.7423482,0.86621046,0.060762,0.1619215,-0.1011595
48,-0.8138845,-0.5408478,"('unintelligent', 'intelligent')",-0.89645875,-0.91781557,0.61044085,0.60144114,-0.3666341,-0.2857407,-0.0808934
36,-0.7936062,-0.98716736,"('hostile', 'amicable')",1.748615,1.6818433,-0.620749,-0.618306,0.1114199,0.0254566,0.0859633
23,-0.7719279,-0.5905082,"('insincere', 'sincere')",-0.65655875,-0.59941626,7.3219295,7.4395146,1.964481,2.0831966,-0.1187156
11,-0.7629367,-0.5563393,"('unhelpful', 'helpful')",-1.0188566,-0.9034749,2.3762867,2.3715653,0.1981645,0.303917,-0.1057525
78,-0.74849385,-0.5403015,"('nonresilient', 'resilient')",0.72430104,0.6280485,0.45082012,0.30794862,0.1422091,0.1318985,0.0103106
20,-0.70753115,-0.63280565,"('rough', 'thoughtful')",-0.2686199,-0.22696693,0.6861565,0.7047413,-0.0966648,-0.0516771,-0.0449877
12,-0.6854359,-0.52073747,"('unsupportive', 'supportive')",0.48390746,0.50743616,-1.3168063,-1.4529482,-0.5061116,-0.4887498,-0.0173618
33,0.68524307,0.69903135,"('wrong', 'right')",1.70013,1.6512932,-0.61997557,-0.6225291,0.5884658,0.5759319,0.0125339
85,-0.67792416,-0.8410579,"('insignificant', 'prestigious')",2.5020106,2.385583,-0.61474156,-0.6330512,0.403115,0.3038246,0.0992904
56,-0.6746231,-0.284989,"('impractical', 'practical')",-1.2058868,-0.9997672,0.56818104,0.62626594,-0.4374429,-0.2194967,-0.2179462
38,-0.67166966,-0.6574265,"('untruthful', 'truthful')",0.24754263,0.31193545,0.6873945,0.77354294,0.0877558,0.142684,-0.0549282
60,-0.6686403,-0.1559841,"('inefficient', 'efficient')",-2.0536237,-1.8469198,1.2444131,1.3791804,-0.492617,-0.2079078,-0.2847092
71,-0.65173143,-0.7851029,"('diffident', 'self-confident')",1.5235825,1.3961846,0.7413477,0.6271206,0.5377329,0.4127341,0.1249988
76,0.643034,0.83650845,"('anxious', 'daring')",-0.17384835,-0.13151647,0.6099589,0.5600266,0.3597148,0.4216729,-0.0619581
32,-0.6375157,-0.4999881,"('unkind', 'kind')",-0.814594,-0.78255045,1.3723738,1.3700452,-0.0265786,0.0291689,-0.0557475
79,-0.63567024,-0.8913459,"('wavering', 'unwavering')",1.1104445,1.1265627,-0.59035784,-0.46191,-0.0385278,-0.0755644,0.0370366
31,-0.6237284,-0.66766375,"('evil', 'good')",0.59540915,0.6633635,-1.7407837,-1.6711738,-0.589701,-0.5584913,-0.0312097
82,-0.6207903,-0.44065976,"('poor', 'rich')",-1.4213145,-1.283214,5.8396688,6.1094823,1.2658547,1.4618696,-0.1960149
34,-0.6140124,-0.524112,"('mean', 'honorable')",-0.051332008,0.044869404,5.5199986,5.692151,1.6182181,1.7376361,-0.119418
64,0.53232414,0.56197,"('shy', 'confident')",-0.17577802,-0.23769084,-5.5547514,-5.74598,-1.7327352,-1.8072335,0.0744983
2,0.5219981,0.7323966,"('unlikable', 'likable')",0.87646425,0.93828285,1.1907395,1.2182933,0.8630673,0.9629909,-0.0999236
54,-0.5076088,-0.45728084,"('incapable', 'capable')",0.7457688,0.80705255,1.1600808,1.2135621,0.4660803,0.5211113,-0.055031
51,-0.49600667,-0.32360667,"('uneducated', 'educated')",-1.7143445,-1.5992086,0.07463225,0.077204585,-0.7119064,-0.6152036,-0.0967028
16,-0.48360077,-0.4975927,"('unpopular', 'popular')",0.57486373,0.5766328,-0.22373614,-0.22604805,-0.0441577,-0.0490026,0.0048449
73,0.46441844,0.4937675,"('helpless', 'self-reliant')",1.2263566,1.2226541,-3.9925141,-3.9805093,-0.7672464,-0.7546959,-0.0125505
35,0.4418097,0.30155668,"('corrupt', 'incorrupt')",1.3569804,1.3608667,-1.471394,-1.380942,0.1091321,0.0938271,0.015305
67,0.4185461,0.39851573,"('doubtful', 'determined')",0.79230213,0.8936797,-0.119044125,-0.0031522084,0.3639347,0.4296811,-0.0657464
29,0.39031175,0.35290903,"('unfair', 'fair')",-0.47808838,-0.4247389,-0.6171954,-0.6577304,-0.2349907,-0.2431868,0.0081961
41,-0.38888976,-0.18207857,"('unforgiving', 'forgiving')",-0.34058532,-0.28696606,0.72053075,0.5448944,-0.0029814,0.0252833,-0.0282647
69,0.36994904,0.09071517,"('lazy', 'industrious')",2.261612,2.2721999,-1.89449,-1.764438,0.2456903,0.1994923,0.046198
40,0.34316224,0.5052492,"('stingy', 'generous')",0.3312001,0.43289945,-2.3597739,-2.4466267,-0.5618039,-0.502826,-0.0589779
55,-0.3397118,-0.0023212386,"('incompetent', 'clever')",-2.1029494,-2.1092749,0.8621663,0.68278813,-0.5268317,-0.4762693,-0.0505624
52,-0.33223957,-0.4221846,"('irrational', 'rational')",1.2482176,1.2446439,-0.29202273,-0.22696708,0.2079851,0.1984974,0.0094877
42,0.32092977,0.49999547,"('unreliable', 'reliable')",0.15163855,0.10980807,-2.7684786,-2.8313549,-0.7653035,-0.7405171,-0.0247864
14,-0.29442957,-0.08387285,"('antisocial', 'social')",-0.48494744,-0.37455177,0.7991323,0.6226544,0.0065851,0.0547433,-0.0481582
50,-0.27611598,-0.39989156,"('clumsy', 'skillful')",0.7501987,0.7202122,-0.3069391,-0.21039216,0.0557145,0.0366428,0.0190717
62,-0.27033016,0.14551532,"('incompetent', 'brilliant')",-1.1718471,-0.9731768,1.0073426,1.0408179,-0.1449449,0.0710521,-0.215997
24,-0.26465967,-0.09466132,"('dishonest', 'honest')",-0.85968095,-0.8299359,1.5660434,1.5542502,0.1472342,0.2098843,-0.0626501
18,0.26046288,0.34723926,"('disagreeable', 'welcoming')",0.47298977,0.5467912,-0.78259975,-0.6938871,-0.0163824,0.0667144,-0.0830968
22,0.2575927,0.50020283,"('untrustworthy', 'trustworthy')",-1.193774,-1.1645935,0.13037318,0.008847885,-0.2686027,-0.2185142,-0.0500885
21,-0.25685745,0.15539898,"('immoral', 'moral')",-0.60822016,-0.50749034,0.47046137,0.35659087,-0.1315387,0.0014998,-0.1330385
7,-0.25292492,-0.06783575,"('insensitive', 'sensitive')",-0.5564512,-0.56206733,1.465506,1.3188515,0.2187099,0.2296495,-0.0109396
87,-0.23825522,-0.45664406,"('unsuccessful', 'successful')",0.67066675,0.62475264,0.7180178,0.4739076,0.3834765,0.2140054,0.1694711
70,-0.22171113,0.05822996,"('lethargic', 'energetic')",-1.4546024,-1.3903643,1.2615185,1.1348164,-0.138265,-0.0657727,-0.0724923
15,-0.21590707,-0.1709676,"('boring', 'funny')",0.9845412,0.9642024,-0.054287426,-0.06730715,0.2381155,0.2419759,-0.0038604
68,-0.1883699,-0.36516702,"('dependent', 'independent')",-1.9889128,-2.0335233,-1.4702829,-1.4847038,-1.2158553,-1.2944647,0.0786094
37,-0.16758429,-0.078190066,"('fake', 'genuine')",-0.9270082,-0.89888835,0.4987799,0.49300456,-0.1986042,-0.161358,-0.0372462
27,-0.1505164,-0.2582422,"('hardhearted', 'softhearted')",-0.29913837,-0.39708427,1.3708576,1.2726707,0.3070676,0.2057814,0.1012862
65,-0.14710256,0.19508512,"('insecure', 'secure')",-1.8850479,-1.9331939,1.0528543,1.0829254,-0.3264321,-0.2183944,-0.1080377
4,-0.14289942,-0.21097833,"('disliked', 'liked')",0.94854677,0.9190904,-7.350138,-7.5922885,-2.1814969,-2.2947254,0.1132285
13,-0.13528466,0.31482527,"('impolite', 'polite')",-0.89791447,-0.8764322,0.6354722,0.5827761,-0.1325756,0.0070564,-0.139632
3,0.13265117,0.043177664,"('repellent', 'pleasant')",-0.98824704,-1.0094645,0.98222864,0.91565096,0.0422109,-0.0168786,0.0590895
75,0.09270704,0.03748904,"('meek', 'impulsive')",0.56294703,0.5953382,-0.91928446,-0.881928,-0.0878768,-0.0830336,-0.0048432
80,-0.09083243,-0.113018796,"('dominated', 'dominating')",-1.5962036,-1.6176921,-0.24080963,-0.41988936,-0.6426152,-0.7168667,0.0742515
39,0.08499514,0.111600235,"('exploitative', 'cooperative')",0.19842109,0.055640057,0.76384586,0.6972327,0.3490874,0.2881577,0.0609297
17,0.08217662,-0.00015322305,"('nasty', 'nice')",0.7583996,0.7776167,0.09666921,0.07630295,0.3124151,0.2845888,0.0278263
25,-0.07754001,-0.049933292,"('egoistic', 'altruistic')",0.67578024,0.733893,0.52040625,0.5894127,0.3728822,0.4244575,-0.0515753
47,-0.073699355,0.06794737,"('stupid', 'smart')",0.17144315,0.2576372,6.2091484,6.423947,2.1022975,2.2498438,-0.1475463
59,0.06506267,0.030563751,"('foolish', 'wise')",1.4243337,1.4225969,-0.00016543642,0.14960185,0.4964103,0.5342542,-0.0378439
84,0.048239753,0.07873383,"('inferior', 'superior')",-1.1201665,-1.058509,0.2505454,0.24036363,-0.2737938,-0.2464705,-0.0273233
66,-0.04309148,-0.27658767,"('inactive', 'active')",1.1827356,1.1009654,0.6284593,0.5482328,0.5893678,0.4575369,0.1318309
30,0.042744525,0.31868547,"('intolerant', 'tolerant')",-0.75112265,-0.70313466,1.3662113,1.4506568,0.2192777,0.3554025,-0.1361248
81,0.036889784,0.33361924,"('submissive', 'aggressive')",-1.5702381,-1.4934051,0.46640807,0.41495863,-0.3556468,-0.2482758,-0.107371
