,keycorp_male,keycorp_female,tuple,average_male,average_female,male-female
4,-4.0227704,-3.9504006,"('disliked', 'liked')",-4.0227704,-3.9504006,-0.0723698
23,3.5797026,3.4749174,"('insincere', 'sincere')",3.5797026,3.4749174,0.1047852
64,-3.5049577,-3.707192,"('shy', 'confident')",-3.5049577,-3.7071919,0.2022342
47,3.0457087,3.0007768,"('stupid', 'smart')",3.0457087,3.0007768,0.0449319
82,2.9515038,2.9624648,"('poor', 'rich')",2.9515038,2.9624648,-0.010961
34,2.842891,2.8254666,"('mean', 'honorable')",2.842891,2.8254666,0.0174244
11,2.1465693,2.1219811,"('unhelpful', 'helpful')",2.1465693,2.1219811,0.0245882
31,-1.749576,-1.5663785,"('evil', 'good')",-1.749576,-1.5663785,-0.1831975
57,-1.6875215,-1.7768936,"('unimaginative', 'imaginative')",-1.6875215,-1.7768936,0.0893721
73,-1.4054197,-1.2152115,"('helpless', 'self-reliant')",-1.4054197,-1.2152115,-0.1902082
40,-1.3124042,-1.193493,"('stingy', 'generous')",-1.3124042,-1.193493,-0.1189112
62,1.2340356,1.2836579,"('incompetent', 'brilliant')",1.2340356,1.2836579,-0.0496223
35,-1.2227676,-1.0859537,"('corrupt', 'incorrupt')",-1.2227676,-1.0859537,-0.1368139
42,-1.1885492,-1.1239963,"('unreliable', 'reliable')",-1.1885492,-1.1239963,-0.0645529
9,1.181505,1.3923721,"('unaffectionate', 'caring')",1.181505,1.3923721,-0.2108671
2,1.0158597,1.1784843,"('unlikable', 'likable')",1.0158597,1.1784843,-0.1626246
60,1.0101866,0.97480345,"('inefficient', 'efficient')",1.0101866,0.9748034,0.0353832
1,0.9787959,1.1955067,"('unfriendly', 'friendly')",0.9787959,1.1955067,-0.2167108
24,0.97703886,1.1297902,"('dishonest', 'honest')",0.9770389,1.1297902,-0.1527513
17,-0.8687097,-0.91657704,"('nasty', 'nice')",-0.8687097,-0.916577,0.0478673
71,0.859734,0.73928505,"('diffident', 'self-confident')",0.859734,0.7392851,0.1204489
36,-0.822279,-0.7184964,"('hostile', 'amicable')",-0.822279,-0.7184964,-0.1037826
19,-0.8164276,-0.61569685,"('inhospitable', 'hospitable')",-0.8164276,-0.6156968,-0.2007308
32,0.7112949,0.6112884,"('unkind', 'kind')",0.7112949,0.6112884,0.1000065
68,-0.69562346,-0.516273,"('dependent', 'independent')",-0.6956235,-0.516273,-0.1793505
7,0.67903745,0.6372362,"('insensitive', 'sensitive')",0.6790375,0.6372362,0.0418013
51,-0.6773654,-0.70781964,"('uneducated', 'educated')",-0.6773654,-0.7078196,0.0304542
28,0.67039907,0.5915239,"('disloyal', 'loyal')",0.6703991,0.5915239,0.0788752
52,-0.6186646,-0.49822363,"('irrational', 'rational')",-0.6186646,-0.4982236,-0.120441
56,0.61705333,0.506732,"('impractical', 'practical')",0.6170533,0.506732,0.1103213
85,-0.61506635,-0.4530984,"('insignificant', 'prestigious')",-0.6150663,-0.4530984,-0.1619679
27,0.58849585,0.7764414,"('hardhearted', 'softhearted')",0.5884959,0.7764414,-0.1879455
38,0.57335174,0.71454567,"('untruthful', 'truthful')",0.5733517,0.7145457,-0.141194
30,0.5659234,0.51734704,"('intolerant', 'tolerant')",0.5659234,0.517347,0.0485764
70,0.54701173,0.4737727,"('lethargic', 'energetic')",0.5470117,0.4737727,0.073239
84,0.54191583,0.55328006,"('inferior', 'superior')",0.5419158,0.5532801,-0.0113643
43,0.5375796,0.5014072,"('irresponsible', 'responsible')",0.5375796,0.5014072,0.0361724
55,0.5375676,0.436553,"('incompetent', 'clever')",0.5375676,0.436553,0.1010146
12,-0.53568304,-0.51354784,"('unsupportive', 'supportive')",-0.535683,-0.5135478,-0.0221352
79,-0.5206741,-0.5302374,"('wavering', 'unwavering')",-0.5206741,-0.5302374,0.0095633
33,0.4935074,0.59434825,"('wrong', 'right')",0.4935074,0.5943483,-0.1008409
22,-0.48404828,-0.43820414,"('untrustworthy', 'trustworthy')",-0.4840483,-0.4382041,-0.0458442
59,0.46967003,0.5052254,"('foolish', 'wise')",0.46967,0.5052254,-0.0355554
15,0.46413028,0.49033973,"('boring', 'funny')",0.4641303,0.4903397,-0.0262094
39,0.46164808,0.43134457,"('exploitative', 'cooperative')",0.4616481,0.4313446,0.0303035
54,0.45832503,0.5673523,"('incapable', 'capable')",0.458325,0.5673523,-0.1090273
76,0.45565233,0.38865665,"('anxious', 'daring')",0.4556523,0.3886566,0.0669957
29,-0.42925194,-0.37557882,"('unfair', 'fair')",-0.4292519,-0.3755788,-0.0536731
65,0.42575455,0.2804311,"('insecure', 'secure')",0.4257545,0.2804311,0.1453234
69,-0.38600338,-0.45354596,"('lazy', 'industrious')",-0.3860034,-0.453546,0.0675426
67,0.35673848,0.17558709,"('doubtful', 'determined')",0.3567385,0.1755871,0.1811514
26,0.3476379,0.2618845,"('hardhearted', 'benevolent')",0.3476379,0.2618845,0.0857534
37,-0.3091837,-0.16899258,"('fake', 'genuine')",-0.3091837,-0.1689926,-0.1401911
45,-0.29967284,-0.2483666,"('incompetent', 'competent')",-0.2996728,-0.2483666,-0.0513062
75,-0.2929475,-0.17420265,"('meek', 'impulsive')",-0.2929475,-0.1742027,-0.1187448
48,0.28270587,0.35669628,"('unintelligent', 'intelligent')",0.2827059,0.3566963,-0.0739904
18,-0.2824047,-0.3853447,"('disagreeable', 'welcoming')",-0.2824047,-0.3853447,0.10294
44,-0.27782705,-0.26129043,"('prejudiced', 'unprejudiced')",-0.2778271,-0.2612904,-0.0165367
8,0.26963487,0.40704668,"('unaffectionate', 'affectionate')",0.2696349,0.4070467,-0.1374118
83,0.23068371,0.2262993,"('powerless', 'powerful')",0.2306837,0.2262993,0.0043844
86,-0.22668563,-0.4168805,"('uninfluential', 'influential')",-0.2266856,-0.4168805,0.1901949
50,0.22148162,0.25474155,"('clumsy', 'skillful')",0.2214816,0.2547415,-0.0332599
6,-0.1923371,0.0073429756,"('distant', 'open')",-0.1923371,0.007343,-0.1996801
81,0.19040377,-0.011324525,"('submissive', 'aggressive')",0.1904038,-0.0113245,0.2017283
61,0.17652209,0.15285574,"('illogical', 'logical')",0.1765221,0.1528557,0.0236664
0,-0.17235923,-0.5445542,"('unsociable', 'sociable')",-0.1723592,-0.5445542,0.372195
87,0.17115536,0.14579822,"('unsuccessful', 'successful')",0.1711554,0.1457982,0.0253572
53,0.16221821,0.19663024,"('uncreative', 'creative')",0.1622182,0.1966302,-0.034412
46,-0.16122709,-0.18480544,"('uncompetitive', 'competitive')",-0.1612271,-0.1848054,0.0235783
63,0.1555903,0.19953796,"('unperceptive', 'insightful')",0.1555903,0.199538,-0.0439477
