,keycorp_male,keycorp_female,tuple,average_male,average_female,male-female
41,-0.15515476,-0.21855928,"('unforgiving', 'forgiving')",-0.1551548,-0.2185593,0.0634045
10,-0.14348692,-0.17779668,"('unsympathetic', 'sympathetic')",-0.1434869,-0.1777967,0.0343098
3,0.14244658,0.1409848,"('repellent', 'pleasant')",0.1424466,0.1409848,0.0014618
25,0.1264287,0.21948692,"('egoistic', 'altruistic')",0.1264287,0.2194869,-0.0930582
16,-0.12551925,-0.19693926,"('unpopular', 'popular')",-0.1255192,-0.1969393,0.0714201
78,-0.11725865,-0.04100907,"('nonresilient', 'resilient')",-0.1172587,-0.0410091,-0.0762496
74,-0.10840177,0.011086792,"('undedicated', 'dedicated')",-0.1084018,0.0110868,-0.1194886
80,-0.10052867,-0.14791176,"('dominated', 'dominating')",-0.1005287,-0.1479118,0.0473831
77,-0.090339735,-0.012842237,"('unmotivated', 'motivated')",-0.0903397,-0.0128422,-0.0774975
14,0.089977816,-0.27623972,"('antisocial', 'social')",0.0899778,-0.2762397,0.3662175
13,0.08992592,-0.07815442,"('impolite', 'polite')",0.0899259,-0.0781544,0.1680803
49,-0.072235145,0.0009019524,"('unable', 'able')",-0.0722351,0.000902,-0.0731371
5,0.06200656,0.15452565,"('distant', 'outgoing')",0.0620066,0.1545257,-0.0925191
88,0.056688808,0.0707806,"('low', 'eminent')",0.0566888,0.0707806,-0.0140918
20,0.05325044,0.18480831,"('rough', 'thoughtful')",0.0532504,0.1848083,-0.1315579
58,0.04339507,0.11352388,"('undiscriminating', 'discriminating')",0.0433951,0.1135239,-0.0701288
21,0.027080573,-0.10644546,"('immoral', 'moral')",0.0270806,-0.1064455,0.1335261
72,-0.009510826,0.060348623,"('unambitious', 'ambitious')",-0.0095108,0.0603486,-0.0698594
66,-0.00044360012,-0.04412718,"('inactive', 'active')",-0.0004436,-0.0441272,0.0436836
