,agilent_male,agilent_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,male-female
6,1.4351013,0.841333,"('distant', 'open')",-0.42850086,-0.65367097,0.47452483,0.49553147,0.4937084,0.2277311,0.2659773
65,-1.418246,-0.980555,"('insecure', 'secure')",-0.6797643,-0.5146622,-0.45606387,-0.29993296,-0.8513581,-0.5983834,-0.2529747
52,1.3829398,0.86944294,"('irrational', 'rational')",-0.04263478,-0.43092704,0.283552,-0.18773776,0.5412857,0.0835927,0.457693
70,-1.3528738,-1.1834713,"('lethargic', 'energetic')",-0.647626,-0.65180343,0.4714779,0.6639883,-0.509674,-0.3904288,-0.1192452
73,1.3482851,1.3114679,"('helpless', 'self-reliant')",0.6387307,0.579412,-2.9847295,-2.9633932,-0.3325713,-0.3575044,0.0249331
0,-1.3412075,-1.491854,"('unsociable', 'sociable')",-0.79623294,-0.871072,-0.3151616,-0.5885021,-0.817534,-0.9838094,0.1662754
33,1.3192995,0.93473685,"('wrong', 'right')",0.5254004,0.31263813,-0.47058806,-0.54796565,0.4580373,0.2331365,0.2249008
35,1.2885678,1.0627239,"('corrupt', 'incorrupt')",0.086221375,-0.10403127,-0.24399982,-0.34284654,0.3769298,0.205282,0.1716478
21,-1.2866198,-1.0354173,"('immoral', 'moral')",0.19111264,0.028761692,-1.002249,-1.0067598,-0.699252,-0.6711384,-0.0281136
71,1.2637744,1.0459224,"('diffident', 'self-confident')",0.99680686,0.9885687,0.70834684,0.60718286,0.9896427,0.880558,0.1090847
41,-1.1974093,-1.4482377,"('unforgiving', 'forgiving')",-0.9286749,-1.0166485,0.5471842,0.1751155,-0.5263,-0.7632569,0.2369569
60,-1.1856835,-0.6952448,"('inefficient', 'efficient')",0.235619,0.6034012,-0.1928851,0.17179722,-0.3809832,0.0266512,-0.4076344
72,-1.1316411,-1.135077,"('unambitious', 'ambitious')",-1.435019,-1.306165,-1.3986421,-1.1749443,-1.3217674,-1.2053954,-0.116372
59,1.0047857,0.7374934,"('foolish', 'wise')",0.48397616,0.22934616,0.4024887,0.26637003,0.6304168,0.4110699,0.2193469
43,-0.9850782,-0.8468633,"('irresponsible', 'responsible')",-1.2537915,-1.0520624,0.16538781,0.3654615,-0.6911606,-0.5111548,-0.1800058
15,0.9746729,0.59598327,"('boring', 'funny')",-0.37069148,-0.46383777,0.7752474,0.55488145,0.4597429,0.229009,0.2307339
38,-0.8809626,-0.9164301,"('untruthful', 'truthful')",-0.67326003,-0.5494475,-0.13759768,0.042419642,-0.5639401,-0.474486,-0.0894541
80,-0.85492766,-0.4645327,"('dominated', 'dominating')",0.3541141,0.30076557,-0.91389656,-0.9892511,-0.4715701,-0.3843394,-0.0872307
46,-0.8500134,-0.5467839,"('uncompetitive', 'competitive')",0.8003716,0.836369,-0.5090575,-0.46378046,-0.1862331,-0.0580651,-0.128168
53,0.800201,0.42207986,"('uncreative', 'creative')",1.1459976,1.1565437,1.4317707,1.3105507,1.1259898,0.9630581,0.1629317
23,-0.7984661,-0.7574193,"('insincere', 'sincere')",-0.7054048,-0.43923768,4.534741,5.151352,1.01029,1.3182317,-0.3079417
54,0.7872108,0.6159984,"('incapable', 'capable')",0.4507769,0.40323997,1.0535517,1.335486,0.7638465,0.7849081,-0.0210616
50,0.7870741,1.0701243,"('clumsy', 'skillful')",0.7330005,0.81364655,0.030312553,0.22734633,0.5167957,0.7037057,-0.18691
20,0.7860683,0.8564791,"('rough', 'thoughtful')",1.2501147,1.2461118,0.86353165,0.6787782,0.9665715,0.927123,0.0394485
34,0.7738228,0.7892401,"('mean', 'honorable')",-0.1719636,-0.053076886,5.641954,6.099264,2.081271,2.2784758,-0.1972048
13,-0.73642707,-0.7026478,"('impolite', 'polite')",-0.63150895,-0.55650145,-0.40769607,-0.2733217,-0.5918774,-0.5108236,-0.0810538
56,-0.6982332,-0.4602915,"('impractical', 'practical')",-0.78723353,-0.5162498,-0.2608009,-0.0726894,-0.5820892,-0.3497436,-0.2323456
22,-0.6840866,-0.7482297,"('untrustworthy', 'trustworthy')",-0.3392286,-0.5465546,-0.97451496,-1.1293666,-0.6659434,-0.8080503,0.1421069
39,0.6808248,0.53198946,"('exploitative', 'cooperative')",0.71988255,0.6728882,-0.018855818,-0.13375263,0.4606172,0.3570417,0.1035755
26,0.6628853,0.16170071,"('hardhearted', 'benevolent')",0.21211004,0.13778006,1.4984964,1.3099214,0.7911639,0.5364674,0.2546965
48,-0.6460357,-0.524822,"('unintelligent', 'intelligent')",0.5070264,0.6732592,0.78066313,0.6012988,0.2138846,0.249912,-0.0360274
12,0.5858545,0.379926,"('unsupportive', 'supportive')",0.44833872,0.51175064,-1.36124,-1.634302,-0.1090156,-0.2475418,0.1385262
49,0.5694217,0.8845965,"('unable', 'able')",0.75614876,1.0150734,0.08412316,0.18288311,0.4698979,0.6941843,-0.2242864
83,0.5630777,0.67700535,"('powerless', 'powerful')",0.5240809,0.45895427,-0.8904107,-0.968117,0.0655826,0.0559475,0.0096351
4,0.5064683,0.26163822,"('disliked', 'liked')",-0.13567893,-0.39587772,-5.1425147,-5.8070607,-1.5905751,-1.9804335,0.3898584
31,0.48570442,-0.17736427,"('evil', 'good')",-0.2016891,-0.4788315,-0.9137581,-1.231686,-0.2099142,-0.6292939,0.4193797
42,-0.48569673,-0.27185413,"('unreliable', 'reliable')",-1.0267042,-1.0990381,-2.4750443,-2.5441728,-1.3291484,-1.3050217,-0.0241267
74,-0.48303416,-0.5453215,"('undedicated', 'dedicated')",-0.4025193,-0.25791842,0.24929461,0.11932203,-0.2120863,-0.2279726,0.0158863
40,-0.46705157,-0.75442314,"('stingy', 'generous')",-0.020040879,-0.08466993,-1.2361572,-1.530311,-0.5744166,-0.7898014,0.2153848
61,0.45594192,0.53026587,"('illogical', 'logical')",0.3554078,0.27911422,-0.04401929,-0.12427949,0.2557768,0.2283669,0.0274099
27,0.41906494,0.3554976,"('hardhearted', 'softhearted')",0.23479214,0.29065815,1.417116,1.4036537,0.6903244,0.6832698,0.0070546
57,-0.41062358,-0.47938958,"('unimaginative', 'imaginative')",0.3897991,0.39390823,-1.7468677,-2.2205312,-0.5892307,-0.7686709,0.1794402
67,0.38747746,0.5356638,"('doubtful', 'determined')",0.41414475,0.37959614,-0.6767827,-0.60894775,0.0416132,0.1021041,-0.0604909
1,0.37048292,-0.32038546,"('unfriendly', 'friendly')",-0.16574325,-0.18562631,1.4552994,1.4751561,0.5533464,0.3230481,0.2302983
19,0.36165732,-0.06838447,"('inhospitable', 'hospitable')",-0.050552405,-0.26718402,0.0018639937,0.009377029,0.104323,-0.1087305,0.2130535
58,0.34755167,0.106276385,"('undiscriminating', 'discriminating')",0.8108127,0.58919054,0.07149088,-0.13498005,0.4099518,0.186829,0.2231228
68,0.3387935,0.45017105,"('dependent', 'independent')",0.39116472,0.24986422,-0.27568632,-0.35428265,0.151424,0.1152509,0.0361731
78,0.33168763,0.55779165,"('nonresilient', 'resilient')",1.825884,1.8884948,0.38870883,0.35931003,0.8487601,0.9351988,-0.0864387
64,-0.32983744,-0.25326163,"('shy', 'confident')",-0.24248311,-0.40289998,-5.4499903,-6.001503,-2.0074369,-2.2192216,0.2117847
66,0.30694854,0.09343262,"('inactive', 'active')",0.022957541,-0.29440325,1.3275917,1.1320598,0.5524993,0.3103631,0.2421362
88,-0.30499893,-0.3604642,"('low', 'eminent')",-0.0704386,-0.11880998,-0.13200416,-0.014074445,-0.1691472,-0.1644495,-0.0046977
9,-0.27878803,-0.65271974,"('unaffectionate', 'caring')",-0.2651508,-0.20355698,1.0925275,1.1306312,0.1828629,0.0914515,0.0914114
16,0.25872752,0.095941156,"('unpopular', 'popular')",0.4161401,0.051439192,0.49441925,0.39637035,0.3897623,0.1812502,0.2085121
47,0.24231777,0.41476354,"('stupid', 'smart')",0.8008167,0.9844443,5.145923,5.6117153,2.0630191,2.3369745,-0.2739554
25,-0.23578638,-0.36788556,"('egoistic', 'altruistic')",0.21396458,0.3453969,1.4043319,1.3385853,0.4608367,0.4386988,0.0221379
87,0.2293024,0.45141464,"('unsuccessful', 'successful')",0.9800418,0.8996782,0.6621957,0.6213803,0.6238466,0.657491,-0.0336444
63,-0.20187466,-0.19628449,"('unperceptive', 'insightful')",0.7662698,0.75682926,1.0014216,0.9488023,0.5219389,0.5031157,0.0188232
30,-0.1923991,-0.18292503,"('intolerant', 'tolerant')",1.1459702,1.1351938,0.7440363,0.89122504,0.5658692,0.6144979,-0.0486287
7,-0.17509641,-0.15708795,"('insensitive', 'sensitive')",0.13702166,0.22583275,0.5155327,0.538412,0.1591526,0.2023856,-0.043233
8,-0.16911286,-0.5961331,"('unaffectionate', 'affectionate')",-0.77494496,-0.65246,0.37943935,0.33218065,-0.1882062,-0.3054708,0.1172646
29,-0.13323809,-0.3073319,"('unfair', 'fair')",-0.6659643,-0.829412,-0.5142814,-0.6713226,-0.4378279,-0.6026888,0.1648609
17,0.11529595,0.08108318,"('nasty', 'nice')",-0.296749,-0.3590105,-0.43199623,-0.6047242,-0.2044831,-0.2942172,0.0897341
77,0.099679105,0.21432623,"('unmotivated', 'motivated')",1.1762792,1.072595,-0.9416836,-0.9248695,0.1114249,0.1206839,-0.009259
37,-0.08208124,-0.00725073,"('fake', 'genuine')",-0.097128354,-0.12467247,0.17380849,0.32434648,-0.0018004,0.0641411,-0.0659415
11,-0.06603805,0.095645234,"('unhelpful', 'helpful')",0.9477245,1.1443017,1.9126374,2.1150112,0.9314413,1.1183194,-0.1868781
79,0.045858644,-0.21174954,"('wavering', 'unwavering')",-1.1686268,-1.2514551,-0.14527434,-0.06973346,-0.4226809,-0.5109794,0.0882985
18,-0.037194055,-0.24772677,"('disagreeable', 'welcoming')",0.20868763,0.1893014,-0.29667342,-0.30681357,-0.0417266,-0.1217463,0.0800197
44,0.028116168,0.3627245,"('prejudiced', 'unprejudiced')",-0.15139477,-0.05065208,-1.1250383,-0.9727739,-0.4161056,-0.2202338,-0.1958718
2,-0.013329692,-0.114492536,"('unlikable', 'likable')",0.085188106,0.029962603,0.6818283,0.75453985,0.2512289,0.2233366,0.0278923
75,0.002385322,-0.15903607,"('meek', 'impulsive')",0.17859226,0.08006914,-0.15750554,-0.12883206,0.007824,-0.0692663,0.0770903
