,tyson_male,tyson_female,tuple,foods_male,foods_female,inc_male,inc_female,average_male,average_female,male-female
47,-0.55040956,-0.4909995,"('stupid', 'smart')",0.33996695,0.347324,5.6116138,5.6642623,1.8003904,1.8401957,-0.0398053
80,-0.53702897,-0.45556697,"('dominated', 'dominating')",-0.18245469,-0.06472184,-0.9356358,-1.0405293,-0.5517065,-0.5202727,-0.0314338
20,-0.5203454,-0.6538953,"('rough', 'thoughtful')",-0.33178702,-0.31004533,1.2075111,1.0500973,0.1184595,0.0287189,0.0897406
52,-0.51510656,-0.78644884,"('irrational', 'rational')",0.36842185,0.11644321,-0.46369213,-0.62321377,-0.2034589,-0.4310731,0.2276142
83,-0.4651315,-0.3519899,"('powerless', 'powerful')",-0.013787679,0.021203224,-1.0356537,-0.9511774,-0.5048576,-0.4273214,-0.0775362
38,0.46481767,0.30693173,"('untruthful', 'truthful')",0.48629236,0.43692642,0.30955264,0.47004467,0.4202209,0.4046343,0.0155866
2,0.463791,0.6044333,"('unlikable', 'likable')",0.49507314,0.45246786,0.3512065,0.514562,0.4366902,0.5238211,-0.0871309
10,0.45937333,0.35275844,"('unsympathetic', 'sympathetic')",-0.5608728,-0.5303848,0.0933824,-0.08310839,-0.0027057,-0.0869116,0.0842059
42,0.4451506,0.42593503,"('unreliable', 'reliable')",0.5746539,0.62322086,-2.5230618,-2.60014,-0.5010858,-0.5169947,0.0159089
65,-0.41881868,-0.40240932,"('insecure', 'secure')",-0.8560304,-0.8223016,-0.24145651,-0.30089447,-0.5054352,-0.5085351,0.0030999
58,-0.41111046,-0.3764256,"('undiscriminating', 'discriminating')",-0.69620156,-0.6835497,-0.23557627,-0.25961277,-0.4476294,-0.4398627,-0.0077667
26,0.40447325,0.39349276,"('hardhearted', 'benevolent')",0.5497716,0.3871288,1.1196172,0.9387029,0.6912874,0.5731081,0.1181793
55,0.40423557,0.405041,"('incompetent', 'clever')",0.08526073,0.13311873,-0.06453146,-0.041638985,0.1416549,0.1655069,-0.023852
66,-0.380829,-0.65934765,"('inactive', 'active')",-0.35274804,-0.4269216,1.0857701,1.1186682,0.1173977,0.0107996,0.1065981
77,-0.3760738,-0.24919382,"('unmotivated', 'motivated')",-0.26764023,-0.14729767,-1.0677562,-1.1170019,-0.5704901,-0.5044978,-0.0659923
73,0.3712111,0.5272586,"('helpless', 'self-reliant')",0.3281017,0.364884,-3.805852,-3.6780088,-1.0355131,-0.9286221,-0.106891
50,0.3583892,0.44550747,"('clumsy', 'skillful')",-0.071848094,0.013234764,0.6010857,0.5025859,0.2958756,0.3204427,-0.0245671
34,0.30650076,0.3669263,"('mean', 'honorable')",0.34389716,0.3278337,6.565215,6.658292,2.4052043,2.4510172,-0.0458129
63,0.30590189,0.28129303,"('unperceptive', 'insightful')",0.6394246,0.61499614,1.184558,1.1564778,0.7099615,0.6842557,0.0257058
41,-0.30361658,-0.12426877,"('unforgiving', 'forgiving')",0.79919845,0.7038556,-0.03948204,-0.07778444,0.1520333,0.1672675,-0.0152342
27,-0.29420173,-0.5590734,"('hardhearted', 'softhearted')",-0.028071534,-0.12204727,1.8030858,1.6364576,0.4936042,0.3184456,0.1751586
78,0.2905455,0.34355128,"('nonresilient', 'resilient')",1.238848,1.3106194,0.7041625,0.6079134,0.7445186,0.754028,-0.0095094
0,-0.2517821,-0.24133359,"('unsociable', 'sociable')",0.23816319,0.19461554,-0.54715824,-0.6415874,-0.1869257,-0.2294351,0.0425094
15,0.24841896,0.15912625,"('boring', 'funny')",0.13685012,-0.037022773,0.22506723,0.17596684,0.2034454,0.0993568,0.1040886
64,-0.2384794,-0.3017728,"('shy', 'confident')",-0.4863984,-0.4759115,-6.934328,-7.045941,-2.5530686,-2.607875,0.0548064
60,-0.22211821,0.02416841,"('inefficient', 'efficient')",0.5862659,0.77302694,0.23465005,0.2988121,0.1995993,0.3653358,-0.1657365
49,-0.21224982,0.057542495,"('unable', 'able')",-0.017787304,0.09797415,-0.14526398,-0.006913525,-0.1251004,0.0495344,-0.1746348
70,0.21099599,0.08700628,"('lethargic', 'energetic')",-0.7560693,-0.7010044,0.89971095,0.88464814,0.1182125,0.0902167,0.0279958
6,-0.20951003,-0.030091763,"('distant', 'open')",0.4212344,0.33619297,0.42407748,0.5261317,0.211934,0.277411,-0.065477
61,0.18963751,0.04572612,"('illogical', 'logical')",0.11412171,0.053488873,0.19037542,0.10396243,0.1647115,0.0677258,0.0969857
7,0.17974733,0.02598343,"('insensitive', 'sensitive')",-0.35924324,-0.28050613,0.7208306,0.6249345,0.1804449,0.1234706,0.0569743
51,0.17894587,0.29643366,"('uneducated', 'educated')",-0.08997633,0.06081698,0.6506431,0.6878753,0.2465375,0.3483753,-0.1018378
68,0.17725052,0.3090066,"('dependent', 'independent')",-0.94963354,-0.83081603,-0.40849608,-0.20969601,-0.3936264,-0.2438352,-0.1497912
13,-0.17572826,-0.03999851,"('impolite', 'polite')",0.33331728,0.37113494,-0.059156626,0.063376516,0.0328108,0.1315043,-0.0986935
79,0.17475328,0.0954336,"('wavering', 'unwavering')",0.14642829,0.022837725,0.16872333,0.13740748,0.1633016,0.0852263,0.0780753
18,-0.16501607,0.21819365,"('disagreeable', 'welcoming')",-0.33577874,-0.24912615,-0.5397755,-0.33786237,-0.3468568,-0.1229316,-0.2239252
62,-0.14910503,0.02324029,"('incompetent', 'brilliant')",0.26318297,0.43015984,0.075754024,0.17404035,0.0632773,0.2091468,-0.1458695
82,-0.1456585,0.07441629,"('poor', 'rich')",-0.051773187,0.03980367,6.607799,6.683673,2.1367892,2.2659643,-0.1291751
35,-0.1443137,-0.4567836,"('corrupt', 'incorrupt')",-0.7030171,-0.77957946,-0.44287768,-0.34184712,-0.4300695,-0.52607,0.0960005
59,-0.14147039,-0.18700163,"('foolish', 'wise')",0.4037745,0.296096,0.08983922,0.15815194,0.1173811,0.0890821,0.028299
76,-0.07263311,-0.26830503,"('anxious', 'daring')",-0.7317032,-0.5880852,0.44729123,0.5588122,-0.119015,-0.0991927,-0.0198223
25,0.06535644,0.0664612,"('egoistic', 'altruistic')",1.1112521,1.085526,1.1309093,1.119667,0.7691727,0.757218,0.0119547
81,0.061326467,0.14284885,"('submissive', 'aggressive')",0.24971822,0.370248,-0.67822945,-0.53156614,-0.1223949,-0.0061564,-0.1162385
88,0.04463855,0.2480789,"('low', 'eminent')",-0.32154244,-0.34370843,0.021754373,0.014501292,-0.0850498,-0.0270427,-0.0580071
53,-0.04098074,0.077194795,"('uncreative', 'creative')",-0.84910667,-0.785082,0.55493236,0.58815485,-0.1117184,-0.0399108,-0.0718076
5,-0.03652173,0.17983419,"('distant', 'outgoing')",0.25241166,0.21835293,-0.36835277,-0.2409881,-0.0508209,0.0523997,-0.1032206
28,-0.031524993,-0.0021565408,"('disloyal', 'loyal')",0.019347124,-0.041084215,1.026166,1.0192144,0.337996,0.3253245,0.0126715
46,-0.029998517,-0.021396507,"('uncompetitive', 'competitive')",0.40160424,0.5201632,-0.22876802,-0.28532097,0.0476126,0.0711486,-0.023536
43,0.028167892,0.19781354,"('irresponsible', 'responsible')",0.042596713,0.06963471,0.54563725,0.6222934,0.2054673,0.2965806,-0.0911133
23,-0.023084918,0.109022945,"('insincere', 'sincere')",-0.60050195,-0.5648653,6.046129,5.972492,1.8075142,1.8388832,-0.031369
69,-0.0037804022,0.1429865,"('lazy', 'industrious')",1.0137275,0.9637019,-0.5907256,-0.5513629,0.1397405,0.1851085,-0.045368
