,ameriprise_male,ameriprise_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.7805736,-2.7227643,"('unfriendly', 'friendly')",1.2188985,1.0501946,2.43622,2.5359828,0.291515,0.2878044,0.0037106
8,-2.4165828,-2.256253,"('unaffectionate', 'affectionate')",-0.17957091,-0.18234932,0.83361167,1.1433818,-0.587514,-0.4317402,-0.1557738
9,-2.236772,-2.1319957,"('unaffectionate', 'caring')",1.152114,1.1820563,1.2428178,1.5242338,0.0527199,0.1914315,-0.1387116
86,-2.2200308,-2.3617136,"('uninfluential', 'influential')",-0.13972864,-0.28676245,-0.3690134,-0.29730356,-0.9095909,-0.9819266,0.0723357
53,-1.887802,-1.9405751,"('uncreative', 'creative')",1.3005052,1.2156093,0.9551877,1.0059762,0.1226303,0.0936701,0.0289602
44,1.7980328,1.8469093,"('prejudiced', 'unprejudiced')",-0.2888943,-0.14161327,-1.2133553,-1.2415762,0.0985944,0.1545733,-0.0559789
12,-1.6604528,-1.7211148,"('unsupportive', 'supportive')",1.2365346,1.1419969,-1.7912034,-1.7491876,-0.7383739,-0.7761018,0.0377279
57,-1.4297434,-1.313099,"('unimaginative', 'imaginative')",-0.17664313,-0.08835742,-2.5812435,-2.5305092,-1.3958767,-1.3106553,-0.0852214
31,-1.3575023,-1.4251084,"('evil', 'good')",-0.8233232,-1.0172678,-0.5405402,-0.55585647,-0.9071219,-0.9994109,0.092289
48,-1.3545634,-1.3782874,"('unintelligent', 'intelligent')",-0.69832516,-0.73332226,0.065759026,0.08621247,-0.6623764,-0.6751324,0.012756
78,-1.3434782,-1.3239263,"('nonresilient', 'resilient')",0.8018108,0.84497756,-0.01556023,0.14018688,-0.1857425,-0.1129206,-0.0728219
42,1.3245058,1.3680191,"('unreliable', 'reliable')",0.5410546,0.52505666,-2.811802,-2.687229,-0.3154138,-0.2647177,-0.0506961
0,-1.2826909,-1.4693409,"('unsociable', 'sociable')",0.6286632,0.45027632,-0.6716478,-0.74034834,-0.4418918,-0.586471,0.1445792
19,-1.2588367,-1.226476,"('inhospitable', 'hospitable')",-0.5195119,-0.626888,0.11019075,0.20073655,-0.5560526,-0.5508758,-0.0051768
73,1.2569926,1.3033724,"('helpless', 'self-reliant')",0.6053344,0.56238246,-2.7409096,-2.7021194,-0.2928609,-0.2787882,-0.0140727
28,-1.2099196,-1.2607547,"('disloyal', 'loyal')",0.26530105,0.15682733,0.8795962,0.92417544,-0.0216741,-0.0599173,0.0382432
58,-1.2011949,-0.95412177,"('undiscriminating', 'discriminating')",1.2242311,1.2259115,0.22162433,0.21279718,0.0815535,0.161529,-0.0799755
77,-1.1723033,-1.3956285,"('unmotivated', 'motivated')",0.72644615,0.6357906,-1.5222651,-1.5910867,-0.6560407,-0.7836415,0.1276008
10,-1.1713871,-1.2787994,"('unsympathetic', 'sympathetic')",-0.5841143,-0.6368685,-0.5053125,-0.4781711,-0.7536047,-0.7979463,0.0443416
69,1.139731,1.1041112,"('lazy', 'industrious')",0.7728941,0.6618065,-0.119833425,-0.23364694,0.5975972,0.5107569,0.0868403
71,-1.1102893,-1.0269625,"('diffident', 'self-confident')",1.71095,1.7755177,0.53872144,0.8083982,0.379794,0.5189845,-0.1391905
85,-1.0888253,-1.0792772,"('insignificant', 'prestigious')",0.89152455,0.6778265,1.0988326,1.052393,0.3005106,0.2169808,0.0835298
63,-1.0546298,-1.0034628,"('unperceptive', 'insightful')",1.3889428,1.4046502,0.7839482,0.9795656,0.3727537,0.460251,-0.0874973
46,-1.0425777,-1.067995,"('uncompetitive', 'competitive')",0.82258415,0.8539249,-0.9488669,-0.93555,-0.3896201,-0.3832067,-0.0064134
38,-1.0295831,-0.8901539,"('untruthful', 'truthful')",0.61114126,0.6438933,0.012396272,0.06755318,-0.1353485,-0.0595691,-0.0757794
25,-0.972002,-1.1693432,"('egoistic', 'altruistic')",-0.086955965,-0.22207597,1.9518114,1.7858962,0.2976178,0.1314923,0.1661255
11,-0.952001,-0.8736638,"('unhelpful', 'helpful')",0.53647566,0.559307,1.6145489,1.6848464,0.3996745,0.4568299,-0.0571554
16,-0.937214,-1.0196465,"('unpopular', 'popular')",-0.5704774,-0.58242023,0.43230528,0.40164715,-0.358462,-0.4001399,0.0416779
54,-0.93515176,-0.95576435,"('incapable', 'capable')",0.70716125,0.7521338,1.1592903,1.3638918,0.3104333,0.3867538,-0.0763205
80,0.9235898,0.8800322,"('dominated', 'dominating')",-0.026093356,0.10760373,-1.4050671,-1.3412687,-0.1691902,-0.1178776,-0.0513126
36,-0.92210394,-1.0048622,"('hostile', 'amicable')",-0.21467647,-0.44601703,0.6892881,0.47603968,-0.1491641,-0.3249465,0.1757824
52,-0.92042035,-1.1530033,"('irrational', 'rational')",-0.26654324,-0.39994803,0.273863,0.07500604,-0.3043669,-0.4926484,0.1882815
72,-0.89616483,-0.8297372,"('unambitious', 'ambitious')",-0.08409621,0.019718364,-1.1778134,-0.92824495,-0.7193581,-0.5794213,-0.1399368
76,0.8955299,0.91730607,"('anxious', 'daring')",0.1538047,0.3031352,-0.05055466,0.06902668,0.3329267,0.4298226,-0.0968959
55,-0.8539542,-0.9713996,"('incompetent', 'clever')",-0.18915918,-0.24788482,-0.416624,-0.401209,-0.4865791,-0.5401645,0.0535854
23,-0.85391253,-0.8217769,"('insincere', 'sincere')",0.9918973,0.9884128,5.6350317,5.8255115,1.9243388,1.9973825,-0.0730437
24,-0.8087282,-0.86667514,"('dishonest', 'honest')",0.09878618,0.041022785,0.65818477,0.7021311,-0.0172524,-0.0411738,0.0239214
43,-0.77112913,-0.7026904,"('irresponsible', 'responsible')",1.190645,1.2054561,0.37789392,0.47891793,0.2658033,0.3272279,-0.0614246
64,0.7552233,0.5160169,"('shy', 'confident')",0.65895,0.5105898,-6.8854046,-7.0426702,-1.8237438,-2.0053546,0.1816108
5,-0.72852135,-0.6952709,"('distant', 'outgoing')",0.48880544,0.4950409,0.07808094,0.23726308,-0.0538783,0.0123444,-0.0662227
6,-0.7215043,-0.6931261,"('distant', 'open')",-0.40479714,-0.42419848,0.71971315,0.84056187,-0.1355294,-0.0922542,-0.0432752
61,-0.6994555,-0.8201541,"('illogical', 'logical')",1.4259536,1.3534185,0.104175076,-0.0028441139,0.2768911,0.1768068,0.1000843
45,-0.693007,-0.5888939,"('incompetent', 'competent')",-0.12295278,-0.07708574,-0.47080868,-0.3036429,-0.4289228,-0.3232075,-0.1057153
