,integrys_male,integrys_female,tuple,energy_male,energy_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.3903701,-2.5518358,"('unfriendly', 'friendly')",0.37717095,0.26883042,-0.7259002,-0.9516103,1.746534,1.6736428,-0.2481413,-0.3902432,0.1421019
86,-2.2456853,-2.3169508,"('uninfluential', 'influential')",0.6566712,0.38573924,0.0149843395,-0.24223816,-0.096540354,-0.32992724,-0.4176425,-0.6258442,0.2082017
45,-1.8656421,-1.6596783,"('incompetent', 'competent')",-0.21289313,-0.16975816,-0.0062180012,0.17978854,-0.57447565,-0.58126986,-0.6648072,-0.5577295,-0.1070777
82,-1.4009675,-1.1219925,"('poor', 'rich')",-0.48321164,-0.41975802,-0.58541286,-0.22557175,6.1549172,6.1980324,0.9213313,1.1076776,-0.1863463
57,-1.3553698,-1.2159029,"('unimaginative', 'imaginative')",0.8356609,0.6304035,-0.19987999,-0.266222,-2.5471778,-2.3929467,-0.8166917,-0.811167,-0.0055247
8,-1.317094,-1.4178207,"('unaffectionate', 'affectionate')",-0.48581892,-0.52218044,-0.54802036,-0.8054651,0.46973807,0.4381506,-0.4702988,-0.5768289,0.1065301
0,-1.3122554,-1.6100358,"('unsociable', 'sociable')",0.19921705,-0.2827703,0.752811,0.3752183,-0.4812676,-0.66401225,-0.2103737,-0.5454,0.3350263
9,-1.3018669,-1.51905,"('unaffectionate', 'caring')",0.47551388,0.30406716,-0.33392304,-0.71484214,1.1254951,1.0454726,-0.0086952,-0.2210881,0.2123929
28,-1.1914232,-1.3662977,"('disloyal', 'loyal')",0.45152885,0.24383245,0.113177605,0.013321765,1.1667778,1.1309726,0.1350153,0.0054573,0.129558
23,-1.1650184,-1.101697,"('insincere', 'sincere')",-0.19682592,-0.21513835,-0.13844869,0.056173608,5.910978,5.9604697,1.1026711,1.174952,-0.0722809
10,-1.1308328,-1.2718142,"('unsympathetic', 'sympathetic')",0.0047568083,-0.4907334,0.23625924,-0.042027228,-0.14683458,-0.2161922,-0.2591628,-0.5051917,0.2460289
44,1.122481,1.1627595,"('prejudiced', 'unprejudiced')",-0.07664317,0.03052275,-0.208642,0.023949739,-1.4865965,-1.4065183,-0.1623501,-0.0473216,-0.1150285
72,-1.1102214,-1.2484607,"('unambitious', 'ambitious')",0.53884596,0.46431923,0.3090772,0.20746602,-1.0972257,-1.118391,-0.339881,-0.4237666,0.0838856
6,-1.1092515,-1.1174386,"('distant', 'open')",-0.56469715,-0.36875707,-2.0576062,-2.1961164,0.1245545,0.10030956,-0.9017501,-0.8955006,-0.0062495
88,-1.1086046,-1.1065224,"('low', 'eminent')",-0.32819942,-0.36463076,-1.3805346,-1.1726934,0.19842866,0.33597457,-0.6547275,-0.576968,-0.0777595
54,-1.0712519,-0.9878371,"('incapable', 'capable')",-0.13605171,-0.16586594,-0.4979841,-0.5202609,0.7757901,0.91174376,-0.2323744,-0.190555,-0.0418194
55,-1.0432155,-1.1697898,"('incompetent', 'clever')",-0.14144352,-0.477325,1.0960733,0.9731725,-0.03285662,-0.08139132,-0.0303606,-0.1888334,0.1584728
69,1.0422055,0.91466326,"('lazy', 'industrious')",1.0443285,1.203171,0.36458248,0.3257332,-0.6068547,-0.6844144,0.4610655,0.4397883,0.0212772
24,-1.0389706,-1.1228793,"('dishonest', 'honest')",0.66976345,0.4589982,-0.4442921,-0.47049686,0.4867004,0.6073145,-0.0816997,-0.1317659,0.0500662
73,1.0336637,1.0694425,"('helpless', 'self-reliant')",1.1998345,1.3247687,-0.0719201,-0.055069692,-3.3880482,-3.3161433,-0.3066176,-0.2442504,-0.0623672
43,-1.0277519,-0.9490002,"('irresponsible', 'responsible')",1.147182,0.9054907,0.59539807,0.67611337,0.3785125,0.5674096,0.2733352,0.3000033,-0.0266681
48,-1.0159001,-1.1530539,"('unintelligent', 'intelligent')",0.6991996,0.4815898,-0.5457712,-0.7341991,0.35203078,0.31616062,-0.1276102,-0.2723756,0.1447654
31,-1.0101112,-1.0550088,"('evil', 'good')",-1.3667843,-1.0483385,-1.5656221,-1.6850622,-0.8560703,-1.0079452,-1.1996469,-1.1990887,-0.0005582
63,-1.0003104,-0.8824956,"('unperceptive', 'insightful')",0.95815593,0.92426497,1.4508518,1.4589348,0.84933394,1.0193772,0.5645078,0.6300204,-0.0655126
80,0.9671643,1.0454217,"('dominated', 'dominating')",0.5069492,0.39421654,2.1549585,2.2115526,-1.2887614,-1.2550607,0.5850776,0.5990325,-0.0139549
22,-0.94690394,-0.84370476,"('untrustworthy', 'trustworthy')",-0.5774576,-0.7026623,1.0494497,1.2498461,-1.0117708,-0.9688088,-0.3716707,-0.3163325,-0.0553382
41,-0.9257213,-0.92624444,"('unforgiving', 'forgiving')",-0.58522946,-0.74025714,0.59720826,0.5057488,0.17402127,0.23199546,-0.1849303,-0.2321893,0.047259
53,-0.91839105,-1.0857772,"('uncreative', 'creative')",0.6731289,0.49319187,0.07875524,-0.09035581,1.1600411,1.2177585,0.2483836,0.1337043,0.1146793
51,-0.8419709,-0.67586315,"('uneducated', 'educated')",-0.12601432,-0.5002866,0.7303434,0.558028,1.012911,0.9568847,0.1938173,0.0846907,0.1091266
19,-0.8170577,-0.7247505,"('inhospitable', 'hospitable')",-1.1960387,-1.136626,-1.7939239,-1.7234555,-0.15142074,-0.21058232,-0.9896103,-0.9488536,-0.0407567
12,-0.744522,-0.8098399,"('unsupportive', 'supportive')",0.9916246,0.81853366,0.9664719,0.8500922,-1.5247399,-1.4513032,-0.0777913,-0.1481293,0.070338
26,-0.7385009,-0.6265558,"('hardhearted', 'benevolent')",0.6370634,0.7352534,0.40007013,0.48706126,1.4924924,1.5615759,0.4477813,0.5393337,-0.0915524
39,0.7376369,0.51717526,"('exploitative', 'cooperative')",0.44704345,0.240747,1.7986147,1.944176,-0.10270634,0.035534386,0.7201471,0.6844082,0.0357389
18,-0.7356262,-0.81468356,"('disagreeable', 'welcoming')",-1.0276984,-1.2246599,-0.70502317,-0.8510208,-0.37584132,-0.40479013,-0.7110473,-0.8237886,0.1127413
13,-0.72182524,-0.8329785,"('impolite', 'polite')",0.33664143,0.01438693,0.36974782,0.45662874,-0.32002106,-0.39158428,-0.0838643,-0.1883868,0.1045225
74,-0.7129417,-0.47404644,"('undedicated', 'dedicated')",0.42818624,0.29724345,1.1494858,1.2131491,0.4404445,0.5246649,0.3262937,0.3902527,-0.063959
11,-0.70312625,-0.5861633,"('unhelpful', 'helpful')",0.4262464,0.36691946,-0.10113284,0.09450608,1.8937937,2.1310165,0.3789453,0.5015697,-0.1226244
79,-0.6818883,-0.48681253,"('wavering', 'unwavering')",-0.5680202,-0.29676297,-1.8270255,-1.7590305,-0.12677124,-0.010473479,-0.8009263,-0.6382698,-0.1626565
67,0.6788415,0.8107433,"('doubtful', 'determined')",-0.13818723,-0.06632663,0.5317665,0.7393372,-0.9029812,-0.77526027,0.0423599,0.1771234,-0.1347635
27,-0.6322886,-0.8008002,"('hardhearted', 'softhearted')",0.15242547,-0.026825331,-0.44613013,-0.6308108,1.3901205,1.1363028,0.1160318,-0.0805334,0.1965652
3,-0.63180107,-0.7935095,"('repellent', 'pleasant')",-0.2659975,-0.42596155,1.3194815,1.2061557,0.3961198,0.27551392,0.2044507,0.0655496,0.1389011
25,-0.6113718,-0.7730886,"('egoistic', 'altruistic')",0.58554393,0.39543912,-0.3592058,-0.4985638,1.5472194,1.4603833,0.2905464,0.1460425,0.1445039
47,-0.61123616,-0.5595193,"('stupid', 'smart')",0.89885587,0.8016973,0.8068152,1.0125953,5.6442647,5.7018843,1.684675,1.7391644,-0.0544894
66,0.6093755,0.54791987,"('inactive', 'active')",-0.42845845,-0.5081159,1.0257509,0.84559333,1.1636122,0.97285736,0.5925701,0.4645637,0.1280064
32,-0.60818416,-0.69497466,"('unkind', 'kind')",0.19340286,-0.019138128,0.67254883,0.6544579,0.9573636,1.0557327,0.3037828,0.2490195,0.0547633
5,-0.6042739,-0.61456186,"('distant', 'outgoing')",-0.051042683,0.098379225,-1.6309603,-1.7542757,-0.5418376,-0.5141324,-0.7070286,-0.6961477,-0.0108809
30,-0.5951693,-0.4920457,"('intolerant', 'tolerant')",0.9320553,0.67082214,0.29451346,0.4117051,0.8919885,1.102345,0.380847,0.4232066,-0.0423596
84,0.59272563,0.6127297,"('inferior', 'superior')",0.20987211,0.23530339,0.61140573,0.64395314,0.66435856,0.58269376,0.5195905,0.51867,0.0009205
62,-0.58837265,-0.56262237,"('incompetent', 'brilliant')",0.5304755,0.4294677,0.3823967,0.42099825,-0.27376926,-0.12739575,0.0126826,0.040112,-0.0274294
50,0.5821755,0.8225855,"('clumsy', 'skillful')",0.06760117,0.28208798,0.21137866,0.3036658,0.11363435,0.26854944,0.2436974,0.4192222,-0.1755248
