,bath_male,bath_female,tuple,&_male,&_female,body_male,body_female,works_male,works_female,inc_male,inc_female,average_male,average_female,male-female
5,0.9184421,0.8020544,"('distant', 'outgoing')",0.29043907,0.3882294,1.0282065,1.1460643,-1.2118467,-1.1264395,-0.28927997,-0.022894053,0.1471922,0.2374029,-0.0902107
34,-0.90054435,-0.7817569,"('mean', 'honorable')",-0.43173605,-0.21526664,0.42848265,0.45131913,0.45896912,0.59996724,6.020476,6.1804934,1.1151295,1.2469513,-0.1318218
11,-0.88088083,-0.8079792,"('unhelpful', 'helpful')",-0.6381855,-0.63338155,0.04120367,0.08190599,0.28894597,0.4095546,1.7319453,1.7785375,0.1086057,0.1657275,-0.0571218
39,0.85001725,0.7707425,"('exploitative', 'cooperative')",0.17211878,0.21069944,0.3031436,0.27662283,-0.22849213,-0.31815737,0.25109944,0.15750472,0.2695774,0.2194824,0.050095
2,0.8162342,0.8481703,"('unlikable', 'likable')",1.0933231,0.94555664,0.46643582,0.36540857,0.60797995,0.5868518,0.28429234,0.4062321,0.6536531,0.6304439,0.0232092
75,-0.80974436,-0.71393514,"('meek', 'impulsive')",0.29388478,0.42314067,0.54213953,0.7548431,-0.53553486,-0.3717024,-0.19294998,-0.11489523,-0.140441,-0.0045098,-0.1359312
24,0.7736255,0.76260304,"('dishonest', 'honest')",-0.3783228,-0.35971668,-0.05997199,-0.085964784,0.33986336,0.3977201,0.92829823,1.0189621,0.3206985,0.3467208,-0.0260223
45,0.7591494,0.8680857,"('incompetent', 'competent')",0.9203529,0.9707899,0.11971772,0.26378238,0.9862254,1.1989722,-0.12341157,-0.05081632,0.5324068,0.6501627,-0.1177559
87,0.74299634,0.7924475,"('unsuccessful', 'successful')",1.1107795,1.1470312,0.29843944,0.42247522,1.1789062,1.4622715,0.39946538,0.59177095,0.7461174,0.8831992,-0.1370818
55,0.696454,0.7505569,"('incompetent', 'clever')",-0.012818977,0.055200726,-2.0747974,-2.014559,0.20785618,0.2852603,-0.028813098,-0.029990956,-0.2424239,-0.1907064,-0.0517175
70,-0.69522285,-0.4846372,"('lethargic', 'energetic')",0.025164872,0.08893735,-0.33005846,-0.17450024,-0.05935221,0.22492188,0.9083482,0.9224967,-0.0302241,0.1154437,-0.1456678
25,0.68704176,0.5474821,"('egoistic', 'altruistic')",-0.6197204,-0.43670386,-0.34504232,-0.24737924,0.03225335,0.083112314,1.4036998,1.4397293,0.2316464,0.2772481,-0.0456017
44,-0.6806308,-0.69008243,"('prejudiced', 'unprejudiced')",0.14087354,0.13802359,0.37701052,0.42617878,-0.24259828,-0.16992807,-1.2675133,-1.2983418,-0.3345716,-0.31883,-0.0157416
72,0.633051,0.7959795,"('unambitious', 'ambitious')",-0.59294903,-0.5719348,0.095358595,0.12832145,1.607516,1.6163447,-0.7411976,-0.44457817,0.2003558,0.3048265,-0.1044707
61,0.60357964,0.5850761,"('illogical', 'logical')",0.16395508,0.14706829,-0.2018698,-0.13780469,-0.50502205,-0.4781224,0.24429268,0.2528265,0.0609871,0.0738088,-0.0128217
32,0.57398134,0.461915,"('unkind', 'kind')",0.19000953,0.19873776,-0.06932938,-0.21324608,0.023019835,0.015179098,0.83305395,0.8132522,0.310147,0.2551676,0.0549794
51,-0.56641275,-0.48111868,"('uneducated', 'educated')",0.39687774,0.3997984,-1.0116628,-0.9664019,-0.66771,-0.6205657,0.25318608,0.23190738,-0.3191444,-0.2872761,-0.0318683
83,0.56533873,0.6585668,"('powerless', 'powerful')",-0.19172761,-0.11416119,0.48522848,0.6431488,-0.03871232,0.040181987,-1.3631227,-1.2256552,-0.1085991,0.0004162,-0.1090153
54,0.5580807,0.5003602,"('incapable', 'capable')",-0.79398894,-0.89642,0.2701019,0.24756034,-1.2126697,-1.2146888,0.9566496,1.1707746,-0.0443653,-0.0384827,-0.0058826
47,0.52752256,0.5635271,"('stupid', 'smart')",0.89104974,1.0519807,-0.07186077,-0.022857564,0.91336524,0.9267863,5.543651,5.755135,1.5607456,1.6549143,-0.0941687
57,0.51482856,0.48515365,"('unimaginative', 'imaginative')",-0.9233713,-1.2119541,-0.7936202,-0.7873444,0.5420867,0.5111462,-2.1908343,-2.421085,-0.5701821,-0.6848167,0.1146346
21,-0.512283,-0.44285047,"('immoral', 'moral')",-0.7576688,-0.5811074,-0.58028173,-0.63947254,-0.060865156,0.09663701,-1.0794088,-1.0308475,-0.5981015,-0.5195282,-0.0785733
23,-0.48960686,-0.45058027,"('insincere', 'sincere')",-1.0222148,-0.86255515,0.45248252,0.45855758,0.94095266,1.0797374,5.588742,5.769854,1.0940711,1.1990027,-0.1049316
7,0.4854337,0.6129915,"('insensitive', 'sensitive')",-0.12675184,-0.18300444,-0.6755359,-0.612229,-0.19960913,-0.101200625,0.976229,0.9876988,0.0919532,0.1408512,-0.048898
16,-0.46707356,-0.5206541,"('unpopular', 'popular')",0.15625572,0.1267446,-0.90944093,-0.69230473,-0.66330725,-0.6786856,0.4624786,0.49437758,-0.2842175,-0.2541044,-0.0301131
52,0.45271674,0.09328848,"('irrational', 'rational')",0.134801,-0.066460334,1.0225006,0.7602629,-1.2197211,-1.5579742,-0.13317671,-0.18450628,0.0514241,-0.1910779,0.242502
65,0.45144325,0.41372418,"('insecure', 'secure')",0.09925619,-0.13009784,-0.9807629,-1.3473861,0.3728903,0.23657683,-0.32814485,-0.34542185,-0.0770636,-0.234521,0.1574574
59,0.44653016,0.28795743,"('foolish', 'wise')",0.6731234,0.65976787,0.13811047,0.08569831,-0.62000275,-0.766993,0.1637944,0.30681658,0.1603112,0.1146495,0.0456617
78,-0.44450113,-0.46074712,"('nonresilient', 'resilient')",-0.80680406,-0.68193173,-0.20309968,-0.09016258,-0.12297359,0.005877532,-0.067779005,0.0100062415,-0.3290315,-0.2433916,-0.0856399
48,-0.42359045,-0.3296484,"('unintelligent', 'intelligent')",-1.0407578,-1.0294429,-0.23456098,-0.25492826,-0.25027734,-0.29673624,0.2875496,0.41383153,-0.3323274,-0.2993848,-0.0329426
31,0.41297668,0.16864386,"('evil', 'good')",0.028121099,-0.056754775,-0.20550169,-0.28418538,-1.194261,-1.3680053,-0.6132667,-0.55651385,-0.3143863,-0.4193631,0.1049768
79,0.41255778,0.28710046,"('wavering', 'unwavering')",0.23701352,0.1425409,1.0782181,1.1431844,-0.8109959,-0.8534023,0.00055701844,0.08414024,0.1834701,0.1607127,0.0227574
50,-0.40818542,-0.53565043,"('clumsy', 'skillful')",1.6688949,1.4738154,1.2517961,1.1590145,-0.051507816,-0.06645787,-0.02501658,0.108392,0.4871963,0.4278227,0.0593736
46,-0.40324718,-0.2688519,"('uncompetitive', 'competitive')",-0.23301025,-0.2665746,-1.2904503,-1.2557769,0.8033601,0.9513762,-0.79587007,-0.9291758,-0.3838435,-0.3538006,-0.0300429
80,-0.38259676,-0.14434512,"('dominated', 'dominating')",-0.029645532,0.06975624,-0.77987146,-0.7272848,0.6373043,0.8548901,-1.4471287,-1.4354749,-0.4003876,-0.2764917,-0.1238959
76,-0.38177994,-0.25594994,"('anxious', 'daring')",0.63832605,0.67568994,-0.78077173,-0.5667119,0.6292021,0.86007166,0.12337755,0.27829325,0.0456708,0.1982786,-0.1526078
67,-0.35175398,-0.25639766,"('doubtful', 'determined')",0.07052933,0.19079769,1.0342665,1.184475,0.72069764,0.8761664,-0.49691802,-0.37879953,0.1953643,0.3232484,-0.1278841
69,0.344773,0.13239849,"('lazy', 'industrious')",1.4391599,1.4100901,1.3078957,1.3916641,0.12413433,0.03410165,-0.59840536,-0.6416114,0.5235115,0.4653286,0.0581829
36,0.3181426,-0.10405888,"('hostile', 'amicable')",0.037618965,-0.30903745,0.24201973,0.094345264,-1.3442863,-1.607732,0.4145667,0.19506387,-0.0663877,-0.3462839,0.2798962
62,-0.3178023,0.03383993,"('incompetent', 'brilliant')",-1.1535456,-0.81926435,-0.8375154,-0.44989693,0.15847667,0.46473286,-0.32978204,0.028955664,-0.4960338,-0.1483266,-0.3477072
30,0.30091953,0.4070716,"('intolerant', 'tolerant')",-0.028115392,-0.016128099,-0.08029701,-0.077996455,0.19665302,0.24213207,0.9922844,0.9366793,0.2762889,0.2983517,-0.0220628
4,0.30019566,0.30744392,"('disliked', 'liked')",0.401644,0.36399633,0.7787701,0.8953747,-0.6726355,-0.5683365,-6.284664,-6.3781576,-1.095338,-1.0759358,-0.0194022
53,-0.29487532,-0.35417795,"('uncreative', 'creative')",-0.89274955,-0.98474175,-0.8871118,-0.79897064,-0.5734178,-0.5706407,0.95517206,0.96125835,-0.3385964,-0.3494545,0.0108581
41,0.24701376,0.13726106,"('unforgiving', 'forgiving')",-0.18869378,-0.40285525,-0.31389302,-0.5070589,0.29341796,0.26107937,0.017383687,-0.1381984,0.0110457,-0.1299544,0.1410001
58,0.23407938,0.20595466,"('undiscriminating', 'discriminating')",0.42960396,0.3975498,0.46293616,0.46390566,0.5530412,0.60721695,0.23857822,0.16725157,0.3836478,0.3683757,0.0152721
35,-0.2321824,-0.4432253,"('corrupt', 'incorrupt')",0.6879424,0.46802852,0.7677563,0.7312814,-1.0306522,-1.1195896,0.03688413,-0.11427938,0.0459496,-0.0955569,0.1415065
33,-0.231357,-0.39204687,"('wrong', 'right')",0.68472296,0.6150273,1.0063106,1.0592605,-0.13927343,-0.17945099,-0.48025453,-0.53398013,0.1680297,0.1137619,0.0542678
43,0.18919276,0.3592454,"('irresponsible', 'responsible')",-0.47136042,-0.23170078,-0.09447853,0.0076957066,0.16483425,0.32300976,0.45550087,0.57310283,0.0487378,0.2062706,-0.1575328
40,0.18455622,0.11811406,"('stingy', 'generous')",-0.452896,-0.4503135,0.2976767,0.2826561,-0.5658702,-0.49341804,-1.3700277,-1.3814425,-0.3813122,-0.3848808,0.0035686
19,-0.17681251,-0.25985885,"('inhospitable', 'hospitable')",-0.106655166,-0.023642257,0.44292304,0.561116,-1.3481477,-1.1455399,-0.024671018,0.11218552,-0.2426727,-0.1511479,-0.0915248
38,-0.15394858,-0.13894048,"('untruthful', 'truthful')",0.20509332,0.33318913,0.90777695,1.0284283,0.6421884,0.79443157,-0.2032541,-0.03643939,0.2795712,0.3961338,-0.1165626
22,-0.14759423,-0.15145116,"('untrustworthy', 'trustworthy')",0.93358064,0.95501035,-0.22970363,-0.32829723,0.20344722,0.39328885,-0.67303324,-0.77042884,0.0173393,0.0196244,-0.0022851
49,0.13485207,0.17881954,"('unable', 'able')",-0.9277009,-0.7574142,0.16736723,0.27154592,-0.9554592,-0.7934501,-0.54502714,-0.20589207,-0.4251936,-0.2612782,-0.1639154
13,-0.1254112,-0.109712765,"('impolite', 'polite')",-0.5221441,-0.34745976,-0.0262369,-0.07777831,0.5433639,0.64964426,-0.48138815,-0.4339245,-0.1223633,-0.0638462,-0.0585171
28,0.10391325,-0.011963494,"('disloyal', 'loyal')",-0.02571063,-0.2835615,-0.22885694,-0.5048194,-0.41425294,-0.5371925,0.93860435,0.82471555,0.0747394,-0.1025643,0.1773037
64,-0.089110665,-0.11407012,"('shy', 'confident')",0.16313834,0.0821312,0.17730549,0.057972267,0.06526339,0.08493237,-6.740268,-6.9268475,-1.2847343,-1.3631763,0.078442
17,0.086137116,0.091343865,"('nasty', 'nice')",-0.34645012,-0.36329117,0.74120504,0.70996416,0.676622,0.58451277,-0.29512227,-0.40976688,0.1724783,0.1225525,0.0499258
66,0.056482546,-0.082070835,"('inactive', 'active')",0.6784979,0.635286,-0.2667527,-0.24472809,-0.78929615,-0.7324854,0.9517225,0.9234274,0.1261308,0.0998858,0.026245
86,-0.05609718,-0.041714817,"('uninfluential', 'influential')",-0.93578684,-1.1168817,-0.61016756,-0.7747055,0.16212848,0.13932152,-0.124195844,-0.14129093,-0.3128238,-0.3870543,0.0742305
0,0.04071148,-0.008294888,"('unsociable', 'sociable')",-0.09914591,-0.17025983,0.08360922,-0.0709088,0.990263,0.8232699,-0.2759342,-0.48782238,0.1479007,0.0171968,0.1307039
27,0.021776866,0.013273919,"('hardhearted', 'softhearted')",-0.71350276,-0.595049,-0.18911554,-0.16398995,-0.7777262,-0.6821303,1.5960804,1.5963665,-0.0124974,0.0336942,-0.0461916
18,-0.020868264,-0.20098767,"('disagreeable', 'welcoming')",0.35299695,0.2764711,-0.25851646,-0.34051195,-1.2891198,-1.2752404,-0.44791883,-0.48389027,-0.3326853,-0.4048318,0.0721465
60,0.019650219,0.22254969,"('inefficient', 'efficient')",-0.087412134,0.051415183,-0.35419428,-0.25177076,1.7551682,1.9091078,-0.09453355,0.03555453,0.2477357,0.3933713,-0.1456356
