,leggett_male,leggett_female,tuple,&_male,&_female,platt_male,platt_female,inc_male,inc_female,average_male,average_female,male-female
86,-3.267964,-3.31666,"('uninfluential', 'influential')",-0.07178872,-0.30423248,-1.0638701,-1.2402387,-0.40514806,-0.2964826,-1.2021927,-1.2894034,0.0872107
23,-3.244946,-3.3046293,"('insincere', 'sincere')",-0.8032625,-1.1206032,-0.4553918,-0.6331018,4.7593904,4.954387,0.0639476,-0.0259868,0.0899344
10,-3.1814215,-3.3325512,"('unsympathetic', 'sympathetic')",0.2846941,-0.24738657,-1.258928,-1.5799062,-0.23390508,-0.13294142,-1.0973902,-1.3231964,0.2258062
35,2.7850957,2.7958221,"('corrupt', 'incorrupt')",-0.9571935,-0.4841023,0.6156462,0.792203,-0.3796941,-0.28281334,0.5159636,0.7052774,-0.1893138
46,-2.5791478,-2.843612,"('uncompetitive', 'competitive')",1.954886,1.2484194,-1.4840517,-1.9298831,-0.091674894,-0.08095789,-0.5499971,-0.9015084,0.3515113
48,-2.5502238,-2.643818,"('unintelligent', 'intelligent')",-0.6380625,-0.75891674,-1.1037431,-1.2873089,0.26639694,0.34442094,-1.0064081,-1.0864056,0.0799975
43,-2.4655147,-2.7157896,"('irresponsible', 'responsible')",0.18938771,-0.2384298,-0.12049976,-0.5249868,0.71189165,0.66445655,-0.4211838,-0.7036874,0.2825036
60,-2.436937,-2.4783568,"('inefficient', 'efficient')",0.8371378,0.34788388,-0.5504106,-0.6685184,0.06762336,0.10528058,-0.5206466,-0.6734276,0.152781
63,-2.3751714,-2.5118499,"('unperceptive', 'insightful')",0.8470161,0.3850398,-1.1619515,-1.3869106,1.5436722,1.405878,-0.2866087,-0.5269606,0.2403519
41,-2.3188508,-2.047913,"('unforgiving', 'forgiving')",-0.98086214,-0.9873115,-0.1875099,-0.3542579,-0.4544619,-0.18584381,-0.9854211,-0.8938315,-0.0915896
28,-2.2889647,-2.4358153,"('disloyal', 'loyal')",-0.24373087,-0.43337506,-0.64381474,-0.8602568,0.2600004,0.41588938,-0.7291275,-0.8283895,0.099262
11,-2.2353888,-2.4355745,"('unhelpful', 'helpful')",-0.94931966,-1.2077137,-1.14847,-1.3898325,1.8212109,1.8228035,-0.6279919,-0.8025793,0.1745874
62,-2.1788485,-2.2495675,"('incompetent', 'brilliant')",0.0978225,-0.2976302,0.46162474,0.3166647,0.11814752,0.06587026,-0.3753135,-0.5411657,0.1658522
0,-2.1677132,-2.11666,"('unsociable', 'sociable')",0.3957915,0.23122582,-0.35635966,-0.47296274,-0.62535244,-0.56511253,-0.6884084,-0.7308774,0.042469
32,-2.1530583,-2.0463543,"('unkind', 'kind')",-0.25135833,-0.44135225,-2.5236917,-2.5008807,0.5873673,0.71681345,-1.0851853,-1.0679435,-0.0172418
1,-2.1493683,-2.320465,"('unfriendly', 'friendly')",-1.0850124,-1.1161203,-0.8773828,-1.1041164,1.6400094,1.57789,-0.6179385,-0.740703,0.1227645
69,2.1435297,2.4045599,"('lazy', 'industrious')",0.25695005,0.62525785,1.0953552,1.6166961,-0.19592267,-0.2268766,0.8249781,1.1049093,-0.2799312
73,2.122786,2.0447075,"('helpless', 'self-reliant')",0.22452044,0.345581,0.73459893,0.65187985,-2.5326784,-2.8337028,0.1373067,0.0521164,0.0851903
45,-2.0729856,-2.414752,"('incompetent', 'competent')",0.35491028,-0.08123547,0.1534851,-0.29445425,-0.87216103,-0.90671366,-0.6091878,-0.9242889,0.3151011
44,2.0373778,2.0990705,"('prejudiced', 'unprejudiced')",-1.4086587,-1.3252242,-0.8703789,-0.7318429,-1.3790951,-1.5541914,-0.4051887,-0.378047,-0.0271417
57,-1.9983724,-2.3388991,"('unimaginative', 'imaginative')",-0.18090338,-0.57638127,-0.35331964,-0.97469354,-1.9655102,-2.2808194,-1.1245264,-1.5426984,0.418172
12,-1.9551406,-2.0714915,"('unsupportive', 'supportive')",0.7086989,0.41498417,-0.048941,-0.28894493,-0.9075348,-1.1050392,-0.5507293,-0.7626228,0.2118935
72,-1.8916065,-1.9867569,"('unambitious', 'ambitious')",-0.49029395,-0.62999684,1.5749246,1.3191723,-1.0720657,-1.1294658,-0.4697604,-0.6067618,0.1370014
24,-1.880565,-1.9444472,"('dishonest', 'honest')",-0.67544115,-0.8023585,-0.40146446,-0.48717874,0.18541734,0.3775312,-0.6930133,-0.7141133,0.0211
55,-1.8187425,-1.9862602,"('incompetent', 'clever')",0.99180937,0.5926539,0.30523795,-0.005207138,-0.5559428,-0.481243,-0.2694095,-0.4700141,0.2006046
21,-1.8067803,-1.6449478,"('immoral', 'moral')",0.6822312,0.41597384,-2.5502794,-2.3783586,-1.1287316,-0.8648157,-1.2008901,-1.118037,-0.0828531
7,-1.7301726,-1.9571766,"('insensitive', 'sensitive')",-0.14194047,-0.4721994,-0.47613525,-0.7575681,0.740247,0.6071239,-0.4020004,-0.644955,0.2429546
65,-1.7075624,-1.637331,"('insecure', 'secure')",0.9744935,0.5927937,-1.4072311,-1.4135396,-0.4229734,-0.5433772,-0.6408184,-0.7503635,0.1095451
13,-1.7064116,-1.4572133,"('impolite', 'polite')",0.41335934,0.14761442,0.123537526,0.17377257,-0.5027902,-0.40815043,-0.4180762,-0.3859942,-0.032082
9,-1.6960196,-2.0075154,"('unaffectionate', 'caring')",-0.8013395,-0.8670754,0.6408042,0.18716213,1.000148,0.95460063,-0.2141018,-0.433207,0.2191052
53,-1.6090711,-1.6407934,"('uncreative', 'creative')",0.17258067,0.0060939714,0.61384577,0.19523044,0.89933133,0.8335737,0.0191717,-0.1514738,0.1706455
3,-1.560254,-1.707363,"('repellent', 'pleasant')",0.32181117,0.09803069,-1.1366361,-1.2838389,-0.23581702,-0.19146535,-0.652724,-0.7711592,0.1184352
30,-1.5530964,-1.4019902,"('intolerant', 'tolerant')",-0.4737115,-0.5911385,0.2666877,0.26764312,1.1069742,1.3431017,-0.1632865,-0.095596,-0.0676905
81,-1.4977268,-1.1715531,"('submissive', 'aggressive')",0.44471475,0.17493245,-2.025013,-1.7533205,-1.0719901,-1.0284233,-1.0375037,-0.9445911,-0.0929126
14,-1.4853528,-1.3760867,"('antisocial', 'social')",1.0672184,0.9002693,-0.33618978,-0.3916051,-0.9610787,-0.9488984,-0.4288507,-0.4540802,0.0252295
49,-1.3943096,-1.2507505,"('unable', 'able')",-0.19838493,-0.21453248,-0.57238233,-0.57521605,-0.3377852,-0.20756,-0.6257155,-0.5620148,-0.0637007
40,-1.388936,-1.4257624,"('stingy', 'generous')",-0.35415697,-0.41734666,-0.06478221,-0.21767557,-1.4605664,-1.6014344,-0.8171104,-0.9155548,0.0984444
38,-1.3603648,-1.6825403,"('untruthful', 'truthful')",-1.8133292,-1.8576342,0.075063005,-0.13315096,0.09195313,0.050813057,-0.7516695,-0.9056281,0.1539586
75,1.2629584,1.1593338,"('meek', 'impulsive')",-1.0420815,-0.82285863,0.42406934,0.2969495,-0.18229124,-0.35543716,0.1156638,0.0694969,0.0461669
34,-1.2404555,-1.2046757,"('mean', 'honorable')",-0.27657017,-0.39319307,-0.39898866,-0.15031847,5.659075,5.8449874,0.9357651,1.0242001,-0.088435
77,-1.2171631,-1.3974794,"('unmotivated', 'motivated')",0.34353083,0.07213246,-0.530635,-0.773514,-0.8096666,-0.79126835,-0.5534835,-0.7225323,0.1690488
78,-1.1878484,-1.539586,"('nonresilient', 'resilient')",0.612314,0.24572773,-1.0587512,-1.3047704,1.0269316,0.8244992,-0.1518385,-0.4435323,0.2916938
47,-1.1678249,-1.0987847,"('stupid', 'smart')",0.02385676,-0.12222091,-0.6348242,-0.6366793,4.293248,4.476532,0.6286139,0.6547118,-0.0260979
58,-1.1617429,-1.4697336,"('undiscriminating', 'discriminating')",-0.20892511,-0.55758506,-0.15023488,-0.6106702,0.36199456,0.20522228,-0.2897271,-0.6081917,0.3184646
74,-1.1376115,-1.3857609,"('undedicated', 'dedicated')",0.4357606,0.2522601,-0.29664317,-0.5778974,0.20280428,0.26122314,-0.1989224,-0.3625438,0.1636214
82,-1.1038499,-1.1731312,"('poor', 'rich')",-0.41367692,-0.40537202,-0.42777112,-0.5556808,4.717281,4.8329515,0.6929957,0.6746919,0.0183038
33,1.1016027,1.2192594,"('wrong', 'right')",-0.21692954,-0.016905263,0.95688295,1.0785481,-0.6031005,-0.63607043,0.3096139,0.4112079,-0.101594
61,-1.1010994,-0.95609534,"('illogical', 'logical')",0.59721076,0.41306162,-0.10179813,-0.1203181,0.19490351,0.25408658,-0.1026958,-0.1023163,-0.0003795
70,-1.0986123,-1.4971077,"('lethargic', 'energetic')",0.7206834,0.19267637,-0.618873,-0.90541464,0.8908975,0.65807325,-0.0264761,-0.3879432,0.3614671
5,1.0095624,1.1280466,"('distant', 'outgoing')",-0.7459916,-0.5141573,0.30755296,0.5257355,-0.019266114,-0.016729176,0.1379644,0.2807239,-0.1427595
22,-0.99454254,-1.2064981,"('untrustworthy', 'trustworthy')",0.0120795,-0.2998469,-0.67428774,-0.8498419,-1.0014768,-1.0056505,-0.6645569,-0.8404593,0.1759024
36,0.9884647,0.91721416,"('hostile', 'amicable')",-0.7325209,-0.4226634,1.0233982,0.981761,0.118147805,0.23991297,0.3493724,0.4290562,-0.0796838
27,-0.9713211,-1.113079,"('hardhearted', 'softhearted')",-0.7512415,-0.8777593,-0.29031923,-0.42591202,1.2313163,1.1092383,-0.1953914,-0.326878,0.1314866
88,-0.93653774,-0.8254007,"('low', 'eminent')",-0.38901702,-0.24061081,-0.5154115,-0.4653531,0.38313454,0.6257199,-0.3644579,-0.2264112,-0.1380467
85,0.923171,0.9144752,"('insignificant', 'prestigious')",-0.29708657,0.010339073,1.1990572,1.0834546,1.0540861,0.99385315,0.7198069,0.7505305,-0.0307236
6,0.91859764,0.8978842,"('distant', 'open')",-0.909428,-0.6351381,0.65050745,0.71728003,0.19907537,0.32670859,0.2146881,0.3266837,-0.1119956
18,-0.8842264,-0.40430158,"('disagreeable', 'welcoming')",0.16297361,0.40339318,-0.2844044,-0.22352314,-0.84598917,-0.6393228,-0.4629116,-0.2159386,-0.246973
51,-0.8623545,-0.48093507,"('uneducated', 'educated')",0.5964338,0.6180065,-0.21240264,0.13939025,0.5609684,0.7998778,0.0206613,0.2690849,-0.2484236
56,-0.8332832,-0.9517973,"('impractical', 'practical')",-0.04699364,-0.36359772,0.38863075,0.22658305,-0.08579854,-0.08520167,-0.1443612,-0.2935034,0.1491422
4,0.8232083,0.8058163,"('disliked', 'liked')",-0.06914964,0.00660149,0.07496461,-0.015123656,-5.5007896,-5.4708414,-1.1679416,-1.1683868,0.0004452
42,0.7519974,0.78957903,"('unreliable', 'reliable')",1.2909205,1.0270926,-0.18456241,-0.247484,-2.3939574,-2.5315423,-0.1339005,-0.2405887,0.1066882
83,-0.7475233,-0.69853264,"('powerless', 'powerful')",-0.062032424,-0.15404968,-0.99407643,-0.9082475,-0.8299537,-0.631182,-0.6583965,-0.598003,-0.0603935
8,-0.70925343,-0.948807,"('unaffectionate', 'affectionate')",-0.9084238,-0.6672158,1.4815942,1.0963876,0.6782231,0.64772505,0.135535,0.0320225,0.1035125
19,0.684657,0.727551,"('inhospitable', 'hospitable')",-1.1936345,-1.1002941,0.74565816,0.71446913,0.07337586,0.1835625,0.0775141,0.1313221,-0.053808
39,-0.6647039,-0.44446295,"('exploitative', 'cooperative')",0.11796574,0.11596185,1.6437773,1.7056015,0.20060498,0.15938307,0.324411,0.3841209,-0.0597099
67,0.6608343,1.1679776,"('doubtful', 'determined')",-0.16321093,0.05752659,-0.07901393,0.4549392,-0.5107777,-0.24340798,-0.0230421,0.3592588,-0.3823009
26,-0.66073596,-0.67119706,"('hardhearted', 'benevolent')",1.1059248,1.2444255,1.0366012,0.8194105,1.8881744,1.9211638,0.8424911,0.8284507,0.0140404
79,0.6041915,0.43962836,"('wavering', 'unwavering')",-0.23174375,-0.15366821,0.30205274,0.22266078,0.22974299,0.17759807,0.2260609,0.1715547,0.0545062
59,0.5464089,0.7841764,"('foolish', 'wise')",0.3661881,0.5447624,-0.6886679,-0.30719748,0.4436538,0.46696073,0.1668957,0.3721755,-0.2052798
80,-0.50418264,-0.59981555,"('dominated', 'dominating')",0.5881457,0.28401136,-0.557464,-0.6512191,-1.3898959,-1.4182233,-0.4658492,-0.5963116,0.1304624
37,-0.47886565,-0.57817936,"('fake', 'genuine')",-0.0048244447,-0.10474574,-0.7857749,-0.79254746,0.09934676,0.21697159,-0.2925296,-0.3146252,0.0220956
2,-0.4674037,-0.24147716,"('unlikable', 'likable')",0.8408764,0.87309444,0.33422586,0.30575496,0.37481353,0.59665376,0.270628,0.3835065,-0.1128785
31,0.43920764,0.41495252,"('evil', 'good')",-1.2504398,-0.90427834,0.011154255,-0.12070499,-1.1097493,-1.0709566,-0.4774568,-0.4202468,-0.05721
68,-0.39921325,-0.24785367,"('dependent', 'independent')",-0.07046342,-0.14563715,-0.8664433,-0.58315736,-0.3519945,-0.3749602,-0.4220286,-0.3379021,-0.0841265
54,-0.38411328,-0.31698832,"('incapable', 'capable')",-0.55624974,-0.47378555,0.4985115,0.65973353,1.0268726,1.0123969,0.1462553,0.2203391,-0.0740838
15,0.38209072,0.4610567,"('boring', 'funny')",0.016305745,0.119734034,0.7444146,0.72852945,0.2994558,0.38986477,0.3605667,0.4247963,-0.0642296
25,0.38202906,0.34911516,"('egoistic', 'altruistic')",-0.40815488,-0.19782674,1.634064,1.48805,0.8682242,1.07105,0.6190406,0.6775971,-0.0585565
84,0.363036,0.43294254,"('inferior', 'superior')",1.5734568,1.4821317,1.1960733,1.254525,1.5876639,1.5598729,1.1800575,1.182368,-0.0023105
50,0.34580463,0.5469036,"('clumsy', 'skillful')",1.3591125,1.4136373,-1.1754286,-0.87520427,0.6110417,0.5543218,0.2851326,0.4099146,-0.124782
20,-0.33808404,-0.5229529,"('rough', 'thoughtful')",0.74101937,0.7399045,0.26418164,0.0048194565,1.3077255,1.3105019,0.4937106,0.3830683,0.1106423
