,jefferies_male,jefferies_female,tuple,financial_male,financial_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
1,-1.9637408,-1.8721389,"('unfriendly', 'friendly')",1.9077423,1.6810863,0.20554617,0.19839764,1.7068062,1.6461635,0.4640884,0.4133771,0.0507113
48,-1.5923685,-1.59986,"('unintelligent', 'intelligent')",-1.2897353,-1.4623696,-0.6776567,-0.7190073,0.42689255,0.46331754,-0.783217,-0.8294798,0.0462628
88,-1.5722768,-1.5171287,"('low', 'eminent')",-1.2356452,-1.270508,-1.5388391,-1.6397815,0.10300711,0.20590544,-1.0609384,-1.0553782,-0.0055602
31,-1.3205247,-1.1684158,"('evil', 'good')",0.25992858,0.2771565,-1.1928824,-1.024542,-1.2914737,-1.380407,-0.8862381,-0.8240521,-0.062186
6,-1.2248136,-1.0172564,"('distant', 'open')",0.66384816,0.6909853,-1.1111014,-1.069697,0.32492298,0.202509,-0.336786,-0.2983648,-0.0384212
26,-1.1797978,-1.0898412,"('hardhearted', 'benevolent')",1.8393085,1.6852152,0.5470893,0.4600384,1.2994839,1.0064255,0.626521,0.5154595,0.1110615
28,-1.1720611,-1.4648333,"('disloyal', 'loyal')",0.2822319,0.06654794,-0.09502954,-0.29098666,1.0787995,1.1217643,0.0234852,-0.1418769,0.1653621
15,-1.1430975,-1.1000277,"('boring', 'funny')",0.15758401,0.20607322,-1.4122939,-1.326177,0.23239765,0.16067718,-0.5413525,-0.5148636,-0.0264889
57,-1.0861801,-1.2087357,"('unimaginative', 'imaginative')",-0.4697883,-0.7393983,-0.5377345,-0.5990407,-2.8210175,-2.730166,-1.2286801,-1.3193352,0.0906551
52,-1.0742712,-1.000485,"('irrational', 'rational')",1.1775951,1.1309421,-1.1635838,-1.1015508,-0.45888054,-0.6766432,-0.3797851,-0.4119342,0.0321491
45,-1.0511515,-1.1988062,"('incompetent', 'competent')",-1.0054446,-1.0109037,-0.43623197,-0.41832942,-0.41953203,-0.28688747,-0.7280901,-0.7287317,0.0006416
43,-1.0256194,-1.2986035,"('irresponsible', 'responsible')",0.21291852,0.023311423,0.4890337,0.26497024,0.7778865,0.74695253,0.1135548,-0.0658423,0.1793971
40,-1.0152106,-0.7721976,"('stingy', 'generous')",1.7186856,1.6399863,0.9506875,1.0910542,-1.6695952,-1.3951612,-0.0038582,0.1409204,-0.1447786
29,-0.9837249,-1.072206,"('unfair', 'fair')",0.08201956,0.19904175,-0.2037694,-0.21415769,-0.7388117,-0.842317,-0.4610716,-0.4824097,0.0213381
69,0.9308603,0.8317333,"('lazy', 'industrious')",1.7304279,1.7942404,0.90508765,1.0074598,-0.64179957,-0.8466834,0.7311441,0.6966875,0.0344566
66,0.9250164,0.5646361,"('inactive', 'active')",2.0275366,1.815118,2.4527757,2.1863432,1.4046108,0.9186935,1.7024848,1.3711977,0.3312871
59,-0.8766935,-0.7951675,"('foolish', 'wise')",1.5188972,1.4697572,-1.1300043,-1.3114014,0.20196918,-0.048070975,-0.0714579,-0.1712207,0.0997628
50,0.8619121,0.78325605,"('clumsy', 'skillful')",0.82687664,0.744834,0.56688035,0.24408855,0.34478158,0.2181583,0.6501127,0.4975842,0.1525285
20,-0.8604689,-0.7735391,"('rough', 'thoughtful')",-0.10219036,-0.01579361,1.0005896,1.1148248,1.0433253,1.0832317,0.2703139,0.3521809,-0.081867
11,-0.8459751,-0.8430311,"('unhelpful', 'helpful')",-0.5943489,-0.5448427,-0.51898897,-0.6678252,2.066598,2.2211895,0.0268212,0.0413726,-0.0145514
38,-0.81353813,-0.7154744,"('untruthful', 'truthful')",1.0350484,1.0856084,-0.55627996,-0.5931746,0.1298975,0.21904483,-0.0512181,-0.000999,-0.0502191
65,-0.80550057,-1.0126296,"('insecure', 'secure')",-1.1908791,-1.4519207,0.24791175,0.09208959,-0.36766028,-0.2219682,-0.5290321,-0.6486073,0.1195752
24,-0.79964423,-0.8748287,"('dishonest', 'honest')",-0.15556625,-0.15713952,-1.1438947,-1.092905,0.69444853,1.065196,-0.3511642,-0.2649193,-0.0862449
10,-0.79882807,-1.0883352,"('unsympathetic', 'sympathetic')",-1.4798839,-1.7808523,-0.08884895,-0.25782782,0.13924515,0.26727086,-0.557079,-0.7149361,0.1578571
47,-0.7955137,-0.62566006,"('stupid', 'smart')",0.45518222,0.5772264,0.28360835,0.3077055,5.7383695,5.746244,1.4204116,1.5013789,-0.0809673
46,0.7946256,0.6200026,"('uncompetitive', 'competitive')",0.10959665,-0.11520697,2.1113575,1.9622954,-0.229069,-0.2330918,0.6966277,0.5584998,0.1381279
61,-0.75478834,-0.7969935,"('illogical', 'logical')",1.3295033,1.2495745,0.42094275,0.33866787,0.52984655,0.38300025,0.3813761,0.2935623,0.0878138
75,0.748719,0.87751275,"('meek', 'impulsive')",-0.03844365,0.12106012,-0.6644259,-0.5571209,-0.60928726,-0.50635487,-0.1408595,-0.0162257,-0.1246338
73,0.74755555,1.0470124,"('helpless', 'self-reliant')",1.5226781,1.4503636,-0.048394028,-0.14574951,-3.7652178,-3.5316737,-0.3858445,-0.2950118,-0.0908327
49,-0.7460955,-0.77323014,"('unable', 'able')",-1.4230509,-1.2721611,-0.58842266,-0.73901546,-0.18178247,-0.10122753,-0.7348378,-0.7214085,-0.0134293
44,-0.7242283,-0.9537474,"('prejudiced', 'unprejudiced')",-0.7261716,-0.7027874,-0.5212149,-0.6453,-1.7468458,-1.9676421,-0.9296151,-1.0673692,0.1377541
27,-0.7173098,-0.9172251,"('hardhearted', 'softhearted')",-0.52767885,-0.576737,-0.1776228,-0.23681885,1.6168737,1.4549977,0.0485656,-0.0689458,0.1175114
14,-0.7092271,-0.8468785,"('antisocial', 'social')",1.0848554,1.1470917,1.1982548,1.2455809,-0.838679,-0.75255924,0.183801,0.1983087,-0.0145077
36,-0.70623964,-0.72108203,"('hostile', 'amicable')",1.479917,1.2940421,-0.9595337,-1.1979868,0.10437481,-0.35160047,-0.0203704,-0.2441568,0.2237864
62,-0.6892824,-0.54995984,"('incompetent', 'brilliant')",-0.33388084,-0.18579605,0.21655521,0.34385467,0.020632839,0.6140738,-0.1964938,0.0555431,-0.2520369
32,-0.68302006,-0.82377285,"('unkind', 'kind')",-0.31584358,-0.40971658,0.5480301,0.43519467,1.1078444,1.1861323,0.1642527,0.0969594,0.0672933
85,-0.6684422,-0.5344631,"('insignificant', 'prestigious')",2.5673397,2.39323,0.2840618,0.10289897,0.24001864,-0.25330785,0.6057444,0.4270895,0.1786549
86,-0.6616674,-0.70114666,"('uninfluential', 'influential')",-0.5412788,-0.7296226,0.37063062,0.3513973,0.13675618,0.099996336,-0.1738898,-0.2448439,0.0709541
3,-0.6492156,-0.82904613,"('repellent', 'pleasant')",-1.0430744,-1.0264369,1.07685,1.0500813,0.12148907,0.2337707,-0.1234877,-0.1429078,0.0194201
37,0.63350034,0.60284245,"('fake', 'genuine')",-0.62049115,-0.70523256,-0.0032112584,0.009855376,0.4875783,0.6809635,0.1243441,0.1471072,-0.0227631
41,-0.59244615,-0.45655602,"('unforgiving', 'forgiving')",0.8057782,0.77057594,0.4885765,0.37313187,0.10059607,-0.015695788,0.2006262,0.167864,0.0327622
30,-0.5819698,-0.56698877,"('intolerant', 'tolerant')",0.009887192,-0.06674625,-0.39607888,-0.5339682,0.91160756,0.94537246,-0.0141385,-0.0555827,0.0414442
55,-0.56567097,-0.774179,"('incompetent', 'clever')",-1.4856336,-1.6569194,0.35613877,0.2414042,-0.09878799,-0.014397502,-0.4484885,-0.5510229,0.1025344
64,0.5604824,0.3677751,"('shy', 'confident')",0.64629626,0.4850487,1.6105871,1.46541,-6.5910053,-6.4458065,-0.9434099,-1.0318931,0.0884832
