,windstream_male,windstream_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
6,-3.3490868,-3.2004287,"('distant', 'open')",-1.570969,-1.5062467,0.2979523,0.264495,-1.5407012,-1.4807269,-0.0599743
5,-2.591323,-2.415128,"('distant', 'outgoing')",-1.3398035,-1.2226708,-0.45016384,-0.42305797,-1.4604301,-1.3536189,-0.1068112
1,-2.503267,-2.330697,"('unfriendly', 'friendly')",-0.686707,-0.5120782,1.2182261,1.337031,-0.6572493,-0.5019148,-0.1553345
31,-2.440155,-2.433611,"('evil', 'good')",-2.1526394,-2.098041,-1.3243145,-1.3295845,-1.9723697,-1.9537455,-0.0186242
8,-2.3550432,-2.2930152,"('unaffectionate', 'affectionate')",-1.6658543,-1.376742,0.204115,0.35984305,-1.2722608,-1.1033048,-0.168956
36,-2.141241,-2.186304,"('hostile', 'amicable')",-1.8796856,-1.8388665,0.1252957,0.09029187,-1.2985436,-1.3116261,0.0130825
60,2.1377137,2.1615481,"('inefficient', 'efficient')",1.4221957,1.3165748,-0.022561442,0.054820508,1.1791159,1.1776478,0.0014681
19,-2.0751667,-1.9217777,"('inhospitable', 'hospitable')",-1.1367205,-0.99244815,-0.24722871,-0.18074909,-1.1530387,-1.0316583,-0.1213804
80,1.9843147,1.9257752,"('dominated', 'dominating')",1.6220654,1.5015322,-1.0766778,-0.95521194,0.8432341,0.8240318,0.0192023
52,-1.9761375,-1.9988266,"('irrational', 'rational')",-1.5825545,-1.4712554,-0.56018996,-0.45684135,-1.3729607,-1.3089744,-0.0639863
76,1.9417049,1.9251883,"('anxious', 'daring')",1.6053529,1.6289787,0.45771784,0.5735109,1.3349252,1.3758926,-0.0409674
85,-1.8313469,-1.7854445,"('insignificant', 'prestigious')",-0.3810946,-0.20882651,0.28556544,0.309655,-0.642292,-0.5615387,-0.0807533
38,-1.6628063,-1.4873364,"('untruthful', 'truthful')",-1.1921895,-1.1841112,-0.41553235,-0.35661167,-1.090176,-1.0093532,-0.0808228
30,1.6295081,1.6415906,"('intolerant', 'tolerant')",1.5602611,1.5296465,1.1049198,1.1855356,1.4315631,1.4522575,-0.0206944
56,1.5761573,1.5949805,"('impractical', 'practical')",0.6165941,0.5917894,-0.32007074,-0.23431426,0.6242269,0.6508186,-0.0265917
46,1.5358454,1.3881397,"('uncompetitive', 'competitive')",2.5888991,2.3868406,-0.009414079,-0.07498745,1.3717767,1.233331,0.1384457
9,-1.5095435,-1.4565152,"('unaffectionate', 'caring')",-0.2661826,-0.13715734,0.9459017,1.004725,-0.2766081,-0.1963158,-0.0802923
65,1.4583074,1.3994122,"('insecure', 'secure')",0.86132705,0.7601511,-0.2529919,-0.239364,0.6888808,0.6400664,0.0488144
79,-1.4260497,-1.2839226,"('wavering', 'unwavering')",-1.7780719,-1.712043,-0.22667997,-0.23531528,-1.1436005,-1.0770936,-0.0665069
41,-1.4012527,-1.3474383,"('unforgiving', 'forgiving')",-0.2890688,-0.22538699,0.06242363,0.12018582,-0.5426327,-0.4842132,-0.0584195
28,-1.2797997,-1.3520101,"('disloyal', 'loyal')",-0.34314448,-0.5938113,0.6851939,0.5509861,-0.3125834,-0.4649451,0.1523617
7,1.267949,1.231573,"('insensitive', 'sensitive')",1.0876156,0.9192547,0.85248893,0.8473933,1.0693512,0.999407,0.0699442
39,1.2675483,1.2692554,"('exploitative', 'cooperative')",-0.11215934,-0.23264255,-0.21145612,-0.29207236,0.3146443,0.2481802,0.0664641
26,-1.1329803,-1.2003776,"('hardhearted', 'benevolent')",0.93331903,1.0038348,1.4918314,1.5216566,0.4307233,0.4417046,-0.0109813
4,-1.0667394,-1.0847853,"('disliked', 'liked')",-0.38196257,-0.52670157,-6.409617,-6.363479,-2.6194396,-2.658322,0.0388824
42,1.0438538,1.0967474,"('unreliable', 'reliable')",1.9333054,1.8849906,-2.331237,-2.275488,0.2153073,0.2354167,-0.0201094
35,-1.0316225,-0.8905365,"('corrupt', 'incorrupt')",-2.035914,-2.0102615,-0.3752832,-0.38633725,-1.1476065,-1.0957118,-0.0518947
2,-1.009412,-0.9695098,"('unlikable', 'likable')",1.2696496,1.3200262,0.5349241,0.58422935,0.2650539,0.3115819,-0.046528
88,-0.969999,-0.9067944,"('low', 'eminent')",-0.2867669,-0.23078537,0.03068363,0.06288558,-0.4086941,-0.3582314,-0.0504627
54,-0.9535216,-0.7901238,"('incapable', 'capable')",-0.1431556,0.036545575,0.7324894,0.7397821,-0.1213959,-0.0045987,-0.1167972
81,0.9451997,0.8698318,"('submissive', 'aggressive')",1.3082384,1.1794364,-0.7032836,-0.5892387,0.5167181,0.4866765,0.0300416
16,-0.89411044,-0.90863585,"('unpopular', 'popular')",-0.9104494,-0.90705,0.38012007,0.37787002,-0.4748133,-0.479272,0.0044587
24,-0.8717496,-0.819816,"('dishonest', 'honest')",-1.6269823,-1.6572102,0.043495137,0.024315778,-0.8184122,-0.8175701,-0.0008421
18,-0.86812043,-0.8040828,"('disagreeable', 'welcoming')",-0.3477778,-0.36869058,-0.5091051,-0.47130328,-0.5750011,-0.5480255,-0.0269756
17,-0.8594216,-0.8301976,"('nasty', 'nice')",-1.301443,-1.3182437,-0.48063314,-0.47887537,-0.8804992,-0.8757722,-0.004727
25,-0.8466321,-0.77956843,"('egoistic', 'altruistic')",0.48753378,0.5923062,1.4400786,1.5485407,0.3603268,0.4537595,-0.0934327
59,-0.79408187,-0.69936335,"('foolish', 'wise')",-0.7282365,-0.7710304,0.03643655,0.027970614,-0.4952939,-0.4808077,-0.0144862
21,0.77424955,0.7810445,"('immoral', 'moral')",0.9745333,0.89752483,-0.5728231,-0.48902658,0.3919866,0.3965143,-0.0045277
70,0.762289,0.7153046,"('lethargic', 'energetic')",1.7441591,1.5455903,1.152516,1.0565078,1.2196547,1.1058009,0.1138538
87,0.7367523,0.6513065,"('unsuccessful', 'successful')",1.016523,0.94891804,0.7631057,0.86380213,0.8387937,0.8213422,0.0174515
37,0.7275121,0.77644014,"('fake', 'genuine')",0.33932745,0.30153596,0.52482146,0.5288122,0.5305537,0.5355961,-0.0050424
50,0.690618,0.76423997,"('clumsy', 'skillful')",0.2561983,0.31661132,0.35450506,0.31229988,0.4337738,0.4643837,-0.0306099
0,-0.67840135,-0.8853288,"('unsociable', 'sociable')",0.39308515,0.2424939,-0.1906461,-0.14346409,-0.1586541,-0.2620997,0.1034456
66,-0.67270094,-0.72051924,"('inactive', 'active')",1.0275323,1.0388787,1.3709348,1.3813792,0.5752554,0.5665796,0.0086758
32,-0.6355117,-0.62580025,"('unkind', 'kind')",0.24958181,0.28549653,0.56427306,0.56840634,0.0594477,0.0760342,-0.0165865
72,-0.6270596,-0.44955724,"('unambitious', 'ambitious')",-0.30610976,-0.1443722,-1.3916165,-1.2182318,-0.7749286,-0.6040537,-0.1708749
55,0.60169375,0.44796732,"('incompetent', 'clever')",0.83687985,0.707121,0.1665662,0.2856353,0.5350466,0.4802412,0.0548054
51,-0.5721636,-0.6148945,"('uneducated', 'educated')",0.98077714,1.0092475,0.2930299,0.2962566,0.2338812,0.2302032,0.003678
67,0.56007314,0.54414773,"('doubtful', 'determined')",0.5992523,0.5916028,-0.61820513,-0.5204673,0.1803734,0.2050944,-0.024721
14,0.55546874,0.34523076,"('antisocial', 'social')",2.198572,2.0395224,-0.5296432,-0.5243252,0.7414659,0.6201427,0.1213232
47,0.5553928,0.5400515,"('stupid', 'smart')",0.57655513,0.5946144,5.5660996,5.573905,2.2326825,2.2361903,-0.0035078
61,0.54714787,0.49046808,"('illogical', 'logical')",0.5764169,0.36007833,0.30517292,0.28747082,0.4762459,0.3793391,0.0969068
64,0.54573584,0.5027679,"('shy', 'confident')",1.2850629,1.2237,-6.2771287,-6.226175,-1.48211,-1.4999022,0.0177922
77,0.5297959,0.47015125,"('unmotivated', 'motivated')",1.651642,1.5781077,-0.7182726,-0.71368676,0.4877218,0.4448574,0.0428644
84,0.5175955,0.5046748,"('inferior', 'superior')",0.094531044,0.11502095,0.9541227,0.93904054,0.5220831,0.5195788,0.0025043
68,0.51484966,0.6260336,"('dependent', 'independent')",0.080528535,0.026850974,-0.35729417,-0.28641382,0.0793613,0.1221569,-0.0427956
75,-0.5090348,-0.40918654,"('meek', 'impulsive')",-0.52308726,-0.41679907,-0.26166964,-0.27906698,-0.4312639,-0.3683509,-0.062913
23,0.48429263,0.6039652,"('insincere', 'sincere')",-0.28265113,-0.3223913,5.3632245,5.247593,1.8549554,1.8430556,0.0118998
62,0.45436582,0.51372665,"('incompetent', 'brilliant')",1.04942,0.9257157,-0.076832354,0.06084298,0.4756512,0.5000951,-0.0244439
44,-0.43895277,-0.33748725,"('prejudiced', 'unprejudiced')",-0.99290854,-0.9168569,-1.5931379,-1.5430143,-1.008333,-0.9324528,-0.0758802
71,0.4342019,0.4911652,"('diffident', 'self-confident')",0.90294856,0.9011425,0.65106565,0.7380095,0.6627387,0.7101057,-0.047367
3,0.4312286,0.3917066,"('repellent', 'pleasant')",1.3364224,1.1413711,0.5510799,0.39994234,0.7729104,0.64434,0.1285704
73,0.42826027,0.5171486,"('helpless', 'self-reliant')",-0.08107323,-0.009485893,-3.3880355,-3.3409889,-1.0136162,-0.944442,-0.0691742
33,0.41883394,0.4980594,"('wrong', 'right')",0.44258106,0.4334653,-0.5483528,-0.5295313,0.1043541,0.1339978,-0.0296437
82,-0.40209717,-0.37810367,"('poor', 'rich')",0.31317145,0.41344222,5.7879987,5.7268977,1.8996909,1.9207454,-0.0210545
53,-0.3873892,-0.31899256,"('uncreative', 'creative')",0.71229684,0.75861764,1.0546741,1.0943544,0.4598606,0.5113265,-0.0514659
