,sunoco_male,sunoco_female,tuple,inc_male,inc_female,average_male,average_female,male-female
45,-1.4819286,-1.8545219,"('incompetent', 'competent')",-0.49429402,-0.57484746,-0.9881113,-1.2146847,0.2265734
82,-1.2756205,-1.434504,"('poor', 'rich')",5.439489,5.4054165,2.0819342,1.9854562,0.096478
68,-1.1993979,-1.2687929,"('dependent', 'independent')",-0.5754572,-0.45370564,-0.8874276,-0.8612493,-0.0261783
70,-1.1314241,-1.3258145,"('lethargic', 'energetic')",0.1916573,0.26476365,-0.4698834,-0.5305254,0.060642
73,1.0985434,1.118178,"('helpless', 'self-reliant')",-2.650241,-2.8916802,-0.7758487,-0.8867511,0.1109024
39,1.093588,0.8561912,"('exploitative', 'cooperative')",0.08850499,0.091925,0.5910465,0.4740581,0.1169884
85,1.0863118,1.6420814,"('insignificant', 'prestigious')",0.95017153,1.1150517,1.0182416,1.3785665,-0.3603249
55,-1.0244703,-1.5703244,"('incompetent', 'clever')",-0.31694043,-0.3822477,-0.6707054,-0.9762861,0.3055807
57,-0.99229634,-1.2628622,"('unimaginative', 'imaginative')",-2.4277136,-2.8067002,-1.710005,-2.0347812,0.3247762
10,-0.99088365,-1.3445301,"('unsympathetic', 'sympathetic')",-0.5413553,-0.46798608,-0.7661195,-0.9062581,0.1401386
22,-0.96411324,-1.1978452,"('untrustworthy', 'trustworthy')",-1.3865443,-1.4983417,-1.1753287,-1.3480935,0.1727648
6,-0.93204075,-0.49967873,"('distant', 'open')",0.4263949,0.42727947,-0.2528229,-0.0361996,-0.2166233
8,-0.8676292,-0.58232176,"('unaffectionate', 'affectionate')",0.5429529,0.59104204,-0.1623381,0.0043601,-0.1666982
69,0.8230143,1.3154029,"('lazy', 'industrious')",-0.0509604,0.0050333813,0.3860269,0.6602181,-0.2741912
33,0.78191614,1.1600341,"('wrong', 'right')",-0.05886708,-0.06355511,0.3615245,0.5482395,-0.186715
78,-0.7732136,-0.40684232,"('nonresilient', 'resilient')",0.3264275,0.7554218,-0.2233931,0.1742897,-0.3976828
18,-0.73382765,-0.77301115,"('disagreeable', 'welcoming')",-0.41664055,-0.5676579,-0.5752341,-0.6703345,0.0951004
28,-0.70901257,-0.91675454,"('disloyal', 'loyal')",0.6168252,0.44227695,-0.0460937,-0.2372388,0.1911451
46,-0.7073123,-1.0631151,"('uncompetitive', 'competitive')",-0.8539084,-0.9027959,-0.7806103,-0.9829555,0.2023452
83,0.69102204,0.5536196,"('powerless', 'powerful')",-0.8341812,-0.86252606,-0.0715796,-0.1544532,0.0828736
2,0.66856736,0.52890694,"('unlikable', 'likable')",0.62278175,0.5097044,0.6456746,0.5193057,0.1263689
86,-0.65901446,-0.7340579,"('uninfluential', 'influential')",-0.22465625,-0.06733365,-0.4418353,-0.4006958,-0.0411395
53,-0.6445109,-0.6799303,"('uncreative', 'creative')",0.797411,0.6707423,0.07645,-0.004594,0.081044
81,-0.61670166,-1.0720584,"('submissive', 'aggressive')",-0.9070463,-1.1377561,-0.761874,-1.1049073,0.3430333
19,-0.60003966,-0.18306741,"('inhospitable', 'hospitable')",0.2840813,0.46260273,-0.1579792,0.1397677,-0.2977469
71,0.5774763,0.6947641,"('diffident', 'self-confident')",0.5527986,0.72102094,0.5651375,0.7078925,-0.142755
1,-0.56751275,-0.3801318,"('unfriendly', 'friendly')",1.9731405,1.8812125,0.7028139,0.7505403,-0.0477264
51,-0.5621915,-0.7654899,"('uneducated', 'educated')",0.57061166,0.68592775,0.0042101,-0.0397811,0.0439912
43,-0.5283786,-0.8531732,"('irresponsible', 'responsible')",0.23663607,0.29769143,-0.1458713,-0.2777409,0.1318696
5,-0.5060668,-0.15269941,"('distant', 'outgoing')",-0.14022645,-0.19780432,-0.3231466,-0.1752519,-0.1478947
41,-0.50228053,-0.5702892,"('unforgiving', 'forgiving')",-0.15101779,-0.24865925,-0.3266492,-0.4094742,0.082825
36,-0.48517108,-0.0684014,"('hostile', 'amicable')",0.32894692,0.36220336,-0.0781121,0.146901,-0.2250131
84,0.47251856,0.35629556,"('inferior', 'superior')",0.965576,0.8892073,0.7190473,0.6227514,0.0962959
87,0.45805943,0.5311605,"('unsuccessful', 'successful')",0.7744213,0.9191757,0.6162404,0.7251681,-0.1089277
24,-0.45585614,-0.5560088,"('dishonest', 'honest')",0.6437993,0.6670501,0.0939716,0.0555207,0.0384509
31,-0.44747183,0.109799385,"('evil', 'good')",-0.6898409,-0.6763101,-0.5686564,-0.2832554,-0.285401
13,-0.4264856,-0.93323773,"('impolite', 'polite')",-0.42277974,-0.55663687,-0.4246327,-0.7449373,0.3203046
56,-0.3754459,-0.75846624,"('impractical', 'practical')",-0.44178113,-0.6109535,-0.4086135,-0.6847099,0.2760964
67,0.35697028,0.37264317,"('doubtful', 'determined')",-0.27089244,-0.31883857,0.0430389,0.0269023,0.0161366
3,-0.34262413,-0.71163666,"('repellent', 'pleasant')",-0.019923251,-0.08969622,-0.1812737,-0.4006664,0.2193927
20,-0.3360747,-0.5229884,"('rough', 'thoughtful')",1.0982314,1.1987172,0.3810784,0.3378644,0.043214
49,-0.3134266,-0.5000268,"('unable', 'able')",-0.7120835,-0.72087544,-0.512755,-0.6104511,0.0976961
