,sunoco_male,sunoco_female,tuple,inc_male,inc_female,average_male,average_female,male-female
11,-0.3061675,-0.50658685,"('unhelpful', 'helpful')",1.4817132,1.4467882,0.5877728,0.4701007,0.1176721
27,-0.3058312,-0.009013489,"('hardhearted', 'softhearted')",1.5556525,1.826657,0.6249107,0.9088218,-0.2839111
16,0.3024585,0.5691074,"('unpopular', 'popular')",0.62907565,0.5860467,0.4657671,0.5775771,-0.11181
61,-0.2931902,-0.42681316,"('illogical', 'logical')",-0.011205355,0.10063141,-0.1521978,-0.1630909,0.0108931
63,-0.29244247,-0.15881713,"('unperceptive', 'insightful')",0.7115247,0.9874958,0.2095411,0.4143393,-0.2047982
29,-0.29015338,-0.30605435,"('unfair', 'fair')",-0.5232274,-0.5127128,-0.4066904,-0.4093836,0.0026932
0,-0.28168917,-0.75142705,"('unsociable', 'sociable')",-0.7377142,-0.8895441,-0.5097017,-0.8204856,0.3107839
48,0.27626863,0.08792825,"('unintelligent', 'intelligent')",0.57087946,0.58376485,0.423574,0.3358465,0.0877275
65,-0.26998073,-0.8779941,"('insecure', 'secure')",-0.9665956,-1.0549686,-0.6182882,-0.9664813,0.3481931
30,0.2694693,-0.34602317,"('intolerant', 'tolerant')",1.0309153,0.7238635,0.6501923,0.1889202,0.4612721
7,-0.2580093,-0.45156255,"('insensitive', 'sensitive')",0.51871777,0.56594324,0.1303542,0.0571903,0.0731639
37,-0.24680832,-0.089355096,"('fake', 'genuine')",0.26461223,0.29896608,0.008902,0.1048055,-0.0959035
54,-0.22398317,-0.0060411617,"('incapable', 'capable')",0.9653458,0.9510353,0.3706813,0.4724971,-0.1018158
64,-0.2128799,-0.37321645,"('shy', 'confident')",-6.304038,-6.5564704,-3.2584591,-3.4648435,0.2063844
77,-0.20021337,-0.34041363,"('unmotivated', 'motivated')",-1.0332909,-0.994486,-0.6167521,-0.6674498,0.0506977
60,0.19518085,-0.3817186,"('inefficient', 'efficient')",-0.3184991,-0.34162644,-0.0616591,-0.3616725,0.3000134
15,-0.19260964,-0.054028567,"('boring', 'funny')",0.5680001,0.41684726,0.1876952,0.1814093,0.0062859
21,-0.18684065,-0.49027497,"('immoral', 'moral')",-0.96603507,-0.94282645,-0.5764378,-0.7165507,0.1401129
79,-0.18665305,0.35447472,"('wavering', 'unwavering')",0.19430204,0.38145977,0.0038245,0.3679672,-0.3641427
26,0.18393722,0.15912041,"('hardhearted', 'benevolent')",1.7043118,1.8247063,0.9441245,0.9919134,-0.0477889
42,-0.18251766,-0.18509296,"('unreliable', 'reliable')",-3.055561,-3.0576055,-1.6190394,-1.6213492,0.0023098
23,-0.17462364,-0.4536937,"('insincere', 'sincere')",5.0169587,5.167319,2.4211676,2.3568125,0.0643551
76,0.16851687,-0.17899968,"('anxious', 'daring')",0.026778359,-0.047643907,0.0976476,-0.1133218,0.2109694
12,0.16727722,0.28629494,"('unsupportive', 'supportive')",-1.6921778,-1.5390996,-0.7624503,-0.6264023,-0.136048
72,0.16661018,0.25409785,"('unambitious', 'ambitious')",-0.9017295,-0.8061466,-0.3675597,-0.2760244,-0.0915353
66,0.15069197,0.47901407,"('inactive', 'active')",1.3170223,1.4577324,0.7338572,0.9683732,-0.234516
44,-0.14741619,-0.18855944,"('prejudiced', 'unprejudiced')",-1.5572572,-1.6486864,-0.8523367,-0.9186229,0.0662862
62,-0.14030127,-0.5199801,"('incompetent', 'brilliant')",0.1585656,0.05003258,0.0091322,-0.2349737,0.2441059
4,0.1397636,0.2850615,"('disliked', 'liked')",-5.7635736,-6.0795794,-2.8119049,-2.897259,0.0853541
17,-0.139383,-0.02793857,"('nasty', 'nice')",-0.33146182,-0.22634009,-0.2354224,-0.1271393,-0.1082831
25,-0.13583586,0.13141485,"('egoistic', 'altruistic')",1.4067371,1.4599836,0.6354506,0.7956992,-0.1602486
14,-0.12980472,-0.92504007,"('antisocial', 'social')",-0.7382662,-0.97108036,-0.4340355,-0.9480602,0.5140247
47,-0.12476929,-0.50490814,"('stupid', 'smart')",4.7194767,4.5988574,2.2973537,2.0469747,0.250379
32,-0.12243241,-0.24337333,"('unkind', 'kind')",0.4976615,0.5073529,0.1876145,0.1319898,0.0556247
59,-0.10942623,-0.006400943,"('foolish', 'wise')",0.49130058,0.37628454,0.1909372,0.1849418,0.0059954
50,0.09852294,0.4558131,"('clumsy', 'skillful')",0.3321764,0.4693748,0.2153497,0.462594,-0.2472443
9,-0.092118666,0.10749974,"('unaffectionate', 'caring')",0.93978405,0.9764046,0.4238327,0.5419522,-0.1181195
74,0.086896494,0.07874018,"('undedicated', 'dedicated')",-0.13237086,-0.027692651,-0.0227372,0.0255238,-0.048261
75,-0.07968648,0.17411038,"('meek', 'impulsive')",-0.019881673,-0.16617757,-0.0497841,0.0039664,-0.0537505
38,-0.07929191,0.041692644,"('untruthful', 'truthful')",0.11380668,0.19056648,0.0172574,0.1161296,-0.0988722
88,-0.07847274,-0.100245565,"('low', 'eminent')",0.17092413,0.122771755,0.0462257,0.0112631,0.0349626
52,-0.07222371,0.10382255,"('irrational', 'rational')",0.15679915,0.14400074,0.0422877,0.1239116,-0.0816239
34,0.059317857,0.14003378,"('mean', 'honorable')",5.4677477,5.621557,2.7635329,2.8807955,-0.1172626
80,0.049853377,-0.1521298,"('dominated', 'dominating')",-1.2235931,-1.0785995,-0.5868699,-0.6153646,0.0284947
58,0.018196994,0.11796134,"('undiscriminating', 'discriminating')",0.14113481,0.20699728,0.0796659,0.1624793,-0.0828134
40,0.014804114,-0.074176505,"('stingy', 'generous')",-1.2509909,-1.4570754,-0.6180934,-0.765626,0.1475326
35,0.0066164955,0.524902,"('corrupt', 'incorrupt')",0.3374449,0.42103678,0.1720307,0.4729694,-0.3009387
