,pfizer_male,pfizer_female,tuple,inc_male,inc_female,average_male,average_female,male-female
10,-3.596348,-3.9582648,"('unsympathetic', 'sympathetic')",-0.41109115,-0.8722718,-2.0037196,-2.4152684,0.4115488
85,2.8155894,3.0290956,"('insignificant', 'prestigious')",0.95062625,1.3223077,1.8831079,2.1757016,-0.2925937
46,-2.7358391,-3.0931165,"('uncompetitive', 'competitive')",-0.92034334,-1.2061076,-1.8280913,-2.1496119,0.3215206
35,2.6946628,2.972725,"('corrupt', 'incorrupt')",0.02461815,0.2577388,1.3596405,1.6152319,-0.2555914
11,-2.4265563,-2.6161659,"('unhelpful', 'helpful')",1.6392629,1.5197685,-0.3936467,-0.5481987,0.154552
69,2.3005908,2.659668,"('lazy', 'industrious')",-0.69441974,-0.37248194,0.8030855,1.1435931,-0.3405076
13,-2.2055933,-2.2847373,"('impolite', 'polite')",-0.44947755,-0.6138315,-1.3275354,-1.4492844,0.121749
45,-2.1587815,-2.5419204,"('incompetent', 'competent')",-0.06296292,-0.73380244,-1.1108723,-1.6378615,0.5269892
70,-2.1559777,-2.3111413,"('lethargic', 'energetic')",0.76773137,0.23003401,-0.6941231,-1.0405536,0.3464305
43,-2.087603,-2.1343722,"('irresponsible', 'responsible')",0.79064596,0.6121695,-0.6484786,-0.7611014,0.1126228
0,-2.0719776,-2.215814,"('unsociable', 'sociable')",-0.5799759,-0.7523419,-1.3259767,-1.484078,0.1581013
23,-2.0619164,-2.2690656,"('insincere', 'sincere')",6.149364,5.8229914,2.0437238,1.7769629,0.2667609
57,-2.04211,-2.2535863,"('unimaginative', 'imaginative')",-2.5195954,-2.7361178,-2.2808528,-2.4948521,0.2139993
3,-1.973313,-1.9537011,"('repellent', 'pleasant')",0.12053685,-0.11783099,-0.9263881,-1.0357661,0.109378
65,-1.9388607,-2.1893618,"('insecure', 'secure')",-0.46571833,-0.52212936,-1.2022895,-1.3557456,0.1534561
60,-1.8296708,-1.9092768,"('inefficient', 'efficient')",-0.006374458,0.031486697,-0.9180226,-0.938895,0.0208724
21,-1.8275285,-1.942456,"('immoral', 'moral')",-1.0992966,-1.2396033,-1.4634125,-1.5910296,0.1276171
30,-1.8236616,-1.9731601,"('intolerant', 'tolerant')",0.8349247,0.8465083,-0.4943684,-0.5633259,0.0689575
55,-1.7634649,-2.0283492,"('incompetent', 'clever')",0.03081138,-0.13492185,-0.8663267,-1.0816355,0.2153088
81,-1.7533863,-1.8926224,"('submissive', 'aggressive')",-1.093131,-1.0812162,-1.4232585,-1.4869193,0.0636608
86,-1.7121042,-1.946982,"('uninfluential', 'influential')",0.09050401,-0.28863207,-0.8108001,-1.117807,0.3070069
63,-1.7028298,-1.9288331,"('unperceptive', 'insightful')",1.1991646,0.94637305,-0.2518326,-0.49123,0.2393974
6,1.6613419,1.9981152,"('distant', 'open')",0.86183316,0.943298,1.2615875,1.4707066,-0.2091191
14,-1.6343077,-1.8597615,"('antisocial', 'social')",-0.6159917,-0.9541636,-1.1251497,-1.4069625,0.2818128
22,-1.6131601,-1.7717849,"('untrustworthy', 'trustworthy')",-0.9178136,-1.1734866,-1.2654868,-1.4726357,0.2071489
56,-1.5665438,-1.8024207,"('impractical', 'practical')",-0.51888376,-0.7447652,-1.0427138,-1.2735929,0.2308791
59,1.5175166,1.7889704,"('foolish', 'wise')",0.3265712,0.58441097,0.9220439,1.1866907,-0.2646468
25,1.5088984,1.7030025,"('egoistic', 'altruistic')",1.6508356,1.9337732,1.579867,1.8183877,-0.2385207
7,-1.5013677,-1.6298587,"('insensitive', 'sensitive')",1.3048978,0.7425784,-0.098235,-0.4436402,0.3454052
36,1.4863559,1.6956676,"('hostile', 'amicable')",0.41959453,0.43069038,0.9529752,1.063179,-0.1102038
73,1.4739695,1.556567,"('helpless', 'self-reliant')",-2.7662003,-2.6553578,-0.6461154,-0.5493954,-0.09672
24,-1.4443057,-1.6452191,"('dishonest', 'honest')",0.85475206,0.66695386,-0.2947768,-0.4891326,0.1943558
51,-1.421341,-1.4791706,"('uneducated', 'educated')",0.9464079,0.7093866,-0.2374665,-0.384892,0.1474255
62,-1.3862842,-1.6300014,"('incompetent', 'brilliant')",0.30816773,0.16388322,-0.5390583,-0.7330591,0.1940008
5,1.3262647,1.7014635,"('distant', 'outgoing')",0.2071524,0.42871526,0.7667086,1.0650893,-0.2983807
41,-1.2935575,-1.2310398,"('unforgiving', 'forgiving')",0.057016052,-0.25775233,-0.6182708,-0.744396,0.1261252
52,1.2883239,1.2875248,"('irrational', 'rational')",0.18254003,0.23167971,0.735432,0.7596022,-0.0241702
82,-1.2596136,-1.4902841,"('poor', 'rich')",6.386659,6.140938,2.5635228,2.3253269,0.2381959
31,1.1926594,1.4455619,"('evil', 'good')",-0.6621896,-0.67923003,0.2652349,0.3831659,-0.117931
12,-1.168701,-1.1736944,"('unsupportive', 'supportive')",-1.6324298,-1.633797,-1.4005654,-1.4037457,0.0031803
38,-1.1610626,-1.3368132,"('untruthful', 'truthful')",-0.0712363,-0.014410163,-0.6161494,-0.6756117,0.0594623
42,-1.0774425,-1.0377444,"('unreliable', 'reliable')",-3.0724945,-3.109666,-2.0749686,-2.0737052,-0.0012634
