,pinnacle_male,pinnacle_female,tuple,west_male,west_female,capital_male,capital_female,corp_male,corp_female,average_male,average_female,male-female
37,1.9423181,1.8711784,"('fake', 'genuine')",0.5231102,0.653939,-1.3541436,-1.2710615,0.17438427,0.31259724,0.3214172,0.3916633,-0.0702461
72,1.9171214,1.9059054,"('unambitious', 'ambitious')",0.43311566,0.34075496,0.90641963,0.8298441,-0.3925705,-0.39718604,0.7160215,0.6698295,0.046192
32,1.803444,1.5875177,"('unkind', 'kind')",0.55435383,0.52884525,-0.22301657,-0.18269739,0.9694631,1.12166,0.7760611,0.7638314,0.0122297
3,1.7677795,1.6125007,"('repellent', 'pleasant')",0.26687542,0.20795862,-0.30705506,-0.31532082,0.9223161,0.77819484,0.662479,0.5708333,0.0916457
39,1.7216177,1.4947964,"('exploitative', 'cooperative')",2.2473326,2.0440469,0.6672481,0.49454796,0.05048287,0.012862932,1.1716703,1.0115635,0.1601068
42,1.6408722,1.2041651,"('unreliable', 'reliable')",1.9069014,1.9076179,1.4050992,1.3886228,-2.4994435,-2.57843,0.6133573,0.480494,0.1328633
61,1.578187,1.5035291,"('illogical', 'logical')",0.80767936,0.7388856,0.79351854,0.79549414,0.5941348,0.52649164,0.9433799,0.8911001,0.0522798
64,1.5336776,1.3451452,"('shy', 'confident')",0.34231067,0.4383706,0.971561,0.8644161,-6.5852566,-6.725172,-0.9344268,-1.01931,0.0848832
29,-1.4958804,-1.603571,"('unfair', 'fair')",0.5068427,0.5263271,-0.1565405,-0.07323974,-0.47456124,-0.34666225,-0.4050348,-0.3742865,-0.0307483
17,-1.4868902,-1.363762,"('nasty', 'nice')",-0.43629795,-0.47169906,-0.5003845,-0.4811846,-0.8446365,-0.87324035,-0.8170523,-0.7974715,-0.0195808
33,-1.4761443,-1.3804374,"('wrong', 'right')",0.9030104,1.1130745,1.5661803,1.7325941,-0.93643075,-0.97656804,0.0141539,0.1221658,-0.1080119
28,1.28128,1.0649972,"('disloyal', 'loyal')",0.27576026,0.3184435,0.1925813,0.13059333,0.9514171,1.0175252,0.6752597,0.6328898,0.0423699
50,-1.250879,-1.2190756,"('clumsy', 'skillful')",0.9889627,1.0517042,1.399955,1.4633044,0.49560428,0.5557056,0.4084107,0.4629096,-0.0544989
68,1.1872753,0.9452661,"('dependent', 'independent')",0.30110112,0.31400928,-1.1266087,-1.2210034,-0.792549,-0.8639709,-0.1076953,-0.2064247,0.0987294
87,1.148624,0.827985,"('unsuccessful', 'successful')",1.1396129,0.96906906,1.6228391,1.3371277,0.9951534,0.819599,1.2265574,0.9884452,0.2381122
15,-1.131904,-0.9946575,"('boring', 'funny')",0.47685194,0.49411252,-0.07260577,-0.16079146,-0.4507431,-0.49008143,-0.2946002,-0.2878545,-0.0067457
54,-1.1162714,-1.1297972,"('incapable', 'capable')",0.15138993,0.11872377,1.6245642,1.6222596,0.63528466,0.7479967,0.3237419,0.3397957,-0.0160538
53,1.0461824,1.0070233,"('uncreative', 'creative')",0.5998212,0.45591474,1.1914706,1.1034212,0.67524004,0.65735155,0.8781786,0.8059277,0.0722509
34,0.89371926,1.0128422,"('mean', 'honorable')",0.37051117,0.27210152,0.3216121,0.2545604,5.9917035,6.032784,1.8943865,1.893072,0.0013145
66,-0.8733762,-0.9077952,"('inactive', 'active')",0.6564161,0.58729166,1.946589,1.8534917,0.9256023,0.8178926,0.6638078,0.5877202,0.0760876
83,0.857782,0.84078157,"('powerless', 'powerful')",-0.18732142,-0.08975907,1.6881616,1.6829147,-0.56534594,-0.68036586,0.448319,0.4383929,0.0099261
18,-0.83148795,-0.89331657,"('disagreeable', 'welcoming')",0.18779963,0.115090385,0.47834027,0.4988634,-0.72271127,-0.6677125,-0.2220148,-0.2367688,0.014754
78,0.77747035,0.8161197,"('nonresilient', 'resilient')",0.03344339,-0.065149195,1.3293536,1.204959,1.0342946,0.8817417,0.7936405,0.7094178,0.0842227
27,-0.7399851,-0.8004842,"('hardhearted', 'softhearted')",-0.4970081,-0.7033669,0.20775071,0.08012336,1.1137081,1.068605,0.0211164,-0.0887807,0.1098971
58,0.70484805,0.5340942,"('undiscriminating', 'discriminating')",0.6589392,0.517219,0.6471797,0.49943125,-0.0038925083,-0.062580265,0.5017686,0.372041,0.1297276
38,-0.63237035,-0.4939126,"('untruthful', 'truthful')",0.21624283,0.4952252,-0.086689934,0.0699043,-0.33641225,-0.113040246,-0.2098074,-0.0104558,-0.1993516
82,0.5882296,0.7879652,"('poor', 'rich')",0.2544356,0.2799282,0.03954925,0.01828483,6.837088,7.032822,1.9298257,2.0297501,-0.0999244
71,-0.5681653,-0.6313545,"('diffident', 'self-confident')",1.1453255,0.90350556,1.3867937,1.1608632,0.63065493,0.5020263,0.6486522,0.4837601,0.1648921
2,0.5396141,0.43564123,"('unlikable', 'likable')",0.9899859,0.87218505,2.2450442,2.22311,0.492243,0.60789824,1.0667218,1.0347086,0.0320132
20,0.48606315,0.3170141,"('rough', 'thoughtful')",-0.33207047,-0.510545,0.7822439,0.6746655,0.69797105,0.63340396,0.4085519,0.2786346,0.1299173
73,-0.3833615,-0.4006166,"('helpless', 'self-reliant')",0.72026455,0.769966,0.6081091,0.5867009,-3.925513,-4.008282,-0.7451252,-0.7630579,0.0179327
9,-0.37391463,-0.26382774,"('unaffectionate', 'caring')",-0.3642673,-0.24942458,0.8067609,0.8495227,1.1414002,1.33775,0.3024948,0.4185051,-0.1160103
40,0.30372056,0.14109951,"('stingy', 'generous')",-0.16694938,-0.058265507,0.74017966,0.6020494,-2.5314665,-2.6311662,-0.4136289,-0.4865707,0.0729418
84,0.29719397,0.3993118,"('inferior', 'superior')",-0.03717488,0.07428578,0.5470545,0.5778575,0.44931397,0.6559203,0.3140969,0.4268438,-0.1127469
41,0.19982663,0.038047682,"('unforgiving', 'forgiving')",-0.09417309,-0.10546194,0.150909,0.2279891,-0.546504,-0.4450647,-0.0724854,-0.0711225,-0.0013629
67,0.16635942,0.16020432,"('doubtful', 'determined')",0.514906,0.61076635,0.69351965,0.93883574,-0.48267925,-0.19356817,0.2230265,0.3790596,-0.1560331
88,0.15875414,0.22695029,"('low', 'eminent')",-0.81832594,-0.87943673,-0.45859683,-0.37549368,-0.5116412,-0.3935678,-0.4074525,-0.355387,-0.0520655
47,0.031856515,0.17938547,"('stupid', 'smart')",0.3363747,0.4047046,0.41995192,0.5141942,5.7707424,5.9948406,1.6397314,1.7732812,-0.1335498
49,-0.028415576,-0.17671931,"('unable', 'able')",-0.43055126,-0.5738597,-0.431576,-0.5636687,0.034497526,-0.12771256,-0.2140113,-0.3604901,0.1464788
