,ralph_male,ralph_female,tuple,lauren_male,lauren_female,corp_male,corp_female,average_male,average_female,male-female
10,-2.4125729,-1.9967244,"('unsympathetic', 'sympathetic')",-1.2181563,-1.2097918,-0.20723368,0.22868027,-1.279321,-0.992612,-0.286709
65,-2.2560472,-2.2759213,"('insecure', 'secure')",-1.4361465,-1.7864051,0.32857555,0.4833726,-1.121206,-1.1929846,0.0717786
81,-2.073042,-2.3026202,"('submissive', 'aggressive')",-1.214969,-1.642021,-0.8822143,-0.42829832,-1.390075,-1.4576465,0.0675715
0,-1.8976783,-1.631745,"('unsociable', 'sociable')",-0.41099793,-0.5249103,-0.35398212,-0.22708061,-0.8875528,-0.7945786,-0.0929742
86,-1.6865208,-1.4092668,"('uninfluential', 'influential')",-1.1733111,-1.1887169,-0.17105196,0.09951824,-1.0102946,-0.8328218,-0.1774728
14,-1.6531146,-1.3136274,"('antisocial', 'social')",-0.060698844,-0.26012015,-0.44185716,-0.31444252,-0.7185569,-0.6293967,-0.0891602
28,-1.5272474,-1.4826007,"('disloyal', 'loyal')",-0.44967803,-0.60672843,1.2360845,1.1868559,-0.246947,-0.3008244,0.0538774
73,1.4307674,1.4532355,"('helpless', 'self-reliant')",0.44889423,0.53371745,-3.353815,-3.4485018,-0.4913845,-0.4871829,-0.0042016
48,-1.4197569,-1.4213116,"('unintelligent', 'intelligent')",-0.3603186,-0.5352115,0.5693393,0.7563716,-0.4035788,-0.4000505,-0.0035283
85,1.3667803,1.4644083,"('insignificant', 'prestigious')",1.0381728,1.5673454,-0.8955373,-1.0960529,0.5031385,0.6452336,-0.1420951
3,-1.3313391,-1.3693732,"('repellent', 'pleasant')",-1.223596,-1.3342481,1.0300726,1.010147,-0.5082875,-0.5644915,0.056204
46,-1.320543,-1.2917991,"('uncompetitive', 'competitive')",-0.7829754,-1.0190704,-0.82455134,-0.58081925,-0.9760233,-0.9638963,-0.012127
61,-1.3200476,-1.2163452,"('illogical', 'logical')",-0.9059189,-1.0165352,0.59252733,0.6468827,-0.5444797,-0.5286659,-0.0158138
75,1.3033522,1.0189894,"('meek', 'impulsive')",-1.002716,-1.0265813,-1.0613474,-1.1531168,-0.2535704,-0.3869029,0.1333325
87,1.2723501,1.0428998,"('unsuccessful', 'successful')",0.5646867,0.3923622,1.0673368,1.171464,0.9681245,0.8689087,0.0992158
55,-1.2716734,-0.9948225,"('incompetent', 'clever')",-0.7967024,-1.0260192,0.48254287,0.8397486,-0.528611,-0.3936977,-0.1349133
45,-1.2382791,-0.9754242,"('incompetent', 'competent')",-0.93205947,-0.9822787,-0.2849909,-0.23004885,-0.8184431,-0.7292506,-0.0891925
21,-1.2260742,-1.1690915,"('immoral', 'moral')",-0.5472525,-0.7616823,-0.43561196,-0.11465864,-0.7363129,-0.6818108,-0.0545021
69,1.2186728,1.4111514,"('lazy', 'industrious')",0.99598193,1.2924329,-1.5303386,-1.7828429,0.2281053,0.3069138,-0.0788085
77,-1.2160151,-1.2641724,"('unmotivated', 'motivated')",-0.86879665,-0.982271,-0.95575327,-0.8898864,-1.0135217,-1.0454433,0.0319216
67,1.2085755,1.2628475,"('doubtful', 'determined')",0.07199645,-0.032233536,-0.9425926,-0.91693443,0.1126598,0.1045598,0.0081
24,-1.1991262,-0.787774,"('dishonest', 'honest')",-0.5832745,-0.8956603,0.5561122,0.58443123,-0.4087629,-0.3663344,-0.0424285
7,-1.1780436,-1.0178862,"('insensitive', 'sensitive')",-0.9383268,-0.9894017,0.7622264,0.9310082,-0.4513814,-0.3587599,-0.0926215
57,-1.1514592,-0.95128965,"('unimaginative', 'imaginative')",-0.77106935,-0.7238207,-3.4470413,-3.1627865,-1.7898566,-1.6126323,-0.1772243
30,-1.1411363,-1.0384197,"('intolerant', 'tolerant')",-0.42722574,-0.6480311,0.22113119,0.33574066,-0.4490769,-0.4502367,0.0011598
11,-1.1241316,-1.2566335,"('unhelpful', 'helpful')",-0.47088143,-0.7920406,1.9504517,2.0492558,0.1184796,0.0001939,0.1182857
44,1.1095563,0.9538004,"('prejudiced', 'unprejudiced')",-0.1399893,-0.13715436,-1.5833117,-1.5317266,-0.2045816,-0.2383602,0.0337786
64,-1.1005185,-1.0940236,"('shy', 'confident')",-1.16527,-1.2942704,-7.1665635,-7.0301027,-3.1441174,-3.1394656,-0.0046518
60,-1.0901886,-1.0177889,"('inefficient', 'efficient')",-0.016662853,-0.573343,0.30803195,0.39727467,-0.2662732,-0.3979524,0.1316792
16,1.061514,1.0520649,"('unpopular', 'popular')",-0.30973673,-0.10517466,0.12114849,-0.040563423,0.2909753,0.3021089,-0.0111336
13,-1.0359968,-0.9590259,"('impolite', 'polite')",-0.6677172,-0.95768094,-0.43344158,-0.18539616,-0.7123852,-0.700701,-0.0116842
26,-0.9933879,-0.44353187,"('hardhearted', 'benevolent')",0.9129498,1.2253922,0.9619444,1.0428206,0.2938354,0.608227,-0.3143916
79,0.97417784,0.99653095,"('wavering', 'unwavering')",0.73902965,1.1279398,-0.26109236,-0.3849062,0.4840384,0.5798548,-0.0958164
50,0.9725061,0.9851228,"('clumsy', 'skillful')",0.23134811,0.3864223,0.18639329,0.2435531,0.4634158,0.5383661,-0.0749503
53,-0.92178345,-0.8138945,"('uncreative', 'creative')",-0.006890118,0.09827119,0.072509035,0.046648286,-0.2853882,-0.2229917,-0.0623965
59,0.91382235,0.9578309,"('foolish', 'wise')",-0.091940954,0.017790556,-0.15934014,-0.37045896,0.2208471,0.2017208,0.0191263
22,-0.8875913,-0.680816,"('untrustworthy', 'trustworthy')",-0.7411131,-0.9093491,-0.8794958,-0.65773314,-0.8360667,-0.7492994,-0.0867673
68,-0.87975067,-1.0787975,"('dependent', 'independent')",-1.6466482,-1.75506,-0.5075078,-0.5464777,-1.0113022,-1.1267784,0.1154762
35,0.8777893,0.9119488,"('corrupt', 'incorrupt')",0.4187734,0.61387587,-0.81808186,-1.0855161,0.1594936,0.1467695,0.0127241
70,-0.8300939,-0.72294515,"('lethargic', 'energetic')",-0.9823788,-1.0380015,0.487027,0.71873343,-0.4418152,-0.3474044,-0.0944108
43,-0.7908283,-0.46652195,"('irresponsible', 'responsible')",0.10357675,-0.048709676,0.45199764,0.5529963,-0.078418,0.0125882,-0.0910062
5,0.7881977,0.9365281,"('distant', 'outgoing')",1.1141886,1.5948793,-0.6093644,-0.87233466,0.4310073,0.5530242,-0.1220169
82,-0.7870202,-0.93830276,"('poor', 'rich')",-0.68745595,-0.9023426,6.876615,6.9708104,1.8007129,1.710055,0.0906579
41,-0.76924884,-0.26743567,"('unforgiving', 'forgiving')",0.19504966,0.19623592,-0.5607834,-0.7148166,-0.3783275,-0.2620054,-0.1163221
