,dover_male,dover_female,tuple,corp_male,corp_female,average_male,average_female,male-female
16,-2.390686,-2.2968862,"('unpopular', 'popular')",0.10841769,0.19234551,-1.1411341,-1.0522703,-0.0888638
75,-2.0455387,-2.0454147,"('meek', 'impulsive')",-0.9116397,-0.94217545,-1.4785892,-1.493795,0.0152058
60,2.04303,1.8753505,"('inefficient', 'efficient')",0.3573883,0.6174071,1.2002091,1.2463788,-0.0461697
14,1.9268801,1.7560601,"('antisocial', 'social')",0.05547349,-0.05779332,0.9911768,0.8491334,0.1420434
31,-1.9027693,-1.6349452,"('evil', 'good')",-1.3002142,-1.5440694,-1.6014917,-1.5895073,-0.0119844
59,-1.8794416,-1.610544,"('foolish', 'wise')",-0.0644307,0.21979102,-0.9719362,-0.6953765,-0.2765597
19,-1.7152994,-1.4622544,"('inhospitable', 'hospitable')",-0.708745,-0.49462017,-1.2120222,-0.9784373,-0.2335849
24,1.7046322,1.6784244,"('dishonest', 'honest')",0.8491999,1.0261704,1.276916,1.3522973,-0.0753813
76,1.6955087,1.5228778,"('anxious', 'daring')",0.08567259,0.24434866,0.8905907,0.8836132,0.0069775
52,-1.6476976,-1.4752878,"('irrational', 'rational')",-0.3409636,-0.36644924,-0.9943306,-0.9208685,-0.0734621
4,-1.6474288,-1.3514521,"('disliked', 'liked')",-7.309764,-7.718142,-4.4785962,-4.5347972,0.056201
62,1.6412718,1.6244632,"('incompetent', 'brilliant')",0.75571215,1.0751216,1.1984921,1.3497925,-0.1513004
39,1.6219254,1.6325319,"('exploitative', 'cooperative')",0.16387683,0.2391297,0.8929011,0.9358308,-0.0429297
10,1.5282524,1.3590544,"('unsympathetic', 'sympathetic')",-0.1499912,0.0036563221,0.6891306,0.6813554,0.0077752
56,1.4904877,1.4458233,"('impractical', 'practical')",-0.2531965,0.009755097,0.6186456,0.7277892,-0.1091436
50,-1.4575386,-1.5115832,"('clumsy', 'skillful')",-0.18672723,-0.04816205,-0.8221329,-0.7798727,-0.0422602
85,-1.4034408,-1.1823869,"('insignificant', 'prestigious')",-0.6490702,-0.8870877,-1.0262555,-1.0347373,0.0084818
61,1.4016069,1.3849087,"('illogical', 'logical')",0.6148579,0.6537419,1.0082324,1.0193253,-0.0110929
30,1.3563898,1.1928905,"('intolerant', 'tolerant')",0.90888715,0.8943266,1.1326385,1.0436085,0.08903
35,-1.2392682,-0.85642797,"('corrupt', 'incorrupt')",-0.7398595,-0.82037264,-0.9895638,-0.8384003,-0.1511635
13,1.2375772,1.174121,"('impolite', 'polite')",-0.44942924,-0.23312259,0.394074,0.4704992,-0.0764252
23,1.2106051,1.181575,"('insincere', 'sincere')",5.9071426,6.4414134,3.5588739,3.8114941,-0.2526202
65,1.1970636,0.95724195,"('insecure', 'secure')",-0.17713255,-0.033244845,0.5099655,0.4619986,0.0479669
21,1.1866242,0.9149951,"('immoral', 'moral')",0.116732195,0.15762174,0.6516782,0.5363084,0.1153698
72,1.1462725,1.1892862,"('unambitious', 'ambitious')",-0.47030163,-0.2733145,0.3379855,0.4579859,-0.1200004
79,-1.073998,-1.0099943,"('wavering', 'unwavering')",-0.56981194,-0.49031508,-0.821905,-0.7501547,-0.0717503
29,-1.0680288,-0.880966,"('unfair', 'fair')",-0.35867706,-0.36787623,-0.7133529,-0.6244211,-0.0889318
44,-1.0385524,-1.2389956,"('prejudiced', 'unprejudiced')",-1.3501593,-1.5594472,-1.1943558,-1.3992214,0.2048656
69,-1.0239743,-0.92992795,"('lazy', 'industrious')",-0.7172326,-0.95821667,-0.8706034,-0.9440723,0.0734689
55,0.98908764,0.8458353,"('incompetent', 'clever')",0.47779784,0.5123195,0.7334427,0.6790774,0.0543653
81,0.96568274,0.48056027,"('submissive', 'aggressive')",-0.12426091,-0.11407456,0.4207109,0.1832429,0.237468
5,-0.90373224,-0.6798591,"('distant', 'outgoing')",-0.6424509,-0.56493485,-0.7730916,-0.6223969,-0.1506947
68,-0.86102486,-0.8900759,"('dependent', 'independent')",-0.81448734,-0.6152187,-0.8377561,-0.7526473,-0.0851088
48,0.79466486,0.6961894,"('unintelligent', 'intelligent')",0.8358452,0.85594094,0.815255,0.7760652,0.0391898
46,0.7626661,0.3755908,"('uncompetitive', 'competitive')",-0.523023,-0.4925203,0.1198215,-0.0584648,0.1782863
80,0.73766166,0.66609365,"('dominated', 'dominating')",-0.65016013,-0.53014636,0.0437508,0.0679736,-0.0242228
22,0.73201805,0.71289515,"('untrustworthy', 'trustworthy')",-0.98721015,-0.82807946,-0.1275961,-0.0575922,-0.0700039
