,dover_male,dover_female,tuple,corp_male,corp_female,average_male,average_female,male-female
25,0.6957496,0.895386,"('egoistic', 'altruistic')",1.3057356,1.0530843,1.0007426,0.9742351,0.0265075
84,0.6860089,0.6108305,"('inferior', 'superior')",0.7214582,0.8437321,0.7037336,0.7272813,-0.0235477
0,0.6794213,0.5606071,"('unsociable', 'sociable')",-0.08187154,-0.048870344,0.2987749,0.2558684,0.0429065
36,-0.6596932,-0.588941,"('hostile', 'amicable')",-0.37563115,-0.61718947,-0.5176622,-0.6030653,0.0854031
2,0.6189144,0.556974,"('unlikable', 'likable')",0.53586376,0.51596904,0.5773891,0.5364715,0.0409176
18,-0.59888726,-0.46137068,"('disagreeable', 'welcoming')",-0.74631256,-0.6480812,-0.6725999,-0.5547259,-0.117874
7,0.5743769,0.57361585,"('insensitive', 'sensitive')",0.42915252,0.62183434,0.5017647,0.5977251,-0.0959604
47,0.56954885,0.44909307,"('stupid', 'smart')",5.3650475,5.9154077,2.967298,3.1822503,-0.2149523
9,0.5381899,0.7964424,"('unaffectionate', 'caring')",1.0492542,1.2047266,0.793722,1.0005845,-0.2068625
77,-0.53378856,-0.513425,"('unmotivated', 'motivated')",-0.9083802,-0.68780386,-0.7210844,-0.6006144,-0.12047
15,-0.51253706,-0.53069633,"('boring', 'funny')",-0.20745835,-0.26159525,-0.3599977,-0.3961458,0.0361481
12,0.48018858,0.65328604,"('unsupportive', 'supportive')",-1.8270835,-1.832234,-0.6734474,-0.589474,-0.0839734
40,0.46428937,0.65920603,"('stingy', 'generous')",-2.1509235,-2.2666187,-0.843317,-0.8037063,-0.0396107
82,0.46236584,0.4030683,"('poor', 'rich')",6.0112104,6.656652,3.236788,3.52986,-0.293072
71,0.45866072,0.61653364,"('diffident', 'self-confident')",0.36944005,0.50600255,0.4140504,0.5612681,-0.1472177
67,-0.4424165,-0.6754182,"('doubtful', 'determined')",-0.2527196,-0.30745503,-0.347568,-0.4914366,0.1438686
49,-0.42876416,-0.36629018,"('unable', 'able')",-0.39940897,-0.11455257,-0.4140866,-0.2404214,-0.1736652
66,-0.39829406,-0.42588514,"('inactive', 'active')",0.35617462,0.3944981,-0.0210597,-0.0156935,-0.0053662
43,0.3853315,0.2595091,"('irresponsible', 'responsible')",0.6590464,0.7640079,0.522189,0.5117585,0.0104305
6,-0.3751644,-0.055817798,"('distant', 'open')",-0.6488867,-0.5876909,-0.5120255,-0.3217543,-0.1902712
17,-0.35755825,-0.32429716,"('nasty', 'nice')",-0.5996121,-0.643534,-0.4785852,-0.4839156,0.0053304
20,-0.35121867,-0.26210347,"('rough', 'thoughtful')",0.73414457,0.72278416,0.1914629,0.2303403,-0.0388774
70,0.33775747,0.17617017,"('lethargic', 'energetic')",0.29000938,0.48749876,0.3138834,0.3318345,-0.0179511
51,-0.32547602,-0.454424,"('uneducated', 'educated')",0.16648325,0.24107987,-0.0794964,-0.1066721,0.0271757
34,0.32267964,0.19754899,"('mean', 'honorable')",5.438364,5.8133216,2.8805218,3.0054352,-0.1249134
45,0.32019022,0.22601375,"('incompetent', 'competent')",-0.0047939382,0.07717657,0.1576981,0.1515952,0.0061029
41,0.31154236,0.42062083,"('unforgiving', 'forgiving')",-0.16336879,-0.3128234,0.0740868,0.0538987,0.0201881
78,-0.30599335,-0.16076583,"('nonresilient', 'resilient')",0.16427976,0.38127497,-0.0708568,0.1102546,-0.1811114
3,0.30242857,0.22358255,"('repellent', 'pleasant')",0.8157822,0.87901926,0.5591054,0.5513009,0.0078045
11,0.29137167,0.23800434,"('unhelpful', 'helpful')",1.7602482,2.029036,1.0258099,1.1335202,-0.1077103
42,0.28861535,0.13672538,"('unreliable', 'reliable')",-2.9816267,-3.030095,-1.3465056,-1.4466848,0.1001792
87,0.2747913,0.18339154,"('unsuccessful', 'successful')",0.8807457,1.0972731,0.5777685,0.6403323,-0.0625638
54,-0.26729652,-0.056036606,"('incapable', 'capable')",0.71283734,0.98355097,0.2227704,0.4637572,-0.2409868
37,0.2655123,0.3630394,"('fake', 'genuine')",0.18318674,0.27932382,0.2243495,0.3211816,-0.0968321
64,-0.2299174,-0.3962093,"('shy', 'confident')",-6.1350245,-6.3800306,-3.182471,-3.3881199,0.2056489
1,-0.22529927,-0.03812061,"('unfriendly', 'friendly')",1.0945581,1.0354081,0.4346294,0.4986438,-0.0640144
38,-0.20809531,-0.09142763,"('untruthful', 'truthful')",-0.22834826,-0.07910636,-0.2182218,-0.085267,-0.1329548
83,-0.18945746,-0.38594538,"('powerless', 'powerful')",-0.69831055,-0.81294185,-0.443884,-0.5994436,0.1555596
86,0.17306943,0.21868417,"('uninfluential', 'influential')",-0.5528271,-0.32472506,-0.1898789,-0.0530204,-0.1368585
26,0.16794257,0.2033948,"('hardhearted', 'benevolent')",1.2651212,1.0011141,0.7165319,0.6022545,0.1142774
53,-0.16590266,0.060123555,"('uncreative', 'creative')",0.04386176,0.2277917,-0.0610204,0.1439576,-0.204978
88,0.13894711,-0.086568914,"('low', 'eminent')",-0.45947027,-0.5048486,-0.1602616,-0.2957087,0.1354471
27,-0.13869043,0.020168867,"('hardhearted', 'softhearted')",0.84196514,0.83881193,0.3516374,0.4294904,-0.077853
58,-0.12271414,-0.16292384,"('undiscriminating', 'discriminating')",0.056064676,-0.070925534,-0.0333247,-0.1169247,0.0836
28,0.11821249,0.19515623,"('disloyal', 'loyal')",1.0060083,1.1392773,0.5621104,0.6672168,-0.1051064
73,-0.109622024,0.048951164,"('helpless', 'self-reliant')",-3.1334443,-3.2292447,-1.6215332,-1.5901468,-0.0313864
74,0.09818931,0.100424975,"('undedicated', 'dedicated')",-0.47769788,-0.45849997,-0.1897543,-0.1790375,-0.0107168
32,0.09549807,0.0075407736,"('unkind', 'kind')",0.6160402,0.5367489,0.3557692,0.2721448,0.0836244
33,0.03375391,0.099341765,"('wrong', 'right')",-0.6049477,-0.55986553,-0.2855969,-0.2302619,-0.055335
57,0.015937053,-0.070827216,"('unimaginative', 'imaginative')",-3.2858045,-3.3797343,-1.6349337,-1.7252808,0.0903471
8,0.0141696,0.170892,"('unaffectionate', 'affectionate')",0.52466613,0.53229445,0.2694179,0.3515932,-0.0821753
63,0.003926739,0.0010972526,"('unperceptive', 'insightful')",0.5036628,0.76991516,0.2537948,0.3855062,-0.1317114
