,lowes_male,lowes_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,male-female
44,-0.46332118,-0.4082715,"('prejudiced', 'unprejudiced')",-0.72665805,-0.62020874,-1.2131088,-1.1406112,-0.8010294,-0.7230305,-0.0779989
48,-0.46065658,-0.77110374,"('unintelligent', 'intelligent')",0.007967714,-0.25595182,0.13385925,-0.114500076,-0.1062765,-0.3805185,0.274242
49,-0.45793217,-0.37813294,"('unable', 'able')",-0.44043323,-0.23254815,-0.46995336,-0.32645434,-0.4561063,-0.3123785,-0.1437278
19,0.45706627,0.5884283,"('inhospitable', 'hospitable')",-1.2362984,-0.9950044,-0.43097505,-0.43615472,-0.4034024,-0.2809103,-0.1224921
20,0.44627476,0.31181332,"('rough', 'thoughtful')",0.0749607,-0.10102842,0.5070798,0.3074259,0.3427718,0.1727369,0.1700349
69,0.4427428,0.30596974,"('lazy', 'industrious')",-0.5109729,-0.7063085,-1.0255531,-1.1445961,-0.3645944,-0.5149783,0.1503839
9,-0.405617,-0.519249,"('unaffectionate', 'caring')",-0.32943916,-0.23300432,0.71291417,0.38183054,-0.0073807,-0.1234743,0.1160936
68,-0.40195084,-0.7193347,"('dependent', 'independent')",-0.22509766,-0.54497683,-0.41936788,-0.52540797,-0.3488055,-0.5965732,0.2477677
59,-0.38068235,-0.15640424,"('foolish', 'wise')",-1.3024569,-1.0894647,-0.67249995,-0.6401615,-0.7852131,-0.6286768,-0.1565363
75,0.37243593,0.43938357,"('meek', 'impulsive')",-0.9890934,-0.7750273,-0.47697604,-0.34510908,-0.3645445,-0.2269176,-0.1376269
58,0.36516044,0.18675308,"('undiscriminating', 'discriminating')",0.8322453,0.6091647,0.19295011,0.09815398,0.4634519,0.2980239,0.165428
24,0.36274,-0.021448245,"('dishonest', 'honest')",0.118812844,-0.010877132,1.1488535,1.0857391,0.5434688,0.3511379,0.1923309
17,-0.35488135,-0.2840234,"('nasty', 'nice')",-0.5461388,-0.34553385,-0.75385594,-0.60130167,-0.5516254,-0.4102863,-0.1413391
74,0.34758618,0.63046134,"('undedicated', 'dedicated')",1.166668,1.4929448,0.55309373,0.952814,0.689116,1.0254067,-0.3362907
1,-0.34275216,-0.6787944,"('unfriendly', 'friendly')",-1.0593238,-1.245124,0.91951734,0.5893115,-0.1608529,-0.444869,0.2840161
42,0.32535496,0.61040086,"('unreliable', 'reliable')",0.69323194,0.89642596,-1.9199743,-1.6886935,-0.3004625,-0.0606222,-0.2398403
88,-0.31518188,0.1725577,"('low', 'eminent')",0.29706717,0.9732297,0.22085057,0.82824683,0.0675786,0.6580114,-0.5904328
82,0.28907076,0.5398494,"('poor', 'rich')",1.0804927,1.3215375,6.1094117,6.271221,2.4929918,2.7108695,-0.2178777
64,-0.28702223,-0.2925177,"('shy', 'confident')",1.1339751,1.2647458,-5.348636,-4.867508,-1.5005611,-1.2984266,-0.2021345
7,0.269634,0.37741613,"('insensitive', 'sensitive')",0.817437,0.9232861,0.51863474,0.5129766,0.5352352,0.6045596,-0.0693244
26,-0.2481072,-0.22964919,"('hardhearted', 'benevolent')",1.2710955,1.2336922,1.1957647,1.0670557,0.7395843,0.6903663,0.049218
45,0.23838161,0.27640474,"('incompetent', 'competent')",1.9780833,1.9883509,0.04231133,0.10598303,0.7529254,0.7902462,-0.0373208
14,-0.23189785,0.008606859,"('antisocial', 'social')",2.2093894,2.4188159,-0.5277752,-0.09281081,0.4832388,0.778204,-0.2949652
55,-0.21096182,-0.28412032,"('incompetent', 'clever')",1.9606481,1.9595706,0.16284163,0.3665751,0.6375093,0.6806751,-0.0431658
80,0.20228738,0.3191436,"('dominated', 'dominating')",1.5680064,1.5947863,-0.51934946,-0.35998678,0.4169814,0.5179811,-0.1009997
21,0.19360712,0.17815036,"('immoral', 'moral')",1.2636814,1.275992,-0.8176971,-0.6515679,0.2131971,0.2675248,-0.0543277
71,0.18623303,0.07748804,"('diffident', 'self-confident')",0.2743888,0.3628765,0.14086847,0.038638845,0.2004968,0.1596678,0.040829
46,0.18143797,0.12017243,"('uncompetitive', 'competitive')",2.4955065,2.539823,0.222666,0.54350036,0.9665368,1.067832,-0.1012952
15,0.1567656,0.44902223,"('boring', 'funny')",-0.63418025,-0.33796182,0.0819639,0.17221856,-0.1318169,0.0944263,-0.2262432
54,0.1390018,0.34725595,"('incapable', 'capable')",-0.70998406,-0.5241316,0.66343063,0.80380017,0.0308161,0.2089748,-0.1781587
50,-0.13800682,0.075588316,"('clumsy', 'skillful')",-0.96281874,-0.78238946,-0.016582567,0.051994763,-0.3724694,-0.2182688,-0.1542006
63,0.12322209,0.23030454,"('unperceptive', 'insightful')",1.8884064,2.0173457,1.3889097,1.3726482,1.1335127,1.2067661,-0.0732534
12,0.117484465,0.26941708,"('unsupportive', 'supportive')",1.3511281,1.595145,-1.3988807,-1.2904912,0.0232439,0.1913569,-0.168113
22,0.11031379,0.1492218,"('untrustworthy', 'trustworthy')",0.6796285,0.70805377,-1.1137118,-1.0556588,-0.1079232,-0.0661278,-0.0417954
47,0.102841035,0.31696743,"('stupid', 'smart')",0.6054794,0.71664625,4.6776776,4.5094757,1.7953327,1.8476965,-0.0523638
70,0.101141706,0.30027962,"('lethargic', 'energetic')",1.3714584,1.5625376,1.1333011,1.3612788,0.8686337,1.0746986,-0.2060649
77,0.05427946,-0.12026034,"('unmotivated', 'motivated')",0.4114775,0.29049036,-0.83089703,-0.8577615,-0.1217134,-0.2291772,0.1074638
41,-0.042489782,0.07143029,"('unforgiving', 'forgiving')",-0.0144361835,0.2330591,0.052172095,0.066093326,-0.0015846,0.1235276,-0.1251122
51,-0.029759048,0.122841716,"('uneducated', 'educated')",1.4533005,1.6767603,0.7759582,1.118305,0.7331665,0.9726357,-0.2394692
83,0.02898733,-0.11361453,"('powerless', 'powerful')",0.015004743,0.108594224,-0.6123344,-0.66630244,-0.1894474,-0.2237743,0.0343269
81,0.028323181,0.20684393,"('submissive', 'aggressive')",1.816015,1.967279,0.55952966,0.88333434,0.8012892,1.0191524,-0.2178632
85,-0.018142048,0.27755538,"('insignificant', 'prestigious')",-1.3028138,-0.9302241,-0.5539884,-0.3531261,-0.6249814,-0.3352649,-0.2897165
11,0.003158331,0.16365187,"('unhelpful', 'helpful')",1.60449,1.9951297,2.6763818,2.8714201,1.42801,1.676734,-0.248724
61,0.0018800581,0.042047754,"('illogical', 'logical')",-0.25644428,-0.29904723,0.06270505,-0.049408305,-0.0639531,-0.1021359,0.0381828
4,0.00035548257,0.30187833,"('disliked', 'liked')",0.002952123,0.46589276,-5.628485,-5.053034,-1.8750591,-1.4284209,-0.4466382
