,suntrust_male,suntrust_female,tuple,banks_male,banks_female,inc_male,inc_female,average_male,average_female,male-female
42,1.392777,1.4974412,"('unreliable', 'reliable')",0.9817444,1.0371917,-2.444606,-2.3483336,-0.0233616,0.0620998,-0.0854614
68,-1.3170104,-1.1892573,"('dependent', 'independent')",-1.8062662,-1.6136132,-1.0814207,-0.6838036,-1.4015659,-1.1622247,-0.2393412
82,-1.2790126,-1.3894362,"('poor', 'rich')",-0.38031426,-0.39518064,5.966144,5.7905436,1.4356057,1.3353089,0.1002968
53,-1.2556412,-1.2674686,"('uncreative', 'creative')",0.65495014,0.62687427,0.7475275,0.83117616,0.0489455,0.0635273,-0.0145818
73,1.2497947,1.2392442,"('helpless', 'self-reliant')",0.33600563,0.22042571,-3.3053007,-3.337757,-0.5731668,-0.6260291,0.0528623
86,-1.1648886,-0.7945841,"('uninfluential', 'influential')",0.51324415,0.73024887,-0.11348988,0.069386825,-0.2550448,0.0016839,-0.2567287
1,-1.1547921,-1.125245,"('unfriendly', 'friendly')",1.3288015,1.271438,1.5675507,1.6392616,0.58052,0.5951515,-0.0146315
2,1.0298808,1.0455309,"('unlikable', 'likable')",1.9000958,1.9320658,0.40010563,0.52644235,1.1100274,1.168013,-0.0579856
77,-1.0113063,-0.80529195,"('unmotivated', 'motivated')",0.12029969,0.3896408,-1.4137769,-1.2024397,-0.7682611,-0.5393636,-0.2288975
55,-0.97573256,-0.7643392,"('incompetent', 'clever')",0.4073787,0.63360953,-0.15466698,-0.018405072,-0.241007,-0.0497116,-0.1912954
66,0.90225595,0.58320326,"('inactive', 'active')",0.7389976,0.64644676,1.2520497,1.0638968,0.9644344,0.7645156,0.1999188
16,-0.87193394,-0.9117148,"('unpopular', 'popular')",-0.98330873,-1.0435483,0.06817758,0.13478906,-0.5956884,-0.6068247,0.0111363
39,0.8642242,0.8697372,"('exploitative', 'cooperative')",1.4851459,1.4630562,0.032028005,0.1386634,0.7937993,0.8238189,-0.0300196
49,-0.82327414,-0.93959326,"('unable', 'able')",-0.8005607,-0.8573101,-0.69307035,-0.6176442,-0.7723018,-0.8048491,0.0325473
85,0.7984621,0.77822495,"('insignificant', 'prestigious')",0.65577155,0.5300933,0.46032974,0.58915114,0.6381878,0.6324898,0.005698
48,-0.7968107,-0.74035555,"('unintelligent', 'intelligent')",-0.7171872,-0.6433871,-0.09639211,0.031005614,-0.5367967,-0.4509123,-0.0858844
78,-0.7573869,-0.6405141,"('nonresilient', 'resilient')",0.55531985,0.5977955,-0.02099475,0.17538902,-0.0743539,0.0442235,-0.1185774
67,0.7375432,0.82393193,"('doubtful', 'determined')",-0.396417,-0.3798202,-0.7256295,-0.74119633,-0.1281678,-0.0990282,-0.0291396
45,-0.73401016,-0.88471806,"('incompetent', 'competent')",0.6187067,0.6542016,-0.24387805,-0.39110392,-0.1197272,-0.2072068,0.0874796
46,-0.712938,-0.62571925,"('uncompetitive', 'competitive')",0.44276023,0.6181369,-0.79844433,-0.70041037,-0.3562074,-0.2359976,-0.1202098
0,-0.70341265,-0.5964635,"('unsociable', 'sociable')",0.9167399,1.0659566,-0.5207581,-0.4234724,-0.102477,0.0153402,-0.1178172
30,0.6976979,0.81154424,"('intolerant', 'tolerant')",1.5675111,1.7082062,0.82523715,0.845059,1.0301487,1.1216031,-0.0914544
51,-0.68342906,-0.3478279,"('uneducated', 'educated')",0.11478357,0.44180876,0.42251116,0.58821696,-0.0487114,0.2273993,-0.2761107
19,-0.678182,-0.67528594,"('inhospitable', 'hospitable')",-0.54822254,-0.47990268,-0.48555052,-0.3164495,-0.5706517,-0.490546,-0.0801057
26,0.646883,0.63330096,"('hardhearted', 'benevolent')",1.8412571,1.7118114,1.8904068,1.877625,1.4595156,1.4075791,0.0519365
25,-0.6325481,-0.5225462,"('egoistic', 'altruistic')",0.11908875,0.05622741,1.3841252,1.5376005,0.290222,0.3570939,-0.0668719
61,-0.6288986,-0.6749349,"('illogical', 'logical')",1.3963631,1.4228554,-0.09320203,-0.030798484,0.2247542,0.2390407,-0.0142865
10,-0.6186608,-0.3308046,"('unsympathetic', 'sympathetic')",0.20003878,0.4223738,0.0006864816,0.05470405,-0.1393119,0.0487578,-0.1880697
22,-0.6031308,-0.6924386,"('untrustworthy', 'trustworthy')",0.08920704,0.049668245,-0.8857901,-0.82494855,-0.4665713,-0.4892396,0.0226683
6,-0.59449506,-0.5934664,"('distant', 'open')",-0.4263854,-0.6050103,0.24299893,0.2904445,-0.2592938,-0.3026774,0.0433836
21,-0.5842998,-0.3191499,"('immoral', 'moral')",0.66776735,0.97541624,-1.1444358,-0.9099735,-0.3536561,-0.0845691,-0.269087
57,-0.57012975,-0.7236425,"('unimaginative', 'imaginative')",0.104727276,0.057019178,-2.4790006,-2.5175228,-0.9814677,-1.0613821,0.0799144
29,-0.54114854,-0.6568247,"('unfair', 'fair')",-0.39305145,-0.49934345,-0.69961214,-0.639654,-0.5446041,-0.5986074,0.0540033
20,-0.5344632,-0.4377948,"('rough', 'thoughtful')",-0.4837024,-0.50012654,0.9152095,1.0951337,-0.0343187,0.0524041,-0.0867228
3,-0.5322367,-0.39905524,"('repellent', 'pleasant')",0.103444904,0.2816074,0.3411733,0.3987102,-0.0292062,0.0937541,-0.1229603
74,0.5134121,0.57639307,"('undedicated', 'dedicated')",1.05464,1.0548159,0.5623402,0.60274386,0.7101308,0.7446509,-0.0345201
88,-0.50561464,-0.31434694,"('low', 'eminent')",-0.38825962,-0.31840348,0.14830978,0.12015617,-0.2485215,-0.1708647,-0.0776568
83,0.47622466,0.55382603,"('powerless', 'powerful')",1.1638507,1.2057753,-0.8194176,-0.7790925,0.2735526,0.3268363,-0.0532837
31,-0.46923396,-0.4245251,"('evil', 'good')",-0.6035059,-0.6682164,-1.0764488,-0.97228336,-0.7163962,-0.6883416,-0.0280546
5,-0.43521369,-0.5699404,"('distant', 'outgoing')",0.03769751,-0.14109102,-0.66329294,-0.6478808,-0.353603,-0.4529707,0.0993677
28,-0.41370058,-0.25624952,"('disloyal', 'loyal')",0.4210084,0.43043482,1.2054319,1.1940346,0.4042466,0.4560733,-0.0518267
34,0.40142083,0.3593846,"('mean', 'honorable')",1.0774838,1.0655265,6.1341095,6.1376977,2.5376714,2.5208696,0.0168018
71,0.39829996,0.1718139,"('diffident', 'self-confident')",2.0984986,2.1011221,0.48720667,0.39486858,0.9946684,0.8892682,0.1054002
75,0.38930166,-0.0038601588,"('meek', 'impulsive')",-1.0400099,-1.4186184,-0.0986405,-0.36976165,-0.2497829,-0.5974134,0.3476305
12,0.38005963,0.62755185,"('unsupportive', 'supportive')",1.4565523,1.6864965,-2.0274065,-1.8253824,-0.0635982,0.1628886,-0.2264868
18,-0.37048388,0.014499489,"('disagreeable', 'welcoming')",-0.6068491,-0.4395193,-0.80953515,-0.44745845,-0.5956227,-0.2908261,-0.3047966
33,0.36271873,0.50803214,"('wrong', 'right')",0.50914216,0.606468,-1.0275307,-0.8706956,-0.0518899,0.0812682,-0.1331581
35,-0.36045763,-0.6407075,"('corrupt', 'incorrupt')",-1.7039688,-1.943002,-0.18752676,-0.23614825,-0.750651,-0.9399526,0.1893016
37,-0.35430232,-0.5390296,"('fake', 'genuine')",-0.6398221,-0.58752275,0.321843,0.2530421,-0.2240938,-0.2911701,0.0670763
79,0.35362023,0.17568675,"('wavering', 'unwavering')",-0.43612137,-0.655052,0.247132,0.08211874,0.054877,-0.1324155,0.1872925
36,-0.33880553,-0.46258736,"('hostile', 'amicable')",-0.21778215,-0.41010302,0.2678287,0.35209352,-0.096253,-0.1735323,0.0772793
40,0.33397594,0.6047603,"('stingy', 'generous')",1.3685988,1.3439945,-1.2546601,-1.1255038,0.1493049,0.274417,-0.1251121
8,-0.3313223,-0.41834095,"('unaffectionate', 'affectionate')",0.58102095,0.47169662,0.5140905,0.40701017,0.2545964,0.1534553,0.1011411
76,0.30745387,0.32759663,"('anxious', 'daring')",0.31291103,0.3733486,0.51460975,0.47216594,0.3783249,0.3910371,-0.0127122
84,0.2734633,0.17792808,"('inferior', 'superior')",-1.0300756,-1.0226706,0.6474936,0.7083141,-0.0363729,-0.0454761,0.0091032
38,0.26593205,0.23911016,"('untruthful', 'truthful')",1.01771,0.9873967,-0.17494312,-0.1125378,0.3695663,0.371323,-0.0017567
58,-0.24906972,-0.31207505,"('undiscriminating', 'discriminating')",0.42107064,0.36043948,0.15674984,0.12231058,0.1095836,0.0568917,0.0526919
80,0.22518116,0.17798872,"('dominated', 'dominating')",0.4493306,0.562482,-0.9590083,-1.1326097,-0.0948322,-0.130713,0.0358808
15,0.22156471,-0.040090404,"('boring', 'funny')",0.64727145,0.45453542,0.41485414,0.25120428,0.4278968,0.2218831,0.2060137
60,-0.21826862,0.030094426,"('inefficient', 'efficient')",1.3973554,1.7137936,-0.09399782,0.047902577,0.3616963,0.5972635,-0.2355672
52,-0.21286967,-0.21048735,"('irrational', 'rational')",-0.35195494,-0.47042057,-0.4231764,-0.41705877,-0.3293337,-0.3659889,0.0366552
81,-0.20582265,-0.062036086,"('submissive', 'aggressive')",0.540873,0.6524662,-0.40998006,-0.44948554,-0.0249766,0.0469815,-0.0719581
87,0.20122768,-0.07202397,"('unsuccessful', 'successful')",1.5163567,1.4378948,0.3474099,0.15311688,0.6883314,0.5063292,0.1820022
69,0.19845402,0.12392816,"('lazy', 'industrious')",0.1263268,0.068065315,-0.83063644,-0.69378155,-0.1686185,-0.1672627,-0.0013558
70,0.19346258,0.077379614,"('lethargic', 'energetic')",0.70987195,0.77191633,0.9579173,0.84310377,0.6204173,0.5641332,0.0562841
50,-0.19115815,-0.1623991,"('clumsy', 'skillful')",-0.87808746,-0.8725334,0.07821588,0.12303057,-0.3303432,-0.3039673,-0.0263759
7,0.18812747,0.28251866,"('insensitive', 'sensitive')",1.0288246,1.14186,0.64908624,0.59936464,0.6220128,0.6745811,-0.0525683
13,-0.17183065,0.036023784,"('impolite', 'polite')",1.1394767,1.3838238,-0.50601614,-0.34585935,0.1538766,0.3579961,-0.2041195
11,-0.16671254,-0.19369793,"('unhelpful', 'helpful')",0.80814815,0.84553266,2.0393915,2.0073307,0.893609,0.8863885,0.0072205
17,0.15699387,0.060563765,"('nasty', 'nice')",-0.14252992,-0.21290456,-0.5433972,-0.47929722,-0.1763111,-0.210546,0.0342349
24,-0.14734758,0.026770713,"('dishonest', 'honest')",0.63880616,0.6567672,0.62823313,0.6774347,0.3732306,0.4536575,-0.0804269
4,0.14484403,0.07449904,"('disliked', 'liked')",-0.19174527,-0.3393793,-6.101367,-6.0069084,-2.0494227,-2.0905962,0.0411735
72,-0.13923109,-0.11812885,"('unambitious', 'ambitious')",0.033012785,0.075548075,-1.1206275,-1.2214329,-0.4089486,-0.4213379,0.0123893
56,0.13010226,0.042854816,"('impractical', 'practical')",1.7718644,1.7727067,-0.09371431,-0.21347293,0.6027508,0.5340295,0.0687213
23,-0.12088804,-0.0021456452,"('insincere', 'sincere')",1.5242125,1.6254882,5.5549803,5.360434,2.319435,2.3279255,-0.0084905
54,-0.11190648,-0.22989713,"('incapable', 'capable')",0.727518,0.73361343,0.80965304,0.7985922,0.4750882,0.4341029,0.0409853
41,-0.10779127,0.18737021,"('unforgiving', 'forgiving')",1.5766921,1.6777914,-0.03174177,0.07938863,0.479053,0.6481834,-0.1691304
47,-0.10733574,-0.25357202,"('stupid', 'smart')",1.210071,1.2269056,5.2811637,5.1834846,2.1279662,2.0522728,0.0756934
32,-0.09749549,0.12535284,"('unkind', 'kind')",1.2442725,1.4124776,1.0475069,1.0611974,0.731428,0.8663426,-0.1349146
14,0.097271755,0.16649249,"('antisocial', 'social')",2.0091236,2.1150465,-0.5820943,-0.6254223,0.5081003,0.5520389,-0.0439386
27,0.073180266,0.13467596,"('hardhearted', 'softhearted')",0.75858027,0.8042981,1.3741426,1.3665797,0.735301,0.7685179,-0.0332169
64,0.07278787,0.120454654,"('shy', 'confident')",-0.039756313,0.14893928,-6.627814,-6.480902,-2.1982608,-2.0705028,-0.127758
63,-0.070623025,0.013479207,"('unperceptive', 'insightful')",1.3441238,1.5130385,0.857816,0.94496584,0.7104389,0.8238279,-0.113389
62,0.06477537,0.0894452,"('incompetent', 'brilliant')",1.2048753,1.2899671,-0.26371828,-0.35605827,0.3353108,0.341118,-0.0058072
59,0.06212867,0.027277559,"('foolish', 'wise')",0.2110093,0.24535634,-0.2518464,-0.17216906,0.0070972,0.0334883,-0.0263911
43,-0.06206352,-0.05611616,"('irresponsible', 'responsible')",0.9623695,1.0330906,0.13071314,0.18927027,0.343673,0.3887482,-0.0450752
