,united_male,united_female,tuple,parcel_male,parcel_female,service_male,service_female,inc_male,inc_female,average_male,average_female,male-female
32,1.5323489,1.8479598,"('unkind', 'kind')",0.72766554,0.88870525,0.08747659,0.30109078,1.1996664,1.222066,0.8867893,1.0649555,-0.1781662
28,1.5284827,1.5311034,"('disloyal', 'loyal')",0.7352231,0.5337825,0.16708265,-0.07681166,1.1803814,0.9898978,0.9027925,0.744493,0.1582995
86,1.5203722,1.77036,"('uninfluential', 'influential')",-0.11156012,-0.186985,0.12092016,0.09882437,0.07435498,-0.08134977,0.4010218,0.4002124,0.0008094
51,1.485989,1.8031462,"('uneducated', 'educated')",-0.68761206,-0.67035264,0.34701386,0.40683913,0.42953902,0.3353263,0.3937324,0.4687398,-0.0750074
67,1.4418876,1.5863857,"('doubtful', 'determined')",0.28923044,0.5422662,0.6369611,0.8098583,-0.71659386,-0.49415278,0.4128713,0.6110893,-0.198218
13,1.4155419,1.7719412,"('impolite', 'polite')",-0.8806101,-0.59508646,1.3564886,1.6167991,-0.024001166,-0.12337603,0.4668548,0.6675695,-0.2007147
7,1.3397021,1.6553876,"('insensitive', 'sensitive')",0.21721467,0.40007323,0.15551084,0.33361465,0.9113139,0.73028463,0.6559354,0.7798401,-0.1239047
57,1.316034,1.530569,"('unimaginative', 'imaginative')",-1.3169391,-1.3134646,-0.88050854,-0.76439375,-2.979664,-3.1921577,-0.9652694,-0.9348618,-0.0304076
55,1.2980921,1.753197,"('incompetent', 'clever')",-1.2965473,-0.9717007,0.39988327,0.7522549,0.040358797,0.09671244,0.1104467,0.4076159,-0.2971692
1,-1.1859113,-1.446557,"('unfriendly', 'friendly')",1.3605051,0.7541733,-0.56063247,-1.0579817,2.11089,1.6582508,0.4312128,-0.0230287,0.4542415
63,1.133973,1.3726753,"('unperceptive', 'insightful')",-0.43648282,-0.34982875,1.0527459,1.1484109,0.92314637,0.7552428,0.6683456,0.7316251,-0.0632795
39,1.1326973,1.2432028,"('exploitative', 'cooperative')",0.95190847,1.1766635,0.1851708,0.3459542,0.12583502,0.17466685,0.5989029,0.7351218,-0.1362189
4,-1.09227,-1.4572951,"('disliked', 'liked')",0.94297636,0.681693,-0.4965402,-0.5669689,-6.8136144,-7.2260776,-1.8648621,-2.1421621,0.2773
44,-1.0581871,-1.1626017,"('prejudiced', 'unprejudiced')",-1.280608,-1.0032969,-0.40527767,-0.18063422,-1.4735307,-1.2154467,-1.0544009,-0.8904949,-0.163906
24,1.0516026,1.2824558,"('dishonest', 'honest')",0.2548883,0.35124165,-1.093153,-0.9656313,0.8516711,0.8722019,0.2662522,0.385067,-0.1188148
14,1.0376401,1.4399344,"('antisocial', 'social')",-0.70766896,-0.35885295,0.2656864,0.6836484,-0.6749054,-0.4203253,-0.019812,0.3361011,-0.3559131
43,0.9478682,1.3065106,"('irresponsible', 'responsible')",-0.9023772,-0.52734023,-0.571038,-0.3615035,0.48616228,0.6173198,-0.0098462,0.2587467,-0.2685929
50,-0.94619465,-1.1687632,"('clumsy', 'skillful')",-0.8153903,-0.8573644,-0.99376136,-1.0302677,0.19312653,0.14595467,-0.640555,-0.7276102,0.0870552
6,-0.87988925,-1.1892351,"('distant', 'open')",1.385606,1.0636207,-0.83865064,-1.2909348,0.834269,0.6087195,0.1253338,-0.2019574,0.3272912
76,0.847524,1.1089782,"('anxious', 'daring')",-0.657678,-0.4160127,0.97924614,1.3188019,0.07313663,0.40780646,0.3105572,0.6048934,-0.2943362
25,-0.8326005,-0.9206087,"('egoistic', 'altruistic')",2.3589325,2.2824428,1.6543133,1.6495625,1.8166136,1.8167295,1.2493148,1.2070315,0.0422833
3,0.8188139,1.2147919,"('repellent', 'pleasant')",-1.5588161,-1.4403507,-0.40330845,-0.085923284,0.314591,0.6794306,-0.2071799,0.0919871,-0.299167
30,0.8187982,1.103683,"('intolerant', 'tolerant')",-0.27240822,-0.27104747,-0.60395163,-0.44894412,1.014456,1.0691205,0.2392236,0.363203,-0.1239794
40,0.80542237,0.62781394,"('stingy', 'generous')",2.2896345,1.96977,0.27524775,0.13068879,-1.4001278,-1.948009,0.4925442,0.1950659,0.2974783
22,0.75586295,0.99538547,"('untrustworthy', 'trustworthy')",-1.0036242,-0.81454414,0.21647194,0.37857312,-0.8595555,-0.92622674,-0.2227112,-0.0917031,-0.1310081
15,-0.75085413,-0.92263573,"('boring', 'funny')",0.7126729,0.53022844,-1.2724563,-1.4699012,0.2544117,0.045085225,-0.2640564,-0.4543058,0.1902494
59,-0.7488479,-1.0174377,"('foolish', 'wise')",0.4269827,0.32841572,-1.2847944,-1.410951,0.632589,0.5277889,-0.2435177,-0.393046,0.1495283
29,-0.72765386,-0.7612547,"('unfair', 'fair')",0.48820248,0.5640352,-1.0828425,-1.1613756,-0.27859604,-0.41197702,-0.4002225,-0.442643,0.0424205
33,0.6738224,0.37424153,"('wrong', 'right')",2.1149027,1.8202571,1.0402355,0.8430337,-0.42931128,-0.74418545,0.8499123,0.5733367,0.2765756
49,-0.6671004,-0.48674968,"('unable', 'able')",-1.769104,-1.430459,-0.7076311,-0.49202287,-0.17309858,0.05175608,-0.8292335,-0.5893689,-0.2398646
64,0.66564155,0.86112183,"('shy', 'confident')",-1.7650496,-1.312961,-0.99473584,-0.6875668,-7.0202026,-6.9114504,-2.2785866,-2.0127141,-0.2658725
54,-0.63779587,-0.5357562,"('incapable', 'capable')",0.030973362,0.16069356,-1.0824642,-1.0811721,1.0922048,1.3184652,-0.1492705,-0.0344424,-0.1148281
5,-0.6365271,-0.9142368,"('distant', 'outgoing')",1.1655102,0.93088734,-0.88459384,-1.1911052,0.0864255,-0.12241179,-0.0672963,-0.3242166,0.2569203
82,-0.6241221,-0.49492896,"('poor', 'rich')",-0.8590202,-0.84594595,-0.10560818,0.030641433,6.67836,6.8528037,1.2724024,1.3856425,-0.1132401
26,-0.59641474,-0.79616857,"('hardhearted', 'benevolent')",2.295215,1.9714316,0.42347717,0.117832035,1.6884756,1.6714847,0.9526882,0.741145,0.2115432
78,0.58740526,0.58176076,"('nonresilient', 'resilient')",-0.6117747,-0.67565924,1.5114659,1.4506632,0.21039948,0.041413505,0.424374,0.3495446,0.0748294
87,0.5864198,0.61938334,"('unsuccessful', 'successful')",0.019234752,0.2574859,0.6310188,0.825976,0.52933866,0.43747982,0.441503,0.5350813,-0.0935783
16,-0.58583754,-0.92301065,"('unpopular', 'popular')",-0.50673383,-0.67179006,-0.46961117,-0.54168284,0.7774284,0.6789442,-0.1961885,-0.3643849,0.1681964
72,0.5564974,0.73647,"('unambitious', 'ambitious')",0.5925436,0.65706825,-1.3484561,-1.2913078,-0.55051935,-0.44340423,-0.1874836,-0.0852934,-0.1021902
71,0.5370276,0.54198325,"('diffident', 'self-confident')",2.5838606,2.571309,0.4286499,0.46492386,0.8644432,0.8982505,1.1034954,1.1191167,-0.0156213
79,-0.5329319,-1.026958,"('wavering', 'unwavering')",0.8718749,0.61300766,-0.7624718,-1.0292698,-0.04166524,-0.09222484,-0.1162985,-0.3838612,0.2675627
69,-0.4825753,-0.8527465,"('lazy', 'industrious')",1.594331,1.497948,0.8746061,0.6653266,-0.4558547,-0.63776225,0.3826268,0.1681915,0.2144353
47,0.3758301,0.6205171,"('stupid', 'smart')",0.3573397,0.48581803,0.44089544,0.58753294,5.891189,6.1426353,1.7663136,1.9591259,-0.1928123
37,-0.3432357,-0.21354662,"('fake', 'genuine')",-0.46254498,-0.36693227,-0.68537825,-0.5741291,0.45755506,0.3060575,-0.258401,-0.2121376,-0.0462634
34,0.30036613,0.2357073,"('mean', 'honorable')",0.15635476,0.011262169,-0.09839845,-0.14011417,6.0596404,6.111591,1.6044908,1.5546116,0.0498792
27,-0.284938,-0.33335114,"('hardhearted', 'softhearted')",0.8040561,0.72009826,0.4838999,0.34319496,1.8559902,1.596825,0.714752,0.5816917,0.1330603
88,0.28097016,0.27187958,"('low', 'eminent')",-0.8549143,-0.9373258,-1.6720508,-1.647897,-0.07741791,-0.006547153,-0.5808532,-0.5799726,-0.0008806
9,-0.2626086,-0.34046754,"('unaffectionate', 'caring')",1.4765197,1.2317381,-0.04334943,-0.29159692,1.4952958,1.3175225,0.6664643,0.479299,0.1871653
61,0.2418608,0.39423478,"('illogical', 'logical')",0.16507015,0.26267102,1.1716099,1.1047684,0.3183657,0.18183315,0.4742266,0.4858768,-0.0116502
19,-0.19876453,-0.4360187,"('inhospitable', 'hospitable')",0.9777543,0.8841944,-0.14761521,-0.32674813,0.110975124,0.013219079,0.1855874,0.0336617,0.1519257
58,-0.1980779,-0.50725293,"('undiscriminating', 'discriminating')",0.20663327,-0.074631736,0.21087721,-0.06744775,-0.0011677407,-0.35612488,0.0545662,-0.2513643,0.3059305
66,0.1947104,0.04342094,"('inactive', 'active')",0.32338846,0.34724134,0.1640692,0.15056613,1.2048982,1.1655837,0.4717666,0.426703,0.0450636
83,0.1900304,0.32894805,"('powerless', 'powerful')",0.0353127,0.23249051,-0.20122667,-0.16307817,-1.1652435,-1.016591,-0.2852818,-0.1545576,-0.1307242
38,0.18625052,0.30506402,"('untruthful', 'truthful')",0.5176226,0.52466273,-0.16508055,-0.18145506,-0.014249075,-0.0048333406,0.1311359,0.1608596,-0.0297237
17,0.13200998,0.10546626,"('nasty', 'nice')",0.77228475,0.7105936,0.23963305,0.28270477,-0.44776136,-0.35399732,0.1740416,0.1861918,-0.0121502
53,-0.1317551,-0.1695157,"('uncreative', 'creative')",0.6867004,0.39530215,-0.90887016,-1.0978081,1.0460495,0.92180926,0.1730312,0.0124469,0.1605843
2,0.12185133,0.34286508,"('unlikable', 'likable')",0.07920295,0.22615616,0.3834306,0.4341027,0.5873666,0.7190363,0.2929628,0.4305401,-0.1375773
68,0.109703325,0.24160874,"('dependent', 'independent')",-2.2846391,-2.1531754,-0.7176667,-0.6158376,-0.43274495,-0.56744003,-0.8313369,-0.7737111,-0.0576258
73,-0.07655984,-0.35421062,"('helpless', 'self-reliant')",0.7330874,0.6108388,-0.16019742,-0.23127043,-3.39683,-3.511182,-0.725125,-0.8714561,0.1463311
45,0.06363399,0.29610488,"('incompetent', 'competent')",-0.25563028,-0.111997604,1.085183,1.2183944,-0.19034758,-0.35868895,0.1757098,0.2609532,-0.0852434
20,0.04409907,0.055440433,"('rough', 'thoughtful')",-0.6252019,-0.55758137,0.41868696,0.38054845,1.2580606,1.1067915,0.2739112,0.2462997,0.0276115
18,0.030233264,0.0010443255,"('disagreeable', 'welcoming')",0.52486897,0.43719876,-0.053830072,-0.056077525,-0.07519019,-0.17852709,0.1065205,0.0509096,0.0556109
41,0.026633866,0.15140536,"('unforgiving', 'forgiving')",1.2465022,1.0482925,1.4669192,1.3414385,0.32343054,0.05322697,0.7658714,0.6485908,0.1172806
84,-0.0048039667,-0.10970911,"('inferior', 'superior')",0.0011608247,0.11250321,-0.053504013,-0.095552176,0.5710758,0.4809415,0.1284822,0.0970459,0.0314363
