,united_male,united_female,tuple,states_male,states_female,steel_male,steel_female,corp_male,corp_female,average_male,average_female,male-female
8,-1.7868083,-1.5039977,"('unaffectionate', 'affectionate')",-1.3509321,-1.1378648,0.48007953,0.7779991,-0.7524455,-0.7905875,-0.8525266,-0.6636127,-0.1889139
45,-1.6070795,-1.5317152,"('incompetent', 'competent')",-0.60602874,-0.5634787,-0.8593437,-0.89299774,0.0961949,0.18094215,-0.7440643,-0.7018124,-0.0422519
36,-1.502736,-1.3977048,"('hostile', 'amicable')",-1.2133961,-1.0762973,-0.39840534,-0.06430487,-1.6253036,-1.7482228,-1.1849602,-1.0716324,-0.1133278
55,-1.423112,-1.3398119,"('incompetent', 'clever')",-0.9015044,-0.89186704,-0.91756237,-0.98681474,0.753519,0.905994,-0.622165,-0.5781249,-0.0440401
67,1.2757046,1.1359862,"('doubtful', 'determined')",0.7817025,0.72917217,0.5755669,0.58398986,-0.23046038,-0.20916979,0.6006284,0.5599946,0.0406338
74,1.1433454,1.3279223,"('undedicated', 'dedicated')",0.48781753,0.6269932,0.36902893,0.51382184,-0.64457047,-0.40230942,0.3389053,0.516607,-0.1777017
49,-1.0564302,-1.0514264,"('unable', 'able')",-1.1398224,-1.0624286,-0.85005975,-0.8949228,-0.009612456,-0.1336788,-0.7639812,-0.7856141,0.0216329
11,1.0252303,0.96563,"('unhelpful', 'helpful')",-0.044496007,0.011302762,-0.76035774,-0.96560365,2.5512452,2.486169,0.6929054,0.6243746,0.0685308
42,0.9940445,1.0105798,"('unreliable', 'reliable')",1.3059675,1.3792439,-0.2921816,-0.17438076,-2.3567574,-1.87888,-0.0872318,0.0841407,-0.1713725
28,0.9865514,1.017447,"('disloyal', 'loyal')",0.3197216,0.39414138,-0.32937422,-0.20636189,1.1315333,1.1056901,0.527108,0.5777292,-0.0506212
22,-0.98564434,-0.7409913,"('untrustworthy', 'trustworthy')",-0.55743074,-0.39256382,-1.4400593,-1.3739625,-1.0384301,-0.70950866,-1.0053911,-0.8042566,-0.2011345
86,-0.9701189,-0.8395256,"('uninfluential', 'influential')",-0.403393,-0.39414802,0.22987412,0.117394395,0.021414032,0.13677245,-0.2805559,-0.2448767,-0.0356792
75,-0.93709534,-0.92518467,"('meek', 'impulsive')",-0.39800993,-0.21098246,-1.1242067,-0.9760823,-0.4994699,-0.70998085,-0.7396955,-0.7055576,-0.0341379
29,-0.9336797,-0.922262,"('unfair', 'fair')",-0.67710537,-0.59420276,-0.069977246,0.056589052,-0.27882496,-0.21356952,-0.4898968,-0.4183613,-0.0715355
69,0.9244916,0.8367444,"('lazy', 'industrious')",1.0956709,1.1034609,1.3899219,1.5047696,-1.1762397,-0.9664249,0.5584612,0.6196375,-0.0611763
1,-0.9161288,-0.67485076,"('unfriendly', 'friendly')",-1.5752779,-1.288267,0.78464055,1.2106788,-0.090917,-0.08792462,-0.4494208,-0.2100909,-0.2393299
41,-0.90458864,-0.47001854,"('unforgiving', 'forgiving')",-0.88276106,-0.522016,-0.7011433,-0.45355108,-0.6531018,-0.42846453,-0.7853987,-0.4685125,-0.3168862
33,0.8553668,0.8420088,"('wrong', 'right')",0.40347642,0.40058616,1.2948643,1.3193165,-1.3856732,-1.3271744,0.2920086,0.3086843,-0.0166757
0,-0.80859125,-0.64271337,"('unsociable', 'sociable')",-1.5600964,-1.4111347,-0.66934216,-0.6931832,-0.1494365,0.040943325,-0.7968665,-0.676522,-0.1203445
4,-0.7687824,-0.55874306,"('disliked', 'liked')",0.33420616,0.5611092,-0.08515785,0.15372193,-7.1200953,-6.369247,-1.9099573,-1.5532898,-0.3566675
15,-0.7365054,-0.6934036,"('boring', 'funny')",0.11889958,0.15222974,-0.038943317,0.013509944,-0.708415,-0.667921,-0.341241,-0.2988963,-0.0423447
66,0.715495,0.65792775,"('inactive', 'active')",0.26996887,0.39067876,-0.11060938,-0.07303532,0.5795819,0.43239924,0.3636091,0.3519926,0.0116165
31,-0.71327144,-0.5990325,"('evil', 'good')",0.3358202,0.4036786,0.11443615,0.42637697,-2.208827,-2.1468627,-0.6179605,-0.4789599,-0.1390006
12,0.69246995,0.80197877,"('unsupportive', 'supportive')",0.6609928,0.76841253,0.86837626,0.8534336,-2.024745,-1.7114676,0.0492735,0.1780893,-0.1288158
79,0.67607474,0.6055064,"('wavering', 'unwavering')",0.43880013,0.46981934,-0.26680753,-0.18526724,-0.39139035,-0.46799377,0.1141692,0.1055162,0.008653
54,-0.6471958,-0.55570555,"('incapable', 'capable')",-0.58494586,-0.4219611,-0.16632557,-0.020211622,0.32041445,0.25764787,-0.2695132,-0.1850576,-0.0844556
43,-0.6221449,-0.55982417,"('irresponsible', 'responsible')",-1.1748308,-1.1282254,-0.9296687,-1.0046159,0.4174323,0.33981517,-0.577303,-0.5882126,0.0109096
35,-0.60066104,-0.6016553,"('corrupt', 'incorrupt')",0.16496311,0.16153625,0.047703065,0.22385596,-1.6006136,-1.6019919,-0.4971521,-0.4545637,-0.0425884
80,0.59244514,0.59629875,"('dominated', 'dominating')",0.21879424,0.21317743,0.049856745,-0.15218967,0.74759144,1.0417532,0.4021719,0.4247599,-0.022588
81,0.57823914,0.5714513,"('submissive', 'aggressive')",0.20577076,0.14400283,-0.39763322,-0.6006371,0.24152899,0.32259792,0.1569764,0.1093537,0.0476227
6,0.57384896,0.451885,"('distant', 'open')",-0.4573364,-0.3890037,-0.3355901,0.02721636,-1.5415597,-1.6643203,-0.4401593,-0.3935557,-0.0466036
25,-0.57194114,-0.3002061,"('egoistic', 'altruistic')",-0.19060096,0.12318174,1.6721216,2.01485,0.2818782,0.5907432,0.2978644,0.6071422,-0.3092778
82,-0.5537019,-0.53151506,"('poor', 'rich')",-0.51440924,-0.52074534,0.21703959,0.16001908,7.1772985,6.465422,1.5815568,1.3932952,0.1882616
53,-0.54764855,-0.49982065,"('uncreative', 'creative')",-1.137082,-0.9613921,0.8671422,1.1385691,0.08822904,-0.031064818,-0.1823398,-0.0884271,-0.0939127
23,0.54395777,0.6172871,"('insincere', 'sincere')",-0.68145835,-0.6346453,-0.19623029,-0.26213828,5.872398,5.3828883,1.3846668,1.2758479,0.1088189
30,-0.5379418,-0.6656262,"('intolerant', 'tolerant')",-0.39767757,-0.5714068,-0.98440033,-1.040941,-0.5641943,-0.5466818,-0.6210535,-0.706164,0.0851105
18,-0.5262896,-0.47965458,"('disagreeable', 'welcoming')",-0.114952385,-0.09836836,-1.6519055,-1.406702,-1.6528884,-1.7499868,-0.986509,-0.9336779,-0.0528311
87,0.51887095,0.4354806,"('unsuccessful', 'successful')",0.7008721,0.6660643,0.9519156,0.66857535,1.623312,1.76531,0.9487426,0.8838575,0.0648851
37,-0.5101145,-0.6810554,"('fake', 'genuine')",-0.14584729,-0.25925317,-0.20893511,-0.11612957,-0.09545894,-0.2043536,-0.240089,-0.3151979,0.0751089
57,-0.50246036,-0.5011125,"('unimaginative', 'imaginative')",-0.8994786,-0.78473663,-0.4527586,-0.4102326,-3.2051604,-2.9748635,-1.2649645,-1.1677363,-0.0972282
88,0.49609038,0.5155224,"('low', 'eminent')",0.15915051,0.19189112,-0.66265553,-0.5136511,-0.5565373,-0.48555785,-0.140988,-0.0729488,-0.0680392
60,-0.48333356,-0.576901,"('inefficient', 'efficient')",-0.65642715,-0.8447982,-0.5409064,-0.7697205,0.36913374,0.26979333,-0.3278834,-0.4804066,0.1525232
39,0.46988747,0.34961846,"('exploitative', 'cooperative')",0.9955488,0.8638202,0.43416244,0.38757023,-0.16919906,-0.077170506,0.4325999,0.3809596,0.0516403
27,-0.46554115,-0.5515366,"('hardhearted', 'softhearted')",-0.057448037,-0.12931001,-1.3399066,-1.3425506,-0.20007233,-0.4034741,-0.515742,-0.6067178,0.0909758
68,-0.45864064,-0.4303403,"('dependent', 'independent')",-0.48631302,-0.455101,-1.561882,-1.6248689,-0.5779015,-0.54957694,-0.7711843,-0.7649718,-0.0062125
56,0.45843127,0.38488358,"('impractical', 'practical')",-0.060739633,-0.1814013,1.1193321,1.0220406,0.014338911,0.27332026,0.3828406,0.3747108,0.0081298
26,-0.4351052,-0.35893485,"('hardhearted', 'benevolent')",-0.14545764,-0.0602188,0.9739646,1.1797684,0.6893722,0.66321826,0.2706935,0.3559583,-0.0852648
73,0.4152007,0.4171568,"('helpless', 'self-reliant')",1.4085056,1.4406604,0.3230116,0.42841232,-4.044553,-3.7097945,-0.4744588,-0.3558912,-0.1185676
84,0.40892532,0.4036702,"('inferior', 'superior')",0.23399216,0.23616304,0.7563741,0.82485443,1.3580005,1.5279397,0.6893231,0.7481568,-0.0588337
51,0.39750558,0.4363112,"('uneducated', 'educated')",0.89036185,0.87255,-0.18273827,-0.22232822,0.9297738,1.0511631,0.5087258,0.5344241,-0.0256983
2,0.3949969,0.5785776,"('unlikable', 'likable')",0.47697398,0.6592397,0.6101922,0.6675142,0.10896633,0.24561907,0.3977824,0.5377377,-0.1399553
48,-0.3749137,-0.35751173,"('unintelligent', 'intelligent')",-0.07084446,-0.18739533,0.03956195,-0.07061078,0.8092729,0.8554128,0.1007692,0.0599737,0.0407955
3,-0.36654592,-0.34450918,"('repellent', 'pleasant')",-0.3729659,-0.38436475,-0.74716294,-0.7971242,1.0490464,1.1889728,-0.1094071,-0.0842563,-0.0251508
9,-0.36390916,-0.24012351,"('unaffectionate', 'caring')",-0.93030447,-0.8386066,0.89712834,0.98710185,0.2688524,0.16668299,-0.0320582,0.0187637,-0.0508219
59,0.36283368,0.35845742,"('foolish', 'wise')",0.53243524,0.58139026,0.9987134,1.0082923,-1.0292985,-1.0252755,0.2161709,0.2307161,-0.0145452
14,-0.3627429,-0.30607393,"('antisocial', 'social')",-0.02847767,0.025018193,0.5122139,0.62691,0.07629272,0.41404122,0.0493215,0.1899739,-0.1406524
21,-0.34906676,-0.18704262,"('immoral', 'moral')",-0.41943672,-0.449437,0.26004988,0.142358,0.2245895,0.29138258,-0.070966,-0.0506848,-0.0202812
38,0.3211699,0.30064866,"('untruthful', 'truthful')",-0.049850665,-0.010372865,0.16000038,0.06283246,-0.36455566,-0.33503032,0.016691,0.0045195,0.0121715
20,-0.31986848,-0.37404862,"('rough', 'thoughtful')",0.20018396,0.124197304,-0.6921147,-0.5382557,0.6102715,0.7463821,-0.0503819,-0.0104312,-0.0399507
63,-0.3092507,-0.16157883,"('unperceptive', 'insightful')",0.119071335,0.29689926,-0.17937776,-0.22742303,1.006833,1.0830147,0.159319,0.247728,-0.088409
62,-0.30313146,-0.2922257,"('incompetent', 'brilliant')",-0.46069062,-0.4319136,-0.6335974,-0.81326175,0.54619217,0.59087,-0.2128068,-0.2366328,0.023826
83,-0.28677088,-0.2943536,"('powerless', 'powerful')",-0.16990285,-0.16378437,0.17845064,0.19451228,-0.30522227,-0.35327995,-0.1458613,-0.1542264,0.0083651
13,-0.285512,-0.34497017,"('impolite', 'polite')",-0.85595226,-0.9925871,-0.73084986,-0.8841725,-0.37900317,-0.42042282,-0.5628293,-0.6605381,0.0977088
61,-0.2669496,-0.080526516,"('illogical', 'logical')",-0.6745817,-0.4597435,-0.09131053,-0.1789684,0.5528629,0.8021985,-0.1199947,0.02074,-0.1407347
34,0.24118689,0.12370392,"('mean', 'honorable')",-0.43982536,-0.49105287,0.29627994,0.20287594,5.742608,5.33758,1.4600624,1.2932768,0.1667856
76,-0.21593887,-0.27977562,"('anxious', 'daring')",-0.0115484055,-0.0149835935,0.08315392,0.040279973,1.1003962,1.1795247,0.2390157,0.2312614,0.0077543
19,-0.21083507,-0.23222272,"('inhospitable', 'hospitable')",0.3006514,0.3326718,-0.6387091,-0.605358,-0.6835177,-0.87094605,-0.3081026,-0.3439637,0.0358611
5,0.20456904,0.06886576,"('distant', 'outgoing')",-0.60209453,-0.5631082,-0.36183828,-0.10584303,-1.3031213,-1.4025023,-0.5156213,-0.5006469,-0.0149744
10,-0.20143655,-0.05267306,"('unsympathetic', 'sympathetic')",-0.96020764,-0.8376975,-1.0912732,-1.1551834,0.16289516,0.17111973,-0.5225055,-0.4686086,-0.0538969
47,0.19287089,0.28231508,"('stupid', 'smart')",-0.023907272,0.070459336,0.5555043,0.5610117,4.988714,4.6576023,1.4282955,1.3928471,0.0354484
65,0.17577246,0.2772979,"('insecure', 'secure')",-0.2558193,-0.26301777,-0.44012123,-0.558315,0.57356656,0.715263,0.0133496,0.042807,-0.0294574
50,0.17314635,0.26954395,"('clumsy', 'skillful')",0.5895957,0.75621384,0.0031550452,0.09897208,0.4445697,0.39375296,0.3026167,0.3796207,-0.077004
78,0.15330072,0.33462974,"('nonresilient', 'resilient')",-0.7604649,-0.6437242,-0.0858211,-0.102676585,1.2850752,1.313147,0.1480225,0.225344,-0.0773215
58,-0.14258832,-0.082386345,"('undiscriminating', 'discriminating')",-0.2137106,-0.17987001,0.3594171,0.33369148,0.17345323,0.20916717,0.0441429,0.0701506,-0.0260077
52,-0.121582225,-0.04056011,"('irrational', 'rational')",-0.3325777,-0.124159716,0.84294486,1.0419742,-1.1335095,-1.1596937,-0.1861811,-0.0706098,-0.1155713
16,-0.110363565,0.06604214,"('unpopular', 'popular')",-0.20989135,0.06855183,-0.20739228,-0.09169169,0.3528671,0.38212714,-0.043695,0.1062573,-0.1499523
71,0.10030946,0.16398253,"('diffident', 'self-confident')",0.45279333,0.48558503,1.684909,1.6934392,0.10645093,0.15419838,0.5861157,0.6243013,-0.0381856
24,-0.096070446,0.022425026,"('dishonest', 'honest')",-0.46530196,-0.4428511,0.83437043,0.93528175,0.28886938,0.5767162,0.1404669,0.272893,-0.1324261
72,-0.09016659,0.053249672,"('unambitious', 'ambitious')",-0.06664659,0.0010043699,0.5955413,0.6144242,-0.5265135,-0.65130365,-0.0219463,0.0043437,-0.02629
64,-0.08341021,-0.22426923,"('shy', 'confident')",0.43567416,0.3177541,-0.34233445,-0.4851254,-5.8324566,-5.1729383,-1.4556317,-1.3911448,-0.0644869
77,0.07968957,0.073971815,"('unmotivated', 'motivated')",-0.4741788,-0.5349877,-0.33967936,-0.5049521,-0.4491278,-0.35685298,-0.2958241,-0.3307052,0.0348811
46,-0.06545863,-0.05386085,"('uncompetitive', 'competitive')",-0.5003419,-0.5047365,-0.49946505,-0.7075559,0.3811094,0.45438018,-0.1710391,-0.2029433,0.0319042
70,-0.058189943,-0.02681842,"('lethargic', 'energetic')",-0.026659053,0.0126215555,-0.81958246,-0.9454216,0.8388957,0.8346059,-0.0163839,-0.0312531,0.0148692
40,0.05223266,0.13950838,"('stingy', 'generous')",1.13991,1.1513441,0.35046253,0.56228954,-2.7794735,-2.3795273,-0.3092171,-0.1315963,-0.1776208
85,0.025459684,0.11240084,"('insignificant', 'prestigious')",-0.23376246,0.0016262569,1.1621056,1.395702,-1.4542047,-1.367974,-0.1251005,0.0354388,-0.1605393
44,-0.02522929,-0.32756194,"('prejudiced', 'unprejudiced')",-0.20141082,-0.34841827,-1.1897895,-1.3633333,-1.4025763,-1.6115414,-0.7047515,-0.9127138,0.2079623
17,0.02443558,-0.055416588,"('nasty', 'nice')",0.31911713,0.30095163,-0.7215523,-0.6972931,-0.92220676,-0.78867227,-0.3250516,-0.3101076,-0.014944
32,0.015969627,0.16931269,"('unkind', 'kind')",-0.57394475,-0.5637876,-0.024673363,0.012599252,0.68759465,0.6329867,0.0262365,0.0627778,-0.0365413
7,-0.014875025,0.03884671,"('insensitive', 'sensitive')",-0.34363514,-0.2924642,0.227294,0.36673522,0.53254604,0.6117875,0.1003325,0.1812263,-0.0808938
