,travel_male,travel_female,tuple,&_male,&_female,leisure_male,leisure_female,co_male,co_female,average_male,average_female,male-female
50,0.6311729,0.67018795,"('clumsy', 'skillful')",1.263648,1.2949029,1.344526,1.23176,-0.08336363,-0.0840085,0.7889959,0.7782106,0.0107853
8,0.6219012,0.67493147,"('unaffectionate', 'affectionate')",-0.7534682,-0.8338234,1.4071181,1.4542861,0.8328106,0.76485705,0.5270904,0.5150628,0.0120276
70,0.6062102,0.44103673,"('lethargic', 'energetic')",0.33423448,0.3102713,-0.2733206,-0.3402025,0.4674103,0.5053684,0.2836336,0.2291185,0.0545151
4,0.5810658,0.70585185,"('disliked', 'liked')",0.92803323,0.9392618,1.8703241,1.9519104,-6.8213167,-6.7913117,-0.8604734,-0.7985719,-0.0619015
6,0.56697035,0.6406543,"('distant', 'open')",1.106251,0.915194,0.7910328,0.79694235,0.10248168,0.075989604,0.6416839,0.6071951,0.0344888
37,-0.54702085,-0.5680578,"('fake', 'genuine')",0.4068225,0.37357566,-0.61193234,-0.5835695,0.24477202,0.2063685,-0.1268397,-0.1429208,0.0160811
60,0.5364137,0.48204964,"('inefficient', 'efficient')",-0.14883488,0.071120515,-0.37333655,-0.4196159,-0.29967186,-0.057785995,-0.0713574,0.0189421,-0.0902995
78,0.5340613,0.5474442,"('nonresilient', 'resilient')",-0.9761393,-0.9876329,0.3632703,0.46082777,-0.3398331,-0.19427024,-0.1046602,-0.0434078,-0.0612524
3,-0.5001153,-0.6009068,"('repellent', 'pleasant')",-0.30352843,-0.4282089,-0.8966902,-1.0806568,0.45559296,0.44018883,-0.3111852,-0.4173959,0.1062107
11,0.4999727,0.4315551,"('unhelpful', 'helpful')",0.2432023,0.32668507,1.0902034,1.1063602,2.0427072,2.1578043,0.9690214,1.0056012,-0.0365798
62,0.49575526,0.5248861,"('incompetent', 'brilliant')",-0.5786912,-0.53755474,0.20259102,0.2777323,-0.24903779,-0.11827579,-0.0323457,0.036697,-0.0690427
10,-0.48536956,-0.5843333,"('unsympathetic', 'sympathetic')",-1.1415269,-1.2714839,-1.272868,-1.3198622,-0.23634216,-0.18532062,-0.7840267,-0.84025,0.0562233
77,-0.48122627,-0.516049,"('unmotivated', 'motivated')",-0.7153038,-0.76032263,0.0554656,0.04042246,-1.2499099,-1.1679586,-0.5977436,-0.6009769,0.0032333
25,0.4794043,0.5171177,"('egoistic', 'altruistic')",-0.23607594,-0.35796165,0.2342092,0.23562235,1.3269734,1.3410579,0.4511278,0.4339591,0.0171687
59,0.46480408,0.54422283,"('foolish', 'wise')",1.5123199,1.5501015,0.7847806,0.8189229,0.28450742,0.27119488,0.7616031,0.7961105,-0.0345074
63,0.4603685,0.47071868,"('unperceptive', 'insightful')",1.2563165,1.3642421,0.3303011,0.46218655,0.029120415,0.21471742,0.5190266,0.6279662,-0.1089396
23,-0.4383827,-0.54702467,"('insincere', 'sincere')",-0.7330828,-0.7223502,-0.5960004,-0.65428483,5.5454187,5.5765796,0.9444882,0.9132299,0.0312583
82,0.43549207,0.35130292,"('poor', 'rich')",0.69211507,0.8652973,0.09828251,0.19789588,6.2594814,6.2809086,1.8713428,1.9238511,-0.0525083
35,-0.42735016,-0.3840007,"('corrupt', 'incorrupt')",0.83492166,0.8193085,0.19772118,0.23201689,-0.14392777,-0.24115802,0.1153412,0.1065417,0.0087995
48,-0.42305198,-0.5074617,"('unintelligent', 'intelligent')",-1.5155916,-1.4680858,-0.60364705,-0.6209698,-0.6954238,-0.6080665,-0.8094286,-0.801146,-0.0082826
19,-0.4052348,-0.38514566,"('inhospitable', 'hospitable')",0.0027840324,0.09493527,0.44075394,0.40416497,-0.34773293,-0.27254537,-0.0773574,-0.0396477,-0.0377097
46,0.39836124,0.32272488,"('uncompetitive', 'competitive')",-0.41795796,-0.36591506,-0.40051052,-0.37481815,-0.6419962,-0.5551401,-0.2655259,-0.2432871,-0.0222388
61,0.39692158,0.4160019,"('illogical', 'logical')",0.45854297,0.39927316,0.44032204,0.37436506,-0.10864966,-0.086218506,0.2967843,0.2758554,0.0209289
67,-0.372913,-0.36986232,"('doubtful', 'determined')",-0.099694006,-0.08057733,0.42197722,0.35882026,-0.30385202,-0.2572868,-0.0886205,-0.0872265,-0.001394
54,0.36120602,0.39570433,"('incapable', 'capable')",0.051702082,0.009074986,0.6996463,0.66160554,0.96976,0.986131,0.5205786,0.5131289,0.0074497
72,0.34137857,0.32192725,"('unambitious', 'ambitious')",-0.7673814,-0.67376477,0.6365772,0.5647722,-0.30095136,-0.30339152,-0.0225943,-0.0226142,1.99e-05
20,-0.33021924,-0.2834736,"('rough', 'thoughtful')",-0.11752543,-0.09970813,-0.38539162,-0.2796734,0.37838885,0.37955382,-0.1136869,-0.0708253,-0.0428616
34,-0.3298818,-0.28424314,"('mean', 'honorable')",-0.37381515,-0.22110853,0.3295104,0.38536984,5.098366,5.215575,1.1810448,1.2738984,-0.0928536
80,0.31537342,0.36529818,"('dominated', 'dominating')",0.24493495,0.32579634,-0.8413508,-0.6502317,-0.47860652,-0.3628662,-0.1899122,-0.0805008,-0.1094114
84,-0.3012256,-0.14010864,"('inferior', 'superior')",0.34367284,0.3904326,-0.063105375,0.033529438,0.038798537,0.09381302,0.0045351,0.0944166,-0.0898815
38,0.27695212,0.11660521,"('untruthful', 'truthful')",0.7970225,0.68130463,0.916926,0.7295581,0.18343249,0.14107707,0.5435833,0.4171363,0.126447
17,-0.2598182,-0.26808426,"('nasty', 'nice')",-0.2360901,-0.42173752,0.7506331,0.6546139,-0.29062986,-0.2187015,-0.0089763,-0.0634773,0.054501
36,-0.2544427,-0.17447877,"('hostile', 'amicable')",0.046652555,-0.10635127,0.42629308,0.49004248,0.012804199,-0.11188172,0.0578268,0.0243327,0.0334941
55,-0.25304234,-0.28579298,"('incompetent', 'clever')",-0.30846733,-0.24945994,-0.9270798,-0.89909416,0.014262753,0.22373435,-0.3685817,-0.3026532,-0.0659285
24,0.24432802,0.2273822,"('dishonest', 'honest')",-0.31112188,-0.23622645,-1.08361,-1.1302121,0.72771966,0.7578747,-0.1056711,-0.0952954,-0.0103757
52,-0.24211696,-0.2094106,"('irrational', 'rational')",-0.38984597,-0.5145745,0.50277376,0.461878,-0.23038805,-0.35489967,-0.0898943,-0.1542517,0.0643574
28,0.24052462,0.23513822,"('disloyal', 'loyal')",-0.029066268,-0.100306906,-0.59393525,-0.53406894,0.99946785,1.0104772,0.1542477,0.1528099,0.0014378
83,0.2280075,0.24828069,"('powerless', 'powerful')",-0.17531393,-0.12047494,0.55450845,0.53318465,-1.0920184,-1.1031538,-0.1212041,-0.1105409,-0.0106632
7,0.22630888,0.119633764,"('insensitive', 'sensitive')",0.7584931,0.72833085,0.057123564,0.05404664,0.05096276,0.16316177,0.2732221,0.2662933,0.0069288
32,0.22607145,0.1796709,"('unkind', 'kind')",0.44008937,0.52434766,-1.1060994,-1.1151679,0.8733162,0.90768576,0.1083444,0.1241341,-0.0157897
13,0.21382333,0.07931433,"('impolite', 'polite')",-0.45618975,-0.45236334,0.021519799,-0.035354417,-0.16389993,-0.07445864,-0.0961866,-0.1207155,0.0245289
39,0.20249572,0.23013908,"('exploitative', 'cooperative')",0.15623349,0.18196508,0.013219535,0.023196992,0.65096915,0.70902735,0.2557295,0.2860821,-0.0303526
15,0.17896508,0.014566757,"('boring', 'funny')",0.10539581,-0.01596383,0.7857051,0.6763513,0.05448494,0.115218416,0.2811377,0.1975432,0.0835945
66,0.17320502,0.09153387,"('inactive', 'active')",1.4284955,1.2366593,0.73797107,0.71856993,0.8363745,0.7635302,0.7940115,0.7025734,0.0914381
86,-0.14262065,-0.2286878,"('uninfluential', 'influential')",-1.1729175,-1.1116731,-0.36572045,-0.41779098,-0.36344123,-0.27640614,-0.511175,-0.5086395,-0.0025355
65,-0.13217135,-0.23833518,"('insecure', 'secure')",-0.106219456,-0.13661253,-0.7826274,-0.93497354,0.17617947,0.2514206,-0.2112097,-0.2646252,0.0534155
29,0.12221794,0.2123383,"('unfair', 'fair')",1.1363517,1.2332813,0.053103786,0.074428216,-0.6584646,-0.6666755,0.1633022,0.2133431,-0.0500409
45,0.113499425,0.049194667,"('incompetent', 'competent')",0.6313188,0.54172003,0.28250834,0.3266897,-0.0914665,-0.05972621,0.233965,0.2144696,0.0194954
22,0.10499038,0.051634282,"('untrustworthy', 'trustworthy')",1.3429186,1.445926,-0.36356685,-0.39847285,-0.20986162,-0.14462999,0.2186201,0.2386144,-0.0199943
79,-0.099966116,-0.13279511,"('wavering', 'unwavering')",0.42341724,0.2965128,0.5047349,0.4481103,-0.23899595,-0.31805894,0.1472975,0.0734423,0.0738552
41,0.08497378,0.06374903,"('unforgiving', 'forgiving')",-0.529324,-0.5467558,-0.07176564,-0.07177915,0.20351803,0.20760511,-0.0781495,-0.0867952,0.0086457
40,-0.07462689,-0.10406305,"('stingy', 'generous')",-0.7082844,-0.8829618,-0.60480404,-0.6298284,-2.762932,-2.8269043,-1.0376618,-1.1109394,0.0732776
76,0.05190689,-0.0060747936,"('anxious', 'daring')",0.57146955,0.61185116,-0.4401472,-0.47879162,-0.11031223,0.020950785,0.0182293,0.0369839,-0.0187546
64,-0.026560547,-0.07217967,"('shy', 'confident')",0.68253124,0.6414533,-0.5902966,-0.7140405,-5.672936,-5.7154827,-1.4018154,-1.4650624,0.063247
44,-0.02019583,0.015085377,"('prejudiced', 'unprejudiced')",0.49752733,0.4735728,-0.46733582,-0.43828183,-0.63730854,-0.70277023,-0.1568282,-0.1630985,0.0062703
81,-0.019129273,-0.115496114,"('submissive', 'aggressive')",-1.2707725,-1.2552743,-0.68941593,-0.73890126,-1.2811289,-1.1422222,-0.8151116,-0.8129734,-0.0021382
21,-0.012290238,-0.084503695,"('immoral', 'moral')",-0.7044767,-0.5923476,-1.0572051,-1.0106416,-1.0206599,-0.83567023,-0.698658,-0.6307908,-0.0678672
88,0.010264561,-0.061645955,"('low', 'eminent')",-0.6297891,-0.47150555,-0.23516396,-0.30772907,-0.61436725,-0.6752269,-0.3672639,-0.3790269,0.011763
