,yum_male,yum_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
86,-1.8426841,-1.8228723,"('uninfluential', 'influential')",0.014890797,-0.066982895,0.25528646,0.18950966,-0.524169,-0.5667818,0.0426128
10,-1.8075165,-1.7989159,"('unsympathetic', 'sympathetic')",0.26154196,0.2131429,-0.06167054,-0.16001473,-0.5358817,-0.5819292,0.0460475
73,1.5639933,1.7159243,"('helpless', 'self-reliant')",1.1596419,1.2956527,-2.85485,-2.579548,-0.0437383,0.1440097,-0.187748
57,-1.4817497,-1.5395045,"('unimaginative', 'imaginative')",-0.27738422,-0.3444401,-1.877544,-2.0239234,-1.2122259,-1.3026226,0.0903967
3,-1.4678243,-1.3400303,"('repellent', 'pleasant')",-0.6315196,-0.43665835,0.064229846,0.15133715,-0.6783714,-0.5417838,-0.1365876
53,-1.2891386,-1.0107694,"('uncreative', 'creative')",0.767783,0.6994214,0.80897707,0.6625943,0.0958738,0.1170821,-0.0212083
40,-1.2627673,-1.3218958,"('stingy', 'generous')",-0.44382894,-0.6797434,-1.5172367,-1.8234835,-1.074611,-1.2750409,0.2004299
72,-1.2083519,-1.1352515,"('unambitious', 'ambitious')",-1.0059975,-1.0132422,-1.3030739,-1.3217449,-1.1724744,-1.1567462,-0.0157282
59,1.1874741,1.1419262,"('foolish', 'wise')",-0.2796415,-0.2698687,-0.09828925,-0.026305981,0.2698478,0.2819172,-0.0120694
81,-1.1627122,-1.3672931,"('submissive', 'aggressive')",0.219592,0.14235857,-0.36779493,-0.33674783,-0.4369717,-0.5205608,0.0835891
15,1.1548804,0.8230192,"('boring', 'funny')",0.45007974,0.38047078,0.38044003,0.35923538,0.6618001,0.5209085,0.1408916
46,-1.1423123,-1.0690746,"('uncompetitive', 'competitive')",1.581634,1.6173526,0.36962375,0.3588946,0.2696485,0.3023909,-0.0327424
88,-1.1217926,-0.85829204,"('low', 'eminent')",0.17904244,0.37614334,0.23051175,0.3944132,-0.2374128,-0.0292452,-0.2081676
50,1.1085458,1.3559415,"('clumsy', 'skillful')",0.13539627,0.31253165,0.43252623,0.4047909,0.5588228,0.691088,-0.1322652
33,1.1007936,1.0258982,"('wrong', 'right')",0.3498637,0.26984096,-0.87680095,-0.88850474,0.1912855,0.1357448,0.0555407
69,1.0956043,1.085576,"('lazy', 'industrious')",0.33162326,0.37389684,-0.7150956,-0.6583831,0.2373773,0.2670299,-0.0296526
48,-1.0675025,-1.1821721,"('unintelligent', 'intelligent')",-0.6095595,-0.75189424,0.5913734,0.4315431,-0.3618962,-0.5008411,0.1389449
66,-1.0591767,-1.384394,"('inactive', 'active')",-0.5812787,-0.72702163,0.8302724,0.52753145,-0.270061,-0.5279614,0.2579004
8,-1.0541085,-1.0964787,"('unaffectionate', 'affectionate')",-0.54013497,-0.70998836,0.21176367,-0.04399872,-0.4608266,-0.6168219,0.1559953
9,-1.0395669,-1.1157852,"('unaffectionate', 'caring')",0.19791389,0.096472465,0.80174077,0.6197719,-0.0133041,-0.1331803,0.1198762
14,-1.0278611,-1.1434915,"('antisocial', 'social')",0.5724096,0.59080267,-0.66881186,-0.6201218,-0.3747545,-0.3909369,0.0161824
0,-1.0060713,-1.297527,"('unsociable', 'sociable')",1.0027438,0.87919694,-0.040595468,-0.093635544,-0.014641,-0.1706552,0.1560142
