,varian_male,varian_female,tuple,medical_male,medical_female,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.4679313,-2.4601316,"('unfriendly', 'friendly')",0.40376803,0.32469338,-0.30377764,-0.44572115,1.7784957,1.8684077,-0.1473613,-0.1781879,0.0308266
86,-2.1200724,-2.388475,"('uninfluential', 'influential')",0.24641933,0.1504697,-0.3212782,-0.46566463,-0.5916437,-0.60024494,-0.6966437,-0.8259787,0.129335
53,-1.7986823,-1.9762089,"('uncreative', 'creative')",-0.56891793,-0.6386616,-0.24323237,-0.4412819,0.8262332,0.74468,-0.4461499,-0.5778681,0.1317182
63,-1.7851895,-1.9982126,"('unperceptive', 'insightful')",-0.2028404,-0.124407314,0.75362974,0.8308674,0.56973153,0.8955631,-0.1661672,-0.0990473,-0.0671199
5,-1.3662548,-0.85685,"('distant', 'outgoing')",0.17275718,0.2783064,-1.2590879,-1.143773,-0.085578166,0.42911294,-0.634541,-0.3233009,-0.3112401
8,-1.254287,-1.2206829,"('unaffectionate', 'affectionate')",-0.06242851,-0.14038055,-1.502665,-1.5742409,0.48224133,0.6626116,-0.5842848,-0.5681732,-0.0161116
6,-1.2322904,-0.6620074,"('distant', 'open')",0.09797406,0.17046416,-1.8446151,-1.7799164,0.36556748,0.7646117,-0.653341,-0.376712,-0.276629
57,-1.1697614,-1.5971723,"('unimaginative', 'imaginative')",-0.0011762045,-0.100820005,-0.5764755,-0.70237917,-2.6779416,-2.726632,-1.1063387,-1.2817509,0.1754122
58,-1.1128404,-1.3354576,"('undiscriminating', 'discriminating')",-1.1742597,-1.1681021,-0.5066477,-0.5822046,-0.64283526,-0.5446728,-0.8591458,-0.9076092,0.0484634
9,-1.109972,-1.204129,"('unaffectionate', 'caring')",0.9084002,0.9166065,-0.453937,-0.43015864,0.94210297,1.3541719,0.0716485,0.1591227,-0.0874742
61,-1.1096435,-1.4318197,"('illogical', 'logical')",-0.093387,-0.134535,0.19860215,0.08016912,0.049614653,0.037599772,-0.2387034,-0.3621464,0.123443
36,-1.0981698,-0.81714404,"('hostile', 'amicable')",-1.033596,-1.2484763,-2.0263836,-2.2630417,0.5222179,0.15217538,-0.9089829,-1.0441216,0.1351387
19,-1.0328053,-0.63603234,"('inhospitable', 'hospitable')",-0.072078384,-0.05181566,-1.259696,-1.1695892,-0.15711397,0.084843464,-0.6304234,-0.4431484,-0.187275
27,-1.0320513,-0.9179635,"('hardhearted', 'softhearted')",0.045714818,0.21732962,-0.16779572,-0.0372335,1.2843226,1.4477534,0.0325476,0.1774715,-0.1449239
44,0.9774337,0.9992265,"('prejudiced', 'unprejudiced')",-0.5060267,-0.5235549,-0.46103692,-0.44439322,-1.1273396,-1.4657317,-0.2792424,-0.3586133,0.0793709
79,-0.9110878,-0.62056494,"('wavering', 'unwavering')",-0.6077014,-0.6910883,-1.8482347,-1.843911,-0.08111686,0.09845644,-0.8620352,-0.764277,-0.0977582
31,-0.897723,-0.57037663,"('evil', 'good')",-0.63864267,-0.6743014,-1.2237362,-1.157148,-0.9442501,-0.85041475,-0.926088,-0.8130602,-0.1130278
72,-0.8881588,-0.97055626,"('unambitious', 'ambitious')",-0.16974522,-0.06581604,-1.35246,-1.2975976,-1.0245444,-0.79351485,-0.8587271,-0.7818712,-0.0768559
25,-0.88466793,-0.94241935,"('egoistic', 'altruistic')",0.2087455,0.2117058,0.79126304,0.73903376,1.4713919,1.271649,0.3966831,0.3199923,0.0766908
54,-0.870137,-0.8690421,"('incapable', 'capable')",0.011811368,-0.10096446,-0.14723933,-0.39671248,1.45554,1.3779898,0.1124938,0.0028177,0.1096761
39,0.8325594,0.5998083,"('exploitative', 'cooperative')",0.3995736,0.31156906,1.404443,1.2895614,0.28900075,0.17374918,0.7313942,0.593672,0.1377222
73,0.8208758,0.9607182,"('helpless', 'self-reliant')",0.39804372,0.3610477,-0.5640037,-0.5489299,-3.204064,-3.0902696,-0.637287,-0.5793584,-0.0579286
34,-0.8103443,-0.65179753,"('mean', 'honorable')",-0.43067932,-0.36599424,0.16831602,0.2138901,5.873893,5.9002633,1.2002963,1.2740904,-0.0737941
43,-0.7696337,-1.1596041,"('irresponsible', 'responsible')",0.77986556,0.6711938,-0.6518703,-0.82053685,0.18790755,0.079180256,-0.1134327,-0.3074417,0.194009
10,-0.7159854,-1.2332634,"('unsympathetic', 'sympathetic')",-0.91170514,-0.9910831,-0.532967,-0.69750375,-0.50353646,-0.5373104,-0.6660485,-0.8647901,0.1987416
80,0.7133082,0.42492008,"('dominated', 'dominating')",-0.16265815,-0.08712019,1.0731312,1.2691635,-1.3647302,-1.3445078,0.0647627,0.0656139,-0.0008512
24,-0.7110973,-0.78330964,"('dishonest', 'honest')",-0.2838335,-0.22812688,-1.648411,-1.6981835,0.60607255,0.7758332,-0.5093173,-0.4834467,-0.0258706
66,-0.69389975,-0.4604661,"('inactive', 'active')",-0.41908166,-0.4860604,-0.87797356,-0.96296954,0.9229293,0.9899157,-0.2670064,-0.2298951,-0.0371113
0,-0.6881964,-1.1001272,"('unsociable', 'sociable')",0.5464995,0.311611,0.469217,0.19954327,-0.31280777,-0.5292963,0.0036781,-0.2795673,0.2832454
2,0.6791571,0.19126491,"('unlikable', 'likable')",0.80136454,0.58580124,1.0027452,0.8262549,1.0384804,0.795662,0.8804368,0.5997458,0.280691
51,-0.6546952,-0.71945864,"('uneducated', 'educated')",0.26621312,0.34488767,0.21812469,0.16930103,-0.024745062,-0.043319102,-0.0487756,-0.0621473,0.0133717
70,-0.65356165,-0.9213862,"('lethargic', 'energetic')",-0.47490567,-0.47965074,0.09660361,0.008630909,0.20326947,0.33277756,-0.2071486,-0.2649071,0.0577585
78,-0.6512155,-0.66047484,"('nonresilient', 'resilient')",1.0208333,1.2202628,2.1172075,2.3290687,0.12913193,0.34276217,0.6539893,0.8079047,-0.1539154
77,-0.64514184,-0.6769527,"('unmotivated', 'motivated')",0.1175454,0.06948835,0.5670428,0.47350436,-1.1345326,-1.0988452,-0.2737715,-0.3082013,0.0344298
45,-0.64453536,-1.0569041,"('incompetent', 'competent')",-0.15106173,-0.13928552,0.053887464,-0.038337313,-0.17749396,-0.31867373,-0.2298009,-0.3883002,0.1584993
67,0.63678926,0.7769581,"('doubtful', 'determined')",0.23958236,0.15463316,0.41555864,0.40797013,-0.36263084,-0.51290756,0.2323248,0.2066635,0.0256613
15,-0.63020223,-0.194281,"('boring', 'funny')",0.7769813,0.65466005,-0.71294415,-0.64249367,0.57510734,0.5653558,0.0022356,0.0958103,-0.0935747
82,-0.62313914,-0.84728026,"('poor', 'rich')",-0.17810133,-0.27982563,-0.33585513,-0.48217237,6.406731,6.2562494,1.3174089,1.1617428,0.1556661
68,-0.6144842,-0.4332225,"('dependent', 'independent')",-0.8198527,-0.6743932,0.25876376,0.33852977,-0.5726039,-0.31505245,-0.4370443,-0.2710346,-0.1660097
69,0.58338183,1.1635809,"('lazy', 'industrious')",1.3960333,1.3862946,0.76891524,0.8839168,-0.20688154,-0.11246797,0.6353622,0.8303311,-0.1949689
84,0.56196207,0.8086948,"('inferior', 'superior')",0.7340643,0.8664619,0.18553472,0.28514782,0.8394207,0.96266854,0.5802454,0.7307432,-0.1504978
16,-0.5484552,-0.56831074,"('unpopular', 'popular')",-0.18384159,-0.33789062,-0.0149135925,-0.07396923,0.87839603,0.6570848,0.0327964,-0.0807714,0.1135678
71,-0.53040326,-0.15882438,"('diffident', 'self-confident')",1.850184,1.7236842,1.0218582,1.0540098,0.51110303,0.7913178,0.7131855,0.8525469,-0.1393614
38,-0.50201344,-0.7640273,"('untruthful', 'truthful')",-0.021460034,0.10669435,-0.38916266,-0.29123026,-0.0077314675,0.21623066,-0.2300919,-0.1830831,-0.0470088
23,-0.49514955,-0.97530615,"('insincere', 'sincere')",-0.041943617,-0.11823712,0.93937844,0.87679946,5.592228,5.5380354,1.4986283,1.3303229,0.1683054
83,-0.45122078,-0.31461897,"('powerless', 'powerful')",0.09219654,0.14540754,-0.43303207,-0.3083423,-1.4279237,-1.3167346,-0.554995,-0.4485721,-0.1064229
59,0.4479712,0.52950865,"('foolish', 'wise')",1.0508645,0.8151163,-0.22835627,-0.32803246,0.502754,0.6736944,0.4433084,0.4225717,0.0207367
21,0.4201796,-0.2478075,"('immoral', 'moral')",0.59658104,0.5416607,0.9981712,0.91299677,-0.5464835,-0.7917686,0.367112,0.1037704,0.2633416
62,0.37554464,-0.002820611,"('incompetent', 'brilliant')",0.370163,0.5542791,1.2805588,1.4525952,0.20100372,0.47454184,0.5568176,0.6196489,-0.0628313
37,0.37359905,0.54048365,"('fake', 'genuine')",-0.27072716,-0.2297701,-0.46284556,-0.36955678,0.01896767,0.29417822,-0.0852515,0.0588337,-0.1440852
4,-0.3721225,-0.35425672,"('disliked', 'liked')",0.28350955,0.34366313,-0.58740944,-0.51931906,-6.170255,-6.0707207,-1.7115694,-1.6501583,-0.0614111
81,0.3667744,-0.19154286,"('submissive', 'aggressive')",0.4575445,0.4411312,0.5310112,0.5111384,-0.5351035,-0.71168315,0.2050567,0.0122609,0.1927958
3,-0.3567389,-0.852577,"('repellent', 'pleasant')",-1.339539,-1.3577434,0.42067415,0.37452534,0.122042194,-0.039393313,-0.2883904,-0.4687971,0.1804067
29,-0.34565926,-0.063990414,"('unfair', 'fair')",-0.21030876,-0.0011878535,-0.7014293,-0.5310272,-0.77658635,-0.52934533,-0.5084959,-0.2813877,-0.2271082
22,-0.33689374,-0.5363865,"('untrustworthy', 'trustworthy')",-0.02250528,-0.058853995,0.6842718,0.54291433,-0.6900953,-0.7533977,-0.0913056,-0.201431,0.1101254
88,-0.3262259,-0.4636878,"('low', 'eminent')",-0.39184117,-0.5474052,0.13379413,-0.03201657,0.3700828,0.15599868,-0.0535475,-0.2217777,0.1682302
7,-0.31795853,-0.6875068,"('insensitive', 'sensitive')",-0.59091336,-0.65974694,0.0014502555,-0.039704487,0.17492007,0.2740957,-0.1831254,-0.2782156,0.0950902
74,-0.30998233,-0.72821623,"('undedicated', 'dedicated')",0.44004267,0.24600756,0.600811,0.38420594,-0.19455889,-0.48083362,0.1340781,-0.1447091,0.2787872
26,-0.30573255,-0.26793995,"('hardhearted', 'benevolent')",1.039664,0.74613875,0.20969945,-0.04534383,1.7048407,1.255869,0.6621179,0.422181,0.2399369
