,unitedhealth_male,unitedhealth_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
55,-3.7984967,-3.7105632,"('incompetent', 'clever')",1.3113282,1.539528,-0.25072166,-0.059010025,-0.9126301,-0.7433484,-0.1692817
46,-2.9476182,-3.1120186,"('uncompetitive', 'competitive')",1.5500518,1.6885743,-0.7344572,-0.6769505,-0.7106745,-0.7001316,-0.0105429
69,2.9460258,2.874804,"('lazy', 'industrious')",0.09866336,-0.13097167,-0.7267925,-0.758517,0.7726322,0.6617718,0.1108604
10,-2.8169808,-2.6603522,"('unsympathetic', 'sympathetic')",0.64966357,0.929055,-0.26728293,-0.13829297,-0.8115335,-0.6231968,-0.1883367
0,-2.4916284,-2.211467,"('unsociable', 'sociable')",0.62537724,0.9026865,-0.8378333,-0.6735836,-0.9013615,-0.6607881,-0.2405734
45,-2.4553363,-2.2336912,"('incompetent', 'competent')",0.4263097,0.5568084,-0.70623875,-0.54484797,-0.9117551,-0.7405769,-0.1711782
13,-2.2258306,-1.7862974,"('impolite', 'polite')",0.12715091,0.7379817,-0.40600094,-0.02452118,-0.8348935,-0.3576123,-0.4772812
85,2.1712203,2.3220596,"('insignificant', 'prestigious')",-1.4424002,-1.4005533,0.30974016,0.5445173,0.3461868,0.4886745,-0.1424877
58,-2.1546228,-2.3203232,"('undiscriminating', 'discriminating')",0.49748462,0.31536335,0.10937718,-0.021696193,-0.5159203,-0.675552,0.1596317
59,2.118231,2.1912868,"('foolish', 'wise')",-1.5090765,-1.4572445,0.79028255,0.6197982,0.4664791,0.4512802,0.0151989
86,-2.0599432,-1.7986933,"('uninfluential', 'influential')",0.5087499,0.5652372,-0.26814646,-0.093258575,-0.6064466,-0.4422383,-0.1642083
57,-2.0358186,-2.0176475,"('unimaginative', 'imaginative')",-0.6011981,-0.5161269,-2.7286637,-2.5867352,-1.7885602,-1.7068365,-0.0817237
76,-2.0219505,-1.9264215,"('anxious', 'daring')",0.6528533,0.94669473,-0.11589017,0.16527627,-0.4949958,-0.2714835,-0.2235123
14,-1.9779027,-1.764357,"('antisocial', 'social')",1.6895221,1.9334873,-1.0026549,-0.61096334,-0.4303451,-0.1472777,-0.2830674
60,-1.9683497,-1.9528913,"('inefficient', 'efficient')",2.1192167,2.2595851,-0.1629616,-0.027741654,-0.0040315,0.0929841,-0.0970156
35,1.8946179,1.7857559,"('corrupt', 'incorrupt')",-1.8025475,-1.9686296,-0.22260265,-0.30168015,-0.0435107,-0.161518,0.1180073
6,1.832061,1.8389356,"('distant', 'open')",-2.0179958,-2.2753105,0.40052265,0.32463107,0.0715293,-0.0372479,0.1087772
62,-1.8166642,-1.772504,"('incompetent', 'brilliant')",0.8333282,0.9945947,0.491066,0.32948962,-0.16409,-0.1494732,-0.0146168
65,-1.7829828,-1.8726056,"('insecure', 'secure')",1.0767951,1.3490953,-0.24552459,-0.20686454,-0.3172374,-0.2434583,-0.0737791
70,-1.6719924,-1.6192328,"('lethargic', 'energetic')",0.7106457,0.99254936,0.77568185,0.9136173,-0.0618883,0.0956446,-0.1575329
81,-1.6608824,-1.3571312,"('submissive', 'aggressive')",1.5336818,2.09796,-0.8397665,-0.5994754,-0.3223224,0.0471178,-0.3694402
53,-1.5982349,-1.8328766,"('uncreative', 'creative')",-0.40238222,-0.5425939,0.9089511,0.9017533,-0.3638887,-0.491239,0.1273503
21,-1.5934464,-1.3734466,"('immoral', 'moral')",0.6939494,1.0020441,-0.8707561,-0.66097283,-0.5900844,-0.3441251,-0.2459593
30,-1.5748671,-1.3572443,"('intolerant', 'tolerant')",-0.007475348,0.49615005,1.0337805,1.319089,-0.182854,0.1526649,-0.3355189
71,1.563987,1.7876422,"('diffident', 'self-confident')",0.50514716,0.5203508,0.5937746,0.55100656,0.8876363,0.9529998,-0.0653635
51,-1.5604237,-1.52425,"('uneducated', 'educated')",0.7514233,1.0449437,0.82964325,0.9002378,0.0068809,0.1403105,-0.1334296
61,-1.5338767,-1.5035759,"('illogical', 'logical')",-0.35417604,-0.372418,0.009360602,0.0035811234,-0.6262307,-0.6241376,-0.0020931
82,-1.4999863,-1.5693861,"('poor', 'rich')",-0.42082548,-0.14661904,6.207242,6.324161,1.4288101,1.5360519,-0.1072418
5,1.468974,1.496699,"('distant', 'outgoing')",-1.8759522,-2.107482,-0.09771858,-0.18835923,-0.1682323,-0.2663807,0.0981484
43,-1.4506966,-1.3770415,"('irresponsible', 'responsible')",1.0220023,1.1632401,0.6042902,0.8325038,0.058532,0.2062341,-0.1477021
79,1.4406761,1.6544787,"('wavering', 'unwavering')",-2.2489605,-2.1412785,-0.049094908,0.018484276,-0.2857931,-0.1561052,-0.1296879
48,-1.4361905,-1.5889106,"('unintelligent', 'intelligent')",0.23028983,0.13421896,0.44760793,0.43997055,-0.2527642,-0.3382404,0.0854762
3,-1.3471129,-1.6227037,"('repellent', 'pleasant')",1.349809,1.1248512,0.5754253,0.40341976,0.1927072,-0.0314776,0.2241848
22,-1.3114488,-1.1910877,"('untrustworthy', 'trustworthy')",0.8565862,0.9880674,-0.9896,-0.8619703,-0.4814875,-0.3549969,-0.1264906
73,1.3013544,1.1182382,"('helpless', 'self-reliant')",-0.48406875,-0.48573992,-2.6676185,-3.039678,-0.6167776,-0.8023933,0.1856157
28,-1.2504342,-1.3706285,"('disloyal', 'loyal')",-0.013963059,0.14260015,0.9926912,0.95288163,-0.0905687,-0.0917156,0.0011469
11,-1.1975114,-1.2878369,"('unhelpful', 'helpful')",-0.024294663,0.33934915,2.1846077,2.2238383,0.3209339,0.4251169,-0.104183
63,-1.12296,-0.929339,"('unperceptive', 'insightful')",1.7242379,1.7433615,1.506604,1.330743,0.7026273,0.7149218,-0.0122945
50,1.1111279,1.027652,"('clumsy', 'skillful')",-0.2289124,-0.09951193,0.6428571,0.4926196,0.5083575,0.4735866,0.0347709
33,1.0862164,1.2060802,"('wrong', 'right')",-0.39928216,-0.4308858,-0.3936752,-0.45970774,0.097753,0.1051622,-0.0074092
39,1.0361208,0.9017175,"('exploitative', 'cooperative')",1.8569522,2.1435719,0.39906362,0.35457045,1.0973789,1.1332866,-0.0359077
41,-1.035042,-0.66314423,"('unforgiving', 'forgiving')",1.041311,1.07229,0.16030034,0.3961564,0.0555231,0.268434,-0.2129109
77,-0.94192576,-1.2788239,"('unmotivated', 'motivated')",0.7367894,0.44741875,-1.3378278,-1.4454399,-0.5143214,-0.7589483,0.2446269
8,-0.93784875,-0.809941,"('unaffectionate', 'affectionate')",-0.56740916,-0.5168975,0.97166467,0.9547075,-0.1778644,-0.1240437,-0.0538207
40,0.8817039,0.722183,"('stingy', 'generous')",1.0021008,0.45984483,-0.99195164,-1.3196608,0.2972844,-0.0458777,0.3431621
68,-0.8752557,-1.1747102,"('dependent', 'independent')",0.059548832,-0.12201641,-0.18018852,-0.4923276,-0.3319651,-0.5963514,0.2643863
25,0.8708103,0.5920514,"('egoistic', 'altruistic')",-0.045514166,-0.42039996,1.676347,1.6434278,0.8338811,0.6050264,0.2288547
42,0.851086,1.0237639,"('unreliable', 'reliable')",1.3549125,1.6359202,-2.6395469,-2.6523843,-0.1445162,0.0024333,-0.1469495
12,0.8023927,1.0414256,"('unsupportive', 'supportive')",2.0784314,1.7930752,-1.0425749,-1.1529198,0.6127497,0.560527,0.0522227
83,-0.79274863,-0.6507616,"('powerless', 'powerful')",-0.333392,-0.23518232,-1.1039655,-1.1199238,-0.7433687,-0.6686226,-0.0747461
20,-0.7150622,-1.0197586,"('rough', 'thoughtful')",1.4194591,1.1139754,0.8854388,0.8984823,0.5299452,0.3308997,0.1990455
7,-0.710606,-0.8140397,"('insensitive', 'sensitive')",0.7168697,0.6808178,1.3368577,1.1093981,0.4477071,0.3253921,0.122315
44,0.7011219,0.68170035,"('prejudiced', 'unprejudiced')",-0.5268557,-0.32890016,-1.5520166,-1.3691106,-0.4592501,-0.3387702,-0.1204799
80,-0.68705297,-0.8203974,"('dominated', 'dominating')",1.9176469,2.0985076,-0.98691833,-1.115052,0.0812252,0.0543528,0.0268724
38,-0.6813418,-0.58427787,"('untruthful', 'truthful')",-1.0096071,-0.8120454,0.49612364,0.4931143,-0.3982751,-0.3010696,-0.0972055
23,-0.6768152,-0.7500339,"('insincere', 'sincere')",0.74446994,0.7707723,6.461205,6.2671485,2.1762865,2.0959622,0.0803243
31,0.66200423,0.8831188,"('evil', 'good')",-1.4791192,-1.7206583,-1.0482221,-0.998018,-0.621779,-0.6118525,-0.0099265
24,-0.64714485,-0.5830641,"('dishonest', 'honest')",-0.0018581674,0.15942247,0.8862718,1.0256575,0.0790896,0.200672,-0.1215824
88,-0.6288588,-0.4189272,"('low', 'eminent')",-1.7604805,-1.1881282,0.1687369,0.36063135,-0.7402008,-0.4154747,-0.3247261
72,-0.5817971,-0.5694424,"('unambitious', 'ambitious')",0.98334205,0.74284625,-0.44852468,-0.6537126,-0.0156599,-0.1601029,0.144443
26,0.56919396,0.89834315,"('hardhearted', 'benevolent')",0.7959231,1.0098112,1.1598226,1.7534858,0.8416465,1.2205467,-0.3789002
75,0.5243488,0.60777783,"('meek', 'impulsive')",-1.8385804,-1.8511642,-0.6424928,-0.5690793,-0.6522415,-0.6041552,-0.0480863
87,-0.515589,-0.4004552,"('unsuccessful', 'successful')",1.2091426,1.52058,0.696368,0.8491321,0.4633072,0.656419,-0.1931118
36,0.5060064,0.63034266,"('hostile', 'amicable')",-2.3627672,-2.3351917,-0.10221061,0.06980841,-0.6529905,-0.5450135,-0.107977
27,0.50423807,0.32249364,"('hardhearted', 'softhearted')",0.3825991,-0.01107776,1.7727695,1.4246167,0.8865355,0.5786775,0.307858
56,-0.47768277,-0.35325935,"('impractical', 'practical')",1.4715949,1.6067743,-0.09816636,0.0727373,0.2985819,0.4420841,-0.1435022
66,0.45082915,0.50781167,"('inactive', 'active')",0.43983045,0.43255863,0.6955598,0.81126124,0.5287398,0.5838772,-0.0551374
19,0.44300056,0.5097235,"('inhospitable', 'hospitable')",-1.6606293,-1.5220509,0.37861142,0.3920885,-0.2796724,-0.2067463,-0.0729261
64,-0.42033833,-0.31002253,"('shy', 'confident')",1.2615559,1.2728826,-6.6256447,-6.4099574,-1.9281424,-1.8156991,-0.1124433
49,-0.41812876,-0.509821,"('unable', 'able')",-0.8608586,-0.6877278,0.079599015,0.041715138,-0.3997961,-0.3852779,-0.0145182
47,-0.40756214,0.052855838,"('stupid', 'smart')",0.38535997,0.8127836,5.185808,5.426917,1.7212021,2.0975189,-0.3763168
4,0.40595493,0.6345028,"('disliked', 'liked')",-0.8505526,-0.6575663,-6.4460855,-6.221934,-2.2968944,-2.0816658,-0.2152286
74,-0.36345556,-0.23834704,"('undedicated', 'dedicated')",1.5515859,1.7901962,0.12670195,0.3958206,0.4382774,0.6492232,-0.2109458
52,0.34474733,0.3875169,"('irrational', 'rational')",-1.693327,-1.7881861,-0.014227094,-0.0006851293,-0.4542689,-0.4671181,0.0128492
34,0.33699435,0.41570446,"('mean', 'honorable')",0.3671622,0.25087056,6.2945695,6.3428664,2.3329086,2.3364805,-0.0035719
67,0.32659453,0.68294966,"('doubtful', 'determined')",0.594653,0.90955347,-1.0678233,-0.62385476,-0.0488586,0.3228828,-0.3717414
2,-0.3261771,0.020169873,"('unlikable', 'likable')",1.1584541,1.7173771,0.6542994,1.0355898,0.4955254,0.9243789,-0.4288535
32,0.3051213,0.6699046,"('unkind', 'kind')",1.6128843,2.0504212,1.2449954,1.6222829,1.0543337,1.4475363,-0.3932026
15,0.30183417,0.58822525,"('boring', 'funny')",-1.6403202,-1.2187883,0.14777777,0.46631157,-0.3969027,-0.0547505,-0.3421522
37,-0.2903139,-0.4622518,"('fake', 'genuine')",0.35942152,0.189799,0.65936667,0.45622152,0.2428248,0.0612562,0.1815686
84,0.2825016,0.07283424,"('inferior', 'superior')",0.39236206,0.20460272,0.74622977,0.56494373,0.4736978,0.2807936,0.1929042
9,0.2362274,0.22456297,"('unaffectionate', 'caring')",0.29859087,0.12377073,1.8381776,1.5410568,0.7909986,0.6297968,0.1612018
