,masco_male,masco_female,tuple,corp_male,corp_female,average_male,average_female,male-female
19,-2.0073674,-1.6866475,"('inhospitable', 'hospitable')",-0.7548061,-0.63708276,-1.3810867,-1.1618651,-0.2192216
6,-1.9604188,-1.6711794,"('distant', 'open')",-0.2967003,-0.43185765,-1.1285596,-1.0515186,-0.077041
79,-1.4301395,-1.3051946,"('wavering', 'unwavering')",-0.6171612,-0.8399512,-1.0236504,-1.0725729,0.0489225
31,-1.3960435,-1.0568748,"('evil', 'good')",-0.79077977,-0.9413804,-1.0934117,-0.9991276,-0.0942841
53,-1.394428,-1.3112648,"('uncreative', 'creative')",0.4965831,0.52047956,-0.4489225,-0.3953926,-0.0535299
1,-1.3598411,-1.194162,"('unfriendly', 'friendly')",1.3684969,1.3783021,0.0043279,0.09207,-0.0877421
9,-1.313504,-1.1464617,"('unaffectionate', 'caring')",1.2430941,1.1503068,-0.0352049,0.0019225,-0.0371274
8,-1.3037751,-1.076179,"('unaffectionate', 'affectionate')",0.9147652,0.73357874,-0.1945049,-0.1713001,-0.0232048
5,-1.2570152,-0.992103,"('distant', 'outgoing')",-0.32122317,-0.4636074,-0.7891192,-0.7278552,-0.061264
60,1.2463804,0.8095416,"('inefficient', 'efficient')",0.2220587,0.38035345,0.7342196,0.5949475,0.1392721
52,-1.192396,-0.955979,"('irrational', 'rational')",-0.00792975,-0.17071322,-0.6001629,-0.5633461,-0.0368168
86,-1.1786481,-1.3529335,"('uninfluential', 'influential')",-0.38260695,-0.29906648,-0.7806275,-0.826,0.0453725
30,1.1296008,0.88573253,"('intolerant', 'tolerant')",0.73352534,0.71018183,0.931563,0.7979572,0.1336058
36,-1.0974711,-0.87595904,"('hostile', 'amicable')",-0.25678235,-0.51310635,-0.6771268,-0.6945327,0.0174059
62,1.0657839,0.78784615,"('incompetent', 'brilliant')",0.70652986,0.85958505,0.8861569,0.8237156,0.0624413
81,1.0059822,0.73870367,"('submissive', 'aggressive')",-0.65747213,-0.59499717,0.174255,0.0718533,0.1024017
66,-0.89940345,-0.84743285,"('inactive', 'active')",0.30208617,0.30288792,-0.2986586,-0.2722725,-0.0263861
14,0.89155406,0.49888837,"('antisocial', 'social')",-0.067081034,0.11376862,0.4122365,0.3063285,0.105908
87,0.87239563,0.7100595,"('unsuccessful', 'successful')",0.97809803,1.0414886,0.9252468,0.8757741,0.0494727
85,-0.84748006,-0.34574482,"('insignificant', 'prestigious')",-0.31224543,-0.22926082,-0.5798627,-0.2875028,-0.2923599
57,-0.8440376,-0.98217833,"('unimaginative', 'imaginative')",-3.1634808,-3.062267,-2.0037591,-2.0222228,0.0184637
28,-0.83926326,-0.99290496,"('disloyal', 'loyal')",1.0285763,0.8989191,0.0946565,-0.0469929,0.1416494
23,-0.83407086,-1.0953196,"('insincere', 'sincere')",5.754822,5.6425276,2.4603755,2.2736039,0.1867716
73,0.80786246,0.97723687,"('helpless', 'self-reliant')",-2.9750698,-3.056287,-1.0836036,-1.039525,-0.0440786
80,0.8077112,0.36180148,"('dominated', 'dominating')",-0.8614787,-0.8181333,-0.0268838,-0.2281659,0.2012821
76,0.79658645,0.49515522,"('anxious', 'daring')",-0.11991168,-0.16908002,0.3383374,0.1630376,0.1752998
44,0.783564,0.7404868,"('prejudiced', 'unprejudiced')",-1.3308357,-1.2163528,-0.2736359,-0.237933,-0.0357029
38,-0.7610586,-0.7615178,"('untruthful', 'truthful')",-0.29030123,-0.38794532,-0.5256799,-0.5747316,0.0490517
54,-0.7559263,-0.6813123,"('incapable', 'capable')",0.77240676,0.7168787,0.0082402,0.0177832,-0.009543
18,-0.7504035,-0.8019841,"('disagreeable', 'welcoming')",-0.42774963,-0.5023087,-0.5890766,-0.6521464,0.0630698
55,0.7455204,0.3575966,"('incompetent', 'clever')",0.36606404,0.49297053,0.5557922,0.4252836,0.1305086
51,-0.72521496,-0.9447492,"('uneducated', 'educated')",0.039173756,0.167723,-0.3430206,-0.3885131,0.0454925
35,-0.7232172,-0.5580914,"('corrupt', 'incorrupt')",-0.36927682,-0.4748247,-0.546247,-0.516458,-0.029789
2,0.71514803,0.74406266,"('unlikable', 'likable')",0.7013119,0.8165313,0.70823,0.780297,-0.072067
11,-0.6841474,-0.86126935,"('unhelpful', 'helpful')",1.5708404,1.5706768,0.4433465,0.3547037,0.0886428
42,0.66308933,0.5088059,"('unreliable', 'reliable')",-3.0662706,-2.9545865,-1.2015907,-1.2228904,0.0212997
58,-0.6518016,-0.8133683,"('undiscriminating', 'discriminating')",0.44723725,0.33349398,-0.1022822,-0.2399372,0.137655
33,-0.6379939,-0.4389048,"('wrong', 'right')",-0.7105556,-0.65835726,-0.6742747,-0.548631,-0.1256437
84,0.637362,0.56174916,"('inferior', 'superior')",1.0685408,0.9827417,0.8529514,0.7722454,0.080706
64,0.61448187,0.5794739,"('shy', 'confident')",-6.44399,-6.256038,-2.9147542,-2.8382821,-0.0764721
7,-0.6056395,-0.8061574,"('insensitive', 'sensitive')",0.36430833,0.45046303,-0.1206656,-0.1778472,0.0571816
56,0.6040965,0.390212,"('impractical', 'practical')",-0.4524451,-0.2825696,0.0758257,0.0538212,0.0220045
82,-0.5795394,-0.60404664,"('poor', 'rich')",6.570142,6.4828563,2.9953012,2.9394047,0.0558965
39,0.5244108,0.6232037,"('exploitative', 'cooperative')",-0.13388464,0.20571955,0.1952631,0.4144616,-0.2191985
71,-0.5240438,-0.39379168,"('diffident', 'self-confident')",0.2506236,0.41864467,-0.1367101,0.0124265,-0.1491366
88,-0.51009166,-0.3737615,"('low', 'eminent')",-0.40758845,-0.3694173,-0.4588401,-0.3715894,-0.0872507
16,-0.5089535,-0.39640406,"('unpopular', 'popular')",0.25629216,0.2177078,-0.1263307,-0.0893481,-0.0369826
43,-0.483983,-0.6109327,"('irresponsible', 'responsible')",0.39285916,0.53197694,-0.0455619,-0.0394779,-0.006084
59,-0.45335543,-0.2704136,"('foolish', 'wise')",0.120938875,0.061781563,-0.1662083,-0.104316,-0.0618923
41,-0.44590944,-0.5496921,"('unforgiving', 'forgiving')",-0.19252849,-0.18585965,-0.319219,-0.3677759,0.0485569
63,-0.41247353,-0.5304645,"('unperceptive', 'insightful')",0.66831094,0.6932927,0.1279187,0.0814141,0.0465046
50,-0.3875848,-0.39262712,"('clumsy', 'skillful')",0.18892467,0.06206394,-0.0993301,-0.1652816,0.0659515
67,0.383793,0.3450149,"('doubtful', 'determined')",-0.6471412,-0.48368433,-0.1316741,-0.0693347,-0.0623394
48,0.37691247,0.10788806,"('unintelligent', 'intelligent')",0.79488033,0.8000144,0.5858964,0.4539512,0.1319452
15,-0.3741481,-0.38880438,"('boring', 'funny')",0.017661309,-0.17469615,-0.1782434,-0.2817503,0.1035069
40,0.3525497,0.09537799,"('stingy', 'generous')",-1.7874937,-1.8976649,-0.717472,-0.9011434,0.1836714
65,0.3406429,-0.025188666,"('insecure', 'secure')",-0.13205455,-0.1541306,0.1042942,-0.0896596,0.1939538
12,-0.338206,-0.3976288,"('unsupportive', 'supportive')",-2.1311717,-2.0111213,-1.2346889,-1.204375,-0.0303139
32,-0.32711503,-0.391221,"('unkind', 'kind')",0.44074276,0.55993944,0.0568139,0.0843592,-0.0275453
10,-0.32077023,-0.68710804,"('unsympathetic', 'sympathetic')",-0.5184943,-0.412615,-0.4196323,-0.5498616,0.1302293
21,0.2903601,0.030282518,"('immoral', 'moral')",-0.51663744,-0.42580235,-0.1131387,-0.1977599,0.0846212
27,-0.28746015,-0.3411859,"('hardhearted', 'softhearted')",1.173235,1.1993355,0.4428875,0.4290748,0.0138127
29,-0.28514576,-0.539885,"('unfair', 'fair')",-0.23966256,-0.38525203,-0.2624041,-0.4625685,0.2001644
78,-0.2737155,-0.5209103,"('nonresilient', 'resilient')",0.22520564,0.11439636,-0.0242549,-0.203257,0.1790021
68,-0.26345974,-0.34222713,"('dependent', 'independent')",-0.6402026,-0.68658245,-0.4518312,-0.5144048,0.0625736
22,0.25329334,-0.14086773,"('untrustworthy', 'trustworthy')",-0.8914359,-0.95308584,-0.3190713,-0.5469768,0.2279055
77,-0.24647634,-0.25447643,"('unmotivated', 'motivated')",-1.0953605,-1.0360125,-0.6709184,-0.6452445,-0.0256739
17,-0.23544581,-0.27970475,"('nasty', 'nice')",-0.9856063,-0.95022506,-0.6105261,-0.6149649,0.0044388
24,-0.21996987,-0.3302897,"('dishonest', 'honest')",0.5730325,0.6157518,0.1765313,0.1427311,0.0338002
37,-0.2101153,-0.3989821,"('fake', 'genuine')",0.5407452,0.35931575,0.1653149,-0.0198332,0.1851481
3,0.18903181,0.09583241,"('repellent', 'pleasant')",0.7376638,0.762578,0.4633478,0.4292052,0.0341426
49,0.16512966,-0.09022616,"('unable', 'able')",-0.1512512,-0.26359484,0.0069392,-0.1769105,0.1838497
74,0.16190913,0.008742157,"('undedicated', 'dedicated')",-0.4277537,-0.37500444,-0.1329223,-0.1831311,0.0502088
45,0.14234406,-0.18400297,"('incompetent', 'competent')",0.099484354,0.12611933,0.1209142,-0.0289418,0.149856
4,-0.13383117,-0.14286342,"('disliked', 'liked')",-7.0865993,-7.1293163,-3.6102152,-3.6360898,0.0258746
61,-0.13260382,-0.15786561,"('illogical', 'logical')",0.52792996,0.65305156,0.1976631,0.247593,-0.0499299
