,medtronic_male,medtronic_female,tuple,plc_male,plc_female,average_male,average_female,male-female
10,-1.8682514,-1.717045,"('unsympathetic', 'sympathetic')",-0.94403934,-0.8658586,-1.4061453,-1.2914518,-0.1146935
69,1.5785977,1.5731559,"('lazy', 'industrious')",0.45390797,0.4176362,1.0162528,0.995396,0.0208568
53,-1.3599472,-1.4520007,"('uncreative', 'creative')",0.9366879,0.81192654,-0.2116297,-0.3200371,0.1084074
82,-1.299825,-1.1453549,"('poor', 'rich')",4.5604506,4.5785604,1.6303128,1.7166028,-0.08629
86,-1.2657874,-1.2789679,"('uninfluential', 'influential')",0.12234555,0.051466312,-0.5717209,-0.6137508,0.0420299
23,-1.219021,-1.0949222,"('insincere', 'sincere')",3.7711182,3.5232174,1.2760487,1.2141476,0.0619011
46,-1.1971241,-1.0430808,"('uncompetitive', 'competitive')",-1.1540774,-1.0538237,-1.1756008,-1.0484523,-0.1271485
70,-1.1634504,-1.0484476,"('lethargic', 'energetic')",-0.37273812,-0.18484212,-0.7680942,-0.6166449,-0.1514493
63,-1.1390791,-0.9500301,"('unperceptive', 'insightful')",0.2964315,0.48355725,-0.4213238,-0.2332364,-0.1880874
71,1.1337798,1.2808561,"('diffident', 'self-confident')",0.32844883,0.45698607,0.7311143,0.8689211,-0.1378068
7,-1.07504,-1.0079181,"('insensitive', 'sensitive')",0.13820367,0.18179776,-0.4684182,-0.4130602,-0.055358
3,-1.0543436,-1.1299729,"('repellent', 'pleasant')",-0.33757448,-0.46920243,-0.695959,-0.7995877,0.1036287
54,-1.0332049,-0.9803268,"('incapable', 'capable')",0.5975363,0.5936333,-0.2178343,-0.1933467,-0.0244876
24,-1.0296932,-0.9618247,"('dishonest', 'honest')",0.5380537,0.4672054,-0.2458198,-0.2473097,0.0014899
15,0.88914263,0.7280548,"('boring', 'funny')",0.121795245,0.14851163,0.505469,0.4382832,0.0671858
50,0.8374552,0.7879483,"('clumsy', 'skillful')",-0.4596326,-0.63078415,0.1889113,0.0785821,0.1103292
28,-0.8153699,-0.8082126,"('disloyal', 'loyal')",0.8429348,0.68582445,0.0137824,-0.0611941,0.0749765
73,0.81112003,0.69176704,"('helpless', 'self-reliant')",-2.090785,-2.0823808,-0.6398325,-0.6953069,0.0554744
1,-0.795341,-0.93964696,"('unfriendly', 'friendly')",2.3956308,1.9999756,0.8001449,0.5301643,0.2699806
37,-0.7907567,-0.77090496,"('fake', 'genuine')",0.32306892,0.26479906,-0.2338439,-0.2530529,0.019209
58,-0.77905536,-0.92101395,"('undiscriminating', 'discriminating')",0.6690807,0.70537347,-0.0549873,-0.1078202,0.0528329
57,-0.7725819,-0.7363201,"('unimaginative', 'imaginative')",-1.293977,-1.1352403,-1.0332794,-0.9357802,-0.0974992
84,0.7634808,0.75669676,"('inferior', 'superior')",0.85090244,0.7771773,0.8071916,0.766937,0.0402546
45,-0.7590688,-0.6398827,"('incompetent', 'competent')",0.86220574,0.9089232,0.0515685,0.1345203,-0.0829518
55,-0.7467166,-0.77645415,"('incompetent', 'clever')",-0.26536605,-0.16951692,-0.5060413,-0.4729855,-0.0330558
34,-0.7338585,-0.534987,"('mean', 'honorable')",3.5837445,3.5110483,1.424943,1.4880307,-0.0630877
66,-0.7102722,-0.63884985,"('inactive', 'active')",0.7882311,0.96088433,0.0389794,0.1610172,-0.1220378
43,-0.7021407,-0.5840018,"('irresponsible', 'responsible')",0.6569403,0.6640689,-0.0226002,0.0400335,-0.0626337
38,-0.68233,-0.46634316,"('untruthful', 'truthful')",-0.10678449,0.036401674,-0.3945572,-0.2149707,-0.1795865
81,-0.68196595,-0.46283755,"('submissive', 'aggressive')",-1.2816504,-0.99877965,-0.9818082,-0.7308086,-0.2509996
68,-0.681145,-0.6805006,"('dependent', 'independent')",-1.2875111,-1.1205978,-0.984328,-0.9005492,-0.0837788
22,-0.67834836,-0.5761754,"('untrustworthy', 'trustworthy')",-0.62341523,-0.5767135,-0.6508818,-0.5764444,-0.0744374
51,-0.67167145,-0.676916,"('uneducated', 'educated')",-0.21885645,-0.1762494,-0.445264,-0.4265827,-0.0186813
8,-0.6664464,-0.82390916,"('unaffectionate', 'affectionate')",1.2048748,0.9095738,0.2692142,0.0428323,0.2263819
72,-0.6518956,-0.5071418,"('unambitious', 'ambitious')",0.5747439,0.64080465,-0.0385758,0.0668314,-0.1054072
39,0.6385704,0.62257445,"('exploitative', 'cooperative')",0.2995442,0.19093148,0.4690573,0.406753,0.0623043
19,-0.62549317,-0.63059044,"('inhospitable', 'hospitable')",-0.053640313,-0.119920164,-0.3395667,-0.3752553,0.0356886
6,-0.6193192,-0.68150234,"('distant', 'open')",0.66737795,0.6049324,0.0240294,-0.038285,0.0623144
9,-0.61812425,-0.55466425,"('unaffectionate', 'caring')",1.3635108,1.1594781,0.3726933,0.3024069,0.0702864
62,-0.5600556,-0.3799708,"('incompetent', 'brilliant')",-0.021101862,0.11285957,-0.2905787,-0.1335556,-0.1570231
76,-0.5441634,-0.44796216,"('anxious', 'daring')",-0.7545414,-0.5090927,-0.6493524,-0.4785274,-0.170825
21,-0.53573585,-0.46946886,"('immoral', 'moral')",-1.5751567,-1.4999592,-1.0554463,-0.984714,-0.0707323
27,-0.49984828,-0.43475878,"('hardhearted', 'softhearted')",0.49435174,0.26094398,-0.0027483,-0.0869074,0.0841591
87,0.49885365,0.5922114,"('unsuccessful', 'successful')",1.1846312,1.3713582,0.8417425,0.9817848,-0.1400423
11,-0.44315684,-0.2728175,"('unhelpful', 'helpful')",0.5677894,0.5543854,0.0623163,0.140784,-0.0784677
88,-0.42952114,-0.5286008,"('low', 'eminent')",0.2923952,0.4002797,-0.068563,-0.0641606,-0.0044024
35,0.4156858,0.33181196,"('corrupt', 'incorrupt')",0.26318377,0.21028665,0.3394348,0.2710493,0.0683855
4,0.390948,0.3311764,"('disliked', 'liked')",-4.1349673,-3.8235073,-1.8720096,-1.7461655,-0.1258441
44,0.38545093,0.36566517,"('prejudiced', 'unprejudiced')",-1.5206248,-1.4041293,-0.5675869,-0.519232,-0.0483549
60,0.35151786,0.52322775,"('inefficient', 'efficient')",-0.526349,-0.28786653,-0.0874156,0.1176806,-0.2050962
30,-0.35105857,-0.35687733,"('intolerant', 'tolerant')",0.35987997,0.3634582,0.0044107,0.0032904,0.0011203
41,-0.3495873,-0.41521162,"('unforgiving', 'forgiving')",0.49190745,0.36065403,0.0711601,-0.0272788,0.0984389
83,-0.3450225,-0.26420128,"('powerless', 'powerful')",-0.9481552,-0.79423255,-0.6465889,-0.5292169,-0.117372
78,0.3413336,0.53085744,"('nonresilient', 'resilient')",0.3988818,0.4077143,0.3701077,0.4692859,-0.0991782
47,-0.3393744,-0.16626598,"('stupid', 'smart')",4.860152,4.749696,2.2603886,2.2917149,-0.0313263
33,0.31537282,0.2559941,"('wrong', 'right')",0.44015074,0.18784827,0.3777618,0.2219212,0.1558406
26,0.2954697,0.15774979,"('hardhearted', 'benevolent')",2.89712,2.6495392,1.5962949,1.4036446,0.1926503
0,-0.27769732,-0.22130823,"('unsociable', 'sociable')",-0.63295466,-0.6351043,-0.455326,-0.4282063,-0.0271197
13,-0.26907268,-0.1135253,"('impolite', 'polite')",-0.9431293,-0.80042803,-0.606101,-0.4569767,-0.1491243
65,-0.26499236,-0.15138347,"('insecure', 'secure')",-0.2833879,-0.16899109,-0.2741901,-0.1601873,-0.1140028
79,-0.26460117,-0.25453377,"('wavering', 'unwavering')",0.022583634,-0.045174204,-0.1210088,-0.149854,0.0288452
42,0.26264685,0.31655607,"('unreliable', 'reliable')",-2.5328307,-2.3769412,-1.1350919,-1.0301926,-0.1048993
61,-0.24170525,-0.31464162,"('illogical', 'logical')",0.5315503,0.5316516,0.1449225,0.108505,0.0364175
59,0.21930476,0.1358109,"('foolish', 'wise')",0.46123537,0.2755246,0.3402701,0.2056677,0.1346024
77,-0.2118183,-0.18997319,"('unmotivated', 'motivated')",-1.1771082,-1.1912557,-0.6944633,-0.6906145,-0.0038488
14,-0.19527324,-0.10375871,"('antisocial', 'social')",0.28402543,0.5180835,0.0443761,0.2071624,-0.1627863
31,0.19487096,0.12540299,"('evil', 'good')",0.3276068,0.21425259,0.2612389,0.1698278,0.0914111
67,0.17323716,0.26256135,"('doubtful', 'determined')",-0.79642844,-0.60359955,-0.3115956,-0.1705191,-0.1410765
16,0.16405214,0.096755296,"('unpopular', 'popular')",0.031109728,-0.02678908,0.0975809,0.0349831,0.0625978
40,0.16138333,0.10617597,"('stingy', 'generous')",-1.4677935,-1.6472135,-0.653205,-0.7705187,0.1173137
64,0.14174402,0.08482712,"('shy', 'confident')",-4.9362574,-4.6031666,-2.3972566,-2.2591698,-0.1380868
85,0.14042683,-0.10939652,"('insignificant', 'prestigious')",0.91887486,0.55079675,0.5296509,0.2207001,0.3089508
25,-0.1362184,-0.20465593,"('egoistic', 'altruistic')",1.6202291,1.4176995,0.7420053,0.6065218,0.1354835
48,0.12629977,0.12103738,"('unintelligent', 'intelligent')",-0.10576297,-0.2086712,0.0102684,-0.0438169,0.0540853
18,-0.10829724,-0.2067023,"('disagreeable', 'welcoming')",-0.69315547,-0.9199903,-0.4007263,-0.5633463,0.16262
