,becton_male,becton_female,tuple,dickinson_male,dickinson_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
12,-0.5961002,-0.43989915,"('unsupportive', 'supportive')",1.3072584,1.2332855,0.9245624,1.128437,-1.8354651,-1.788343,-0.0499361,0.0333701,-0.0833062
6,-0.58545405,-0.36541423,"('distant', 'open')",-1.0842824,-1.0872627,0.07581035,0.15918116,0.10156166,0.072725154,-0.3730911,-0.3051927,-0.0678984
30,0.5787074,0.56944585,"('intolerant', 'tolerant')",2.0000615,1.9242971,0.38053295,0.50132203,-0.058548287,0.21402873,0.7251884,0.8022735,-0.0770851
13,0.57241946,0.59003294,"('impolite', 'polite')",0.78040016,0.8286973,0.29407597,0.23544228,-0.02139699,-0.02483134,0.4063747,0.4073353,-0.0009606
63,-0.5654349,-0.55495554,"('unperceptive', 'insightful')",0.8524425,0.5227466,1.1896207,1.3730756,0.2602038,0.2385646,0.434208,0.3948578,0.0393502
22,0.53349304,0.5513554,"('untrustworthy', 'trustworthy')",0.9074066,0.76555824,0.07965435,0.018996939,-1.138615,-1.1368462,0.0954847,0.0497661,0.0457186
37,0.52235717,0.5823037,"('fake', 'genuine')",0.046234284,0.21628699,0.016065523,-0.057486404,0.45947823,0.396721,0.2610338,0.2844563,-0.0234225
80,0.5221185,0.29026926,"('dominated', 'dominating')",1.0185059,1.1137211,0.29828715,0.08094292,-0.9638152,-0.98839074,0.2187741,0.1241356,0.0946385
82,-0.49960333,-0.4784424,"('poor', 'rich')",-0.027072646,-0.21246034,-0.331332,-0.2887079,4.370574,4.345128,0.8781415,0.8413793,0.0367622
20,-0.4883945,-0.3103646,"('rough', 'thoughtful')",0.5436809,0.50180644,0.56797934,0.7574559,-0.43097252,-0.31334096,0.0480733,0.1588892,-0.1108159
11,-0.44821647,-0.36981118,"('unhelpful', 'helpful')",0.7184809,0.5996229,-0.5089936,-0.25240496,1.9445885,2.0913446,0.4264648,0.5171878,-0.090723
87,0.436427,0.33198825,"('unsuccessful', 'successful')",-0.24529761,-0.10244405,2.3874316,2.288962,0.66151094,0.4989125,0.810018,0.7543547,0.0556633
83,-0.43230295,-0.36559176,"('powerless', 'powerful')",-0.40726453,-0.2901979,0.2704594,0.3540548,-1.1901911,-1.0059048,-0.4398248,-0.3269099,-0.1129149
62,-0.41236398,-0.23489413,"('incompetent', 'brilliant')",1.2873316,1.1697611,0.06441574,0.31833363,-0.3847212,-0.081307635,0.1386655,0.2929732,-0.1543077
36,-0.39664328,-0.388865,"('hostile', 'amicable')",-1.7880787,-1.8692204,-0.69852966,-0.7636359,0.24983001,0.19345763,-0.6583554,-0.7070659,0.0487105
38,-0.3948055,-0.23962292,"('untruthful', 'truthful')",-0.7240133,-0.88469094,-0.81260335,-0.6761081,0.32269803,0.49478775,-0.402181,-0.3264086,-0.0757724
79,0.37204,0.02660999,"('wavering', 'unwavering')",-1.5176343,-1.9231348,-0.09389492,-0.06821537,-0.12752116,-0.21515484,-0.3417526,-0.5449737,0.2032211
70,0.3689499,0.26906848,"('lethargic', 'energetic')",0.72763735,0.44681117,0.48713714,0.52926415,-0.2329171,-0.1793184,0.3377018,0.2664564,0.0712454
55,-0.36815485,-0.43517673,"('incompetent', 'clever')",2.3626676,2.1242616,0.58822083,0.6392807,-0.60107565,-0.5627835,0.4954145,0.4413955,0.054019
74,-0.3460806,-0.12161754,"('undedicated', 'dedicated')",0.73354924,0.7118381,0.8147564,0.92495275,-0.12497923,-0.07306109,0.2693114,0.3605281,-0.0912167
76,-0.30827734,-0.13592553,"('anxious', 'daring')",0.67358345,0.6969785,0.978797,1.3549213,-0.2646414,0.065092966,0.2698654,0.4952668,-0.2254014
17,-0.2978015,-0.4220247,"('nasty', 'nice')",-0.6346257,-0.7835535,0.20140067,0.22748229,-0.37672302,-0.32445112,-0.2769374,-0.3256367,0.0486993
75,0.28972292,0.29061428,"('meek', 'impulsive')",-1.1721714,-1.1644065,-0.7115604,-0.6160913,0.09119535,0.21182942,-0.3757034,-0.3195136,-0.0561898
56,0.28201628,0.32887015,"('impractical', 'practical')",2.302916,2.266978,0.45345455,0.5768194,-0.59339297,-0.3594826,0.6112485,0.7032962,-0.0920477
54,-0.27445012,-0.029954229,"('incapable', 'capable')",-0.7720712,-0.7222255,0.28019008,0.6042508,0.61425126,0.79931134,-0.03802,0.1628456,-0.2008656
49,-0.26451206,0.0008105533,"('unable', 'able')",-0.94077736,-0.85258794,-0.03226775,0.17105754,-0.47971898,-0.39367056,-0.429319,-0.2685976,-0.1607214
35,0.23246388,0.19689651,"('corrupt', 'incorrupt')",-2.1521006,-1.9508469,-0.7068806,-0.8190061,-0.33025578,-0.3919777,-0.7391933,-0.7412336,0.0020403
33,-0.22793153,-0.13967016,"('wrong', 'right')",0.03790959,0.2280824,0.43889147,0.5172585,-0.76711,-0.7352635,-0.1295601,-0.0323982,-0.0971619
43,-0.22545363,-0.15390043,"('irresponsible', 'responsible')",1.494059,1.3037165,0.2721096,0.41304109,0.33529294,0.36427402,0.469002,0.4817828,-0.0127808
27,-0.21738374,-0.30103257,"('hardhearted', 'softhearted')",-0.87651914,-1.0452098,-0.44693643,-0.7300865,0.352605,0.05379165,-0.2970586,-0.5056342,0.2085756
19,0.1909448,0.120496966,"('inhospitable', 'hospitable')",-0.19950572,-0.36243182,-0.98596984,-0.98978484,0.004330855,-0.009616924,-0.24755,-0.3103342,0.0627842
3,0.17582461,0.20545854,"('repellent', 'pleasant')",-0.72274756,-0.87740356,-0.6811001,-0.75438774,0.51124704,0.6004039,-0.179194,-0.2064822,0.0272882
2,-0.17464724,0.37852493,"('unlikable', 'likable')",-0.34461457,-0.24479821,1.1025239,1.3240955,0.691097,0.98288214,0.3185898,0.6101761,-0.2915863
50,0.17037262,0.27364835,"('clumsy', 'skillful')",-0.53869104,-0.66202545,1.1384519,1.1582496,0.47604465,0.4289357,0.3115445,0.299702,0.0118425
31,-0.15161224,-0.12981921,"('evil', 'good')",-2.3846295,-2.3845875,-0.7753491,-1.0065892,-0.7958779,-1.0129791,-1.0268672,-1.1334938,0.1066266
47,-0.14844947,0.24857777,"('stupid', 'smart')",0.5061894,0.7376677,1.0078567,1.148854,4.1256404,4.2561626,1.3728093,1.5978155,-0.2250062
71,0.11777835,-0.039428994,"('diffident', 'self-confident')",0.009058401,-0.003515374,0.30585074,0.12294332,0.16825272,0.071997575,0.1502351,0.0379991,0.112236
21,0.1140235,0.21284355,"('immoral', 'moral')",0.37962964,0.2441274,0.31665814,0.48784974,-1.3389406,-1.2116996,-0.1321573,-0.0667197,-0.0654376
59,0.104852796,0.29287082,"('foolish', 'wise')",-0.69059294,-0.62476677,1.1274347,1.1987164,-0.2634312,-0.38569456,0.0695658,0.1202815,-0.0507157
51,-0.099169,-0.2201141,"('uneducated', 'educated')",0.537129,0.40058687,0.29561016,0.31012642,-0.76249224,-0.74440193,-0.0072305,-0.0634507,0.0562202
34,0.098052785,0.2086567,"('mean', 'honorable')",-0.55394983,-0.45305607,0.575406,0.6011359,5.53534,5.5258336,1.4137123,1.4706426,-0.0569303
39,0.08734109,0.12393706,"('exploitative', 'cooperative')",0.536766,0.6870741,0.28543764,0.47739187,0.4131744,0.58222073,0.3306798,0.467656,-0.1369762
24,0.083343,-0.16027045,"('dishonest', 'honest')",0.6821931,0.40512967,0.23974699,0.17906916,0.22085012,0.24072377,0.3065333,0.166163,0.1403703
15,-0.07670003,-0.37367168,"('boring', 'funny')",0.13668695,0.11470798,0.19895123,-0.056250073,-0.0087965615,-0.17607094,0.0625354,-0.1228212,0.1853566
58,-0.06765345,-0.08230683,"('undiscriminating', 'discriminating')",0.0145119205,-0.30599773,-0.105954014,-0.25790158,0.42475492,0.32980376,0.0664148,-0.0791006,0.1455154
84,0.06547302,-0.010683535,"('inferior', 'superior')",1.1693734,1.217812,1.1724805,1.1949899,0.4928559,0.4873307,0.7250457,0.7223622,0.0026835
66,-0.06064497,0.018779047,"('inactive', 'active')",-1.3406208,-1.0547992,1.4307508,1.3953444,1.7791722,1.6166782,0.4521643,0.4940006,-0.0418363
29,-0.029693421,0.20798075,"('unfair', 'fair')",-0.46677455,-0.41215992,-0.091469616,-0.12853798,-0.85324,-0.9615064,-0.3602944,-0.3235559,-0.0367385
45,0.027920576,-0.37919688,"('incompetent', 'competent')",1.3095248,0.86218727,0.8816861,0.60385156,-0.36022845,-0.6056373,0.4647258,0.1203012,0.3444246
4,0.026689503,-0.13247083,"('disliked', 'liked')",-1.4516019,-1.5843805,-0.22800261,-0.24118693,-6.1795244,-6.11783,-1.9581099,-2.0189672,0.0608573
81,0.02007287,-0.1707621,"('submissive', 'aggressive')",0.55574745,0.35953677,0.27052015,0.45513737,-1.311401,-1.0513132,-0.1162651,-0.1018503,-0.0144148
5,0.01653793,0.13485534,"('distant', 'outgoing')",-1.1468005,-1.1707958,0.14061859,0.27267548,0.11109379,0.09724205,-0.2196376,-0.1665057,-0.0531319
65,0.009243166,-0.17120066,"('insecure', 'secure')",1.3744633,1.251854,0.48890045,0.25687572,-0.5295977,-0.5260669,0.3357523,0.2028655,0.1328868
14,-0.0044006296,-0.012944203,"('antisocial', 'social')",0.89462775,0.8846876,1.6023108,1.6739614,-0.4896121,-0.38067153,0.5007315,0.5412583,-0.0405268
