,abercrombie_male,abercrombie_female,tuple,&_male,&_female,fitch_male,fitch_female,co_male,co_female,average_male,average_female,male-female
48,-2.4682567,-2.2672107,"('unintelligent', 'intelligent')",-1.6060388,-1.653219,-2.5307493,-2.215519,-0.19393727,-0.30429757,-1.6997455,-1.6100615,-0.089684
85,2.4105248,2.1653798,"('insignificant', 'prestigious')",2.5103812,2.2004993,3.1440861,3.1195984,-0.0820162,-0.01541923,1.995744,1.8675146,0.1282294
0,-2.3797538,-2.3146636,"('unsociable', 'sociable')",-0.7118974,-0.6414354,-0.6413809,-0.5291186,-0.25129938,-0.19232544,-0.9960829,-0.9193857,-0.0766972
63,-2.3622417,-2.0229154,"('unperceptive', 'insightful')",-0.32190877,-0.2958219,0.019069603,0.12518406,0.40714025,0.5831778,-0.5644851,-0.4025939,-0.1618912
28,-2.337447,-2.3259413,"('disloyal', 'loyal')",-1.8041377,-1.6739411,-1.2569574,-1.1892166,0.6570607,0.6503777,-1.1853703,-1.1346804,-0.0506899
72,-2.3189762,-2.2144966,"('unambitious', 'ambitious')",-1.4022887,-1.4941297,-0.46747592,-0.41142815,-0.5331773,-0.59102124,-1.1804795,-1.1777688,-0.0027107
6,2.2517562,1.9405477,"('distant', 'open')",1.4449704,1.3706001,3.08471,2.9322212,0.39884397,0.48975012,1.7950701,1.6832798,0.1117903
81,-2.2037702,-2.264966,"('submissive', 'aggressive')",-1.6565574,-1.3691236,-2.5533936,-2.6235802,-0.98293436,-1.0663714,-1.8491639,-1.8310102,-0.0181537
57,-2.1313999,-1.8548675,"('unimaginative', 'imaginative')",-1.3946443,-1.1042149,-1.4831078,-1.4410032,-3.1792274,-3.089125,-2.0470948,-1.8723025,-0.1747923
5,2.116914,1.7968317,"('distant', 'outgoing')",1.104978,0.99134517,3.6825361,3.4449527,0.015857458,0.11006266,1.7300713,1.585798,0.1442733
73,2.0933132,1.992166,"('helpless', 'self-reliant')",1.0831519,0.9777254,1.434924,1.3763893,-3.2483768,-3.4094296,0.3407531,0.2342129,0.1065402
21,-2.0766354,-2.102364,"('immoral', 'moral')",-1.1136279,-1.1381989,-2.0621033,-1.9002993,-0.8829207,-0.93692523,-1.5338218,-1.519447,-0.0143748
24,-2.076187,-2.021573,"('dishonest', 'honest')",-2.2813258,-2.2652242,-0.4571387,-0.3461468,0.5239817,0.5814308,-1.0726674,-1.0128783,-0.0597891
14,-2.0549095,-1.8811744,"('antisocial', 'social')",-1.1003445,-1.0726207,-3.0022197,-2.7449372,-0.4143098,-0.35593468,-1.6429459,-1.5136667,-0.1292792
11,-2.0484538,-2.0043821,"('unhelpful', 'helpful')",-2.574003,-2.6428058,-0.9651745,-1.0472039,1.7090489,1.7423536,-0.9696456,-0.9880097,0.0183641
44,1.9936795,1.8082186,"('prejudiced', 'unprejudiced')",-0.29456806,-0.39061406,-1.5721275,-1.8244833,-1.5622065,-1.5679458,-0.3588056,-0.4937061,0.1349005
70,-1.9597459,-1.7368019,"('lethargic', 'energetic')",-1.4832155,-1.2984265,-0.7621915,-0.7612897,0.36332324,0.47885436,-0.9604573,-0.8294159,-0.1310414
65,-1.861754,-1.844926,"('insecure', 'secure')",-1.1746913,-1.2171686,-2.6184416,-2.6421466,-0.15233931,-0.30654433,-1.4518065,-1.5026964,0.0508899
30,-1.8309665,-1.6548333,"('intolerant', 'tolerant')",-2.0086753,-1.8842531,-0.0900528,-0.025384776,0.11814636,0.2120588,-0.9528871,-0.8381031,-0.114784
56,-1.820838,-1.6528088,"('impractical', 'practical')",-1.9027419,-1.7716467,-0.5102591,-0.49960643,-0.7878998,-0.7776212,-1.2554348,-1.1754208,-0.080014
33,1.7088921,1.4332646,"('wrong', 'right')",1.2533091,1.0433847,1.4181281,1.2893856,-0.7907108,-0.6192723,0.8974046,0.7866907,0.1107139
76,-1.6988913,-1.6637357,"('anxious', 'daring')",-0.29343122,-0.09972885,-2.2878041,-2.3480241,-0.4252985,-0.4152976,-1.1763563,-1.1316966,-0.0446597
13,-1.6954463,-1.7666392,"('impolite', 'polite')",-1.6195009,-1.6676112,-0.5525404,-0.6321467,-0.22625543,-0.12896658,-1.0234357,-1.048841,0.0254053
22,-1.6936586,-1.445457,"('untrustworthy', 'trustworthy')",-1.1696998,-0.9293372,-1.1960124,-0.96396387,-0.913384,-0.7225736,-1.2431887,-1.0153329,-0.2278558
66,1.6915567,1.5222712,"('inactive', 'active')",1.5822154,1.409013,1.4263312,1.1058424,0.79668176,0.9083731,1.3741963,1.2363749,0.1378214
7,-1.6661992,-1.6443981,"('insensitive', 'sensitive')",-1.3344706,-1.4141369,-0.41692847,-0.34076017,0.5127683,0.641318,-0.7262076,-0.6894943,-0.0367133
52,1.5384642,1.2397416,"('irrational', 'rational')",1.6914301,1.3721967,1.005686,0.9392089,-0.2223283,-0.16498175,1.0033131,0.8465413,0.1567718
3,-1.5382655,-1.5822766,"('repellent', 'pleasant')",-0.6781881,-0.56133634,-0.51862913,-0.4621916,0.6005454,0.5131121,-0.5336343,-0.5231731,-0.0104612
41,-1.5001192,-1.3054492,"('unforgiving', 'forgiving')",-0.64591163,-0.66548526,-0.8237034,-0.5936614,0.0230446,0.11836296,-0.7366724,-0.6115583,-0.1251141
82,-1.4584073,-1.2917272,"('poor', 'rich')",-2.0543785,-1.7914441,-3.3745832,-2.9726782,6.218115,6.31947,-0.1673136,0.0659051,-0.2332187
31,1.444826,1.4806695,"('evil', 'good')",1.5156682,1.4493884,1.3192174,1.5260777,-0.56636184,-0.47833902,0.9283375,0.9944492,-0.0661117
25,1.4175588,1.0748123,"('egoistic', 'altruistic')",1.6728032,1.4857471,1.9405918,1.8312868,2.0470557,1.9048638,1.7695024,1.5741775,0.1953249
51,-1.4010996,-1.2241493,"('uneducated', 'educated')",-0.64492947,-0.40101895,-1.3744682,-1.2862036,0.48415816,0.44889015,-0.7340848,-0.6156204,-0.1184644
12,-1.392801,-1.313086,"('unsupportive', 'supportive')",-0.37179434,-0.47451088,1.3119597,1.4269774,-1.8819954,-1.8035457,-0.5836577,-0.5410413,-0.0426164
49,-1.355578,-1.4195235,"('unable', 'able')",-0.8899779,-0.8570256,-0.07880419,-0.07855589,-0.62837005,-0.54903,-0.7381825,-0.7260337,-0.0121488
77,-1.256429,-1.5414813,"('unmotivated', 'motivated')",-0.18840936,-0.28003347,0.2787858,0.13884115,-1.2595037,-1.2582886,-0.606389,-0.7352406,0.1288516
32,-1.2334218,-1.3594182,"('unkind', 'kind')",-1.0226423,-1.2016779,-1.4384661,-1.3869652,0.8669101,0.82131493,-0.706905,-0.7816867,0.0747817
79,1.230968,1.0647376,"('wavering', 'unwavering')",1.4627385,1.3687679,1.2093815,1.1419268,-0.29432297,-0.29517856,0.9021913,0.8200634,0.0821279
53,-1.2278132,-1.425247,"('uncreative', 'creative')",-0.08811596,-0.01209496,1.2159569,1.1717913,0.90512896,0.8705111,0.2012892,0.1512401,0.0500491
75,1.1504127,1.1430244,"('meek', 'impulsive')",-0.02491919,-0.07534461,0.29539353,0.18632123,-0.5912669,-0.61553705,0.207405,0.159616,0.047789
59,1.0798064,0.9960806,"('foolish', 'wise')",0.5343456,0.4475928,0.42058185,0.6472367,-0.1502366,-0.11117335,0.4711244,0.4949341,-0.0238097
47,-1.0543399,-0.9824919,"('stupid', 'smart')",-0.67362624,-0.6290824,-0.7002415,-0.47138473,4.9979253,5.2135124,0.6424294,0.7826384,-0.140209
39,-1.051868,-1.1398807,"('exploitative', 'cooperative')",-0.36557448,-0.5662453,0.28974563,0.1953244,0.4910054,0.4266384,-0.1591728,-0.2710408,0.111868
58,-1.0029838,-0.63821536,"('undiscriminating', 'discriminating')",0.50779134,0.5185385,0.16101848,0.21798673,0.38580552,0.4425345,0.0129079,0.1352111,-0.1223032
74,-0.97691786,-0.7141349,"('undedicated', 'dedicated')",-0.30257183,-0.10707441,0.92179006,0.96210074,0.08935565,0.14235587,-0.067086,0.0708118,-0.1378978
1,-0.9482942,-1.068974,"('unfriendly', 'friendly')",0.1952231,-0.0013860203,1.9926302,2.107585,1.9505906,1.9384505,0.7975374,0.7439188,0.0536186
88,-0.853184,-0.86830884,"('low', 'eminent')",-0.7503155,-0.7372497,-1.6243726,-1.5025545,-0.5421349,-0.53913796,-0.9425017,-0.9118128,-0.0306889
4,0.83892435,0.85187066,"('disliked', 'liked')",1.0943935,1.0845969,0.9657575,1.0570687,-7.385636,-7.271699,-1.1216401,-1.0695407,-0.0520994
16,0.7637877,0.57688284,"('unpopular', 'popular')",0.7659992,0.47070515,-0.90934587,-0.9971589,-0.07937501,-0.073144555,0.1352665,-0.0056789,0.1409454
38,-0.7589382,-0.8063108,"('untruthful', 'truthful')",-0.8926216,-1.0774468,0.6222004,0.50792414,-0.161511,-0.20998728,-0.2977176,-0.3964552,0.0987376
20,-0.75607485,-0.69201195,"('rough', 'thoughtful')",0.43671805,0.39481145,-0.2809201,-0.3340525,0.5454999,0.38867524,-0.0136942,-0.0606444,0.0469502
17,0.66076016,0.6600565,"('nasty', 'nice')",0.69479537,0.7215299,1.139976,1.1506934,-0.26315355,-0.113664806,0.5580945,0.6046537,-0.0465592
71,0.65438217,0.40726328,"('diffident', 'self-confident')",0.06340171,-0.14970994,1.9286251,2.002311,0.12106302,0.12881078,0.691868,0.5971688,0.0946992
37,-0.6424165,-0.6570401,"('fake', 'genuine')",-0.4548709,-0.5852308,-0.027573783,0.013381932,0.13467444,0.19951965,-0.2475467,-0.2573423,0.0097956
9,-0.64003974,-0.8095349,"('unaffectionate', 'caring')",-0.19130035,-0.47235423,2.1759684,2.171785,1.4798951,1.3909067,0.7061309,0.5702007,0.1359302
50,0.6145711,0.54102737,"('clumsy', 'skillful')",1.677194,1.5784904,-0.6378971,-0.6285418,-0.041191854,-0.09066634,0.4031691,0.3500774,0.0530917
80,-0.56849015,-0.31456754,"('dominated', 'dominating')",-0.15860899,0.11610995,-1.4704802,-1.67325,-0.6423368,-0.56374353,-0.7099791,-0.6088628,-0.1011163
19,0.53541994,0.3836106,"('inhospitable', 'hospitable')",0.021371346,0.11977801,2.2173586,2.1450036,0.03309869,0.14769045,0.7018121,0.6990207,0.0027914
87,0.42378294,0.43512774,"('unsuccessful', 'successful')",1.4967153,1.328855,0.22098656,-0.0134915,0.5945553,0.6834614,0.68401,0.6084882,0.0755218
8,-0.40167823,-0.4239779,"('unaffectionate', 'affectionate')",0.22862025,-0.11289798,1.5749334,1.6872337,1.1206414,1.1230837,0.6306292,0.5683603,0.0622689
15,0.39858162,0.3811371,"('boring', 'funny')",0.89294577,0.7806487,0.7273345,0.6408666,0.76172864,0.86610913,0.6951476,0.6671904,0.0279572
27,0.39613026,0.34312135,"('hardhearted', 'softhearted')",-0.9436766,-1.0401438,1.4133085,1.2953981,1.1402428,1.235733,0.5015013,0.4585271,0.0429742
67,-0.38884914,-0.33745128,"('doubtful', 'determined')",-0.882462,-0.81780815,-0.29666385,-0.19196667,-0.7050542,-0.6741502,-0.5682573,-0.505344,-0.0629133
83,-0.349017,-0.4192591,"('powerless', 'powerful')",0.3705992,0.17786609,0.40851527,0.23564212,-1.0861872,-1.3101182,-0.1640224,-0.3289673,0.1649449
78,-0.33910164,-0.29784903,"('nonresilient', 'resilient')",0.4096022,0.52149945,0.45873612,0.5179091,0.25313514,0.2957265,0.195593,0.2593215,-0.0637285
26,0.30561957,0.45876208,"('hardhearted', 'benevolent')",1.3449631,1.5430852,1.1930397,1.567456,1.9740417,1.9006606,1.204416,1.367491,-0.163075
34,-0.30117857,-0.390383,"('mean', 'honorable')",-0.7232384,-0.9713526,1.5886346,1.3371023,5.409248,5.5198803,1.4933664,1.3738117,0.1195547
64,-0.29093298,-0.28840443,"('shy', 'confident')",0.12464443,0.13377155,-0.36595064,-0.4360943,-6.8486576,-6.7731876,-1.8452241,-1.8409787,-0.0042454
61,-0.2823958,-0.25898114,"('illogical', 'logical')",0.24535623,0.20018317,0.7566855,0.7189785,-0.06629872,0.074918896,0.1633368,0.1837749,-0.0204381
40,-0.21125793,-0.27183336,"('stingy', 'generous')",0.124647595,0.0149136335,0.17107719,0.2694171,-1.7324383,-1.7440163,-0.4119929,-0.4328797,0.0208868
2,0.19202463,0.09058383,"('unlikable', 'likable')",0.9798602,0.76099324,0.39052755,0.3960696,0.61954117,0.6907318,0.5454884,0.4845946,0.0608938
42,0.1808382,0.25445166,"('unreliable', 'reliable')",0.82542574,0.7771583,-0.15885855,-0.2618197,-3.0293639,-2.986398,-0.5454896,-0.5541519,0.0086623
54,0.15342095,-0.116321184,"('incapable', 'capable')",-0.0074203312,-0.23373681,1.4940245,1.4043976,0.91093355,0.9238139,0.6377397,0.4945384,0.1432013
84,0.13078044,0.09279241,"('inferior', 'superior')",0.729028,0.7283372,0.6663502,0.5302877,0.5279664,0.6325169,0.5135312,0.4959835,0.0175477
68,-0.042733327,-0.04439068,"('dependent', 'independent')",-1.3477683,-1.2332695,-0.1824521,-0.2531605,-1.5043234,-1.5288516,-0.7693193,-0.7649181,-0.0044012
18,-0.028349433,-0.35087126,"('disagreeable', 'welcoming')",0.34960705,0.20925769,-0.886057,-0.81613445,-0.75860727,-0.69193375,-0.3308517,-0.4124205,0.0815688
29,-0.0057801753,0.040202655,"('unfair', 'fair')",-0.34291393,-0.34488934,0.30986536,0.33305287,-0.67441595,-0.65712607,-0.1783112,-0.15719,-0.0211212
