,constellation_male,constellation_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
0,0.27587312,0.0074547306,"('unsociable', 'sociable')",1.1527975,1.1049343,-0.3906039,-0.4279895,0.3460222,0.2281332,0.117889
3,-0.26440662,-0.3375788,"('repellent', 'pleasant')",-0.42892742,-0.28925642,-0.36459094,-0.2967409,-0.3526417,-0.3078587,-0.044783
26,0.2591834,0.09394052,"('hardhearted', 'benevolent')",0.61585253,0.45782867,1.4114305,0.939276,0.7621555,0.4970151,0.2651404
42,0.25680313,-0.06167569,"('unreliable', 'reliable')",1.0126865,0.9260111,-2.3428118,-2.230791,-0.3577741,-0.4554852,0.0977111
48,0.25463626,0.2572761,"('unintelligent', 'intelligent')",-0.30408165,-0.16464743,0.6679065,0.5619208,0.2061537,0.2181832,-0.0120295
40,-0.2422421,-0.5213654,"('stingy', 'generous')",-0.40138182,-0.49196842,-1.485565,-1.5336822,-0.7097297,-0.8490054,0.1392757
15,0.23632061,0.23115897,"('boring', 'funny')",0.33256018,0.4044917,0.5380455,0.6202563,0.3689754,0.4186356,-0.0496602
45,-0.23378985,-0.32474357,"('incompetent', 'competent')",0.5044616,0.71135414,-0.2278685,-0.0393713,0.0142677,0.1157464,-0.1014787
64,0.20635083,-0.099076144,"('shy', 'confident')",0.4677908,0.20001101,-5.697616,-5.6776624,-1.6744916,-1.8589091,0.1844175
68,-0.203262,-0.13216926,"('dependent', 'independent')",-0.3081738,-0.43452975,-0.39270613,-0.19429392,-0.3013806,-0.2536643,-0.0477163
38,-0.15176654,0.10159397,"('untruthful', 'truthful')",-0.37984294,-0.07396124,-0.06993512,0.15561566,-0.2005149,0.0610828,-0.2615977
37,-0.1389121,0.004699677,"('fake', 'genuine')",-0.17717963,-0.2986241,0.23770036,0.37949678,-0.0261305,0.0285241,-0.0546546
86,0.13506949,-0.041792765,"('uninfluential', 'influential')",0.13638481,0.1553504,0.123395264,0.034784786,0.1316165,0.0494475,0.082169
88,0.12508954,0.22507532,"('low', 'eminent')",0.21894962,0.33332288,0.27860746,0.2521125,0.2075489,0.2701702,-0.0626213
18,0.11269094,-0.109583884,"('disagreeable', 'welcoming')",-0.29032493,-0.35787296,-0.47666523,-0.4565237,-0.2180997,-0.3079935,0.0898938
2,0.09151265,-0.11336073,"('unlikable', 'likable')",0.9480232,1.0112177,0.6600785,0.65823126,0.5665381,0.5186961,0.047842
73,0.06023483,0.04643713,"('helpless', 'self-reliant')",0.8415506,0.7426855,-3.19732,-3.081771,-0.7651782,-0.7642161,-0.0009621
51,0.05753585,-0.1030798,"('uneducated', 'educated')",0.28986818,0.054474033,0.5642678,0.6467493,0.3038906,0.1993812,0.1045094
28,0.03964643,-0.008044403,"('disloyal', 'loyal')",-0.5795947,-0.58752763,0.5972207,0.46216255,0.0190908,-0.0444698,0.0635606
87,0.015994497,0.011976406,"('unsuccessful', 'successful')",1.7233405,1.9972297,0.7029024,1.0698135,0.8140791,1.0263398,-0.2122607
33,-0.008614125,-0.19119754,"('wrong', 'right')",0.5767207,0.54640675,-0.47673523,-0.6386346,0.0304571,-0.0944751,0.1249322
