,constellation_male,constellation_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
39,3.7172306,3.6833417,"('exploitative', 'cooperative')",1.561883,1.3978417,0.12670521,-0.04166778,1.8019396,1.6798385,0.1221011
60,2.4793284,2.5029094,"('inefficient', 'efficient')",2.2250936,2.4053955,0.19663648,0.5118783,1.6336862,1.8067279,-0.1730417
6,-2.191523,-2.2369885,"('distant', 'open')",-1.1178192,-0.99333847,0.18571591,0.05616295,-1.0412088,-1.0580548,0.016846
4,-1.9515643,-1.986858,"('disliked', 'liked')",-0.48706636,-0.47983545,-5.7501826,-5.6273303,-2.7296044,-2.6980079,-0.0315965
23,1.9421282,2.0712311,"('insincere', 'sincere')",1.0946512,1.2607356,5.1551027,5.367426,2.7306274,2.8997974,-0.16917
16,-1.8409883,-1.9127898,"('unpopular', 'popular')",-0.6143381,-0.42888644,0.48423436,0.61438906,-0.6570307,-0.5757624,-0.0812683
56,1.7810928,1.844182,"('impractical', 'practical')",1.9533445,2.0719776,0.24432981,0.5938187,1.3262556,1.5033261,-0.1770705
5,-1.7387764,-1.6745394,"('distant', 'outgoing')",-0.6353312,-0.39860448,-0.29859582,-0.20360668,-0.8909012,-0.7589169,-0.1319843
36,-1.732741,-1.7582564,"('hostile', 'amicable')",-2.3496616,-2.4921489,-0.31357712,-0.7515336,-1.4653266,-1.6673129,0.2019863
52,-1.6086301,-1.5974126,"('irrational', 'rational')",-1.1913692,-1.2992256,-0.53426564,-0.89460814,-1.1114216,-1.2637488,0.1523272
76,1.5962979,1.7169389,"('anxious', 'daring')",1.5099673,1.642926,0.69348353,0.97373873,1.2665829,1.4445345,-0.1779516
65,1.5808938,1.5064027,"('insecure', 'secure')",0.7798548,0.5776938,-0.18190458,0.018892664,0.7262813,0.7009964,0.0252849
31,-1.5541675,-1.6739447,"('evil', 'good')",-1.9512153,-2.114805,-1.3838415,-1.4582233,-1.6297414,-1.748991,0.1192496
35,-1.5464749,-1.3061137,"('corrupt', 'incorrupt')",-2.6249819,-2.5896015,-0.66077834,-0.8800777,-1.6107451,-1.591931,-0.0188141
20,1.4960959,1.5894542,"('rough', 'thoughtful')",0.55592144,0.70767665,0.87358415,0.75515646,0.9752005,1.0174291,-0.0422286
10,1.4622347,1.2166761,"('unsympathetic', 'sympathetic')",0.843646,0.87842107,-0.16260672,-0.13799457,0.7144247,0.6523675,0.0620572
69,-1.4419615,-1.5332162,"('lazy', 'industrious')",-0.036447376,-0.028788572,-0.40998435,-0.35875535,-0.6294644,-0.6402534,0.010789
74,1.4229226,1.3116839,"('undedicated', 'dedicated')",0.9164267,0.9815533,0.36704952,0.2633804,0.9021329,0.8522059,0.049927
62,1.3958585,1.5336854,"('incompetent', 'brilliant')",1.4542968,1.8343529,0.15971133,0.6254011,1.0032889,1.3311464,-0.3278575
29,-1.3812586,-1.2286676,"('unfair', 'fair')",-1.1784966,-1.1293584,-0.9916062,-0.89979136,-1.1837872,-1.0859391,-0.0978481
70,1.3163804,1.2893095,"('lethargic', 'energetic')",0.99928284,1.0458288,0.8556523,1.2001772,1.0571052,1.1784385,-0.1213333
43,1.2775528,1.2413011,"('irresponsible', 'responsible')",1.8620831,1.9635457,0.49239707,0.53845197,1.2106777,1.2477663,-0.0370886
59,-1.2568501,-1.137399,"('foolish', 'wise')",-0.19440696,-0.16332072,0.029500015,0.095972404,-0.473919,-0.4015824,-0.0723366
84,1.2317631,1.2340221,"('inferior', 'superior')",0.073079,-0.018768903,0.8739988,0.87886715,0.7262803,0.6980402,0.0282401
72,1.2197075,1.3478386,"('unambitious', 'ambitious')",-0.59412444,-0.5672544,-1.3612987,-1.1262287,-0.2452385,-0.1152148,-0.1300237
46,1.206959,1.0273776,"('uncompetitive', 'competitive')",1.9998332,2.0442533,0.10009243,0.06861259,1.1022949,1.0467478,0.0555471
85,-1.1741462,-1.1400261,"('insignificant', 'prestigious')",-0.7134436,-0.78585756,0.48588768,0.20787403,-0.467234,-0.5726699,0.1054359
7,1.1549517,1.1198548,"('insensitive', 'sensitive')",0.9032767,1.0145093,0.43872026,0.78624964,0.8323162,0.9735379,-0.1412217
75,-1.0801516,-0.96826905,"('meek', 'impulsive')",-1.4423177,-1.2809972,-0.5752365,-0.3760564,-1.0325686,-0.8751075,-0.1574611
71,1.0765613,1.0018935,"('diffident', 'self-confident')",2.0772219,2.0671978,0.5877511,0.5781602,1.2471782,1.2157505,0.0314277
30,1.0285176,1.0516618,"('intolerant', 'tolerant')",1.9219756,1.7849809,1.2183812,1.2888929,1.3896249,1.3751785,0.0144464
67,1.0152378,1.0140992,"('doubtful', 'determined')",0.14003673,0.16903603,-0.43856007,-0.22617331,0.2389048,0.3189873,-0.0800825
63,0.93779075,0.9556936,"('unperceptive', 'insightful')",1.2410024,1.3187147,1.4247427,1.7322407,1.2011786,1.3355497,-0.1343711
11,0.90862584,1.0047457,"('unhelpful', 'helpful')",0.7035541,0.93673027,1.9850293,2.0762718,1.1990698,1.3392493,-0.1401795
21,0.85090196,0.75111747,"('immoral', 'moral')",1.1867015,1.2036276,-0.5546513,-0.36299464,0.4943174,0.5305835,-0.0362661
27,0.8384256,0.68185306,"('hardhearted', 'softhearted')",0.46946958,0.45281693,1.4034258,1.1619015,0.9037736,0.7655238,0.1382498
66,-0.83710474,-1.0141884,"('inactive', 'active')",-0.4913944,-0.46869293,0.91246086,0.87238055,-0.1386794,-0.2035003,0.0648209
78,0.8213545,0.52155185,"('nonresilient', 'resilient')",1.3402711,1.4960133,0.8333274,0.90540534,0.9983177,0.9743235,0.0239942
17,-0.8149545,-0.8429262,"('nasty', 'nice')",-0.8311615,-0.7991013,-0.9127081,-0.8686858,-0.8529414,-0.8369044,-0.016037
77,0.75365067,0.54719114,"('unmotivated', 'motivated')",0.51110893,0.48150608,-0.9446713,-0.89197373,0.1066961,0.0455745,0.0611216
12,0.7175066,0.5337619,"('unsupportive', 'supportive')",1.1337922,1.1988163,-1.3989891,-1.3542045,0.1507699,0.1261246,0.0246453
24,0.6663787,0.74203515,"('dishonest', 'honest')",-0.23717362,-0.11750688,0.5118241,0.5335858,0.3136764,0.386038,-0.0723616
57,-0.6491498,-0.8178723,"('unimaginative', 'imaginative')",-0.18968143,-0.29984972,-2.1445255,-2.2798512,-0.9944522,-1.1325244,0.1380722
58,0.6318169,0.6393516,"('undiscriminating', 'discriminating')",0.73157007,0.6684743,-0.00074266084,0.0011065211,0.4542148,0.4363108,0.017904
25,-0.62512094,-0.73588896,"('egoistic', 'altruistic')",-0.58752316,-0.5601488,1.1316193,0.95118976,-0.0270083,-0.1149493,0.087941
19,-0.6031522,-0.65156657,"('inhospitable', 'hospitable')",-0.4274154,-0.45869657,-0.106982045,-0.098491475,-0.3791832,-0.4029182,0.023735
55,0.59461737,0.42515796,"('incompetent', 'clever')",1.2070898,1.2033983,0.2149407,0.19144107,0.6722159,0.6066658,0.0655501
80,0.5786335,0.61311346,"('dominated', 'dominating')",0.88854444,1.1722103,-1.2297727,-0.8905043,0.0791351,0.2982732,-0.2191381
44,-0.5771769,-0.45123303,"('prejudiced', 'unprejudiced')",0.18718114,0.26019797,-1.2129737,-1.2851348,-0.5343232,-0.4920566,-0.0422666
8,-0.5527655,-0.589894,"('unaffectionate', 'affectionate')",-0.7694428,-0.87982154,0.26993924,0.0347875,-0.3507563,-0.4783094,0.1275531
79,-0.5485008,-0.47054145,"('wavering', 'unwavering')",-1.5029396,-1.3243899,-0.11765432,-0.017033964,-0.7230315,-0.6039884,-0.1190431
13,0.54373944,0.37716678,"('impolite', 'polite')",1.206887,1.2667415,0.036043152,0.14672671,0.5955565,0.5968783,-0.0013218
9,0.5010461,0.37332648,"('unaffectionate', 'caring')",0.44711295,0.40658903,0.8916461,0.6919497,0.6132684,0.4906217,0.1226467
32,0.48316997,0.32436788,"('unkind', 'kind')",1.0467818,0.99780494,0.8867093,0.87705094,0.8055537,0.7330746,0.0724791
50,-0.45363057,-0.5454705,"('clumsy', 'skillful')",0.09893079,0.13862297,0.42128408,0.40687236,0.0221948,8.3e-06,0.0221865
22,0.44991642,0.2797307,"('untrustworthy', 'trustworthy')",0.5177599,0.42917404,-0.90368783,-0.8211727,0.0213295,-0.0374227,0.0587522
82,-0.4372966,-0.29226884,"('poor', 'rich')",0.14639199,0.44337538,5.641619,6.0934477,1.7835716,2.081518,-0.2979464
54,0.4243628,0.30623507,"('incapable', 'capable')",0.957836,0.91698784,0.8602472,0.9871704,0.747482,0.7367978,0.0106842
47,-0.36966574,-0.2901104,"('stupid', 'smart')",1.1391929,1.3631384,5.035667,5.2809744,1.9350646,2.1180008,-0.1829362
34,0.34668463,0.46795145,"('mean', 'honorable')",-0.26918942,-0.06239819,5.8104997,5.969135,1.9626649,2.124896,-0.1622311
14,0.33443627,0.3570528,"('antisocial', 'social')",0.8791466,0.9246901,-0.99832284,-0.6058428,0.0717533,0.2253,-0.1535467
81,0.3284852,0.09378543,"('submissive', 'aggressive')",0.91605675,0.89815074,-0.3827909,-0.12733924,0.2872503,0.288199,-0.0009487
49,0.32683456,0.391841,"('unable', 'able')",0.37933326,0.607967,-0.17366838,0.2017721,0.1774998,0.4005267,-0.2230269
53,0.3247871,0.29484802,"('uncreative', 'creative')",0.80533296,0.92283046,0.8411641,0.8334421,0.6570947,0.6837069,-0.0266122
83,0.31688637,0.18951243,"('powerless', 'powerful')",0.685904,0.7530264,-0.62985635,-0.739691,0.1243114,0.0676159,0.0566955
1,-0.30035654,-0.607333,"('unfriendly', 'friendly')",0.35639936,0.3198562,1.4362549,1.0943742,0.4974325,0.2689658,0.2284667
61,0.29513752,0.28020707,"('illogical', 'logical')",-0.21030843,-0.083832845,-0.10243883,-0.057029303,-0.0058699,0.0464483,-0.0523182
41,0.29148963,-0.018503018,"('unforgiving', 'forgiving')",0.09341194,0.12312612,0.09157148,-0.12028518,0.1588244,-0.0052207,0.1640451
