,colgate_male,colgate_female,tuple,palmolive_male,palmolive_female,co_male,co_female,average_male,average_female,male-female
12,-0.94694114,-0.9556632,"('unsupportive', 'supportive')",-1.2444237,-1.105992,-2.1083515,-1.9240259,-1.4332387,-1.3285604,-0.1046783
11,-0.9205085,-0.86683047,"('unhelpful', 'helpful')",-2.1162584,-1.9755532,1.621661,1.9446621,-0.471702,-0.2992405,-0.1724615
39,0.9051186,0.6288772,"('exploitative', 'cooperative')",-0.46209466,-0.48466006,0.48333788,0.58569443,0.3087873,0.2433039,0.0654834
47,-0.86913407,-0.7753243,"('stupid', 'smart')",0.00028795563,0.1800925,5.3081336,5.4736266,1.4797626,1.6261317,-0.1463691
42,0.8666207,0.87071514,"('unreliable', 'reliable')",0.7468886,0.83450514,-2.7536795,-2.5353637,-0.3800567,-0.2767145,-0.1033422
43,-0.8558936,-0.9898808,"('irresponsible', 'responsible')",-1.815908,-1.784044,0.5348259,0.84017134,-0.7123253,-0.6445845,-0.0677408
27,-0.84807414,-1.0345633,"('hardhearted', 'softhearted')",-0.37182942,-0.53085846,1.0993797,0.93314576,-0.0401746,-0.2107587,0.1705841
13,-0.8235958,-0.7979828,"('impolite', 'polite')",-0.84970784,-0.63697946,-0.5297704,-0.2709209,-0.734358,-0.5686277,-0.1657303
52,-0.8128549,-0.97102743,"('irrational', 'rational')",0.17329168,0.10335856,-0.10150809,-0.44682133,-0.2470238,-0.4381634,0.1911396
73,0.74720216,0.77945197,"('helpless', 'self-reliant')",0.6479161,0.6521258,-3.2397556,-3.3572958,-0.6148791,-0.641906,0.0270269
37,0.7231177,0.6281071,"('fake', 'genuine')",0.47927296,0.48557878,0.05881586,0.13569108,0.4204022,0.416459,0.0039432
84,0.71996486,0.5016547,"('inferior', 'superior')",1.0182581,0.84575135,0.37984714,0.1401506,0.7060234,0.4958522,0.2101712
24,-0.7153193,-0.91790426,"('dishonest', 'honest')",-1.0742717,-1.0215788,0.770724,0.9046247,-0.3396223,-0.3449528,0.0053305
77,-0.7047708,-0.8497827,"('unmotivated', 'motivated')",-1.2873431,-1.3661517,-1.3114579,-1.2532104,-1.1011906,-1.1563816,0.055191
31,-0.6889917,-0.617588,"('evil', 'good')",-0.22636265,-0.21401356,-0.65891504,-0.87750745,-0.5247565,-0.569703,0.0449465
16,-0.6430223,-0.52006465,"('unpopular', 'popular')",0.66669035,0.70687276,0.34583658,0.3249608,0.1231682,0.1705896,-0.0474214
58,-0.6429922,-0.65474457,"('undiscriminating', 'discriminating')",-0.7442148,-0.76539075,0.33558446,0.13518485,-0.3505409,-0.4283168,0.0777759
75,0.62916505,0.86152124,"('meek', 'impulsive')",0.82818985,0.850015,-0.5560256,-0.5386792,0.3004431,0.3909523,-0.0905092
30,-0.6200229,-0.64693475,"('intolerant', 'tolerant')",-0.6886777,-0.5582976,0.3742957,0.513374,-0.3114683,-0.2306195,-0.0808488
60,-0.6156786,-0.67736995,"('inefficient', 'efficient')",-0.81277376,-0.7203497,-0.1118768,0.26904002,-0.5134431,-0.3762265,-0.1372166
49,-0.6037879,-0.552768,"('unable', 'able')",-0.036007017,-0.031220078,-0.5806175,-0.33760935,-0.4068042,-0.3071991,-0.0996051
81,-0.59257936,-0.4617118,"('submissive', 'aggressive')",-0.8376839,-0.6280568,-1.0492244,-0.8279226,-0.8264959,-0.6392304,-0.1872655
7,-0.58148545,-0.6415134,"('insensitive', 'sensitive')",-0.57374996,-0.46868238,0.103113405,0.28887767,-0.3507073,-0.2737727,-0.0769346
65,-0.568437,-0.5784613,"('insecure', 'secure')",-1.1738762,-1.0185354,0.23894438,0.40054923,-0.5011229,-0.3988158,-0.1023071
76,0.5558244,0.56062114,"('anxious', 'daring')",0.20603454,0.36166763,-0.108789444,0.14427283,0.2176898,0.3555205,-0.1378307
34,-0.5261935,-0.50067157,"('mean', 'honorable')",-0.7616817,-0.7940812,5.074519,5.1739697,1.2622147,1.2930723,-0.0308576
62,-0.4695305,-0.43332064,"('incompetent', 'brilliant')",-0.34925613,-0.147658,-0.2443219,0.17780526,-0.3543695,-0.1343911,-0.2199784
70,-0.45549738,-0.4698848,"('lethargic', 'energetic')",-0.5393561,-0.42793334,0.45896104,0.798319,-0.1786308,-0.0331664,-0.1454644
56,-0.43649045,-0.4715972,"('impractical', 'practical')",-0.30044076,-0.20747474,-0.6070961,-0.30333954,-0.4480091,-0.3274705,-0.1205386
3,-0.432453,-0.5869293,"('repellent', 'pleasant')",-1.1721563,-1.1995107,0.42187142,0.5969272,-0.394246,-0.3965042,0.0022582
5,0.41181898,0.29244006,"('distant', 'outgoing')",0.8446078,0.72243595,-0.091541365,-0.21229722,0.3882951,0.2675263,0.1207688
46,-0.4111839,-0.47276166,"('uncompetitive', 'competitive')",-1.3136436,-1.2717413,-0.8778432,-0.67146254,-0.8675569,-0.8053219,-0.062235
78,-0.39915437,-0.3533529,"('nonresilient', 'resilient')",0.16688678,0.060466304,-0.097022295,-0.017731512,-0.1097633,-0.1035394,-0.0062239
68,-0.39865065,-0.522671,"('dependent', 'independent')",-1.1123663,-1.166205,-1.7966893,-1.8078612,-1.1025688,-1.1655791,0.0630103
20,-0.34462446,-0.49267647,"('rough', 'thoughtful')",-0.052407008,-0.07070938,0.54930365,0.6133251,0.0507574,0.0166464,0.034111
18,-0.33123946,-0.38634908,"('disagreeable', 'welcoming')",-0.18414944,0.0596915,-0.69805104,-0.6066539,-0.40448,-0.3111038,-0.0933762
74,-0.32670867,-0.29304177,"('undedicated', 'dedicated')",-0.19720353,-0.107526585,0.01641266,0.17672686,-0.1691665,-0.0746138,-0.0945527
40,-0.30355057,-0.4569819,"('stingy', 'generous')",-0.0055218963,0.08503992,-2.188429,-2.3482676,-0.8325005,-0.9067365,0.074236
45,-0.2814886,-0.27845633,"('incompetent', 'competent')",-0.15087067,-0.01778537,-0.25548622,0.04382761,-0.2292818,-0.084138,-0.1451438
29,0.27145526,0.09075982,"('unfair', 'fair')",0.65189725,0.5418658,-0.5958679,-0.56407446,0.1091615,0.0228504,0.0863111
25,0.2709027,0.071907,"('egoistic', 'altruistic')",0.71310526,0.6509945,1.1849118,0.943202,0.7229733,0.5553678,0.1676055
85,-0.26893055,-0.38445416,"('insignificant', 'prestigious')",1.0648115,0.90242875,-0.26580757,-0.68327,0.1766911,-0.0550985,0.2317896
82,-0.2687279,-0.16252878,"('poor', 'rich')",-0.26865003,-0.14923085,6.166255,6.29541,1.8762924,1.9945502,-0.1182578
61,-0.2685333,-0.37538868,"('illogical', 'logical')",-0.4538276,-0.43491754,0.04424428,0.093488775,-0.2260389,-0.2389391,0.0129002
33,0.2639575,0.160528,"('wrong', 'right')",1.1725792,1.1203893,-0.5716764,-0.76886225,0.2882868,0.1706851,0.1176017
71,0.2579759,0.15143588,"('diffident', 'self-confident')",0.8118068,0.7362778,0.45822465,0.5392927,0.5093358,0.4756688,0.033667
83,-0.24584836,-0.27702278,"('powerless', 'powerful')",0.14104564,0.056882232,-1.2655572,-1.277942,-0.4567866,-0.4993608,0.0425742
59,0.22672504,0.2624123,"('foolish', 'wise')",0.40225384,0.40307444,0.19954455,0.050664335,0.2761745,0.238717,0.0374575
50,-0.22479558,-0.04325877,"('clumsy', 'skillful')",0.98578054,1.0317725,-0.2189137,-0.12466785,0.1806904,0.2879486,-0.1072582
15,-0.21097085,-0.09556424,"('boring', 'funny')",0.45506203,0.5568177,0.17848673,0.17059632,0.1408593,0.2106166,-0.0697573
2,0.20250967,0.3430997,"('unlikable', 'likable')",0.4869291,0.755981,0.7677647,1.0439508,0.4857345,0.7143439,-0.2286094
22,0.13900366,0.051100876,"('untrustworthy', 'trustworthy')",-0.35326535,-0.20864291,-0.62512624,-0.35626155,-0.279796,-0.1712679,-0.1085281
17,0.111095235,0.13210754,"('nasty', 'nice')",0.13609438,0.1769333,-0.5926551,-0.6111653,-0.1151552,-0.1007081,-0.0144471
64,-0.07669146,-0.061801787,"('shy', 'confident')",0.22734368,0.3168023,-6.016555,-5.75877,-1.9553008,-1.8345898,-0.120711
79,0.063964464,0.13970529,"('wavering', 'unwavering')",0.3703108,0.3530954,-0.5859704,-0.59427553,-0.050565,-0.0338249,-0.0167401
67,-0.06259079,-0.08006869,"('doubtful', 'determined')",0.393511,0.34154987,-0.5934737,-0.45230386,-0.0875178,-0.0636076,-0.0239102
6,0.04907219,-0.082593665,"('distant', 'open')",1.1328924,1.0143666,0.28608152,0.10135216,0.4893487,0.3443751,0.1449736
55,0.044674605,-0.08852852,"('incompetent', 'clever')",-0.19971757,-0.05252726,0.21629146,0.3478501,0.0204162,0.0689314,-0.0485152
26,0.04111698,-0.059487976,"('hardhearted', 'benevolent')",-0.28030857,-0.20887546,1.4744653,1.488913,0.4117579,0.4068499,0.004908
36,0.04102704,-0.043105345,"('hostile', 'amicable')",0.37001854,0.16559725,0.122582555,-0.3531092,0.177876,-0.0768724,0.2547484
19,-0.038476564,-0.115228646,"('inhospitable', 'hospitable')",-0.57964677,-0.61842716,-0.5222914,-0.5417777,-0.3801382,-0.4251445,0.0450063
4,0.019383833,0.12659048,"('disliked', 'liked')",0.21287069,0.26255283,-7.1529884,-7.0988784,-2.3069113,-2.2365783,-0.070333
14,-0.017560316,0.041469485,"('antisocial', 'social')",0.006902963,0.10593854,-0.26167288,0.013535079,-0.0907767,0.0536477,-0.1444244
