,colgate_male,colgate_female,tuple,palmolive_male,palmolive_female,co_male,co_female,average_male,average_female,male-female
86,-2.0203178,-2.2125244,"('uninfluential', 'influential')",-1.3015671,-1.3305569,-0.5520004,-0.51454306,-1.2912951,-1.3525414,0.0612463
10,-1.7407057,-1.8441687,"('unsympathetic', 'sympathetic')",-1.4689381,-1.4122388,-0.24835175,0.0436849,-1.1526652,-1.0709075,-0.0817577
1,-1.7179303,-1.931094,"('unfriendly', 'friendly')",-0.27754658,-0.44918662,1.7026931,1.4158128,-0.0975946,-0.3214893,0.2238947
48,-1.6051003,-1.7316908,"('unintelligent', 'intelligent')",-1.5447994,-1.5175154,-0.33478507,-0.30565324,-1.1615616,-1.1849531,0.0233915
23,-1.567118,-1.7207012,"('insincere', 'sincere')",-1.7023063,-1.7329525,5.5792484,5.676931,0.7699413,0.7410924,0.0288489
63,-1.5047629,-1.4516115,"('unperceptive', 'insightful')",-1.4810023,-1.4399043,-0.09097854,0.15082861,-1.0255813,-0.9135624,-0.1120189
80,1.4557395,1.4775649,"('dominated', 'dominating')",0.29822883,0.3757511,-1.1107706,-0.73055094,0.2143993,0.374255,-0.1598557
35,1.3886534,1.4233103,"('corrupt', 'incorrupt')",1.675868,1.5318805,-0.4887069,-0.6922444,0.8586048,0.7543154,0.1042894
44,1.3806543,1.4331259,"('prejudiced', 'unprejudiced')",0.9266116,0.99452317,-1.0966367,-0.9204706,0.4035431,0.5023928,-0.0988497
9,-1.3277185,-1.4647257,"('unaffectionate', 'caring')",-0.79100156,-0.8175485,1.0802748,1.0007886,-0.3461484,-0.4271619,0.0810135
41,-1.3215871,-1.2470344,"('unforgiving', 'forgiving')",-1.1205102,-1.0142226,0.09463675,0.15423688,-0.7824868,-0.7023401,-0.0801467
38,-1.2895514,-1.155826,"('untruthful', 'truthful')",-0.66013324,-0.6209615,-0.18346334,-0.015539691,-0.7110493,-0.5974424,-0.1136069
66,1.2736397,1.2193401,"('inactive', 'active')",0.69169396,0.73446894,0.65956277,0.5786577,0.8749655,0.8441556,0.0308099
28,-1.2144314,-1.4374766,"('disloyal', 'loyal')",-0.114425674,-0.2589199,1.1073687,1.0076504,-0.0738295,-0.2295821,0.1557526
32,-1.1866256,-1.194056,"('unkind', 'kind')",-0.34636945,-0.21215878,0.8239249,1.1280961,-0.2363567,-0.0927062,-0.1436505
8,-1.1576225,-1.2163937,"('unaffectionate', 'affectionate')",-0.40335953,-0.44591102,0.7172166,0.5342345,-0.2812551,-0.3760234,0.0947683
0,-1.1395769,-1.3784064,"('unsociable', 'sociable')",-0.8512998,-0.9375428,-0.2477648,-0.2519303,-0.7462138,-0.8559598,0.109746
69,1.1079001,1.2334896,"('lazy', 'industrious')",2.7438376,2.6890452,-0.6817448,-0.7528739,1.0566643,1.0565537,0.0001106
88,-1.059756,-0.9482284,"('low', 'eminent')",-0.4101187,-0.2958154,-0.6024812,-0.5746922,-0.6907853,-0.6062454,-0.0845399
54,-1.0566853,-0.99584544,"('incapable', 'capable')",0.9653429,0.94551015,0.5734257,0.7672131,0.1606944,0.2389593,-0.0782649
72,-1.0241886,-1.1152383,"('unambitious', 'ambitious')",-1.0148422,-1.0315412,-0.095915794,-0.032094963,-0.7116489,-0.7262915,0.0146426
87,1.0122901,1.1254321,"('unsuccessful', 'successful')",0.8830055,0.97848135,0.1712627,0.40385464,0.6888528,0.8359227,-0.1470699
57,-0.9877863,-1.0196009,"('unimaginative', 'imaginative')",-0.9526365,-0.8091312,-3.2317927,-3.1103282,-1.7240718,-1.6463534,-0.0777184
21,-0.9789959,-1.0077206,"('immoral', 'moral')",-0.74273556,-0.65489674,-1.0034921,-0.77587634,-0.9084078,-0.8128312,-0.0955766
51,-0.96900004,-0.9241767,"('uneducated', 'educated')",-0.9403816,-0.8528336,-0.2631881,-0.23417547,-0.7241899,-0.6703953,-0.0537946
53,-0.9495872,-1.1784114,"('uncreative', 'creative')",-0.68077856,-0.72938263,0.7136419,0.5725768,-0.3055747,-0.4450724,0.1394977
