,eastman_male,eastman_female,tuple,kodak_male,kodak_female,co_male,co_female,average_male,average_female,male-female
46,-1.6864444,-1.532442,"('uncompetitive', 'competitive')",-2.2667084,-2.2536333,-0.49588564,-0.4545459,-1.4830128,-1.4135404,-0.0694724
33,1.6798329,1.5840886,"('wrong', 'right')",1.4008381,1.3816319,-0.45549804,-0.51239073,0.8750577,0.8177765,0.0572812
6,1.668762,1.633316,"('distant', 'open')",0.98437625,1.0649321,-0.5077126,-0.46158046,0.7151419,0.7455559,-0.030414
9,1.6304653,1.4928962,"('unaffectionate', 'caring')",0.5678954,0.55606055,0.8369226,0.7419164,1.0117611,0.9302911,0.08147
11,-1.5722369,-1.5977963,"('unhelpful', 'helpful')",-2.1673014,-2.156701,1.9525964,1.9406819,-0.5956473,-0.6046052,0.0089579
60,-1.5345557,-1.2929507,"('inefficient', 'efficient')",-2.771511,-2.7387683,0.028869556,0.13328192,-1.4257323,-1.2994791,-0.1262532
65,-1.5285558,-1.3980117,"('insecure', 'secure')",-2.3142629,-2.3509836,0.5850238,0.6696665,-1.0859316,-1.0264429,-0.0594887
45,-1.5239522,-1.330209,"('incompetent', 'competent')",-2.0952835,-2.0354698,-0.36278436,-0.3178463,-1.32734,-1.2278417,-0.0994983
53,1.5230587,1.4782971,"('uncreative', 'creative')",0.41394022,0.36553627,0.90976846,0.8228099,0.9489225,0.8888811,0.0600414
74,1.4864858,1.5462664,"('undedicated', 'dedicated')",-0.46575654,-0.42213482,0.24980763,0.32620904,0.4235123,0.4834469,-0.0599346
5,1.4567853,1.3886945,"('distant', 'outgoing')",1.0376897,1.0525669,-0.7769737,-0.7992135,0.5725004,0.5473493,0.0251511
51,-1.4383128,-1.396885,"('uneducated', 'educated')",-1.0767683,-1.0912592,0.6686444,0.61907375,-0.6154788,-0.6230235,0.0075447
15,1.3790796,1.2914144,"('boring', 'funny')",1.7802079,1.7729393,0.6374449,0.5712278,1.2655775,1.2118605,0.053717
71,1.3678415,1.4316088,"('diffident', 'self-confident')",0.8352741,1.0081383,0.29207,0.31069237,0.8317285,0.9168131,-0.0850846
63,-1.342909,-1.2251409,"('unperceptive', 'insightful')",-1.4541831,-1.3803341,0.13864195,0.2518956,-0.88615,-0.7845264,-0.1016236
22,-1.2930344,-1.1346782,"('untrustworthy', 'trustworthy')",-1.4204051,-1.3501452,-0.24850804,-0.16761446,-0.9873158,-0.884146,-0.1031698
82,-1.2853494,-1.3216721,"('poor', 'rich')",-1.1375282,-1.2046063,5.8860426,5.754041,1.1543883,1.0759209,0.0784674
62,-1.2355049,-1.1175023,"('incompetent', 'brilliant')",-1.5320737,-1.5812321,-0.05839863,-0.09903313,-0.9419924,-0.9325891,-0.0094033
30,-1.2127104,-1.2305673,"('intolerant', 'tolerant')",-0.94764084,-1.098323,0.42583865,0.36643314,-0.5781709,-0.6541524,0.0759815
52,1.2032659,0.9004979,"('irrational', 'rational')",1.2557671,1.1038113,-0.19226606,-0.35887897,0.755589,0.5484767,0.2071123
56,-1.182836,-1.080072,"('impractical', 'practical')",-1.3519036,-1.4491694,-0.22072604,-0.2757988,-0.9184885,-0.9350135,0.016525
31,1.1120514,1.0707263,"('evil', 'good')",1.5053912,1.6256927,-1.1388451,-1.178881,0.4928658,0.505846,-0.0129802
80,-1.1012864,-0.88700444,"('dominated', 'dominating')",-1.6886455,-1.5986993,-0.35184005,-0.22226922,-1.0472573,-0.9026577,-0.1445996
64,-1.1011404,-0.99645317,"('shy', 'confident')",-1.8168427,-1.7744528,-5.752938,-5.630525,-2.8903071,-2.800477,-0.0898301
3,-1.0981061,-0.9564698,"('repellent', 'pleasant')",-1.4593202,-1.4082434,0.5801116,0.7204388,-0.6591049,-0.5480915,-0.1110134
39,1.0892909,1.0319371,"('exploitative', 'cooperative')",-0.18639325,-0.1657739,0.87623453,0.9138353,0.593044,0.5933328,-0.0002888
0,-1.0280524,-0.9147002,"('unsociable', 'sociable')",-1.63243,-1.6241567,-0.020844087,0.052063487,-0.8937755,-0.8289312,-0.0648443
35,1.0167454,0.82126325,"('corrupt', 'incorrupt')",2.0549874,2.0794082,-0.75934404,-0.87704724,0.7707963,0.6745414,0.0962549
8,1.0162482,0.9233966,"('unaffectionate', 'affectionate')",0.61853266,0.5909529,0.21294336,0.09704435,0.6159081,0.5371313,0.0787768
68,-1.0077155,-0.9043381,"('dependent', 'independent')",-0.9275382,-0.83952194,-1.5607364,-1.3653874,-1.16533,-1.0364158,-0.1289142
42,-0.99945533,-0.86702013,"('unreliable', 'reliable')",-0.7674203,-0.79549605,-2.7426393,-2.712523,-1.5031716,-1.4583464,-0.0448252
14,-0.970064,-0.7321879,"('antisocial', 'social')",-1.3065798,-1.2700759,0.082034394,0.17959046,-0.7315365,-0.6075578,-0.1239787
2,0.8905469,0.8048844,"('unlikable', 'likable')",0.57273287,0.55124813,0.98650485,0.9788143,0.8165948,0.7783156,0.0382792
54,0.8791939,0.8056626,"('incapable', 'capable')",0.77087665,0.82397443,0.6616676,0.61619127,0.7705793,0.7486094,0.0219699
18,0.876514,0.8088593,"('disagreeable', 'welcoming')",0.7214948,0.75023484,-0.72176176,-0.67445797,0.2920824,0.2948787,-0.0027963
72,0.863934,0.88217556,"('unambitious', 'ambitious')",-0.5873804,-0.59733725,-0.17793429,-0.23053542,0.0328731,0.018101,0.0147721
84,0.85146224,0.9491322,"('inferior', 'superior')",0.7727952,0.8696432,0.52792,0.68715113,0.7173924,0.8353089,-0.1179165
37,-0.81261295,-0.67448795,"('fake', 'genuine')",-2.084253,-1.9944478,-0.17627873,-0.08606048,-1.0243816,-0.9183321,-0.1060495
17,-0.73593503,-0.7649912,"('nasty', 'nice')",-0.11359583,-0.060419768,-0.58055705,-0.5693824,-0.476696,-0.4649311,-0.0117649
88,0.72465,0.6965271,"('low', 'eminent')",0.45929807,0.5293643,-0.29709178,-0.32589623,0.2956188,0.2999984,-0.0043796
66,0.66598415,0.647338,"('inactive', 'active')",0.40964913,0.45834523,0.3790146,0.5069534,0.4848826,0.5375455,-0.0526629
29,-0.5931222,-0.44197112,"('unfair', 'fair')",-0.016841054,0.0915784,-0.94456005,-0.79294145,-0.5181744,-0.3811114,-0.137063
12,0.58098465,0.68294173,"('unsupportive', 'supportive')",-0.31795916,-0.27272126,-1.7870613,-1.7153884,-0.5080119,-0.435056,-0.0729559
57,-0.570261,-0.41858506,"('unimaginative', 'imaginative')",-0.9852189,-0.90368223,-2.8487854,-2.8547676,-1.4680885,-1.392345,-0.0757435
87,0.53922194,0.47564226,"('unsuccessful', 'successful')",0.40288642,0.42393076,0.7819692,0.8355592,0.5746925,0.5783774,-0.0036849
7,-0.537349,-0.38510394,"('insensitive', 'sensitive')",-1.126723,-0.94513875,0.3007933,0.5417493,-0.4544262,-0.2628311,-0.1915951
34,-0.52398,-0.41028053,"('mean', 'honorable')",-0.23724651,-0.1440089,5.0290165,5.042528,1.4225966,1.4960796,-0.073483
58,0.5170376,0.72400886,"('undiscriminating', 'discriminating')",0.60220796,0.72738844,0.15097496,0.25780576,0.4234068,0.5697343,-0.1463275
4,0.50632644,0.3663479,"('disliked', 'liked')",0.89605874,0.7548143,-6.8962016,-7.04887,-1.8312721,-1.9759026,0.1446305
19,-0.49319595,-0.58214647,"('inhospitable', 'hospitable')",-0.13390748,-0.09894709,-0.67917037,-0.64265996,-0.4354246,-0.4412512,0.0058266
73,0.48828715,0.37010923,"('helpless', 'self-reliant')",0.557304,0.4032724,-3.497919,-3.5371454,-0.8174427,-0.9212546,0.1038119
16,0.48130468,0.36963296,"('unpopular', 'popular')",1.205915,1.1925452,0.2975934,0.20531124,0.6616043,0.5891631,0.0724412
25,0.43329766,0.35021088,"('egoistic', 'altruistic')",0.8628006,0.83931845,0.813219,0.66181284,0.7031058,0.6171141,0.0859917
77,-0.43093044,-0.46304905,"('unmotivated', 'motivated')",-0.89495724,-0.9733225,-1.0210042,-1.0126632,-0.7822973,-0.8163449,0.0340476
86,0.42119458,0.59984326,"('uninfluential', 'influential')",-0.8256195,-0.81785285,-0.334338,-0.21904267,-0.2462543,-0.1456841,-0.1005702
50,0.41493925,0.30870742,"('clumsy', 'skillful')",0.6937038,0.686208,-0.10192732,-0.24597646,0.3355719,0.2496463,0.0859256
61,0.37461275,0.4907594,"('illogical', 'logical')",-0.21240366,-0.13286272,-0.04712408,0.052483153,0.0383617,0.1367933,-0.0984316
38,-0.37004998,-0.37625462,"('untruthful', 'truthful')",-0.18963572,-0.198126,-0.14408363,-0.15332368,-0.2345898,-0.2425681,0.0079783
41,-0.32015923,-0.28377447,"('unforgiving', 'forgiving')",-0.39762905,-0.36685395,0.7257562,0.69320875,0.002656,0.0141934,-0.0115374
78,-0.31668732,-0.13820514,"('nonresilient', 'resilient')",-0.40494433,-0.23989114,0.15997607,0.18749626,-0.1872185,-0.0635333,-0.1236852
47,-0.3023782,-0.21111017,"('stupid', 'smart')",0.3492515,0.3614175,5.2011395,5.204559,1.7493375,1.7849553,-0.0356178
32,-0.28285334,-0.31905687,"('unkind', 'kind')",-0.96107966,-0.948337,1.1082264,1.1057224,-0.0452355,-0.0538905,0.008655
27,-0.22898977,-0.09807862,"('hardhearted', 'softhearted')",-1.0349646,-0.929717,0.36864614,0.45127156,-0.298436,-0.1921747,-0.1062613
24,-0.18445578,-0.07161247,"('dishonest', 'honest')",-1.4250898,-1.3965487,0.58765376,0.638856,-0.3406306,-0.2764351,-0.0641955
75,-0.13994326,-0.306852,"('meek', 'impulsive')",1.0111157,0.94605714,-0.28846028,-0.38287544,0.1942374,0.0854432,0.1087942
23,-0.12512854,-0.1184245,"('insincere', 'sincere')",-1.2183828,-1.2239996,5.744246,5.6315236,1.4669116,1.4296999,0.0372117
49,-0.09264146,-0.14406314,"('unable', 'able')",-0.49203146,-0.45022804,-0.6500037,-0.59965783,-0.4115589,-0.397983,-0.0135759
67,-0.07846294,-0.13165581,"('doubtful', 'determined')",0.57227355,0.55418646,-0.29217377,-0.27718297,0.0672123,0.0484492,0.0187631
83,-0.048954673,0.019306242,"('powerless', 'powerful')",-0.14426751,-0.24195722,-1.3872297,-1.4638618,-0.5268173,-0.5621709,0.0353536
48,0.029485106,0.065639034,"('unintelligent', 'intelligent')",-0.9651288,-1.0128802,-0.045174286,-0.006743104,-0.3269393,-0.3179948,-0.0089445
79,0.020114213,-0.051119674,"('wavering', 'unwavering')",1.0262797,1.0112771,-0.8271266,-0.8846364,0.0730891,0.0251737,0.0479154
20,0.017871337,0.0016788989,"('rough', 'thoughtful')",-0.44596434,-0.51609755,0.7672553,0.8085812,0.1130541,0.0980542,0.0149999
28,-0.014863132,-0.202783,"('disloyal', 'loyal')",-0.6925591,-0.8836551,1.1682132,0.98695606,0.153597,-0.0331607,0.1867577
