,lumen_male,lumen_female,tuple,techologies_male,techologies_female,inc_male,inc_female,average_male,average_female,male-female
66,-1.0045344,-1.0741441,"('inactive', 'active')",-0.78293455,-0.76151305,0.5051551,0.4780197,-0.4274379,-0.4525458,0.0251079
38,-0.9910129,-0.9820835,"('untruthful', 'truthful')",-0.62218285,-0.6601569,-0.3152836,-0.110462755,-0.6428264,-0.5842344,-0.058592
14,0.97874016,0.95234114,"('antisocial', 'social')",2.254375,2.383596,-0.21765985,0.025140652,1.0051517,1.1203593,-0.1152076
65,0.9767091,0.96890664,"('insecure', 'secure')",1.6090353,1.5105276,-0.10149368,0.032159038,0.8280836,0.8371978,-0.0091142
55,0.958887,1.0570812,"('incompetent', 'clever')",1.8566525,1.8217694,0.6013573,0.5604656,1.1389655,1.1464387,-0.0074732
67,0.93991417,1.0387204,"('doubtful', 'determined')",1.0796275,1.2163014,-0.44301602,-0.0660799,0.5255086,0.7296473,-0.2041387
78,-0.9323744,-1.1092334,"('nonresilient', 'resilient')",0.25391302,0.120111726,0.530014,0.23739645,-0.0494825,-0.2505751,0.2010926
76,0.904097,1.1906871,"('anxious', 'daring')",1.6746793,1.8911102,0.75300664,1.079008,1.1105944,1.3869351,-0.2763407
16,-0.90038776,-0.91949224,"('unpopular', 'popular')",-1.0725499,-1.1535343,0.40799502,0.3198027,-0.5216476,-0.584408,0.0627604
39,0.80708367,0.7329343,"('exploitative', 'cooperative')",0.73396206,0.71280897,0.45172152,0.5280377,0.6642557,0.657927,0.0063287
56,0.76825005,1.0085924,"('impractical', 'practical')",1.4497374,1.6064776,-0.3998962,0.028000947,0.6060305,0.8810236,-0.2749931
8,-0.7612666,-0.7676418,"('unaffectionate', 'affectionate')",-2.4619455,-2.4670331,0.16605353,0.19355549,-1.0190529,-1.0137064,-0.0053465
52,-0.7591468,-0.98538154,"('irrational', 'rational')",-1.4319868,-1.5938267,-0.74777126,-0.975446,-0.9796349,-1.1848847,0.2052498
54,-0.75492966,-0.6115938,"('incapable', 'capable')",-0.7655094,-0.7982731,0.6228047,0.9324721,-0.2992115,-0.1591316,-0.1400799
37,0.7350309,0.5841335,"('fake', 'genuine')",-0.15068857,-0.10020107,0.27091295,0.2668847,0.2850851,0.2502724,0.0348127
51,-0.6979304,-0.73262894,"('uneducated', 'educated')",0.7065281,0.697957,0.14248626,0.08614635,0.0503613,0.0171581,0.0332032
44,0.68663377,0.80661273,"('prejudiced', 'unprejudiced')",0.7672334,0.86297864,-0.90725714,-0.95965266,0.1822034,0.2366463,-0.0544429
86,-0.6300244,-0.96729565,"('uninfluential', 'influential')",0.21995789,-0.016663115,-0.08924651,-0.29989445,-0.1664377,-0.4279511,0.2615134
47,0.62004906,0.649546,"('stupid', 'smart')",0.96166736,0.96069837,5.038561,5.4968786,2.2067591,2.369041,-0.1622819
63,-0.5997197,-0.65669227,"('unperceptive', 'insightful')",0.46841094,0.3629109,0.9016354,0.9144835,0.2567755,0.2069007,0.0498748
21,0.5856461,0.5508568,"('immoral', 'moral')",1.5305619,1.5053331,-0.35331172,-0.26423612,0.5876321,0.597318,-0.0096859
57,-0.5790521,-0.70094687,"('unimaginative', 'imaginative')",1.0485507,1.0317538,-1.766324,-2.0923283,-0.4322751,-0.5871738,0.1548987
80,0.56782615,0.509343,"('dominated', 'dominating')",1.4308479,1.4497234,-0.89524806,-0.96338725,0.3678087,0.331893,0.0359157
88,-0.56596583,-0.77922374,"('low', 'eminent')",0.011837512,-0.03780427,-0.0077549107,-0.011460196,-0.1872944,-0.2761627,0.0888683
64,0.55020875,0.36361966,"('shy', 'confident')",1.034372,0.9843542,-5.724324,-5.983942,-1.3799146,-1.5453227,0.1654081
61,-0.54631937,-0.6916578,"('illogical', 'logical')",0.5632084,0.46678376,-0.18311006,-0.27095798,-0.055407,-0.1652773,0.1098703
17,-0.54497087,-0.51922935,"('nasty', 'nice')",-0.8085797,-0.8552925,-0.4637075,-0.48162183,-0.6057527,-0.6187146,0.0129619
10,-0.5332275,-0.62192535,"('unsympathetic', 'sympathetic')",0.24997278,0.11088938,-0.0400509,-0.018794345,-0.1077685,-0.1766101,0.0688416
27,-0.5058022,-0.68906665,"('hardhearted', 'softhearted')",-0.21548374,-0.43306866,1.4241049,1.0428319,0.234273,-0.0264345,0.2607075
35,-0.48075816,-0.58982337,"('corrupt', 'incorrupt')",-1.9821169,-2.0855122,-0.47218084,-0.597314,-0.978352,-1.0908831,0.1125311
29,-0.41998437,-0.4372284,"('unfair', 'fair')",-1.1183466,-1.143727,-0.71807563,-0.86347026,-0.7521355,-0.8148085,0.062673
84,0.41720888,0.3926558,"('inferior', 'superior')",-0.36050296,-0.36493546,1.0350112,1.025561,0.3639057,0.3510938,0.0128119
0,-0.38335362,-0.80300564,"('unsociable', 'sociable')",1.5462857,1.3484474,-0.17213756,-0.3117963,0.3302649,0.0778818,0.2523831
77,-0.37412146,-0.7799739,"('unmotivated', 'motivated')",1.0487272,0.77779144,-0.6293493,-0.7862442,0.0150855,-0.2628089,0.2778944
73,0.3625697,0.68301207,"('helpless', 'self-reliant')",-0.08719731,0.13940507,-2.9682662,-2.8772144,-0.8976313,-0.6849324,-0.2126989
50,0.34629,0.29005364,"('clumsy', 'skillful')",0.68064815,0.6317735,0.027988005,-0.0547838,0.3516421,0.2890144,0.0626277
22,0.33700928,0.500912,"('untrustworthy', 'trustworthy')",0.6056164,0.5582744,-0.49897522,-0.44447404,0.1478835,0.2049041,-0.0570206
30,0.31308973,0.45965797,"('intolerant', 'tolerant')",1.2555329,1.3108841,1.1231704,1.2815733,0.8972643,1.0173718,-0.1201075
62,0.3102522,0.6215324,"('incompetent', 'brilliant')",1.1015401,1.3062851,-0.10382373,0.321621,0.4359895,0.7498128,-0.3138233
33,-0.3088515,-0.25747868,"('wrong', 'right')",-0.7311366,-0.71725714,-0.7012512,-0.8178716,-0.5804131,-0.5975358,0.0171227
28,-0.30729815,-0.47799832,"('disloyal', 'loyal')",0.092664056,-0.04392592,0.62423766,0.7479844,0.1365345,0.0753534,0.0611811
68,-0.30096537,-0.37887216,"('dependent', 'independent')",0.11274714,-0.050983876,-0.38663644,-0.47061157,-0.1916182,-0.3001559,0.1085377
3,-0.29268092,-0.2479899,"('repellent', 'pleasant')",0.42827347,0.381932,0.47887096,0.5955385,0.2048212,0.2431602,-0.038339
83,-0.27112028,-0.49618787,"('powerless', 'powerful')",-0.45762143,-0.41140866,-1.2841991,-1.2366511,-0.6709803,-0.7147492,0.0437689
40,-0.25195575,-0.3012198,"('stingy', 'generous')",-0.470054,-0.61282516,-1.0390667,-1.445047,-0.5870255,-0.786364,0.1993385
12,-0.24000724,-0.2339106,"('unsupportive', 'supportive')",0.08310351,0.06533766,-1.5761825,-1.7567283,-0.5776954,-0.6417671,0.0640717
81,0.2233372,0.45357785,"('submissive', 'aggressive')",2.2223752,2.4338489,-0.16136158,0.107530594,0.7614503,0.9983191,-0.2368688
43,0.21542749,0.22185905,"('irresponsible', 'responsible')",0.18366677,0.034150932,0.28593397,0.4863357,0.2283427,0.2474486,-0.0191059
24,0.20893766,0.13172992,"('dishonest', 'honest')",-0.42604935,-0.6041589,0.4540784,0.6845484,0.0789889,0.0707065,0.0082824
46,0.20866358,0.11144794,"('uncompetitive', 'competitive')",0.803958,0.7052258,-0.28375936,-0.27661997,0.2429541,0.1800179,0.0629362
71,-0.20623472,-0.49780256,"('diffident', 'self-confident')",0.46830255,0.29913,0.067156486,-0.07310414,0.1097414,-0.0905922,0.2003336
34,-0.19787526,-0.24764319,"('mean', 'honorable')",-0.15006448,-0.12647545,5.4093204,5.800286,1.6871268,1.8087223,-0.1215955
42,0.1880773,0.5445352,"('unreliable', 'reliable')",0.22302203,0.41551295,-2.6823127,-2.5213966,-0.7570712,-0.5204495,-0.2366217
13,0.17516163,0.13048974,"('impolite', 'polite')",1.3606349,1.3200892,-0.21544614,-0.14956695,0.4401168,0.4336707,0.0064461
23,-0.1673984,-0.2781438,"('insincere', 'sincere')",0.30985624,0.12898353,4.6767483,5.053201,1.6064021,1.6346803,-0.0282782
25,-0.161808,-0.43115044,"('egoistic', 'altruistic')",-0.9925426,-1.0879745,1.0015802,0.9826295,-0.0509235,-0.1788318,0.1279083
45,-0.15524179,-0.14338946,"('incompetent', 'competent')",0.7111155,0.5912781,0.03906586,0.008998841,0.1983132,0.1522958,0.0460174
11,-0.14853485,-0.08657165,"('unhelpful', 'helpful')",1.0779653,1.1692865,1.6351047,1.8483806,0.854845,0.9770318,-0.1221868
87,-0.14656115,-0.23611382,"('unsuccessful', 'successful')",1.0641474,1.0766983,0.70547944,0.59858096,0.5410219,0.4797218,0.0613001
75,-0.14318393,0.1916132,"('meek', 'impulsive')",-0.8232517,-0.70576257,-0.5100466,-0.22202405,-0.4921608,-0.2453911,-0.2467697
82,-0.14234759,0.22949794,"('poor', 'rich')",0.07093412,0.029979922,5.5171146,5.9410877,1.8152337,2.0668551,-0.2516214
48,0.14005046,-0.039974127,"('unintelligent', 'intelligent')",0.71245116,0.58525944,0.7813783,0.54961646,0.5446266,0.3649673,0.1796593
41,-0.13810891,-0.20890039,"('unforgiving', 'forgiving')",-0.5285993,-0.6517272,0.18562275,0.077254176,-0.1603618,-0.2611245,0.1007627
59,-0.13683593,-0.07614713,"('foolish', 'wise')",-1.1850381,-1.2121356,-0.2730043,-0.23785593,-0.5316261,-0.5087128,-0.0229133
18,-0.1338894,-0.15171118,"('disagreeable', 'welcoming')",-0.26427412,-0.39296162,-0.09586304,-0.18841594,-0.1646755,-0.2443629,0.0796874
70,-0.111410856,0.03535053,"('lethargic', 'energetic')",0.83392256,0.86068684,0.83301705,1.1292719,0.5185096,0.675103,-0.1565934
26,0.1060299,-0.12050657,"('hardhearted', 'benevolent')",-0.120237894,-0.3693819,1.3182034,1.2046559,0.4346652,0.2382558,0.1964094
20,0.090098746,-0.08891313,"('rough', 'thoughtful')",0.30153117,0.18927796,1.0951284,0.94278806,0.4955861,0.3477176,0.1478685
69,-0.08769579,-0.14505096,"('lazy', 'industrious')",0.67481554,0.62421167,-0.08878215,-0.3418138,0.1661125,0.0457823,0.1203302
15,-0.08204301,-0.14117593,"('boring', 'funny')",-0.0635457,-0.057307567,0.5330951,0.51792955,0.1291688,0.106482,0.0226868
72,-0.052783266,0.038417198,"('unambitious', 'ambitious')",0.039427184,0.13006239,-1.1411769,-0.8254656,-0.3848443,-0.2189953,-0.165849
58,-0.04629229,-0.13731375,"('undiscriminating', 'discriminating')",-0.11793473,-0.23565428,-0.3221514,-0.2985895,-0.1621261,-0.2238525,0.0617264
74,0.03709022,0.104426906,"('undedicated', 'dedicated')",1.0775504,0.99119365,0.07922825,0.11116995,0.3979563,0.4022635,-0.0043072
32,-0.027613882,-0.15868111,"('unkind', 'kind')",1.0257841,0.8581788,0.5397967,0.53026044,0.5126557,0.4099194,0.1027363
49,0.014787721,0.18223098,"('unable', 'able')",-0.13613641,-0.08106637,0.11129172,0.2766451,-0.0033523,0.1259366,-0.1292889
7,0.012213416,-0.08417628,"('insensitive', 'sensitive')",0.56721,0.49128968,0.76718044,0.71544707,0.448868,0.3741868,0.0746812
