,lumen_male,lumen_female,tuple,techologies_male,techologies_female,inc_male,inc_female,average_male,average_female,male-female
31,-1.8761266,-1.9314797,"('evil', 'good')",-2.2193396,-2.3489983,-0.9914067,-1.3728068,-1.6956244,-1.8844283,0.1888039
19,-1.8506209,-1.7130897,"('inhospitable', 'hospitable')",-2.0919952,-2.1058278,-0.46403167,-0.4247536,-1.4688826,-1.414557,-0.0543256
36,-1.7983438,-1.7982907,"('hostile', 'amicable')",-2.2965438,-2.4271598,-0.52554685,-0.5774485,-1.5401449,-1.6009663,0.0608214
60,1.7172333,1.4763414,"('inefficient', 'efficient')",3.30835,3.182525,0.47447485,0.5495064,1.8333527,1.7361244,0.0972283
6,-1.6745697,-1.7148321,"('distant', 'open')",-1.8845571,-2.0286658,-0.12577693,-0.101846546,-1.2283013,-1.2817814,0.0534801
79,-1.6428287,-1.4340817,"('wavering', 'unwavering')",-1.9952021,-1.9566178,-0.44027275,-0.38415194,-1.3594344,-1.2582838,-0.1011506
5,-1.5964965,-1.5866679,"('distant', 'outgoing')",-2.001514,-2.0554235,-0.5060082,-0.4945862,-1.3680062,-1.3788924,0.0108862
85,-1.2857251,-1.3877338,"('insignificant', 'prestigious')",-2.3680074,-2.373198,0.12716508,-0.11439504,-1.1755225,-1.2917757,0.1162532
1,-1.2390939,-1.4352616,"('unfriendly', 'friendly')",-1.2912412,-1.5937611,1.005988,0.9193306,-0.5081156,-0.7032307,0.1951151
9,-1.1945554,-1.387117,"('unaffectionate', 'caring')",-1.7197846,-1.8718991,0.51762164,0.45421645,-0.7989062,-0.9349332,0.136027
4,-1.1055342,-1.0166883,"('disliked', 'liked')",-0.8855687,-0.82500404,-5.6305003,-5.937223,-2.5405343,-2.5929718,0.0524375
53,-1.098339,-1.1023288,"('uncreative', 'creative')",-0.34250164,-0.45356587,0.7749907,0.69629884,-0.22195,-0.2865319,0.0645819
2,1.0788344,1.2776564,"('unlikable', 'likable')",0.2624218,0.34994385,0.35638884,0.6612568,0.5658816,0.7629523,-0.1970707
