,baker_male,baker_female,tuple,hughes_male,hughes_female,co_male,co_female,average_male,average_female,male-female
12,0.46396527,0.92547506,"('unsupportive', 'supportive')",0.80270195,1.1234192,-1.676484,-1.3879733,-0.1366056,0.220307,-0.3569126
55,-0.461154,1.2332159,"('incompetent', 'clever')",-0.853488,-0.36618143,0.17501909,0.4739231,-0.3798743,0.4469859,-0.8268602
30,0.45294952,1.1866481,"('intolerant', 'tolerant')",-0.24924073,0.02748511,0.1622277,0.3093255,0.1219788,0.5078196,-0.3858408
14,-0.39078915,0.97750497,"('antisocial', 'social')",-0.18891871,0.5318574,-0.39763033,-0.112292446,-0.3257794,0.46569,-0.7914694
75,-0.38867396,-1.2753534,"('meek', 'impulsive')",-0.2944979,-0.51989186,-0.72342134,-0.637284,-0.4688644,-0.8108431,0.3419787
26,-0.38443416,-0.8368011,"('hardhearted', 'benevolent')",2.2571113,2.149719,1.8262774,1.5020835,1.2329849,0.9383338,0.2946511
52,-0.3738411,-1.8699443,"('irrational', 'rational')",1.0781265,0.42971778,-0.13721666,-0.70702726,0.1890229,-0.7157513,0.9047742
48,-0.3693377,0.18755996,"('unintelligent', 'intelligent')",0.10657701,0.23529169,0.016288726,-0.04253476,-0.0821573,0.1267723,-0.2089296
68,-0.36414254,-0.5862918,"('dependent', 'independent')",-0.28874183,-0.6086759,-1.615627,-1.7095358,-0.7561704,-0.9681679,0.2119975
87,0.3562979,0.6720733,"('unsuccessful', 'successful')",-0.33409485,-0.28262275,0.06434031,0.10558836,0.0288478,0.165013,-0.1361652
58,0.34064537,0.5763161,"('undiscriminating', 'discriminating')",0.13823283,0.16783556,0.4504841,0.6182764,0.3097874,0.4541427,-0.1443553
88,0.33241424,0.3350459,"('low', 'eminent')",-0.13523689,-0.25245222,-0.59269387,-0.54878783,-0.1318388,-0.1553981,0.0235593
64,-0.32103297,-0.36251852,"('shy', 'confident')",-0.94042766,-0.90244466,-4.9561696,-4.856923,-2.0725435,-2.0406288,-0.0319147
27,-0.31648365,-0.63546103,"('hardhearted', 'softhearted')",0.2515608,-0.25344956,0.3655937,0.18784043,0.1002236,-0.2336901,0.3339137
86,-0.30396542,0.69046223,"('uninfluential', 'influential')",0.3715964,0.5777538,-0.26057068,-0.26047492,-0.0643132,0.3359137,-0.4002269
16,-0.29719085,-0.868945,"('unpopular', 'popular')",-0.4464202,-0.8876329,0.023812309,-0.31176993,-0.2399329,-0.6894493,0.4495164
23,0.26947665,1.569238,"('insincere', 'sincere')",-0.6797245,-0.23545426,5.0021653,5.0646324,1.5306392,2.1328053,-0.6021661
76,-0.2534717,0.7139665,"('anxious', 'daring')",-1.7096813,-1.4141299,-0.30520737,0.17223573,-0.7561201,-0.1759759,-0.5801442
13,0.24146888,1.3406729,"('impolite', 'polite')",-1.2350144,-0.84245145,-0.2718658,0.17810278,-0.4218038,0.2254414,-0.6472452
72,-0.19822316,0.16325763,"('unambitious', 'ambitious')",-0.3281309,-0.3742332,-0.6570012,-0.6277189,-0.3944518,-0.2795648,-0.114887
80,-0.19620478,0.7020692,"('dominated', 'dominating')",-1.2985567,-1.2022554,-0.44605884,-0.4244896,-0.6469401,-0.3082252,-0.3387149
28,0.19128937,0.9074271,"('disloyal', 'loyal')",0.49398893,0.835882,0.804994,1.0641036,0.4967574,0.9358042,-0.4390468
46,0.17967084,1.98344,"('uncompetitive', 'competitive')",-0.29594603,-0.19393465,-0.4671577,-0.09035295,-0.1944776,0.5663842,-0.7608618
54,-0.1779006,-0.5396122,"('incapable', 'capable')",0.52971524,0.37926158,0.47436213,0.31485376,0.2753923,0.0515011,0.2238912
83,0.16400605,0.4884658,"('powerless', 'powerful')",0.6266525,0.64951175,-0.9607913,-0.89568794,-0.0567109,0.0807632,-0.1374741
2,-0.16067451,-0.46458262,"('unlikable', 'likable')",0.5456504,0.3923674,0.645272,0.56660724,0.343416,0.1647973,0.1786187
0,0.15393795,1.4197662,"('unsociable', 'sociable')",-0.27701348,0.14378695,-0.34221712,-0.059327655,-0.1550975,0.5014085,-0.656506
61,-0.14839703,0.10341185,"('illogical', 'logical')",0.6024472,0.54670274,-0.15782474,-0.25359926,0.0987418,0.1321718,-0.03343
79,-0.14435036,-1.0163705,"('wavering', 'unwavering')",-0.06938104,-0.11682819,-0.67789006,-0.50747985,-0.2972072,-0.5468929,0.2496857
32,0.13119526,0.79095244,"('unkind', 'kind')",0.09586522,0.36397558,1.079752,1.2492503,0.4356041,0.8013927,-0.3657886
11,-0.12753947,0.98630476,"('unhelpful', 'helpful')",-0.5797057,0.009283644,2.0799894,2.6082022,0.4575814,1.2012636,-0.7436822
62,0.12663704,1.5552562,"('incompetent', 'brilliant')",-0.6643409,-0.021843154,-0.0663514,0.52137727,-0.2013518,0.6849301,-0.8862819
56,0.11795033,1.9479324,"('impractical', 'practical')",-0.016715683,0.936309,-0.08663224,0.65660954,0.0048675,1.1802836,-1.1754161
15,0.1174968,-0.19214141,"('boring', 'funny')",-0.5269418,-0.32176402,0.65726334,0.86663747,0.0826061,0.1175774,-0.0349713
10,0.116953805,1.7218977,"('unsympathetic', 'sympathetic')",-0.57978153,-0.16383901,0.0011527985,0.32725185,-0.1538916,0.6284369,-0.7823285
78,-0.114247486,0.66723347,"('nonresilient', 'resilient')",0.04768282,0.10597772,0.27597496,0.5540587,0.0698034,0.4424233,-0.3726199
29,-0.11305132,-0.5283486,"('unfair', 'fair')",-0.19831105,-0.19628942,-0.77878475,-0.821727,-0.3633824,-0.515455,0.1520726
53,0.104058586,0.059032135,"('uncreative', 'creative')",0.2667896,-0.13929808,0.6680397,0.53803635,0.346296,0.1525901,0.1937059
77,0.10065737,0.7707753,"('unmotivated', 'motivated')",-0.10486151,-0.28583825,-0.5379154,-0.653317,-0.1807065,-0.0561266,-0.1245799
33,0.081664786,-0.7631096,"('wrong', 'right')",1.9664239,1.5288751,-0.69728386,-1.0390812,0.4502682,-0.0911052,0.5413734
85,0.06857386,-2.0637107,"('insignificant', 'prestigious')",1.6655896,0.8227856,-0.8725671,-1.4214714,0.2871988,-0.8874655,1.1746643
36,0.057211936,-1.6412266,"('hostile', 'amicable')",0.93230665,0.31045258,-0.23861991,-0.69184905,0.2502996,-0.6742077,0.9245073
59,-0.0430208,-1.2497535,"('foolish', 'wise')",0.562168,0.3617221,-0.09004089,-0.35574335,0.1430354,-0.4145916,0.557627
42,0.042271085,0.29877877,"('unreliable', 'reliable')",-0.9708239,-0.74648076,-2.5721724,-2.194984,-1.1669084,-0.8808953,-0.2860131
25,0.040789146,-0.5471905,"('egoistic', 'altruistic')",1.4604617,1.010594,1.0150297,0.60503554,0.8387602,0.3561463,0.4826139
63,0.03856735,1.0405401,"('unperceptive', 'insightful')",-0.6656832,-0.30308795,0.007429881,0.44744554,-0.206562,0.3949659,-0.6015279
3,0.03483254,0.3962494,"('repellent', 'pleasant')",-0.8040583,-0.8925953,0.37625074,0.26590794,-0.1309917,-0.0768126,-0.0541791
81,-0.033934347,1.4470366,"('submissive', 'aggressive')",-0.68165123,-0.005709775,-0.83046794,-0.42144892,-0.5153512,0.3399593,-0.8553105
38,0.033388257,0.36775935,"('untruthful', 'truthful')",0.21408309,0.6679164,0.021669965,0.42337978,0.0897138,0.4863518,-0.396638
66,0.0048129503,-0.8109946,"('inactive', 'active')",0.23493275,-0.020393569,0.2681003,-0.037733205,0.169282,-0.2897071,0.4589891
