,varian_male,varian_female,tuple,medical_male,medical_female,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
7,-0.8269451,-0.51029396,"('insensitive', 'sensitive')",-0.53528327,-0.5830335,-0.109623864,-0.021328643,0.6633734,0.63819766,-0.2021197,-0.1191146,-0.0830051
38,-0.77697915,-0.9450629,"('untruthful', 'truthful')",0.03746476,-0.051130995,-0.50841695,-0.6078384,0.20978922,0.11638814,-0.2595356,-0.371911,0.1123754
28,-0.7634468,-0.5153165,"('disloyal', 'loyal')",-0.28739297,-0.2853586,-0.1173446,-0.1593602,0.7513651,0.8839969,-0.1042048,-0.0190096,-0.0851952
75,0.7503149,0.28268963,"('meek', 'impulsive')",0.077398784,0.012638347,-1.1187732,-1.2140614,-0.20596007,-0.37842226,-0.1242549,-0.3242889,0.200034
51,-0.73624754,-0.7046786,"('uneducated', 'educated')",0.41021487,0.38746834,0.26484895,0.19910753,0.13192597,0.25693813,0.0176856,0.0347089,-0.0170233
6,-0.7329878,-0.6324124,"('distant', 'open')",-0.046503633,0.028775387,-1.861848,-1.758828,0.28281876,0.50517505,-0.5896301,-0.4643224,-0.1253077
46,-0.70749795,-0.7328634,"('uncompetitive', 'competitive')",-0.09962019,-0.2184137,1.2971051,1.1706955,-0.5864216,-0.8629764,-0.0241087,-0.1608895,0.1367808
11,-0.6971297,-0.50058866,"('unhelpful', 'helpful')",0.32341304,0.17783944,0.9453873,0.760802,1.7351496,1.6958107,0.5767051,0.5334659,0.0432392
82,-0.6834937,-0.90421563,"('poor', 'rich')",-0.06668091,-0.35675153,-0.35975093,-0.70130867,6.507966,6.1451116,1.3495102,1.0457089,0.3038013
48,-0.66842055,-0.3224438,"('unintelligent', 'intelligent')",0.63538104,0.67682135,0.3283139,0.2930696,0.21775903,0.56445825,0.1282583,0.3029763,-0.174718
84,0.6610722,0.78917617,"('inferior', 'superior')",0.9055566,0.9401868,0.20411086,0.29726273,0.78074837,1.052393,0.637872,0.7697546,-0.1318826
74,-0.65451014,-0.67985564,"('undedicated', 'dedicated')",0.4724974,0.37624073,0.5092008,0.3891334,-0.0906257,-0.1259404,0.0591406,-0.0101055,0.0692461
55,-0.64381075,-0.24901523,"('incompetent', 'clever')",-0.38379285,-0.47040996,0.69972545,0.52808154,-0.15542774,-0.16982144,-0.1208265,-0.0902913,-0.0305352
56,-0.6341865,-0.6155842,"('impractical', 'practical')",1.1046588,0.8838083,0.13010915,-0.1976021,-0.40026054,-0.80580795,0.0500802,-0.1837965,0.2338767
3,-0.628771,-0.70916736,"('repellent', 'pleasant')",-1.1875591,-1.2211431,0.55476844,0.7011044,0.40035394,0.13419902,-0.215302,-0.2737518,0.0584498
13,-0.62669444,-0.044607166,"('impolite', 'polite')",0.40436018,0.30749008,0.13949446,0.2990852,-0.12800273,-0.06469629,-0.0527106,0.124318,-0.1770286
19,-0.62568825,-0.45632607,"('inhospitable', 'hospitable')",-0.081073076,-0.020640528,-1.1354481,-0.9803813,0.23677604,0.4209047,-0.4013584,-0.2591108,-0.1422476
77,-0.61629355,-0.68367577,"('unmotivated', 'motivated')",0.23114692,0.16106084,0.38788757,0.48280758,-1.2537916,-1.3218795,-0.3127626,-0.3404217,0.0276591
34,-0.60509515,-0.52362317,"('mean', 'honorable')",-0.11106453,-0.26728556,0.3250746,0.25899234,6.2011967,6.1065984,1.4525279,1.3936706,0.0588573
32,-0.5705512,-0.61913806,"('unkind', 'kind')",1.5116497,1.3694159,0.48853213,0.24746135,0.96075773,0.9385453,0.5975971,0.4840711,0.113526
31,-0.562467,-0.52230525,"('evil', 'good')",-0.530559,-0.4536995,-1.0931897,-0.7977051,-0.79078186,-0.40581387,-0.7442493,-0.5448809,-0.1993684
83,-0.4722746,-0.30966884,"('powerless', 'powerful')",0.088480204,0.13641764,-0.5194469,-0.49368358,-1.3404372,-1.3082001,-0.5609196,-0.4937837,-0.0671359
88,-0.4703989,-0.4665163,"('low', 'eminent')",-0.5859808,-0.52805823,-0.17130321,-0.23359857,0.1175502,0.08042378,-0.2775331,-0.2869373,0.0094042
26,-0.47031286,-0.09151554,"('hardhearted', 'benevolent')",0.7567505,1.0173047,-0.02996826,0.13251777,0.892647,1.5212442,0.2872791,0.6448878,-0.3576087
12,-0.45234597,-0.26509595,"('unsupportive', 'supportive')",1.9790347,2.0156624,0.55879897,0.46139964,-1.8468441,-1.7091807,0.0596609,0.1256963,-0.0660354
64,-0.45098865,-0.24353246,"('shy', 'confident')",-0.007418001,0.055114344,0.24271902,0.3011085,-6.6066246,-6.5765553,-1.7055781,-1.6159662,-0.0896119
47,-0.40477994,-0.49035066,"('stupid', 'smart')",0.7103768,0.59046376,0.7769188,0.77301055,5.64703,5.577164,1.6823864,1.612572,0.0698144
65,-0.3980833,-0.37826586,"('insecure', 'secure')",-0.4924691,-0.73475933,0.705418,0.5786291,-0.06171037,-0.29744118,-0.0617112,-0.2079593,0.1462481
80,0.39726928,0.3604411,"('dominated', 'dominating')",-0.102436505,-0.10782671,1.2694237,1.1804416,-1.1178721,-1.3186798,0.1115961,0.028594,0.0830021
79,-0.3937929,-0.7805183,"('wavering', 'unwavering')",-0.67595875,-0.71576935,-1.8012484,-1.8962481,0.14057352,0.038205348,-0.6826066,-0.8385826,0.155976
2,0.38799065,0.26152715,"('unlikable', 'likable')",0.94929004,0.625425,1.0291679,0.89560676,0.9443781,0.734209,0.8277067,0.629192,0.1985147
15,-0.37459913,-0.22296837,"('boring', 'funny')",0.64889437,0.6014476,-0.830314,-0.8484478,0.46728343,0.5185455,-0.0221838,0.0121442,-0.034328
66,-0.3699234,-0.47198635,"('inactive', 'active')",-0.4982795,-0.55717975,-0.9029212,-0.9345375,0.90707684,0.9686145,-0.2160118,-0.2487723,0.0327605
81,-0.35542938,-0.36485925,"('submissive', 'aggressive')",0.52881825,0.38747415,0.39750487,-0.027875558,-0.64683276,-1.0533257,-0.0189847,-0.2646466,0.2456619
59,0.3425459,0.4082728,"('foolish', 'wise')",0.7151133,0.7788366,-0.5030161,-0.27234632,0.370819,0.6722583,0.2313655,0.3967554,-0.1653899
67,0.3416817,0.50960934,"('doubtful', 'determined')",0.1387811,-0.0447956,0.11349774,0.06781895,-0.8436802,-0.9573666,-0.0624299,-0.1061835,0.0437536
78,-0.3384898,-0.6784168,"('nonresilient', 'resilient')",1.331459,1.2842802,2.3528163,2.28044,0.3349698,0.4715099,0.9201888,0.8394533,0.0807355
14,-0.3061468,-0.24101748,"('antisocial', 'social')",0.44598684,0.40224382,0.8210277,0.7291682,-0.81291366,-0.8650332,0.0369885,0.0063403,0.0306482
18,-0.30545914,-0.24851072,"('disagreeable', 'welcoming')",0.7224215,0.6029759,0.22234902,0.16459218,-0.08349143,-0.104057856,0.138955,0.1037499,0.0352051
52,0.30000022,0.018550329,"('irrational', 'rational')",0.048032556,0.11446526,-0.9322257,-0.84711987,0.29186654,0.40047628,-0.0730816,-0.078407,0.0053254
29,-0.29959485,-0.018716216,"('unfair', 'fair')",0.06392234,0.09609847,-0.4737184,-0.31071433,-0.62420976,-0.29763818,-0.3334002,-0.1327426,-0.2006576
25,-0.28453156,-0.83717036,"('egoistic', 'altruistic')",0.44085914,0.3113749,1.2023792,1.1085345,1.7751442,1.6693393,0.7834628,0.5630196,0.2204432
62,-0.2774226,-0.19762558,"('incompetent', 'brilliant')",0.554356,0.34772316,1.210831,1.0264568,0.11857647,-0.052162968,0.4015852,0.2810979,0.1204873
39,0.27192083,0.65562135,"('exploitative', 'cooperative')",0.2450576,0.1946235,1.1979725,1.2557391,0.23170722,0.41842046,0.4866646,0.6311011,-0.1444365
30,-0.25669748,0.09162109,"('intolerant', 'tolerant')",-0.05162231,-0.088034764,0.8067249,0.7649933,0.9084264,0.8015711,0.3517079,0.3925377,-0.0408298
41,-0.24651828,-0.29403442,"('unforgiving', 'forgiving')",0.99190414,0.90431124,-0.1116068,-0.2248845,0.11590388,0.33837852,0.1874207,0.1809427,0.006478
36,-0.244768,-0.7195005,"('hostile', 'amicable')",-1.0005606,-1.0512018,-2.007572,-1.9478674,0.33225527,0.57320565,-0.7301613,-0.786341,0.0561797
42,-0.2364978,-0.21970728,"('unreliable', 'reliable')",0.66860974,0.7339848,-0.63822407,-0.8535862,-3.2303894,-3.23955,-0.8591254,-0.8947147,0.0355893
4,-0.22959925,-0.4366186,"('disliked', 'liked')",0.28332698,0.30490848,-0.55081224,-0.5742226,-6.360599,-6.2953253,-1.7144209,-1.7503145,0.0358936
21,-0.22470029,-0.15239891,"('immoral', 'moral')",0.84543633,0.6996153,0.9326868,0.8482593,-0.63823235,-0.81731254,0.2287976,0.1445408,0.0842568
33,0.21964608,0.4117172,"('wrong', 'right')",0.8431309,0.92521995,-0.116887026,0.09545151,-0.29854596,0.0093533285,0.161836,0.3604355,-0.1985995
16,-0.21078405,-0.7002598,"('unpopular', 'popular')",-0.27173567,-0.3827817,0.071301505,0.005125655,0.88798887,0.66740113,0.1191927,-0.1026287,0.2218214
40,-0.20956317,0.07903515,"('stingy', 'generous')",0.97813666,1.0584979,0.6809764,0.5895059,-1.3635697,-1.2845215,0.021495,0.1106294,-0.0891344
71,-0.20700273,-0.20504898,"('diffident', 'self-confident')",1.8589535,1.6854098,0.9948379,0.91168195,0.40946308,0.5511541,0.7640629,0.7357992,0.0282637
85,0.19060016,-0.19682342,"('insignificant', 'prestigious')",0.58885837,0.8091948,0.017103069,0.24031125,0.5257927,0.9155139,0.3305886,0.4420491,-0.1114605
49,0.18334119,0.063362956,"('unable', 'able')",-0.27029607,-0.38089433,0.8125017,0.8116706,0.26829407,0.31119642,0.2484602,0.2013339,0.0471263
87,0.15251832,-0.11053054,"('unsuccessful', 'successful')",0.18825808,0.03764703,1.345897,1.1992859,0.91898304,1.0041186,0.6514141,0.5326302,0.1187839
37,0.13983634,0.57825446,"('fake', 'genuine')",-0.42600465,-0.18042871,-0.59181696,-0.49868962,0.07913528,0.34939775,-0.1997125,0.0621335,-0.261846
20,0.040600415,0.29064506,"('rough', 'thoughtful')",-0.3432,-0.26255602,0.48459634,0.5502637,0.4832126,0.90896267,0.1663023,0.3718289,-0.2055266
50,-0.035882752,-0.25173545,"('clumsy', 'skillful')",0.2141542,0.33361956,0.40326574,0.4245523,0.31390882,0.5482372,0.2238615,0.2636684,-0.0398069
76,0.033005875,-0.24589819,"('anxious', 'daring')",-0.64712703,-0.7165167,0.19714922,-0.20655213,0.30521002,-0.15328848,-0.0279405,-0.3305639,0.3026234
17,-0.0039310493,0.09407234,"('nasty', 'nice')",-0.8661453,-0.7647152,-0.57418364,-0.30138785,-0.55260617,-0.3991008,-0.4992166,-0.3427829,-0.1564337
