,humana_male,humana_female,tuple,inc_male,inc_female,average_male,average_female,male-female
36,-2.6526585,-2.7691517,"('hostile', 'amicable')",-0.089415126,-0.22069643,-1.3710368,-1.4949241,0.1238873
31,-2.202059,-2.3707926,"('evil', 'good')",-0.9682348,-1.1867496,-1.5851469,-1.7787712,0.1936243
60,2.1208706,2.3881292,"('inefficient', 'efficient')",0.18332496,0.396632,1.1520978,1.3923806,-0.2402828
81,1.8491532,1.9581449,"('submissive', 'aggressive')",-0.79621637,-0.59738445,0.5264684,0.6803802,-0.1539118
53,-1.8239802,-1.8003274,"('uncreative', 'creative')",0.8743144,0.8699353,-0.4748329,-0.4651961,-0.0096368
14,1.7978545,1.7799708,"('antisocial', 'social')",-0.41084713,-0.48484194,0.6935037,0.6475644,0.0459393
56,1.7157338,1.9094037,"('impractical', 'practical')",-0.09215286,0.026309077,0.8117905,0.9678564,-0.1560659
30,1.5676835,1.7186022,"('intolerant', 'tolerant')",1.3142818,1.5044714,1.4409826,1.6115367,-0.1705541
6,-1.5492367,-1.670001,"('distant', 'open')",0.16541454,0.040425286,-0.691911,-0.8147879,0.1228769
43,1.5285093,1.617862,"('irresponsible', 'responsible')",0.8981147,0.8517429,1.2133119,1.2348025,-0.0214906
21,1.5273322,1.589771,"('immoral', 'moral')",-0.4328826,-0.34170318,0.5472248,0.6240339,-0.0768091
5,-1.4832541,-1.5587249,"('distant', 'outgoing')",-0.39645272,-0.43859467,-0.9398534,-0.9986598,0.0588064
19,-1.4102789,-1.5519594,"('inhospitable', 'hospitable')",0.017596124,-0.064844206,-0.6963414,-0.8084018,0.1120604
35,-1.4006948,-1.6297928,"('corrupt', 'incorrupt')",-0.3882761,-0.5037787,-0.8944855,-1.0667858,0.1723003
85,-1.397622,-1.7098042,"('insignificant', 'prestigious')",0.6157992,0.41147298,-0.3909114,-0.6491656,0.2582542
48,1.3787855,1.4538124,"('unintelligent', 'intelligent')",0.8305066,1.0045198,1.1046461,1.229166,-0.1245199
4,-1.377126,-1.3920717,"('disliked', 'liked')",-6.593593,-6.547281,-3.9853597,-3.9696763,-0.0156834
