,teco_male,teco_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,male-female
7,-1.0084769,-0.81457406,"('insensitive', 'sensitive')",1.1783979,0.9855007,0.471628,0.7649728,0.2138497,0.3119665,-0.0981168
58,-0.9945458,-0.90595824,"('undiscriminating', 'discriminating')",0.69140154,0.5907895,-0.10105963,-0.0168809,-0.1347346,-0.1106832,-0.0240514
52,0.93686235,0.33576807,"('irrational', 'rational')",-0.890533,-0.8260085,-0.09996643,-0.33694243,-0.017879,-0.2757276,0.2578486
48,-0.92713,-0.92832977,"('unintelligent', 'intelligent')",1.4124066,1.2324736,0.40544057,0.5392749,0.2969057,0.2811396,0.0157661
47,-0.9148839,-0.6434824,"('stupid', 'smart')",0.8864596,0.86611396,5.0437393,5.295507,1.6717717,1.8393795,-0.1676078
14,-0.894941,-0.9725528,"('antisocial', 'social')",1.465276,1.1635193,-0.6812709,-0.7875083,-0.0369786,-0.1988473,0.1618687
44,0.87691945,1.2931062,"('prejudiced', 'unprejudiced')",-0.15842117,0.059040144,-1.2043505,-1.2704529,-0.1619507,0.0272312,-0.1891819
26,-0.8729351,-0.9608981,"('hardhearted', 'benevolent')",0.2247741,0.26351637,1.2658464,1.3983886,0.2058951,0.233669,-0.0277739
4,0.8653162,0.68841344,"('disliked', 'liked')",0.1667924,0.26207483,-5.6972814,-5.7456822,-1.5550575,-1.598398,0.0433405
2,0.86233366,0.7378892,"('unlikable', 'likable')",1.437424,1.1472726,0.91521084,0.7688919,1.0716561,0.8846846,0.1869715
60,-0.8556748,-0.8263851,"('inefficient', 'efficient')",2.8200972,2.5429068,0.2436272,0.26427835,0.7360166,0.6602667,0.0757499
53,-0.85364455,-1.1822679,"('uncreative', 'creative')",0.49610907,0.399889,0.799303,0.76226354,0.1472558,-0.0067051,0.1539609
59,0.8532177,1.1227088,"('foolish', 'wise')",0.3556804,0.46883366,0.1810576,0.38129213,0.4633185,0.6576115,-0.194293
43,-0.83063626,-0.65570575,"('irresponsible', 'responsible')",1.4817567,1.2722547,0.34426215,0.51087254,0.3317942,0.3758072,-0.044013
46,-0.8035587,-0.9490811,"('uncompetitive', 'competitive')",0.8309997,0.5719056,-0.4159646,-0.47768354,-0.1295079,-0.284953,0.1554451
39,0.7901552,0.8445503,"('exploitative', 'cooperative')",0.14203429,-0.037663072,-0.08881815,-0.18545078,0.2811238,0.2071455,0.0739783
13,-0.74647284,-0.66039807,"('impolite', 'polite')",0.6630927,0.5061971,-0.30338642,-0.29275668,-0.1289222,-0.1489859,0.0200637
66,-0.7435593,-0.5468747,"('inactive', 'active')",-0.958479,-0.9633013,0.64276063,0.78157806,-0.3530926,-0.242866,-0.1102266
64,0.7290842,0.69620395,"('shy', 'confident')",1.3367102,1.116265,-5.756596,-5.817106,-1.2302672,-1.3348789,0.1046117
83,-0.72426796,-0.7135193,"('powerless', 'powerful')",0.7283037,0.61203814,-1.3537465,-1.3404496,-0.4499036,-0.4806436,0.03074
11,-0.70329183,-0.6113203,"('unhelpful', 'helpful')",0.8264574,0.6746708,1.9341311,1.9761696,0.6857656,0.67984,0.0059256
42,0.6835649,0.62743634,"('unreliable', 'reliable')",0.37843856,0.31925842,-2.9311626,-2.7247338,-0.623053,-0.5926797,-0.0303733
70,-0.6741934,-0.42598522,"('lethargic', 'energetic')",0.9721622,0.9029175,0.50813645,0.8106175,0.2687018,0.4291832,-0.1604814
34,-0.67100614,-0.43956327,"('mean', 'honorable')",0.59953254,0.5034548,5.792203,5.8276143,1.9069098,1.9638352,-0.0569254
88,-0.6401122,-0.8064784,"('low', 'eminent')",0.13025977,-0.13897334,0.6363109,0.3455805,0.0421528,-0.1999571,0.2421099
32,-0.6372425,-0.9003083,"('unkind', 'kind')",0.6527633,0.39238754,1.1255965,0.8660378,0.3803724,0.1193723,0.2610001
78,-0.6362386,-0.9750837,"('nonresilient', 'resilient')",0.36709914,0.36154556,0.16882814,0.22393957,-0.0334371,-0.1298662,0.0964291
5,-0.6233042,-0.57614094,"('distant', 'outgoing')",-0.60107565,-0.34197932,-0.6404995,-0.4726922,-0.6216264,-0.4636041,-0.1580223
65,-0.6197354,-0.74501604,"('insecure', 'secure')",1.2083344,0.8887268,-0.29825568,-0.31283134,0.0967811,-0.0563735,0.1531546
75,0.611542,0.5097209,"('meek', 'impulsive')",-0.67629045,-0.5572946,-0.12635627,-0.2640556,-0.0637016,-0.1038764,0.0401748
17,-0.61150724,-0.578351,"('nasty', 'nice')",-0.97212654,-1.0648699,-0.47497928,-0.61661386,-0.6862044,-0.7532783,0.0670739
69,0.58212787,0.8852494,"('lazy', 'industrious')",0.3548728,0.48540512,-0.5803212,-0.73257434,0.1188931,0.2126934,-0.0938003
49,-0.58100694,-0.69975483,"('unable', 'able')",-0.058216836,-0.20684353,-0.27380553,-0.15114115,-0.3043431,-0.3525798,0.0482367
56,-0.5752806,-0.5490875,"('impractical', 'practical')",1.7094703,1.5003206,0.038557544,-0.06301941,0.3909157,0.2960712,0.0948445
21,-0.5510715,-0.64582735,"('immoral', 'moral')",1.9743446,1.502097,-0.35739234,-0.5831912,0.3552936,0.0910261,0.2642675
18,-0.5398917,-0.7573637,"('disagreeable', 'welcoming')",-0.90059745,-1.0598748,-0.59852576,-0.59246075,-0.6796716,-0.8032331,0.1235615
25,-0.5267331,-0.95328987,"('egoistic', 'altruistic')",0.21541184,0.16362809,1.4885311,1.1979289,0.3924033,0.136089,0.2563143
22,-0.48751682,-0.42372686,"('untrustworthy', 'trustworthy')",-0.48566893,-0.7004452,-1.0182323,-0.93518764,-0.663806,-0.6864532,0.0226472
41,-0.48260078,-0.7691715,"('unforgiving', 'forgiving')",-0.34261185,-0.5719758,-0.14445865,-0.22414188,-0.3232237,-0.521763,0.1985393
84,0.46896386,0.55736864,"('inferior', 'superior')",0.28081754,0.30826616,0.9620001,0.9935108,0.5705938,0.6197152,-0.0491214
38,-0.41521654,-0.467315,"('untruthful', 'truthful')",0.057445478,0.0076257363,0.11527936,0.040737245,-0.0808306,-0.1396507,0.0588201
50,0.3804746,0.3913697,"('clumsy', 'skillful')",-0.26793933,-0.33877987,0.3795632,0.32942194,0.1640328,0.1273373,0.0366955
76,0.36927345,0.20639,"('anxious', 'daring')",0.6201462,0.3624293,0.5957894,0.43188933,0.528403,0.3335695,0.1948335
33,0.35266933,0.6519742,"('wrong', 'right')",0.33717537,0.47728884,-0.9767156,-0.89330727,-0.0956236,0.0786519,-0.1742755
62,-0.35129976,-0.3723706,"('incompetent', 'brilliant')",1.0973738,0.90085274,0.059152417,0.18427968,0.2684088,0.2375873,0.0308215
24,-0.3315152,-0.16690806,"('dishonest', 'honest')",0.8004576,0.6006402,0.39182895,0.54532504,0.2869238,0.3263524,-0.0394286
61,-0.27149504,-0.35508057,"('illogical', 'logical')",1.1896282,1.039455,-0.035919346,-0.038934022,0.2940713,0.2151468,0.0789245
35,0.26798758,0.21817245,"('corrupt', 'incorrupt')",-1.4318866,-1.391396,-0.3246132,-0.47185755,-0.4961707,-0.5483604,0.0521897
72,-0.22394483,-0.3005778,"('unambitious', 'ambitious')",0.47590104,0.39763352,-1.4027331,-1.2301637,-0.3835923,-0.3777026,-0.0058897
3,-0.21362844,-0.48383343,"('repellent', 'pleasant')",0.23613822,0.11126146,0.40736878,0.13067383,0.1432929,-0.0806327,0.2239256
15,0.21292055,-0.01480728,"('boring', 'funny')",-0.18329006,-0.2673213,0.36184326,0.18427578,0.1304912,-0.0326176,0.1631088
16,0.20721398,-0.01978877,"('unpopular', 'popular')",-0.50838375,-0.6125734,0.51417935,0.26656538,0.0710032,-0.1219322,0.1929354
67,-0.19536176,0.17017046,"('doubtful', 'determined')",-0.21514869,-0.19598135,-0.48720255,-0.57828665,-0.2992377,-0.2013658,-0.0978719
81,-0.19532473,-0.48258027,"('submissive', 'aggressive')",2.321418,1.9204087,-0.334728,-0.49503857,0.5971218,0.3142633,0.2828585
80,0.18521099,0.44498533,"('dominated', 'dominating')",0.6410198,0.49890846,-1.0120864,-0.771988,-0.0619519,0.0573019,-0.1192538
31,0.18189894,0.023867264,"('evil', 'good')",-1.8264282,-1.6294079,-1.3869269,-1.4522609,-1.0104853,-1.0192672,0.0087819
79,0.17693968,-0.03101179,"('wavering', 'unwavering')",-1.1672302,-1.0304632,0.053140342,-0.05382001,-0.3123834,-0.371765,0.0593816
36,0.17262727,-0.308157,"('hostile', 'amicable')",-1.5107026,-1.5256484,0.16623957,-0.2941114,-0.3906119,-0.7093056,0.3186937
40,0.124710724,0.12893482,"('stingy', 'generous')",-0.05105059,-0.04240004,-1.8598188,-1.6841071,-0.5953862,-0.5325241,-0.0628621
87,0.11916803,-0.0038655773,"('unsuccessful', 'successful')",0.48795435,0.27173048,0.45577458,0.55552167,0.354299,0.2744622,0.0798368
77,-0.11742742,-0.5237812,"('unmotivated', 'motivated')",0.7801649,0.5852028,-1.0291212,-1.237527,-0.1221279,-0.3920351,0.2699072
12,-0.111871935,-0.21770275,"('unsupportive', 'supportive')",0.8491433,0.77384794,-1.8336401,-1.4697356,-0.3654563,-0.3045301,-0.0609262
54,-0.10487533,-0.5529639,"('incapable', 'capable')",-0.3705547,-0.35447726,0.88377255,0.95487183,0.1361142,0.0158102,0.120304
30,-0.07042017,-0.2100085,"('intolerant', 'tolerant')",1.6102374,1.2424271,1.4953235,1.2520777,1.0117136,0.7614988,0.2502148
29,0.06347117,0.40660745,"('unfair', 'fair')",-0.49537516,-0.3992042,-0.699769,-0.46437883,-0.3772243,-0.1523252,-0.2248991
74,-0.010134181,-0.32673588,"('undedicated', 'dedicated')",0.14716712,0.00078600645,0.14405915,0.16178778,0.0936974,-0.0547207,0.1484181
71,0.010117584,-0.006879855,"('diffident', 'self-confident')",1.275916,1.2907802,0.2361046,0.44420964,0.5073794,0.5760367,-0.0686573
